# producer=CAELIX
# when=2026-02-12T10:12:47
# cwd=
# python=
# command= /core.py --out _Output/04_confinement/04A_corral_global_sweep_optimised/20260212_101246 --corral --corral-geom sphere --traffic-mode telegraph --n 192 --traffic-iters 1 --traffic-c2 0.25 --traffic-gamma 0.001 --traffic-dt 1.0 --traffic-decay 0.0 --corral-radius 80 --corral-omega-start 0.01 --corral-omega-stop 0.62 --corral-omega-steps 1024 --corral-burn 4000 --corral-burn-frac 0.8 --corral-warm 300
# run_id=20260212_101246
# experiment=04A_corral_global_sweep_optimised
# artefact=corral
# n=192
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.25
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# corral_geom=sphere
# corral_radius=80
# corral_omega_start=0.01
# corral_omega_stop=0.62
# corral_omega_steps=1024
# corral_burn=4000
# corral_warm=300
# corral_burn_frac=0.8
# corral_amp=1.0
# corral_center_offset=0,0,0
# traffic_mode=telegraph
# traffic_dt=1
# traffic_c2=0.25
# traffic_gamma=0.001
# traffic_decay=0
# traffic_inject=1
# traffic_sponge_width=0
# traffic_sponge_strength=0
# corral_mask=dirichlet
# corral_geom=sphere
# corral_radius=80
# corral_inside_count=2143611
# corral_omega_start=0.01
# corral_omega_stop=0.62
# corral_omega_steps=1024
# corral_burn_in=4000
# corral_meas_start=3200
# corral_meas_len=800
# corral_warm_steps=300
# corral_burn_frac=0.8
# corral_amp=1
# corral_center_offset=0,0,0
i_omega,omega,e_phi,e_vel,e_tot,e_tot_std,e_tot_max,e_ratio,peak_phi,peak_vel
254,0.16145650048875856,45.221249052698106,1.1847528129648048,46.40600186566292,32.13458310737207,114.83991958849661,0.02619902894730173,0.9453708529472351,0.15349523723125458
255,0.16205278592375366,43.70911161454793,1.14043376492454,44.84954537947252,30.272918756720145,103.561488476222,0.02609144232858161,0.9593928456306458,0.15507161617279053
256,0.1626490713587488,35.39164609761001,0.9197499858637573,36.31139608347378,24.850587320582072,92.78021523431606,0.025987770767346194,0.9681104421615601,0.1584729254245758
257,0.1632453567937439,32.21898728301918,0.8629824446943598,33.08196972771348,22.569076310367564,75.44101568524599,0.026784902862206427,0.9832104444503784,0.1619042307138443
258,0.163841642228739,29.92279231567305,0.8085547798237981,30.731347095496837,20.955209965623506,70.762208200256,0.02702136790222829,0.9956455230712891,0.16298341751098633
259,0.16443792766373413,28.978515363169304,0.7791762482251953,29.757691611394467,20.37134784561087,72.18500705211905,0.026888066502381094,1.0006444454193115,0.16450102627277374
260,0.16503421309872923,26.65851069047973,0.7250246433234138,27.38353533380317,18.47755158983311,64.36253213942938,0.02719674222394978,1.0100431442260742,0.16803640127182007
261,0.16563049853372436,26.78402144627239,0.7295405869924899,27.51356203326488,18.197206467385428,54.838244256977454,0.027237903331876066,1.0278594493865967,0.16974666714668274
262,0.16622678396871945,27.76979209159734,0.7594536228618887,28.52924571445923,19.255228535168346,67.433882616161,0.027348192610043304,1.0341795682907104,0.17263276875019073
263,0.16682306940371458,26.27552588318486,0.7380704223588479,27.01359630554376,18.53397054256893,68.52152810948478,0.028089653681533024,1.036189317703247,0.17429253458976746
264,0.16741935483870968,28.452335543427616,0.802823991106539,29.25515953453422,19.609024871439896,66.55091773540941,0.028216453088047468,1.058076024055481,0.17681019008159637
265,0.1680156402737048,30.39523698522185,0.8491785526434077,31.244415537865216,20.991407448247887,74.49500027597409,0.027937882275971396,1.072795033454895,0.18124482035636902
266,0.1686119257086999,32.357291231038786,0.9177878103941848,33.27507904143302,22.549675314747184,79.21379341712884,0.028364173126882972,1.0820189714431763,0.182847261428833
267,0.16920821114369503,34.81256309629766,0.9908588991967673,35.80342199549449,24.205681533536485,83.50509329044328,0.02846268160307097,1.0970618724822998,0.18632836639881134
268,0.16980449657869012,41.22595822905491,1.184773219160011,42.410731448214904,29.07287479360184,99.30612455832213,0.028738524707595203,1.1148885488510132,0.19118784368038177
269,0.17040078201368525,47.83001426895213,1.4049493001241729,49.23496356907633,33.73672388600726,108.90362435013404,0.029373800564306697,1.128700613975525,0.19370968639850616
270,0.17099706744868037,50.61073168036091,1.476036142645695,52.08676782300663,34.988471257602455,123.0391770305355,0.029164489301750796,1.1527661085128784,0.19662606716156006
271,0.17159335288367547,77.71850107179942,2.2688720234500503,79.98737309524945,53.615928071640234,170.6250819362973,0.029193460915489706,1.1827983856201172,0.2049086093902588
272,0.1721896383186706,90.052742224577,2.659615250222962,92.71235747479999,63.66634764755192,215.72559518858506,0.02953397291989489,1.2076858282089233,0.20956279337406158
273,0.1727859237536657,120.44556731494691,3.5886095844327888,124.03417689937983,76.35376081183487,286.3739787342171,0.02979445125655051,1.2574230432510376,0.21675077080726624
274,0.17338220918866082,241.66144696835138,7.286171502358059,248.94761847070916,134.19242653571675,456.91099670940343,0.030150326391583035,1.3231006860733032,0.22999094426631927
275,0.17397849462365592,261.63470576198756,7.942927023984821,269.5776327859723,161.46844932817197,586.6884217590971,0.0303588432614539,1.3547024726867676,0.23524469137191772
276,0.17457478005865104,588.9607628059547,17.755510212737217,606.7162730186908,402.4343618938488,1341.8601076989653,0.030147186933379987,1.5676275491714478,0.273188978433609
277,0.17517106549364614,1906.937911367177,58.504166029040164,1965.4420773962174,1299.7940351124103,3814.9342812163904,0.03067963863967424,1.8435062170028687,0.3236435353755951
278,0.17576735092864126,2931.1595975229407,90.27913048760443,3021.4387280105516,2001.4433377394273,6180.832185177338,0.030799800380674373,1.6417573690414429,0.28840693831443787
279,0.17636363636363636,2099.537290302029,65.11068666639989,2164.6479769684292,1433.6042833712702,4215.648707577325,0.031011921992123017,0.8744378089904785,0.15420085191726685
280,0.1769599217986315,692.3968211091056,21.578904925626453,713.9757260347325,478.10789479068825,1573.1917738646553,0.031165517038423966,0.5326830744743347,0.09413861483335495
281,0.17755620723362658,243.08597509919557,7.737563564806464,250.82353866400163,168.31965178184694,568.505665179094,0.03183056349363216,0.7257496118545532,0.12865416705608368
282,0.1781524926686217,224.57192186738038,7.0878934851018816,231.6598153524825,152.94618862403877,465.74458771380347,0.03156179733496498,0.7578790187835693,0.13432848453521729
283,0.17874877810361683,113.4902032584569,3.572953961344753,117.06315721980141,79.8667257776519,295.28254898910234,0.03148248799244685,0.8303781151771545,0.14793390035629272
284,0.17934506353861193,81.46478628347094,2.618437321297336,84.08322360476838,57.93387762704942,204.37217841447494,0.03214195287011488,0.8740583658218384,0.15624965727329254
285,0.17994134897360706,76.89857573573693,2.4943987695518572,79.39297450528863,53.290022201150364,170.63460605489632,0.032437515853659796,0.8846187591552734,0.15985608100891113
286,0.18053763440860215,49.17021525684675,1.601649196943316,50.77186445379005,34.35861679054829,127.84655548086398,0.0325735648822538,0.9214023351669312,0.16620618104934692
287,0.18113391984359728,45.96289659312412,1.5044184762188788,47.467315069342966,32.46103755307966,109.70979526907418,0.03273115029142662,0.9372101426124573,0.1695920079946518
288,0.18173020527859238,40.87280438964547,1.3385195337403202,42.21132392338578,28.650691997902957,93.91581466869152,0.032748414348573104,0.9503647089004517,0.17230534553527832
289,0.1823264907135875,33.9973516559171,1.1174479401857818,35.114799596102934,23.519212240666935,79.78013938876805,0.032868676110283476,0.9690592885017395,0.17647366225719452
290,0.1829227761485826,31.63931604388154,1.0642182847912915,32.70353432867282,22.08340527568389,76.45181432181825,0.03363594469979253,0.9792502522468567,0.1795330047607422
291,0.18351906158357773,29.683912477027185,1.0029293204454623,30.68684179747263,20.535887513451993,71.41911231412048,0.033786965287059455,0.9941204190254211,0.18326810002326965
292,0.18411534701857282,28.55162380775581,0.9623139254777768,29.513937733233618,19.576202352516862,67.54938237691218,0.03370435012583553,1.0125679969787598,0.18593941628932953
293,0.18471163245356795,26.348162403572907,0.8959327102993068,27.24409511387219,18.41429269850045,68.45291986940025,0.0340036127216895,1.0126773118972778,0.18646803498268127
294,0.18530791788856305,27.719676793103257,0.9426836482926084,28.662360441395872,18.914186289718113,66.00205161394304,0.03400774313959956,1.02982759475708,0.19105853140354156
295,0.18590420332355817,27.386017404008385,0.9432650997808707,28.329282503789255,18.422782658934796,58.38970167093754,0.03444331046261492,1.0502774715423584,0.19469143450260162
296,0.1865004887585533,26.863140325469654,0.9423394995953118,27.805479825064914,18.689217036927975,66.91390370173693,0.03507927547479696,1.0494178533554077,0.19733941555023193
297,0.1870967741935484,29.62157944858495,1.0361426386759875,30.657722087260925,20.59099531418691,72.02124471031112,0.03497931771242705,1.0686050653457642,0.19980879127979279
298,0.18769305962854352,31.22100912490471,1.0913393214745295,32.31234844637924,21.26208262325964,69.39567092416742,0.03495528658629882,1.0865148305892944,0.20347294211387634
299,0.18828934506353862,33.54178664482912,1.1844109361434965,34.726197580972624,23.100308056014633,74.74421067334431,0.03531150408548832,1.0991953611373901,0.20675061643123627
300,0.18888563049853374,36.65829138283902,1.2990114248404234,37.95730280767946,25.445454225860466,93.70282022552949,0.035435678419221114,1.1155171394348145,0.21024185419082642
301,0.18948191593352884,45.11066706524091,1.6228155627524012,46.73348262799339,31.015497826738827,104.73831451392326,0.035974098108666454,1.1347075700759888,0.21464136242866516
302,0.19007820136852396,48.20650280382,1.7566804039033659,49.96318320772325,33.971441900594705,120.2302374286331,0.03644073520645695,1.1473125219345093,0.21964988112449646
303,0.19067448680351906,58.914778252650834,2.122342008383387,61.037120261034076,41.29764023396019,154.1852573225343,0.03602393272672392,1.1852344274520874,0.225371316075325
304,0.1912707722385142,88.13247530659471,3.204171034433423,91.33664634102804,59.30593770537509,191.9128004642335,0.03635630365863135,1.2111834287643433,0.2329982966184616
305,0.19186705767350928,92.4624342972307,3.3970866590279267,95.85952095625855,63.825360221070945,225.41442805593184,0.036740181943594304,1.2367403507232666,0.2383139282464981
306,0.1924633431085044,172.49222454459607,6.364319467480315,178.8565440120763,103.2525493029509,391.0270490228901,0.036896268711723,1.3250200748443604,0.2547444701194763
307,0.1930596285434995,287.7197997339114,10.766977289733115,298.4867770236444,137.96859566019694,520.6158191677428,0.03742174608661127,1.3783268928527832,0.2661157250404358
308,0.19365591397849463,306.1034321109433,11.469504210419432,317.57293632136265,173.85269510126113,606.4644208652824,0.037469374751284784,1.3918930292129517,0.2692461907863617
309,0.19425219941348976,964.9824463253241,35.882912883929706,1000.8653592092537,650.9560673161454,2104.1582538358275,0.03718504209125528,1.7538729906082153,0.34091734886169434
310,0.19484848484848485,2410.4417711853566,92.20864346304897,2502.650414648407,1635.7011822831976,4951.368232020991,0.038253835693240784,1.9747189283370972,0.3834231197834015
311,0.19544477028347998,2840.7581156351284,107.29628623603125,2948.0544018711626,1913.4800497114848,5958.18700558586,0.037770299993331966,1.4671334028244019,0.2867136299610138
312,0.19604105571847508,1530.7611098448697,58.81162763046355,1589.5727374753355,1039.2337976684923,3158.4320317084284,0.038419860063222795,0.8052451014518738,0.15730977058410645
313,0.1966373411534702,415.07782038547407,16.02722420021145,431.1050445856861,283.789993940351,951.1121994747269,0.03861257675808181,0.5918291807174683,0.11597940325737
314,0.1972336265884653,238.4923530255029,9.310000359596758,247.80235338509956,165.25531486703716,563.7777171540017,0.03903689255227888,0.7390987873077393,0.1448143571615219
315,0.19782991202346042,188.56136397673035,7.30336693044605,195.8647309071764,128.8653907793055,414.6297422934683,0.038732043385872474,0.741233229637146,0.14770682156085968
316,0.19842619745845552,88.67455981382398,3.4583228584277816,92.1328826722519,60.18542596687801,211.31361157826714,0.03900016944756917,0.8335437774658203,0.16523216664791107
317,0.19902248289345065,84.51740884512306,3.350049735828954,87.8674585809521,58.817309160404854,195.28394208942095,0.03963739283545515,0.8817877769470215,0.17480389773845673
318,0.19961876832844574,66.12544230487393,2.6305020852248187,68.75594439009876,46.959327035998356,164.77708444864527,0.03978048378257716,0.8917083144187927,0.1787584125995636
319,0.20021505376344087,45.81594132327178,1.8388973518532965,47.65483867512511,31.471866736776562,112.17033102487471,0.040136627094011175,0.9214920997619629,0.18580643832683563
320,0.20081133919843597,45.749139536894035,1.8346858794451477,47.58382541633913,31.398567502054078,106.7834680196293,0.0401031778524608,0.9497201442718506,0.18964657187461853
321,0.2014076246334311,37.80230296868804,1.5151104759131315,39.31741344460111,26.520156926243857,99.25757883458185,0.04007984585404942,0.9545497298240662,0.19301624596118927
322,0.20200391006842622,33.17870648107616,1.3478192073168704,34.5265256883931,22.78155730006153,82.04344256225758,0.040623018503918265,0.9771093130111694,0.19782240688800812
323,0.20260019550342132,30.950902955299103,1.276746020094026,32.22764897539325,21.470513420974207,77.7630370613793,0.04125068732042898,0.9930523037910461,0.20038847625255585
324,0.20319648093841644,29.66230290533823,1.2225102360611677,30.88481314139938,20.511495840640098,76.61535616661618,0.041214272538532916,0.9979516267776489,0.20249752700328827
325,0.20379276637341154,27.838500165021948,1.1493296368010157,28.987829801823025,18.59605351709132,59.19868163157062,0.04128561632228538,1.017687201499939,0.2082822024822235
326,0.20438905180840666,26.69502493148629,1.1105145507029568,27.805539482189257,18.12659535348095,63.684014931611785,0.041600056697946135,1.0276752710342407,0.20974034070968628
327,0.20498533724340176,28.2973324760592,1.17609408544756,29.473426561506752,19.57660565588564,71.13099998070065,0.04156201247741448,1.0295101404190063,0.21190910041332245
328,0.20558162267839689,26.90984286690301,1.1379999745309881,28.047842841434022,18.29605766138926,63.97964835507531,0.042289357844248004,1.0508545637130737,0.2161037176847458
329,0.20617790811339198,28.012083752062832,1.200073148150704,29.2121569002135,18.95191606235989,59.492351684964696,0.04284126660382011,1.0648070573806763,0.2200600951910019
330,0.2067741935483871,30.62305605569452,1.299067864696361,31.922123920390835,21.10553724443283,78.19145333971612,0.04242123523967328,1.0780686140060425,0.22437943518161774
331,0.2073704789833822,32.37596343706044,1.3833342177623802,33.759297654822795,22.060490441188815,80.08894732562315,0.042727198541954385,1.0919212102890015,0.2266010195016861
332,0.20796676441837733,34.83589272938566,1.5006820881721867,36.336574817557924,23.649991318017772,84.6283221055748,0.04307861721328157,1.1101994514465332,0.2307838648557663
333,0.20856304985337246,40.21117934618519,1.7367410879795542,41.9479204341647,27.845886746858792,103.39172793067324,0.04319050364147736,1.1287500858306885,0.23760782182216644
334,0.20915933528836755,48.2691424711524,2.120177143458117,50.38931961461052,32.90619246854481,111.52255992756082,0.043924068978958494,1.1555393934249878,0.24239836633205414
335,0.20975562072336268,49.96205846698107,2.207172424175817,52.16923089115692,34.200736622023875,119.51253129672274,0.04417697132383865,1.1736795902252197,0.24670276045799255
336,0.21035190615835778,73.48547717454096,3.216082554870474,76.70155972941144,50.46789924033005,176.53971423599927,0.04376487271398766,1.2187035083770752,0.2587047815322876
337,0.2109481915933529,93.97087415443848,4.150946991883532,98.12182114632209,63.66529340183118,211.289676722864,0.0441726974366709,1.2449390888214111,0.26371732354164124
338,0.211544477028348,113.70646136940924,5.092299626062274,118.79876099547168,75.23829081090172,255.98036089789088,0.044784610872009994,1.2927645444869995,0.27267587184906006
339,0.21214076246334312,255.4001306397578,11.455889511762354,266.85602015152034,132.3529923564125,495.2136712675034,0.04485467365684654,1.391497254371643,0.29731565713882446
340,0.21273704789833822,327.26024441324074,14.80268900681623,342.0629334200568,114.98944107445227,575.9155053091927,0.045232163880328864,1.4265828132629395,0.30380064249038696
341,0.21333333333333335,449.8318631956125,20.43087390423209,470.2627370998451,266.62593030510106,953.813923630698,0.045418912211088826,1.5547642707824707,0.3309614956378937
342,0.21392961876832844,1497.9262176947655,67.70534349456608,1565.6315611893326,992.092268586235,3073.187015724065,0.04519938478596177,1.9412535429000854,0.4163780212402344
343,0.21452590420332357,2772.2994132683075,128.29542411804832,2900.594837386358,1860.3401772401428,5826.581669463868,0.04627762192785619,1.9786884784698486,0.4247603416442871
344,0.21512218963831867,2441.1072201152374,111.7125849383121,2552.8198050535484,1627.5447871678787,4997.064236307414,0.04576307997361888,1.2024309635162354,0.25785258412361145
345,0.2157184750733138,972.6805221956533,45.17212397154241,1017.8526461671961,658.6386491404862,2136.822507659623,0.04644086412831042,0.6960015296936035,0.14941184222698212
346,0.21631476050830892,273.95218811458113,12.843839412470356,286.796027527051,184.0564386708995,589.9388301259692,0.046883507304195514,0.6314237117767334,0.13609671592712402
347,0.21691104594330402,236.24250647998284,11.090786966983044,247.33329344696622,159.50702312516643,505.9109087409769,0.04694661910016069,0.7211002111434937,0.1562451273202896
348,0.21750733137829914,140.698817067915,6.566689712178924,147.26550678009392,97.55513315062757,350.8627867703656,0.046671961065665186,0.7734586596488953,0.16835536062717438
349,0.21810361681329424,80.75252048475244,3.8140041429425833,84.56652462769502,55.251551743184756,201.02347151441836,0.04723077521354507,0.8399292230606079,0.1835421621799469
350,0.21869990224828936,82.30052431356897,3.9434017548797224,86.24392606844866,55.668325201789635,182.13645784124827,0.0479146613921331,0.8694212436676025,0.189402773976326
351,0.21929618768328446,54.75815331960599,2.6226871082422645,57.38084042784827,38.66940366062162,146.7248960356572,0.047895828278474314,0.8965021371841431,0.19603918492794037
352,0.21989247311827959,45.780442552397005,2.206786441560205,47.9872289939572,31.8826714612476,115.52375347654935,0.04820369394713534,0.9253789186477661,0.2036638706922531
353,0.22048875855327468,43.39114193929202,2.098454845789857,45.48959678508175,29.595354911624394,101.0080766590971,0.04836136483169144,0.9423077702522278,0.20781278610229492
354,0.2210850439882698,35.369039165040434,1.7041927753457466,37.07323194038618,24.30056647093825,89.94955167622044,0.04818317985381298,0.9562185406684875,0.21121594309806824
355,0.2216813294232649,32.503913414057145,1.5949967985757127,34.09891021263286,22.212589781131175,72.72625218926773,0.049070915808121326,0.9745748043060303,0.21660484373569489
356,0.22227761485826003,30.351923577879692,1.5072254150821813,31.85914899296191,20.711611332048044,67.91511852937154,0.04965831609369856,0.9918636679649353,0.2209872305393219
357,0.22287390029325513,29.359723919020002,1.4487993362336957,30.808523255253693,20.112946649628647,69.88680810703805,0.04934649045848405,1.0017727613449097,0.22363592684268951
358,0.22347018572825025,27.030029117861133,1.3406322294522715,28.37066134731344,18.401387574074977,67.34375930942797,0.04959788328775227,1.0132081508636475,0.22698767483234406
359,0.22406647116324538,27.6018969145333,1.3790038920955725,28.980900806628824,18.364634986416405,59.977293124758184,0.049960475411000904,1.0384125709533691,0.23256179690361023
360,0.22466275659824048,28.2672124939126,1.4132838504095186,29.680496344322133,18.993305226160636,65.62334112662238,0.04999728398100174,1.051740288734436,0.23693768680095673
361,0.2252590420332356,27.132084871806818,1.3788242521883762,28.510909123995166,18.657408223167767,69.81227942807685,0.050818956917721925,1.0553908348083496,0.23763547837734222
362,0.2258553274682307,29.530485812521533,1.5143900010407783,31.04487581356226,20.03373206766571,69.35515141465405,0.05128225829588603,1.0855908393859863,0.24445290863513947
363,0.22645161290322582,31.765175786375448,1.6115801861189616,33.37675597249446,21.39226231650757,73.82638599672325,0.05073418126054072,1.0982104539871216,0.2504803538322449
364,0.22704789833822092,34.0118383797244,1.7403776203461085,35.75221600007047,22.870767437872175,79.06116386031707,0.05116976039094537,1.112884283065796,0.2521094083786011
365,0.22764418377321605,37.010717432204814,1.9126903924235785,38.92340782462836,24.681892949333644,87.13216319868256,0.05167936546831709,1.1416501998901367,0.25865742564201355
366,0.22824046920821114,45.51632905023207,2.3587418841665184,47.875070934398664,30.75637948451678,100.25024368430823,0.05182188312162314,1.1611775159835815,0.2658775746822357
367,0.22883675464320627,50.149557131661425,2.6347952394273695,52.784352371088865,34.35272633635237,119.1562425463636,0.052538753881913446,1.17745840549469,0.2688058316707611
368,0.22943304007820137,58.25017261480772,3.0642353466148675,61.3144079614225,39.442355067729416,148.2797381613259,0.05260474276836492,1.224164366722107,0.279544472694397
369,0.2300293255131965,91.43247134826366,4.788164752581355,96.220636100845,59.113987978685834,195.17872769990038,0.05236831819128371,1.2526447772979736,0.2902338206768036
370,0.2306256109481916,100.07674347520887,5.2831754860635325,105.35991896127256,65.5674378099374,236.3100343176655,0.052791241027664276,1.2930243015289307,0.2976950407028198
371,0.23122189638318671,177.69821064004825,9.499066939846719,187.19727757989503,109.80780491146973,410.69476457764074,0.05345617665834751,1.391898512840271,0.3203696012496948
372,0.23181818181818184,357.5272456525705,19.175071910836348,376.7023175634068,149.43864425018532,604.3980962634668,0.053632477367808205,1.4579875469207764,0.33833110332489014
373,0.23241446725317694,375.73561258475127,20.19743472201317,395.93304730676505,79.5350973860264,581.4592342368537,0.05375437953051992,1.443459153175354,0.3351656496524811
374,0.23301075268817206,758.2977304756121,40.90378721389791,799.2015176895104,474.30122642301114,1647.3052830579522,0.053941592556584046,1.7661417722702026,0.4109960198402405
375,0.23360703812316716,2087.555240522668,113.50247375457137,2201.0577142772413,1373.8874827881184,4176.378018613783,0.05437100372306954,2.1269912719726562,0.4959535002708435
376,0.23420332355816229,2844.058685140225,155.19680463742336,2999.255489777645,1886.3703271837405,5987.17238893408,0.054568777166344375,1.8177491426467896,0.4245152771472931
377,0.23479960899315738,1812.5640150481954,99.46244915846519,1912.0264642066613,1205.7372223464379,3635.5072161835337,0.05487389594668769,1.0383822917938232,0.24277864396572113
378,0.2353958944281525,542.1161129012322,29.90155800291114,572.0176709041436,366.3682833629359,1247.070533583099,0.055157109872435814,0.5485659241676331,0.12823788821697235
379,0.2359921798631476,235.65494060496897,13.125144252126494,248.7800848570955,159.57078973303075,558.5583073439929,0.055696452696607224,0.6676025986671448,0.15631939470767975
380,0.23658846529814273,207.67163391312468,11.565010933199492,219.23664484632448,138.4508979629271,432.3655460404329,0.05568892927397793,0.6740403175354004,0.15932798385620117
381,0.23718475073313783,99.8604061737218,5.538809256607639,105.39921543032936,67.91988425940905,254.30139123104695,0.05546551900632182,0.7879088521003723,0.18647418916225433
382,0.23778103616813295,82.88712562478018,4.659390747195463,87.54651637197573,57.18925514063653,200.59111025564926,0.05621368471972228,0.8476345539093018,0.20086394250392914
383,0.23837732160312805,72.13098803252015,4.10663739765557,76.23762543017578,49.44653881317283,164.8987916587663,0.05693305345830064,0.8620532155036926,0.20579814910888672
384,0.23897360703812318,47.42839548336899,2.697877770208113,50.12627325357714,31.97592015532146,114.65043240594837,0.056883176053343,0.895778477191925,0.21355870366096497
385,0.2395698924731183,46.25576601127322,2.63451577761333,48.8902817888866,31.49424782262131,103.41301556724045,0.05695540264042331,0.9332031607627869,0.22250628471374512
386,0.2401661779081134,39.7683370756637,2.281368406753361,42.049705482417075,27.284344408880735,99.20681391606732,0.057366452170548275,0.9365872740745544,0.22503839433193207
387,0.24076246334310852,34.03641601576547,1.9494021424869994,35.98581815825253,22.766068425400565,82.18349550680534,0.057274013268141695,0.9681677222251892,0.232349693775177
388,0.24135874877810362,31.78764856101261,1.8499504601107417,33.63759902112337,21.597856342485425,79.33388321784516,0.05819714712649864,0.9866772890090942,0.23701947927474976
389,0.24195503421309875,30.11828962267987,1.7695494060671249,31.887839028746985,20.418593128938696,76.42856536785415,0.05875331661378767,0.9972758889198303,0.24160468578338623
390,0.24255131964809384,28.66930796976941,1.6709389819932718,30.340246951762705,18.930583816357107,64.17789715207678,0.05828319901391234,1.018182635307312,0.24704648554325104
391,0.24314760508308897,27.06872272496498,1.5885620712203345,28.65728479618529,18.224716083817384,67.62520290021403,0.05868625894768114,1.0287271738052368,0.24908621609210968
392,0.24374389051808407,28.722092829314246,1.6957398822110563,30.417832711525293,19.373405859491182,70.84290583805063,0.05903956554587474,1.033205270767212,0.2518998384475708
393,0.2443401759530792,28.023367726724,1.6617734063755532,29.685141133099563,18.307627004976858,61.13429757923451,0.05929956108704139,1.06523859500885,0.2605380415916443
394,0.2449364613880743,28.450793145112943,1.7102598016886663,30.161052946801675,18.774471656987323,63.64235979253488,0.060112904162827586,1.0760762691497803,0.2629493474960327
395,0.24553274682306941,31.215621288188704,1.8810014569631284,33.09662274515188,21.134472052648317,78.6215817312731,0.06025833795192785,1.0880285501480103,0.26747187972068787
396,0.2461290322580645,33.2355898956231,1.992490952944549,35.22808084856768,22.166664629685005,79.0738482624677,0.05995052169081212,1.1102696657180786,0.2741503119468689
397,0.24672531769305964,35.665634874379656,2.1534385920532757,37.819073466432904,23.825255914961758,83.8734150659852,0.06037852963049689,1.1260108947753906,0.2779640555381775
398,0.24732160312805476,41.2830383392871,2.516544541402512,43.799582880689705,27.54456819972496,106.05826227138877,0.06095831708703415,1.1550681591033936,0.2872450351715088
399,0.24791788856304986,50.69474496347967,3.1065407116071384,53.801285675086795,33.09758517323624,116.11025454180042,0.061279343921051756,1.1779558658599854,0.2928384244441986
400,0.24851417399804498,52.629503872477265,3.2538620500074678,55.88336592248473,35.38484237266995,126.68636300304655,0.06182581652093098,1.20760977268219,0.3003004491329193
401,0.24911045943304008,76.42328431714243,4.717465373147357,81.14074969028998,51.72849561194535,188.60835318204823,0.06172811617949696,1.258068561553955,0.31374597549438477
402,0.2497067448680352,106.4034785045111,6.560899706567694,112.96437821107872,67.95461448733249,222.65478025709882,0.06166057537573338,1.2991364002227783,0.3251686692237854
403,0.2503030303030303,132.26967603667035,8.254976528718549,140.52465256538903,76.50066200565782,269.7552972172801,0.062410196925483385,1.3383654356002808,0.3342933654785156
404,0.25089931573802543,309.7127811032164,19.43136705715697,329.1441481603735,159.15334458417024,609.7007459947847,0.06273995857691489,1.4792062044143677,0.37032926082611084
405,0.2514956011730205,458.5695791681085,28.895242727001868,487.464821895111,123.90074011427053,695.2677501969944,0.06301168686204761,1.5085245370864868,0.3776680529117584
406,0.2520918866080156,481.49364547333636,30.477065572422884,511.9707110457589,171.9723730820286,819.6836208224747,0.06329692169137992,1.5224225521087646,0.3827759325504303
407,0.25268817204301075,1250.9186322715493,78.88769754678894,1329.8063298183392,790.018984045344,2591.7189132375424,0.06306381207507984,1.9770451784133911,0.49982133507728577
408,0.2532844574780059,2546.4067186019915,163.96041577739604,2710.3671343793885,1661.379210157222,5299.655380339822,0.06438893464254299,2.186272382736206,0.5532689094543457
409,0.25388074291300095,2524.416174277413,160.4296016217797,2684.8457758991945,1644.464127809858,5199.967484255798,0.06355117007111591,1.4739270210266113,0.37271976470947266
410,0.25447702834799607,1137.1202648357262,73.62437913847133,1210.7446439741962,753.8131430024979,2436.178038800874,0.06474634338620937,0.8752506375312805,0.22155822813510895
411,0.2550733137829912,305.62692646949404,19.805520909553053,325.43244737904723,201.88345095250006,653.6968412858013,0.0648029319220663,0.5493446588516235,0.1401531994342804
412,0.2556695992179863,233.13860171061864,15.167410121373587,248.30601183199218,155.2609246780029,518.3780179423003,0.06505748087225789,0.6839984059333801,0.1743515133857727
413,0.25626588465298145,155.19166912360424,10.118872717503118,165.31054184110727,105.21683950432539,370.30592240786865,0.06520242210581392,0.7164763808250427,0.18297618627548218
414,0.2568621700879765,81.25066569059629,5.291347253472286,86.54201294406849,53.661527075561686,194.17949576596683,0.06512374032259315,0.8066546320915222,0.2060146927833557
415,0.25745845552297164,83.1280720692621,5.488134575285568,88.61620664454776,55.146904908837975,181.52761064016764,0.06602023165787849,0.853750467300415,0.2186262458562851
416,0.25805474095796677,58.52859379099759,3.899069923361277,62.42766371435887,40.56036422088043,153.47393018688305,0.06661820609059182,0.8738113045692444,0.22450070083141327
417,0.2586510263929619,45.75605983279913,3.0429570574933638,48.79901689029244,30.696466834147433,114.2962074884436,0.0665039137682049,0.9102206230163574,0.23585405945777893
418,0.25924731182795696,44.59911065232911,2.973111213947281,47.572221866276344,29.622686150756152,104.02273315729437,0.06666301570728628,0.9355589151382446,0.2430669665336609
419,0.2598435972629521,36.34326239872681,2.4322109103464316,38.77547330907327,24.608791179334524,94.118583583544,0.06692329608889407,0.9488144516944885,0.246610626578331
420,0.2604398826979472,33.07117769165623,2.2238846990894676,35.29506239074578,22.006153916584072,76.5842951831456,0.06724540383242779,0.9732805490493774,0.25297439098358154
421,0.26103616813294234,31.046664736888484,2.116019919152313,33.162684656040774,20.736207989097036,71.59532547770027,0.06815611071543119,0.9955976605415344,0.26019492745399475
