# producer=CAELIX
# when=2026-02-16T07:47:52
# cwd=
# python=
# command= /core.py --out _Output/08_solitons/08C_symmetry_breaking_local_probe/20260216_074751 --soliton --traffic-mode nonlinear --traffic-boundary sponge --traffic-sponge-width 24 --traffic-sponge-strength 0.2 --n 192 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 0.05 --traffic-gamma 0.0 --traffic-decay 0.0 --soliton-steps 2000 --soliton-sigma 4.0 --soliton-amp 50.0 --soliton-k -0.001 --soliton-lambda-start 5e-4 --soliton-lambda-stop 2e-3 --soliton-lambda-steps 17
# run_id=20260216_074751
# experiment=08C_symmetry_breaking_local_probe
# artefact=soliton_scan
# n=192
# seed=6174
# traffic_mode=nonlinear
# traffic_c2=0.31
# traffic_gamma=0.0
# traffic_dt=0.05
# traffic_decay=0.0
# traffic_boundary=sponge
# traffic_sponge_width=24
# traffic_sponge_strength=0.2
# soliton_k=-0.001
# soliton_lambda_start=0.0005
# soliton_lambda_stop=0.002
# soliton_lambda_steps=17
# soliton_steps=2000
# soliton_sigma=4.0
# soliton_sigma_start=4.0
# soliton_sigma_stop=4.0
# soliton_sigma_steps=1
# soliton_amp=50.0
# soliton_init_vev=0
# soliton_vev_sign=1
# soliton_sg_k_start=-0.001
# soliton_sg_k_stop=-0.001
# soliton_sg_k_steps=1
# soliton_sg_amp_start=50.0
# soliton_sg_amp_stop=50.0
# soliton_sg_amp_steps=1
idx,lambda,k,sigma,amp,sg_k,sg_amp,init_vev,vev_sign,phi0,steps,traffic_mode,traffic_boundary,traffic_sponge_width,traffic_sponge_strength,traffic_inject,traffic_decay,traffic_gamma,traffic_dt,traffic_c2,crop_r,src_peak,E_land,E_final,E_ratio,Rg_land,Rg_final,Rg_ratio,Rg_dev_land,Rg_dev_final,Rg_dev_ratio,peak_final,peak_final_crop,peak_dev_land,peak_dev_final,peak_dev_ret,peak_land,peak_land_over_pi,peak_final_over_pi,peak_ret,peak_ret_crop,peak_x_land,peak_y_land,peak_z_land,peak_r_land,peak_x_final,peak_y_final,peak_z_final,peak_r_final,peak_move,cm_dx_land,cm_dy_land,cm_dz_land,cm_r_land,cm_dx_final,cm_dy_final,cm_dz_final,cm_r_final,frac_abs_phi_gt_pi_over2_land,frac_abs_phi_gt_pi_land,frac_abs_phi_gt_2pi_land,frac_abs_phi_gt_pi_over2_final,frac_abs_phi_gt_pi_final,frac_abs_phi_gt_2pi_final,outer_shell_abs_ratio_land,outer_shell_abs_ratio_final,E_land_phys,E_final_phys,E_ratio_phys,E_land_phys_shifted,E_final_phys_shifted,E_ratio_phys_shifted,mean_phi_land,mean_phi_final,mean_abs_phi_land,mean_abs_phi_final,mean_phi_outer_land,mean_phi_outer_final,mean_abs_phi_outer_land,mean_abs_phi_outer_final,mean_phi_shell_land,mean_phi_shell_final,mean_abs_phi_shell_land,mean_abs_phi_shell_final,phi_std_shell_land,phi_std_shell_final,delta_outer_shell_land,delta_outer_shell_final,phi_std_outer_land,phi_std_outer_final,phi_p50_outer_land,phi_p50_outer_final,phi_std_land,phi_std_final,phi_p01_land,phi_p01_final,phi_p05_land,phi_p05_final,phi_p16_land,phi_p16_final,phi_p50_land,phi_p50_final,phi_p84_land,phi_p84_final,phi_p95_land,phi_p95_final,phi_p99_land,phi_p99_final,E_land_kin,E_land_grad,E_land_stiff,E_land_phi4,E_land_sine,E_final_kin,E_final_grad,E_final_stiff,E_final_phi4,E_final_sine,vev_theory,mean_phi_final_err,mean_phi_final_abs_err,vel_abs_max_land,vel_abs_max_final,vel_abs_ratio,E_land_kin_frac,E_final_kin_frac,candidate_score,cm_v,peak_v,vel_rms_land,vel_rms_final,vel_rms_ratio,lap_abs_max_land,lap_abs_max_final,lap_abs_ratio,dE_fast,dE_fast_per_step,dE_phys_shifted,dE_phys_shifted_per_step,status,fail_kind,fail_msg,wall_s
16,0.002,-0.001,4.0,50.0,-0.001,50.0,0,1,0.0,2000,nonlinear,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,24,50.0,893159.75,1050219.25,1.1758470419205522,4.898979127577377,24.427391762954812,4.986220828222746,4.898979127577377,24.427391762954812,4.986220828222746,0.8158400654792786,0.7805188298225403,2.5,0.7805188298225403,0.3122075319290161,2.5,0.7957747154594768,0.2596899583868855,0.3263360261917114,0.3122075319290161,96,96,96,0.0,62,62,62,58.88972745734183,58.88972745734183,0.0,-2.552086495950093e-17,0.0,2.552086495950093e-17,-0.010741105434302008,-0.010741105434302008,-0.010741105434302008,0.01860414034166525,0.002133464797830836,0.0,0.0,0.0,0.0,0.0,2760758623.480797,3.959093535860054,445499.7115903626,23.425352712199086,5.2582195011023306e-05,445514.4177153626,38.131477712199086,8.558977262226591e-05,0.021416839212179184,-0.7714626789093018,0.021416842937469482,0.7714626789093018,0.0027607588563114405,-0.7390239834785461,0.002760758623480797,0.7390239834785461,7.376017720168139e-20,-0.18666494660476496,0.0,0.18666494660476496,0.0,0.23272607235202275,0.0027607588563114405,-0.5523590368737812,0.04932368919253349,0.0334547758102417,0.0,-0.7439485192298889,0.1359165906906128,0.0057555800303816795,0.0,-0.7799877524375916,0.0,-0.7793200612068176,0.0,-0.7780574560165405,0.0,-0.7719702124595642,0.0005086709279567003,-0.7648857235908508,0.05028948932886124,-0.7617173790931702,0.6728658676147461,-0.759320080280304,445466.25,32.11437942504883,-1.1136655273437501,2.46087646484375,0.0,37.560813903808594,0.03304466776549816,-35.011625,20.843119140625,0.0,0.7071067811865476,-1.4785694600958492,0.06435589772275419,50.0,0.05149590224027634,0.0010299180448055268,0.999924889759764,1.6034257569256691,1.4419792831607756e-05,9.306723532598913e-06,0.02945959352543363,2.7518722957282824,0.025269018834752004,0.009182482368086985,0.4615011215209961,0.0011768341064453125,0.0025500135353230605,157059.5,78.56903451725863,-445476.28623765043,-222.8495679027766,ok,,,10.440305582713336
