# producer=CAELIX
# when=2026-02-13T13:45:08
# cwd=
# python=
# command= /core.py --out _Output/07_collider/07B_collider_down_down_same_spin/20260213_134507 --collider --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --traffic-boundary sponge --traffic-sponge-width 32 --traffic-sponge-strength 1.0 --collider-spin-b 1 --collider-vx 0.15 --collider-orbit-radius 80 --collider-orbit-omega 0.12 --collider-steps 2000
# run_id=20260213_134507
# experiment=07B_collider_down_down_same_spin
# artefact=collider
# n=512
# seed=6174
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# collider_spin_b=1
# collider_vx=0.15
# collider_orbit_radius=80.0
# collider_orbit_omega=0.12
# collider_steps=2000
# collider_detectors=0
# collider_shell_stride=2
# collider_hold_steps=800
# collider
# n=512 steps=2000 spin_b=1
# vx=0.15 orbit_r=80 orbit_omega=0.12
# sep0=128.1 t_c=427 phase0A=0 phase0B=0
# detectors=0 enable_b=1 shells: stride=0 shell1=[0,0] pts=0 shell2=[0,0] pts=0 center_tc=(256.000,300.925,322.194) t_c_int=427 hold=0 cut_step=427 hold_grace=0 hold_steps=800 center_ball_r=8 backreact=0 backreact_k=0 backreact_mode=repel backreact_axes=x backreact_vmax=0.5 nucleus=0 nucleus_q=1 nucleus_mode=dc nucleus_omega=0.12 nucleus_phase=0 halo=0 halo_center=nucleus halo_r=60 halo_strength=0.02 halo_profile=quadratic
step,t_c_int,t_rel,inj_scale,in_hold,backreact_on,vxA,vxB,xA,yA,zA,xB,yB,zB,sep,inA,inB,phi_max,vel_max,phi_energy,vel_energy,E_tot,E_tot_dE,hold_E_tot_dE,phi_midE,vel_midE,phi_A_E,phi_B_E,vel_A_E,vel_B_E,sep_x,sep_yz,mid_frac_phi,mid_frac_vel,mid_frac_tot,localA_frac_phi,localB_frac_phi,localA_frac_vel,localB_frac_vel,localA_frac_tot,localB_frac_tot,center_phi_E,center_vel_E,center_tot_E,center_frac_tot,center_dE_tot,shell1E_phi,shell1E_vel,shell1N,shell1_frac_phi,shell1_frac_vel,shell1_frac_tot,shell2E_phi,shell2E_vel,shell2N,shell2_frac_phi,shell2_frac_vel,shell2_frac_tot,shell2_minus_shell1_tot,shell2_pow_tot,gxA,gxB,dvA,dvB,axA,axB,PA,PB,sep_min,sep_min_t,cut_step,hold_grace_steps,hold_steps,vyA,vzA,vyB,vzB,gyA,gzA,gyB,gzB,dvyA,dvzA,dvyB,dvzB,thetaA,thetaB,theta_degA,theta_degB,octE0,octE1,octE2,octE3,octE4,octE5,octE6,octE7,octN0,octN1,octN2,octN3,octN4,octN5,octN6,octN7,angA,angB,dphi,phi_c,vel_c,src_max,src_E,src_qA,src_qB,src_qN,cellAx,cellAy,cellAz,cellBx,cellBy,cellBz,cellNx,cellNy,cellNz,halo_touched_vel,halo_touched_phi,halo_touched_vel_max,halo_touched_phi_max
229,427,-198,1.0,0,0,0.15,-0.15,226.3000000000013,199.93918977439574,313.0717579617869,285.7000000000052,199.93918977439574,313.0717579617869,59.40000000000393,1,1,0.9996864199638367,1.0109124183654785,397.1696065041761,463.6736850942885,860.8432915984646,4.891257360151826,0.0,15.636532402285342,14.719513329972527,1.0068491342284283,1.0059353103564987,1.0357652826208001,1.0169350161426998,59.40000000000393,0.0,0.039369911861875787,0.03174541450843661,0.035263149551750514,0.0025350608851733448,0.002532760044784341,0.002233823734055932,0.0021932127028858727,0.002372806336280299,0.0023498705818372715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.40000000000393,229,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,27.48,27.48,0.0,0.018739862367510796,0.02037128619849682,1.0,2.0,1.0,1.0,0.0,226,200,313,286,200,313,256,256,256,0,0,0,0
230,427,-197,1.0,0,0,0.15,-0.15,226.4500000000013,193.51015735559105,305.9501708333115,285.55000000000524,193.51015735559105,305.9501708333115,59.100000000003945,1,1,1.0001673698425293,0.9868695735931396,399.7049146844817,465.0699049020175,864.7748195864992,3.931527988034645,0.0,15.872484862650825,15.008206329463762,1.0073893715798257,1.006818829050404,0.9860971514119004,0.9785938240940106,59.100000000003945,0.0,0.039710507125438214,0.0322708611571538,0.035709517082008084,0.0025203327118833007,0.002518905302540906,0.0021203202809256224,0.0021041865185840868,0.002305208798684644,0.0022958724146174346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.100000000003945,230,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,27.599999999999998,27.599999999999998,0.0,0.01628352515399456,-0.0024563372135162354,1.0,2.0,1.0,1.0,0.0,226,194,306,286,194,306,256,256,256,0,0,0,0
231,427,-196,1.0,0,0,0.15,-0.15,226.6000000000013,187.9798993645672,298.1101639695881,285.40000000000526,187.9798993645672,298.1101639695881,58.80000000000396,1,1,1.0136109590530396,1.0086760520935059,401.92956421648626,466.8591818425072,868.7887460589934,4.013926472494177,0.0,16.078976944358967,15.20130503689478,1.023672557196833,1.0339206340809164,1.0110980670695753,1.0288073212232405,58.80000000000396,0.0,0.04000446440336623,0.03256079269320837,0.036004474186788885,0.002546895397437006,0.002572392593454574,0.0021657452747939365,0.0022036780280575087,0.0023420775573999423,0.0023742572226690523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.80000000000396,231,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,27.72,27.72,0.0,-0.0027924170717597008,-0.019075943157076836,1.0,2.0,1.0,1.0,0.0,227,188,298,285,188,298,256,256,256,0,0,0,0
232,427,-195,1.0,0,0,0.15,-0.15,226.7500000000013,183.42795599939552,289.66449805914726,285.2500000000053,183.42795599939552,289.66449805914726,58.50000000000398,1,1,1.0056098699569702,1.0042787790298462,404.6222252072383,468.9011170469462,873.5233422541844,4.7345961951909885,0.0,16.293281714632123,15.509142831080942,1.0165237878010132,1.010947493827981,1.0165284520312028,1.0130626963151628,58.50000000000398,0.0,0.04026788619010494,0.033075508390243695,0.036407068944082,0.002512278674955065,0.002498497192807919,0.0021678951383889027,0.0021605039090016355,0.00232741604200958,0.002317064802092237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.50000000000398,232,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,27.84,27.84,0.0,0.0047510345466434956,0.007543451618403196,1.0,2.0,1.0,1.0,0.0,227,183,290,285,183,290,256,256,256,0,0,0,0
233,427,-194,1.0,0,0,0.15,-0.15,226.9000000000013,179.91979662469913,280.73464482002635,285.1000000000053,179.91979662469913,280.73464482002635,58.200000000003996,1,1,0.9995803833007812,0.9928877949714661,406.94850076373814,470.6538727581568,877.602373521895,4.079031267710548,0.0,16.558351636691626,15.802372447730464,1.0041842878368104,1.0049319783250728,0.9954353277725048,0.9948505052721295,58.200000000003996,0.0,0.04068905919450692,0.033575358373499245,0.03687401613848837,0.0024675954966100404,0.0024694328064584835,0.0021150050714317655,0.002113762496932276,0.0022785029712085493,0.002278688554102125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.200000000003996,233,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,27.959999999999997,27.959999999999997,0.0,0.01632540486752987,0.01157437078654766,1.0,2.0,1.0,1.0,0.0,227,180,281,285,180,281,256,256,256,0,0,0,0
234,427,-193,1.0,0,0,0.15,-0.15,227.05000000000132,177.50587814357002,271.44903990505304,284.95000000000533,177.50587814357002,271.44903990505304,57.90000000000401,1,1,1.0065869092941284,1.0074572563171387,409.4708037466729,472.1740760118173,881.6448797584902,4.042506236595273,0.0,16.72973310393814,16.012877600801524,1.0184001160141893,1.0181319791898726,1.0207218195764831,1.020780001851341,57.90000000000401,0.0,0.04085696208584452,0.033913080819796486,0.0371380943239968,0.0024871128947309266,0.0024864580572629964,0.0021617489638523376,0.002161872185938881,0.002312860860882273,0.002312622721293104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.90000000000401,234,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28.08,28.08,0.0,0.003719282103702426,-0.0126061225309968,1.0,2.0,1.0,1.0,0.0,227,178,271,285,178,271,256,256,256,0,0,0,0
235,427,-192,1.0,0,0,0.15,-0.15,227.20000000000132,176.2209192896421,261.9412356467489,284.80000000000535,176.2209192896421,261.9412356467489,57.60000000000403,1,1,0.9891661405563354,0.987687885761261,411.8179974527539,474.05806568629856,885.8760631390525,4.231183380562243,0.0,16.923311548403078,16.22134971427137,0.9843059502695333,0.9835774927560483,0.9839690674692747,0.9830008509089119,57.60000000000403,0.0,0.04109415240004068,0.034218065018654466,0.03741455790692453,0.002390147969146142,0.002388379086974914,0.002075629840924172,0.0020735874401499946,0.002221840164372805,0.0022199249144361087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.60000000000403,235,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28.2,28.2,0.0,-0.0010307905031368136,-0.004750072490423918,1.0,2.0,1.0,1.0,0.0,227,176,262,285,176,262,256,256,256,0,0,0,0
236,427,-191,1.0,0,0,0.15,-0.15,227.35000000000133,176.08340127697818,252.34798021041726,284.6500000000054,176.08340127697818,252.34798021041726,57.30000000000405,1,1,0.9978628754615784,1.001684546470642,414.40635828913,475.9166834683479,890.323041757478,4.446978618425533,0.0,17.146184920698147,16.452773944318782,0.9997480467456403,1.0000120556206877,1.0072685536488621,1.0101435530679623,57.30000000000405,0.0,0.04137529402658263,0.034570702217067754,0.0377379414989567,0.002412482402232151,0.0024131194795109297,0.002116480864482766,0.002122521836608702,0.002254256608289833,0.0022577823041855065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.30000000000405,236,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28.32,28.32,0.0,0.004448914434760809,0.005479705054312944,1.0,2.0,1.0,1.0,0.0,227,176,252,285,176,252,256,256,256,0,0,0,0
237,427,-190,1.0,0,0,0.15,-0.15,227.50000000000134,177.0953019897896,242.80725078243748,284.5000000000054,177.0953019897896,242.80725078243748,57.000000000004064,1,1,1.0041548013687134,1.0039771795272827,416.9413267380742,477.66216564346746,894.6034923815416,4.280450624063633,0.0,17.339524829277842,16.67228994983078,1.0138696623401486,1.0021596366291323,1.0035096863807762,1.0126974782044966,57.000000000004064,0.0,0.0415874458042645,0.03490393660835833,0.03801887100682455,0.002431684261841156,0.0024035987136835067,0.002100877479021031,0.0021201123954212933,0.002255054184229057,0.002252234796747591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.000000000004064,237,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28.439999999999998,28.439999999999998,0.0,-0.0019576731137931347,-0.006406587548553944,1.0,2.0,1.0,1.0,0.0,228,177,243,285,177,243,256,256,256,0,0,0,0
238,427,-189,1.0,0,0,0.15,-0.15,227.65000000000134,179.2420675350653,233.4562690818816,284.3500000000054,179.2420675350653,233.4562690818816,56.70000000000408,1,1,1.0117617845535278,1.0035027265548706,419.32303661304394,479.2641269562053,898.5871635692492,3.983671187707614,0.0,17.564951764345786,16.873954516749237,1.0301840879023452,1.0209812669080214,1.0167397876311037,1.0035987361687653,56.70000000000408,0.0,0.04188883087898383,0.03520804827166029,0.038325615674612255,0.0024567791367327337,0.002434832283851345,0.002121460235483075,0.00209404100937534,0.0022779358069204172,0.00225307024755953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.70000000000408,238,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28.56,28.56,0.0,-0.0012056303676217794,0.0007520428043790162,1.0,2.0,1.0,1.0,0.0,228,179,233,284,179,233,256,256,256,0,0,0,0
239,427,-188,1.0,0,0,0.15,-0.15,227.80000000000135,182.49282156726045,224.42952773781505,284.20000000000545,182.49282156726045,224.42952773781505,56.4000000000041,1,1,1.0076755285263062,0.9992493987083435,421.92415319962765,481.3930651647211,903.3172183643487,4.730054795099477,0.0,17.735269070012574,17.112136825348564,1.0197334700466367,1.0190907700733467,1.0057937485470543,1.0036107924758126,56.4000000000041,0.0,0.042034258848464956,0.03554711952382024,0.03857715228594874,0.002416864411088031,0.0024153411515912323,0.0020893399205966826,0.002084805256038325,0.002242321055565999,0.0022391929672410053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.4000000000041,239,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28.68,28.68,0.0,0.010916780680418015,0.012122411280870438,1.0,2.0,1.0,1.0,0.0,228,182,224,284,182,224,256,256,256,0,0,0,0
240,427,-187,1.0,0,0,0.15,-0.15,227.95000000000135,186.80080937438476,215.8568559183543,284.05000000000547,186.80080937438476,215.8568559183543,56.100000000004115,1,1,1.0125551223754883,1.0072072744369507,424.6124074871229,482.81102806857336,907.4234355556962,4.1062171913474685,0.0,17.966320227159994,17.217413858647852,1.0317459474655457,1.0281464884433578,1.0247876419289783,1.0224432088143072,56.100000000004115,0.0,0.042312282708565956,0.035660771725790893,0.03877322615572703,0.0024298535070406127,0.0024213764607774343,0.002122543981707531,0.002117688183106472,0.00226634392369988,0.0022597936276595103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.100000000004115,240,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28.799999999999997,28.799999999999997,0.0,0.01548151858150959,0.004564737901091576,1.0,2.0,1.0,1.0,0.0,228,187,216,284,187,216,256,256,256,0,0,0,0
241,427,-186,1.0,0,0,0.15,-0.15,228.10000000000136,192.10407033832226,207.86155203301698,283.9000000000055,192.10407033832226,207.86155203301698,55.80000000000413,1,1,1.016844391822815,1.005744218826294,426.92774597254794,484.68062394197364,911.6083699145215,4.1849343588253305,0.0,18.175844055877274,17.549533190392005,1.0391243038376288,1.0401014068573229,1.0217871267289054,1.023253720269515,55.80000000000413,0.0,0.04257358353337373,0.03620844804493982,0.039189391437486565,0.002433958236821749,0.00243624692156738,0.002108165823544934,0.0021111917203276063,0.002260742110956898,0.002263422753918231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.80000000000413,241,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,28.919999999999998,28.919999999999998,0.0,0.011519570834934711,-0.003961947746574879,1.0,2.0,1.0,1.0,0.0,228,192,208,284,192,208,256,256,256,0,0,0,0
242,427,-185,1.0,0,0,0.15,-0.15,228.25000000000136,198.32632909756552,200.55861036520025,283.7500000000055,198.32632909756552,200.55861036520025,55.50000000000415,1,1,1.0065243244171143,1.0025079250335693,429.61680380922434,486.6884918610011,916.3052956702254,4.696925755703887,0.0,18.37432793326696,17.634415050017356,1.0175664400117657,1.0180422502670785,1.01147751415237,1.014052984184263,55.50000000000415,0.0,0.04276910905334658,0.03623347448094937,0.03929775714866509,0.00236854431900579,0.002369651841456248,0.0020782852503552665,0.0020835770747459456,0.002214375452976077,0.0022177054351355426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.50000000000415,242,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,29.04,29.04,0.0,0.00036879786057397723,-0.01115077268332243,1.0,2.0,1.0,1.0,0.0,228,198,201,284,198,201,256,256,256,0,0,0,0
243,427,-184,1.0,0,0,0.15,-0.15,228.40000000000137,205.37809259501617,194.05306714064656,283.60000000000554,205.37809259501617,194.05306714064656,55.20000000000417,1,1,0.996320366859436,0.9818335771560669,432.061513854991,488.4269765996885,920.4884904546795,4.183194784454145,0.0,18.603489294498612,18.006371499836014,0.9986857537801423,0.9972507327154583,0.971891327241944,0.9691680234136637,55.20000000000417,0.0,0.04305750153146548,0.03686604623109071,0.03977220918455045,0.002311443444405743,0.002308122109321115,0.001989839574398647,0.0019842639122039842,0.0021407949164564876,0.002136277396752455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.20000000000417,243,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,29.16,29.16,0.0,-0.0017077845986932516,-0.0020765825174748898,1.0,2.0,1.0,1.0,0.0,228,205,194,284,205,194,256,256,256,0,0,0,0
244,427,-183,1.0,0,0,0.15,-0.15,228.55000000000138,213.15793723230877,188.43848981994847,283.45000000000556,213.15793723230877,188.43848981994847,54.900000000004184,1,1,1.0025782585144043,0.995198667049408,434.58707426618423,490.1233513899781,924.7104256561623,4.221935201482779,0.0,18.8193732884707,18.093961228491963,1.012055444552161,1.0121606860877126,1.0000362765397508,0.9993250721056981,54.900000000004184,0.0,0.043304033651363975,0.036917158052514505,0.039918804301108,0.0023287748404874913,0.002329017004927677,0.0020403767208880576,0.002038925648556907,0.002175915470688195,0.0021752601705188786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.900000000004184,244,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,29.279999999999998,29.279999999999998,0.0,0.013110305182635784,0.01481809001415968,1.0,2.0,1.0,1.0,0.0,229,213,188,283,213,188,256,256,256,0,0,0,0
245,427,-182,1.0,0,0,0.15,-0.15,228.70000000000138,221.5539676178696,183.79563134318516,283.3000000000056,221.5539676178696,183.79563134318516,54.6000000000042,1,1,1.0045608282089233,0.9992527961730957,437.07625146642476,491.7047156199635,928.7809670863883,4.070541430225944,0.0,19.0020570784884,18.361588584192035,1.0115142476736234,1.0147189692279295,1.009493286922524,1.0080508860296566,54.6000000000042,0.0,0.043475382189572136,0.03734271403324021,0.04022869437117256,0.0023142740981234103,0.0023216062776768727,0.0020530478046152296,0.002050114334898453,0.002175978628132424,0.0021778760837477848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6000000000042,245,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,29.4,29.4,0.0,0.014534707181155682,0.0014244017656892538,1.0,2.0,1.0,1.0,0.0,229,222,184,283,222,184,256,256,256,0,0,0,0
246,427,-181,1.0,0,0,0.15,-0.15,228.8500000000014,230.44542592792925,180.19126868232757,283.1500000000056,230.44542592792925,180.19126868232757,54.30000000000422,1,1,0.9971179962158203,0.9936217069625854,439.4932405702246,493.58298805776843,933.076228627993,4.295261541604759,0.0,19.214001502753483,18.579874527439635,1.0000998834647215,0.9954903514681561,0.9957130633513238,0.9881018319171275,54.30000000000422,0.0,0.043718537008269005,0.037642858398646895,0.04050459637768895,0.0022755751195789272,0.0022650868308612565,0.0020173164137390906,0.0020018960454963636,0.002138960232381776,0.002125862949377652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.30000000000422,246,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,29.52,29.52,0.0,0.004876841325312853,-0.009657865390181541,1.0,2.0,1.0,1.0,0.0,229,230,180,283,230,180,256,256,256,0,0,0,0
247,427,-180,1.0,0,0,0.15,-0.15,229.0000000000014,239.70442873349214,177.67724240619356,283.0000000000056,239.70442873349214,177.67724240619356,54.000000000004235,1,1,1.0026872158050537,1.0034823417663574,442.0556067166889,495.14001898796806,937.195625704657,4.119397076663972,0.0,19.417298295968486,18.82868054794226,1.0103874833133282,1.0085600803282442,1.0142397309186184,1.013058589462775,54.000000000004235,0.0,0.04392501305477817,0.0380269819159977,0.04080896004519269,0.0022856569806180014,0.0022815231047948743,0.0020483897322451376,0.0020460042626596706,0.002160303738837525,0.0021570935825388706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.000000000004235,247,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,29.64,29.64,0.0,0.004725511651486158,-0.00015132974658627063,1.0,2.0,1.0,1.0,0.0,229,240,178,283,240,178,256,256,256,0,0,0,0
248,427,-179,1.0,0,0,0.15,-0.15,229.1500000000014,249.19780631294822,176.28971107163244,282.85000000000565,249.19780631294822,176.28971107163244,53.70000000000425,1,1,0.9959256052970886,0.9964337348937988,444.5935886446243,497.410323070045,942.0039117146694,4.808286010012353,0.0,19.641019834318637,19.020286629948398,0.9913965843200614,0.9972711796805352,1.0006075240221788,0.9967845524563507,53.70000000000425,0.0,0.044177469797069414,0.038238624627961196,0.04104155617984037,0.002229894019260159,0.0022431074247399436,0.002011634012431366,0.0020039482620789555,0.0021146452616277577,0.002116823197164046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.70000000000425,248,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,29.759999999999998,29.759999999999998,0.0,-0.0032903391402214766,-0.008015850558876991,1.0,2.0,1.0,1.0,0.0,229,249,176,283,249,176,256,256,256,0,0,0,0
