# producer=CAELIX
# when=2026-02-13T13:45:08
# cwd=
# python=
# command= /core.py --out _Output/07_collider/07B_collider_down_down_same_spin/20260213_134507 --collider --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --traffic-boundary sponge --traffic-sponge-width 32 --traffic-sponge-strength 1.0 --collider-spin-b 1 --collider-vx 0.15 --collider-orbit-radius 80 --collider-orbit-omega 0.12 --collider-steps 2000
# run_id=20260213_134507
# experiment=07B_collider_down_down_same_spin
# artefact=collider
# n=512
# seed=6174
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# collider_spin_b=1
# collider_vx=0.15
# collider_orbit_radius=80.0
# collider_orbit_omega=0.12
# collider_steps=2000
# collider_detectors=0
# collider_shell_stride=2
# collider_hold_steps=800
# collider
# n=512 steps=2000 spin_b=1
# vx=0.15 orbit_r=80 orbit_omega=0.12
# sep0=128.1 t_c=427 phase0A=0 phase0B=0
# detectors=0 enable_b=1 shells: stride=0 shell1=[0,0] pts=0 shell2=[0,0] pts=0 center_tc=(256.000,300.925,322.194) t_c_int=427 hold=0 cut_step=427 hold_grace=0 hold_steps=800 center_ball_r=8 backreact=0 backreact_k=0 backreact_mode=repel backreact_axes=x backreact_vmax=0.5 nucleus=0 nucleus_q=1 nucleus_mode=dc nucleus_omega=0.12 nucleus_phase=0 halo=0 halo_center=nucleus halo_r=60 halo_strength=0.02 halo_profile=quadratic
step,t_c_int,t_rel,inj_scale,in_hold,backreact_on,vxA,vxB,xA,yA,zA,xB,yB,zB,sep,inA,inB,phi_max,vel_max,phi_energy,vel_energy,E_tot,E_tot_dE,hold_E_tot_dE,phi_midE,vel_midE,phi_A_E,phi_B_E,vel_A_E,vel_B_E,sep_x,sep_yz,mid_frac_phi,mid_frac_vel,mid_frac_tot,localA_frac_phi,localB_frac_phi,localA_frac_vel,localB_frac_vel,localA_frac_tot,localB_frac_tot,center_phi_E,center_vel_E,center_tot_E,center_frac_tot,center_dE_tot,shell1E_phi,shell1E_vel,shell1N,shell1_frac_phi,shell1_frac_vel,shell1_frac_tot,shell2E_phi,shell2E_vel,shell2N,shell2_frac_phi,shell2_frac_vel,shell2_frac_tot,shell2_minus_shell1_tot,shell2_pow_tot,gxA,gxB,dvA,dvB,axA,axB,PA,PB,sep_min,sep_min_t,cut_step,hold_grace_steps,hold_steps,vyA,vzA,vyB,vzB,gyA,gzA,gyB,gzB,dvyA,dvzA,dvyB,dvzB,thetaA,thetaB,theta_degA,theta_degB,octE0,octE1,octE2,octE3,octE4,octE5,octE6,octE7,octN0,octN1,octN2,octN3,octN4,octN5,octN6,octN7,angA,angB,dphi,phi_c,vel_c,src_max,src_E,src_qA,src_qB,src_qN,cellAx,cellAy,cellAz,cellBx,cellBy,cellBz,cellNx,cellNy,cellNz,halo_touched_vel,halo_touched_phi,halo_touched_vel_max,halo_touched_phi_max
10,427,-417,1.0,0,0,0.15,-0.15,193.45000000000005,284.9886203581339,330.56312687737807,318.55000000000024,284.9886203581339,330.56312687737807,125.1000000000002,1,1,1.0,1.0,15.673327923661038,24.667497696272502,40.34082561993354,3.696342140158521,0.0,0.0,0.0,1.0,1.0,1.0,1.0,125.1000000000002,0.0,0.0,0.0,0.0,0.06380265919724036,0.06380265919724036,0.040539174759954236,0.040539174759954236,0.04957756737164283,0.04957756737164283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.1000000000002,10,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.2,1.2,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,193,285,331,319,285,331,256,256,256,0,0,0,0
11,427,-416,1.0,0,0,0.15,-0.15,193.60000000000005,275.85403613218983,333.49720800946125,318.40000000000026,275.85403613218983,333.49720800946125,124.80000000000021,1,1,1.0,1.0,17.096521337609392,26.868898189324355,43.965419526933744,3.624593907000204,0.0,0.0,0.0,1.0,1.0,1.0,1.0,124.80000000000021,0.0,0.0,0.0,0.0,0.05849143110769057,0.05849143110769057,0.0372177523973531,0.0372177523973531,0.045490297181736895,0.045490297181736895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.80000000000021,11,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.3199999999999998,1.3199999999999998,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,194,276,333,318,276,333,256,256,256,0,0,0,0
12,427,-415,1.0,0,0,0.15,-0.15,193.75000000000006,266.4338966990516,335.3166678553349,318.2500000000003,266.4338966990516,335.3166678553349,124.50000000000023,1,1,1.0,1.0,18.487131416917872,29.140574110887883,47.62770552780576,3.6622860008720153,0.0,0.0,0.0,1.0,1.0,1.0,1.0,124.50000000000023,0.0,0.0,0.0,0.0,0.05409168017731674,0.05409168017731674,0.03431641381513938,0.03431641381513938,0.041992365112619764,0.041992365112619764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.50000000000023,12,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.44,1.44,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,194,266,335,318,266,335,256,256,256,0,0,0,0
13,427,-414,1.0,0,0,0.15,-0.15,193.90000000000006,256.8636893646614,335.9953376183973,318.1000000000003,256.8636893646614,335.9953376183973,124.20000000000024,1,1,1.0,1.0,19.87513871960103,31.31444706637663,51.189585785977656,3.5618802581718967,0.0,0.0,0.0,1.0,1.0,1.0,1.0,124.20000000000024,0.0,0.0,0.0,0.0,0.0503141142362816,0.0503141142362816,0.0319341420233379,0.0319341420233379,0.039070447031197116,0.039070447031197116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.20000000000024,13,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.56,1.56,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,194,257,336,318,257,336,256,256,256,0,0,0,0
14,427,-413,1.0,0,0,0.15,-0.15,194.05000000000007,247.2810598208103,335.5234561758461,317.95000000000033,247.2810598208103,335.5234561758461,123.90000000000026,1,1,1.0,1.0,21.330377872636276,33.50818815192485,54.838566024561125,3.6489802385834693,0.0,0.0,0.0,1.0,1.0,1.0,1.0,123.90000000000026,0.0,0.0,0.0,0.0,0.046881494831969454,0.046881494831969454,0.02984345185916971,0.02984345185916971,0.036470683772150465,0.036470683772150465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.90000000000026,14,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.68,1.68,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,194,247,336,318,247,336,256,256,256,0,0,0,0
15,427,-412,1.0,0,0,0.15,-0.15,194.20000000000007,237.82383242455305,333.90781047025564,317.80000000000035,237.82383242455305,333.90781047025564,123.60000000000028,1,1,1.0,1.0,22.750878078266403,35.93983302549216,58.69071110375857,3.8521450791974416,0.0,0.0,0.0,1.0,1.0,1.0,1.0,123.60000000000028,0.0,0.0,0.0,0.0,0.04395434745682375,0.04395434745682375,0.027824280632875256,0.027824280632875256,0.03407694271184057,0.03407694271184057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.60000000000028,15,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.7999999999999998,1.7999999999999998,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,194,238,334,318,238,334,256,256,256,0,0,0,0
16,427,-411,1.0,0,0,0.15,-0.15,194.35000000000008,228.62802790792816,331.171637894826,317.6500000000004,228.62802790792816,331.171637894826,123.3000000000003,1,1,1.0,1.0,24.14904724240952,37.98290533068473,62.13195257309425,3.4412414693356865,0.0,0.0,0.0,1.0,1.0,1.0,1.0,123.3000000000003,0.0,0.0,0.0,0.0,0.04140950116838571,0.04140950116838571,0.02632763321535905,0.02632763321535905,0.03218955653529633,0.03218955653529633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.3000000000003,16,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.92,1.92,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,194,229,331,318,229,331,256,256,256,0,0,0,0
17,427,-410,1.0,0,0,0.15,-0.15,194.50000000000009,219.82590702872704,327.3542920762704,317.5000000000004,219.82590702872704,327.3542920762704,123.00000000000031,1,1,1.0,1.0,25.50153815358604,40.00835514369506,65.50989329728111,3.377940724186857,0.0,0.0,0.0,1.0,1.0,1.0,1.0,123.00000000000031,0.0,0.0,0.0,0.0,0.0392133209368526,0.0392133209368526,0.02499477912571883,0.02499477912571883,0.030529739850499445,0.030529739850499445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.00000000000031,17,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2.04,2.04,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,195,220,327,318,220,327,256,256,256,0,0,0,0
18,427,-409,1.0,0,0,0.15,-0.15,194.6500000000001,211.544068299951,322.51067686229464,317.3500000000004,211.544068299951,322.51067686229464,122.70000000000033,1,1,1.0,1.0,27.048257218334413,42.52791286503792,69.57617008337233,4.066276786091223,0.0,0.0,0.0,1.0,1.0,1.0,1.0,122.70000000000033,0.0,0.0,0.0,0.0,0.03697095868055123,0.03697095868055123,0.023513968418188556,0.023513968418188556,0.028745474170299892,0.028745474170299892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.70000000000033,18,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2.16,2.16,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,195,212,323,317,212,323,256,256,256,0,0,0,0
19,427,-408,1.0,0,0,0.15,-0.15,194.8000000000001,203.90162715779636,316.7104566544738,317.20000000000044,203.90162715779636,316.7104566544738,122.40000000000035,1,1,1.0,1.0,28.419576541995113,44.73146257379036,73.15103911578547,3.574869032413133,0.0,0.0,0.0,1.0,1.0,1.0,1.0,122.40000000000035,0.0,0.0,0.0,0.0,0.0351870126749525,0.0351870126749525,0.02235562940403184,0.02235562940403184,0.027340691590646008,0.027340691590646008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.40000000000035,19,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2.28,2.28,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,195,204,317,317,204,317,256,256,256,0,0,0,0
