# producer=CAELIX
# when=2026-02-24T12:51:15
# cwd=
# python=
# command= /core.py --out _Output/08_solitons/08G_sine_gordon_breather_extract/20260224_125114 --soliton --traffic-mode sine_gordon --traffic-boundary sponge --traffic-sponge-width 24 --traffic-sponge-strength 0.2 --n 192 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 0.05 --traffic-gamma 0.0 --traffic-decay 0.0 --soliton-steps 10000 --soliton-sigma 3.4 --soliton-sg-k-start 0.08 --soliton-sg-k-stop 0.08 --soliton-sg-k-steps 1 --soliton-sg-amp-start 8.6 --soliton-sg-amp-stop 8.6 --soliton-sg-amp-steps 1 --dump-sprite --soliton-lambda-start 0.0 --soliton-lambda-stop 0.0 --soliton-lambda-steps 1
# run_id=20260224_125114
# experiment=08G_sine_gordon_breather_extract
# artefact=soliton_scan
# n=192
# seed=6174
# traffic_mode=sine_gordon
# traffic_c2=0.31
# traffic_gamma=0.0
# traffic_dt=0.05
# traffic_decay=0.0
# traffic_boundary=sponge
# traffic_sponge_width=24
# traffic_sponge_strength=0.2
# soliton_k=0.01
# soliton_lambda_start=0.0
# soliton_lambda_stop=0.0
# soliton_lambda_steps=1
# soliton_steps=10000
# soliton_sigma=3.4
# soliton_sigma_start=3.4
# soliton_sigma_stop=3.4
# soliton_sigma_steps=1
# soliton_amp=100.0
# soliton_init_vev=0
# soliton_vev_sign=1
# soliton_sg_k_start=0.08
# soliton_sg_k_stop=0.08
# soliton_sg_k_steps=1
# soliton_sg_amp_start=8.6
# soliton_sg_amp_stop=8.6
# soliton_sg_amp_steps=1
idx,lambda,k,sigma,amp,sg_k,sg_amp,init_vev,vev_sign,phi0,steps,traffic_mode,traffic_boundary,traffic_sponge_width,traffic_sponge_strength,traffic_inject,traffic_decay,traffic_gamma,traffic_dt,traffic_c2,crop_r,src_peak,E_land,E_final,E_ratio,Rg_land,Rg_final,Rg_ratio,Rg_dev_land,Rg_dev_final,Rg_dev_ratio,peak_final,peak_final_crop,peak_dev_land,peak_dev_final,peak_dev_ret,peak_land,peak_land_over_pi,peak_final_over_pi,peak_ret,peak_ret_crop,peak_x_land,peak_y_land,peak_z_land,peak_r_land,peak_x_final,peak_y_final,peak_z_final,peak_r_final,peak_move,cm_dx_land,cm_dy_land,cm_dz_land,cm_r_land,cm_dx_final,cm_dy_final,cm_dz_final,cm_r_final,frac_abs_phi_gt_pi_over2_land,frac_abs_phi_gt_pi_land,frac_abs_phi_gt_2pi_land,frac_abs_phi_gt_pi_over2_final,frac_abs_phi_gt_pi_final,frac_abs_phi_gt_2pi_final,outer_shell_abs_ratio_land,outer_shell_abs_ratio_final,E_land_phys,E_final_phys,E_ratio_phys,E_land_phys_shifted,E_final_phys_shifted,E_ratio_phys_shifted,mean_phi_land,mean_phi_final,mean_abs_phi_land,mean_abs_phi_final,mean_phi_outer_land,mean_phi_outer_final,mean_abs_phi_outer_land,mean_abs_phi_outer_final,mean_phi_shell_land,mean_phi_shell_final,mean_abs_phi_shell_land,mean_abs_phi_shell_final,phi_std_shell_land,phi_std_shell_final,delta_outer_shell_land,delta_outer_shell_final,phi_std_outer_land,phi_std_outer_final,phi_p50_outer_land,phi_p50_outer_final,phi_std_land,phi_std_final,phi_p01_land,phi_p01_final,phi_p05_land,phi_p05_final,phi_p16_land,phi_p16_final,phi_p50_land,phi_p50_final,phi_p84_land,phi_p84_final,phi_p95_land,phi_p95_final,phi_p99_land,phi_p99_final,E_land_kin,E_land_grad,E_land_stiff,E_land_phi4,E_land_sine,E_final_kin,E_final_grad,E_final_stiff,E_final_phi4,E_final_sine,vev_theory,mean_phi_final_err,mean_phi_final_abs_err,vel_abs_max_land,vel_abs_max_final,vel_abs_ratio,E_land_kin_frac,E_final_kin_frac,candidate_score,cm_v,peak_v,vel_rms_land,vel_rms_final,vel_rms_ratio,lap_abs_max_land,lap_abs_max_final,lap_abs_ratio,dE_fast,dE_fast_per_step,dE_phys_shifted,dE_phys_shifted_per_step,status,fail_kind,fail_msg,wall_s,tail_win,tail_vel_rms_min,tail_vel_rms_mean,tail_vel_rms_max,tail_lap_abs_max,tail_dE_phys_shifted_per_step_mean,tail_dE_phys_shifted_per_step_abs_max,tail_frac_abs_phi_gt_pi_min,tail_frac_abs_phi_gt_pi_max,tail_frac_abs_phi_gt_2pi_min,tail_frac_abs_phi_gt_2pi_max,tail_peak_dev_max,tailp_peak_r_min,tailp_peak_r_mean,tailp_peak_r_max,tailp_vel_rms_mean,tailp_lap_abs_max,tailp_frac_abs_phi_gt_pi_max,tailp_frac_abs_phi_gt_2pi_max,tailp_peak_dev_max,besttail_step,besttail_score,besttail_ok,besttail_dumped,besttail_h5
0,0.0,0.08,3.4,8.6,0.08,8.6,0,1,0.0,10000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,20,8.600000381469727,16227.173828125,6279.2685546875,0.3869600844359138,4.164131467054647,6.517141609156401,1.5650662474799515,4.164131467054647,6.517141609156401,1.5650662474799515,3.7995264530181885,3.7995264530181885,0.4300000071525574,3.7995264530181885,8.836107883296325,0.4300000071525574,0.13687325333575973,1.2094268328125215,8.836107883296325,8.836107883296325,96,96,96,0.0,96,96,96,0.0,0.0,-1.7558672667499973e-16,-2.1948340834374966e-17,0.0,1.7695318095423703e-16,-0.0015416913233109561,-0.001541691323310996,-0.001541691323310996,0.002670287701562719,0.0,0.0,0.0,0.00851699772202957,0.00047880907125549544,0.0,500762723.0778449,33.07569475623245,8095.768545477391,512.5096075439453,0.0633058621506976,8095.768545477391,512.5096075439453,0.0633058621506976,0.0038613174110651016,-0.11014019697904587,0.0038613174110651016,0.11014019697904587,0.0005007627187296748,-0.014992515556514263,0.0005007627187296748,0.015614795498549938,8.683094640620785e-21,4.8133237117281744e-05,-8.683094640620785e-21,0.00047209274304153354,3.294520951637124e-11,0.0008363223654929546,0.0005007627187296748,-0.015040648793631544,0.008711750619113445,0.1023130714893341,0.0,-0.0005143748712725937,0.023921484127640724,0.26506975293159485,0.0,-1.4546120166778564,0.0,-0.4602261483669281,0.0,-0.14709442853927612,0.0,-0.0322066992521286,0.00011599507706705481,-0.009018872492015408,0.009155038744211197,-0.006065712310373783,0.12266536802053452,-0.0018597960006445646,8093.353515625,0.8051497864723206,0.0,0.0,1.6098800659179688,285.33294677734375,56.16144592285156,0.0,0.0,171.01521484375002,0.0,-0.11014019697904587,0.11014019697904587,8.600000381469727,0.9729305505752563,0.11313145435105017,0.9997016923299098,0.5567367763986313,0.2793114899609449,2.6705547570382456e-07,0.0,0.48462238466691504,0.09099450571565552,0.18776372820293227,0.10921287536621094,0.9470062255859375,8.671195794547582,-9947.9052734375,-0.9948900163453845,-7583.258937933446,-0.7584017339667413,ok,,,65.28785149999021,512,0.007790636893615622,0.22426395470978136,0.37235514533107605,0.9516754150390625,-7.965057830202726,273.575360387998,0.0,0.0008270338503504012,0.0,0.0,3.860896110534668,0.0,0.0679786073748808,2.8284271247461903,0.08090202279272381,0.9516754150390625,0.00010725555612005848,0.0,3.860896110534668,9505,5.437888497802215,1,1,/_Output/08_solitons/08G_sine_gordon_breather_extract/20260224_125114/_sprites/08G_sine_gordon_breather_extract_n192_20260224_125114__sprite_step9505_L029_R014.h5
