# producer=CAELIX
# when=2026-02-13T14:47:30
# cwd=
# python=
# command= /core.py --out _Output/07_collider/07D_collider_upgrade_same_spin/20260213_144729 --collider --collider-detectors --collider-shell-stride 2 --collider-shell1-inner-frac 0.18 --collider-shell1-outer-frac 0.22 --collider-shell2-inner-frac 0.22 --collider-shell2-outer-frac 0.26 --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --traffic-boundary sponge --traffic-sponge-width 32 --traffic-sponge-strength 1.0 --collider-spin-b 1 --collider-vx 0.15 --collider-orbit-radius 80 --collider-orbit-omega 0.12 --collider-steps 2000
# run_id=20260213_144729
# experiment=07D_collider_upgrade_same_spin
# artefact=collider
# n=512
# seed=6174
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# collider_spin_b=1
# collider_vx=0.15
# collider_orbit_radius=80.0
# collider_orbit_omega=0.12
# collider_steps=2000
# collider_detectors=1
# collider_shell_stride=2
# collider_hold_steps=800
# collider
# n=512 steps=2000 spin_b=1
# vx=0.15 orbit_r=80 orbit_omega=0.12
# sep0=128.1 t_c=427 phase0A=0 phase0B=0
# detectors=1 enable_b=1 shells: stride=2 shell1=[92,113] pts=346824 shell2=[113,133] pts=476176 center_tc=(256.000,300.925,322.194) t_c_int=427 hold=0 cut_step=427 hold_grace=0 hold_steps=800 center_ball_r=8 backreact=0 backreact_k=0 backreact_mode=repel backreact_axes=x backreact_vmax=0.5 nucleus=0 nucleus_q=1 nucleus_mode=dc nucleus_omega=0.12 nucleus_phase=0 halo=0 halo_center=nucleus halo_r=60 halo_strength=0.02 halo_profile=quadratic
step,t_c_int,t_rel,inj_scale,in_hold,backreact_on,vxA,vxB,xA,yA,zA,xB,yB,zB,sep,inA,inB,phi_max,vel_max,phi_energy,vel_energy,E_tot,E_tot_dE,hold_E_tot_dE,phi_midE,vel_midE,phi_A_E,phi_B_E,vel_A_E,vel_B_E,sep_x,sep_yz,mid_frac_phi,mid_frac_vel,mid_frac_tot,localA_frac_phi,localB_frac_phi,localA_frac_vel,localB_frac_vel,localA_frac_tot,localB_frac_tot,center_phi_E,center_vel_E,center_tot_E,center_frac_tot,center_dE_tot,shell1E_phi,shell1E_vel,shell1N,shell1_frac_phi,shell1_frac_vel,shell1_frac_tot,shell2E_phi,shell2E_vel,shell2N,shell2_frac_phi,shell2_frac_vel,shell2_frac_tot,shell2_minus_shell1_tot,shell2_pow_tot,gxA,gxB,dvA,dvB,axA,axB,PA,PB,sep_min,sep_min_t,cut_step,hold_grace_steps,hold_steps,vyA,vzA,vyB,vzB,gyA,gzA,gyB,gzB,dvyA,dvzA,dvyB,dvzB,thetaA,thetaB,theta_degA,theta_degB,octE0,octE1,octE2,octE3,octE4,octE5,octE6,octE7,octN0,octN1,octN2,octN3,octN4,octN5,octN6,octN7,angA,angB,dphi,phi_c,vel_c,src_max,src_E,src_qA,src_qB,src_qN,cellAx,cellAy,cellAz,cellBx,cellBy,cellBz,cellNx,cellNy,cellNz,halo_touched_vel,halo_touched_phi,halo_touched_vel_max,halo_touched_phi_max
286,427,-141,1.0,0,0,0.15,-0.15,234.85000000000161,178.24602556705526,274.82337535834034,277.1500000000065,178.24602556705526,274.82337535834034,42.3000000000049,1,1,0.9900702238082886,0.9817015528678894,543.3691938821762,562.3890046792297,1105.758198561406,3.489328125386237,0.0,26.94892903810997,26.008484991990024,0.98716775242635,0.9883497753992518,0.9719394582541078,0.9703853277326822,42.3000000000049,0.0,0.04959598251341703,0.046246432230346426,0.04789240007354019,0.0018167532564247744,0.001818928615253008,0.0017282333939093845,0.0017254699499079998,0.0017717320235375684,0.0017713955055275658,0.16827808645166303,0.12836019530417253,0.29663828175583556,0.00026826686172597445,0.0,8.775754385671924,7.93881176252685,346824,0.01615062923050959,0.014116228618400712,0.015115932371059466,9.061199808664483,9.248885241375026,476176,0.016675954232748223,0.016445707800866953,0.016558850817349542,1.5955189018407374,0.08431565656091422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.3000000000049,286,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,34.32,34.32,0.0,0.0033841789700090885,-0.006152686197310686,1.0,2.0,1.0,1.0,0.0,235,178,275,277,178,275,256,256,256,0,0,0,0
287,427,-140,1.0,0,0,0.15,-0.15,235.00000000000162,176.55179489823698,265.37990970682534,277.00000000000654,176.55179489823698,265.37990970682534,42.00000000000492,1,1,0.9989349842071533,0.9876613616943359,546.2298310532016,564.0460368646638,1110.2758679178655,4.517669356459464,0.0,27.11265308062872,25.97051449424983,1.008837493394444,1.0055286118798041,0.9890074731856657,0.9890055472552781,42.00000000000492,0.0,0.04963598020333671,0.04604325320431442,0.04781079109143118,0.0018469102858210311,0.0018408526131592144,0.0017534162258868323,0.0017534128113953515,0.0017994131227284335,0.0017964311544260544,0.15296370292512684,0.14140072204812915,0.294364424973256,0.0002651272836590481,0.0,8.858740717589614,9.07502015859586,346824,0.016217973120414904,0.016089147986998953,0.016152526947935193,9.24171079276849,9.504820164435676,476176,0.016919088389861944,0.016851142536644093,0.01688457031166506,0.8127700810186909,0.4364459071646536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.00000000000492,287,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,34.44,34.44,0.0,0.005298613104969263,0.0019144340185448527,1.0,2.0,1.0,1.0,0.0,235,177,265,277,177,265,256,256,256,0,0,0,0
288,427,-139,1.0,0,0,0.15,-0.15,235.15000000000163,176.00024617670567,255.8015353625905,276.85000000000656,176.00024617670567,255.8015353625905,41.700000000004934,1,1,1.0004328489303589,1.007824182510376,548.5915253987039,565.6805783096884,1114.2721037083923,3.9962357905267254,0.0,27.275226732297845,26.222843147314027,1.0065765576146197,1.00898494913678,1.0228284022617309,1.015069696048462,41.700000000004934,0.0,0.049718643962782284,0.04635627269663478,0.04801167479789336,0.001834837964153859,0.0018392281003675197,0.0018081377397082383,0.0017944220377542261,0.0018212831077097924,0.0018164814845934077,0.14931749222532947,0.13626867325358216,0.28558616547891164,0.00025629840729966797,0.0,9.180030252014069,8.079024826140543,346824,0.016733817106165127,0.01428195546377336,0.015489084776254377,9.085762199043819,9.169499573469094,476176,0.01656198059647472,0.016209677201342997,0.016383127345428315,0.9962066943583032,-0.4912691846912516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.700000000004934,288,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,34.56,34.56,0.0,-0.002358643338084221,-0.007657256443053484,1.0,2.0,1.0,1.0,0.0,235,176,256,277,176,256,256,256,256,0,0,0,0
289,427,-138,1.0,0,0,0.15,-0.15,235.30000000000163,176.59931217786308,246.22601548131172,276.7000000000066,176.59931217786308,246.22601548131172,41.40000000000495,1,1,1.002290964126587,1.0072776079177856,551.6237327512642,567.4673113747036,1119.091044125968,4.818940417575732,0.0,27.51505462857321,26.33247301352909,0.998248472092051,1.0127666712506462,1.010580097885427,1.0232446653399698,41.40000000000495,0.0,0.04988011391630992,0.046403506397113825,0.04811720004797128,0.0018096546845677052,0.0018359737101944391,0.0017808604612612306,0.0018031781652076706,0.0017950537451994451,0.001819343785545866,0.14355692253727326,0.14708209078566625,0.2906390133229395,0.000259709891209016,0.0,8.983896110665787,9.580916303563782,346824,0.01628627554847563,0.016883644417074455,0.01658918862024228,9.383445553018525,9.652907529805795,476176,0.017010590726794655,0.01701050851091558,0.017010549036867745,0.4715406685947485,0.7810913103114068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.40000000000495,289,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,34.68,34.68,0.0,0.017502903938293457,0.019861547276377678,1.0,2.0,1.0,1.0,0.0,235,177,246,277,177,246,256,256,256,0,0,0,0
290,427,-137,1.0,0,0,0.15,-0.15,235.45000000000164,178.34037669818542,236.79107216369803,276.5500000000066,178.34037669818542,236.79107216369803,41.10000000000497,1,1,0.998127281665802,1.001123070716858,553.9596764151804,569.6164464643791,1123.5761228795595,4.4850787535915515,0.0,27.638771458945865,26.579566915691462,1.0041512440321594,1.0054803092980509,1.006057615156962,1.011590010833805,41.10000000000497,0.0,0.049893110700409846,0.04666221820081096,0.048255153585574334,0.001812679310036221,0.001815078519441664,0.0017662018388014957,0.0017759143316748716,0.0017891167480822317,0.0017952235536675529,0.1449985544382042,0.1333553704385459,0.2783539248767501,0.0002477392668005172,0.0,9.32490326869505,8.217842244519563,346824,0.01683318058281597,0.01442697502069658,0.01561331284635627,9.304810502956338,9.263770370503138,476176,0.01679690941255907,0.01626317222405275,0.016526322066965013,1.0258353602448622,-0.46777220936484554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.10000000000497,290,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,34.8,34.8,0.0,0.023833906278014183,0.006331002339720726,1.0,2.0,1.0,1.0,0.0,235,178,237,277,178,237,256,256,256,0,0,0,0
291,427,-136,1.0,0,0,0.15,-0.15,235.60000000000164,181.19839847973773,227.63240563593914,276.4000000000066,181.19839847973773,227.63240563593914,40.800000000004985,1,1,1.0121748447418213,0.9927965402603149,556.4683705153634,570.2256194793066,1126.6939899946701,3.1178671151105846,0.0,27.86446649623309,26.52004158296333,1.0262504400636576,1.0357893588654958,0.9891791227891638,1.000850378073066,40.800000000004985,0.0,0.050073765145765343,0.04650797978382606,0.04826910284615404,0.001844220614216064,0.0018613625027891806,0.0017347153284561587,0.0017551831132858894,0.0017887994262420393,0.0018076245680055457,0.14034134204659618,0.1572720836844583,0.2976134257310545,0.00026414752219674315,0.0,9.00266013388305,9.533382634294341,346824,0.0161782063651621,0.016718615068540058,0.016451709987611685,9.407448283288417,9.805479005561406,476176,0.016905629828656493,0.01719578824696639,0.017052480495560907,0.6768845206724343,0.6443464153903484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.800000000004985,291,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,34.92,34.92,0.0,-0.010042461566627026,-0.033876366913318634,1.0,2.0,1.0,1.0,0.0,236,181,228,276,181,228,256,256,256,0,0,0,0
292,427,-135,1.0,0,0,0.15,-0.15,235.75000000000165,185.13227137178228,218.8817425102243,276.25000000000665,185.13227137178228,218.8817425102243,40.500000000005,1,1,1.0169777870178223,1.0027567148208618,559.4805790623477,572.6579672997117,1132.1385463620595,5.444556367389396,0.0,28.071755241858785,26.931680218329234,1.0460937314157661,1.0454300351430064,1.0199029817666752,1.0236318487608962,40.500000000005,0.0,0.0501746732458616,0.047029259621274015,0.04858366110484661,0.001869758791572261,0.0018685725193447746,0.0017809985017337362,0.001787510009836564,0.001824862089380473,0.0018275695060047995,0.13119516134130352,0.14295426821744842,0.27414942955875193,0.00024215183772311762,0.0,9.329945517793528,8.318462860562468,346824,0.0166760846881046,0.01452605802340793,0.015588558869465429,9.31059132498835,9.29398250397284,476176,0.01664149154308853,0.016229552428646533,0.016433124628380424,0.9561654506051944,-0.6083534598886331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.500000000005,292,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35.04,35.04,0.0,-0.004659253638237715,0.005383207928389311,1.0,2.0,1.0,1.0,0.0,236,185,219,276,185,219,256,256,256,0,0,0,0
293,427,-134,1.0,0,0,0.15,-0.15,235.90000000000165,190.0854155493766,210.66494119666731,276.1000000000067,190.0854155493766,210.66494119666731,40.20000000000502,1,1,1.015164852142334,0.99668288230896,562.0186832083926,574.5751746823202,1136.5938578907128,4.455311528653283,0.0,28.276975627369445,26.91553669573782,1.040191935465268,1.0399843616896356,1.002387679105114,1.006528253415805,40.20000000000502,0.0,0.05031323063131068,0.046844238807601184,0.048559572920386276,0.0018508138012906061,0.0018504444652136496,0.0017445718563446943,0.0017517781793693192,0.0017971059762376272,0.0018005663156612076,0.13613908696275956,0.15021913839140383,0.2863582253541634,0.00025194419569148985,0.0,8.89300030063549,9.139045496673274,346824,0.0158233179186643,0.015905743755334004,0.015864986135656726,9.426865730899623,9.58473826745966,476176,0.0167732248278376,0.01668143471871892,0.016726822748840946,0.9795582010505193,0.40703016939809444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.20000000000502,293,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35.16,35.16,0.0,0.011785177513957024,0.016444431617856026,1.0,2.0,1.0,1.0,0.0,236,190,211,276,190,211,256,256,256,0,0,0,0
294,427,-133,1.0,0,0,0.15,-0.15,236.05000000000166,195.98659128562224,203.1001817159922,275.9500000000067,195.98659128562224,203.1001817159922,39.900000000005036,1,1,1.0089553594589233,0.9939045310020447,564.4707432776654,575.7863597214205,1140.2571029990859,3.6632451083730757,0.0,28.428957211460794,27.239250991190985,1.0287880570646073,1.0268684534244699,0.9989272522435272,0.9962819084617672,39.900000000005036,0.0,0.05036391619942014,0.04730791296336015,0.048820751088709834,0.0018225710886109476,0.0018191703744676582,0.0017348921789790764,0.0017302978642005189,0.001778296582389067,0.0017742931454362162,0.13895796003506425,0.13242011366312934,0.27137807369819356,0.00023799726656770573,0.0,9.285099981787978,8.443135870403497,346824,0.016449213873996272,0.014663660796842214,0.015547577652060171,9.370151560657916,9.500330816052353,476176,0.016599888784756173,0.016499749699956122,0.0165493223651731,1.1422465245187965,-0.1411216216490132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.900000000005036,294,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35.28,35.28,0.0,7.624296995345503e-05,-0.011708934791386127,1.0,2.0,1.0,1.0,0.0,236,196,203,276,196,203,256,256,256,0,0,0,0
295,427,-132,1.0,0,0,0.15,-0.15,236.20000000000167,202.75092357329925,196.2962659484067,275.8000000000067,202.75092357329925,196.2962659484067,39.60000000000505,1,1,1.0137977600097656,1.003961205482483,567.4524185523654,577.6793137384674,1145.1317322908328,4.874629291746942,0.0,28.62696886200189,27.180876432489903,1.0369785890374104,1.0360568765451994,1.0168054893426872,1.0164400409211218,39.60000000000505,0.0,0.05044822777393818,0.04705184310060901,0.04873486929128085,0.0018274282655854333,0.0018258039664158883,0.0017601556177637746,0.0017595230030710302,0.001793491543782047,0.0017923675150982893,0.1277120372110803,0.1630062948732613,0.2907183320843416,0.00025387326530787875,0.0,8.891587505165802,8.627103652718304,346824,0.01566930938077455,0.014934070595133056,0.015298406867861394,9.486337435619195,9.458691245218196,476176,0.016717414756676666,0.01637360213576976,0.016543973192444765,1.4263375229532826,0.07454630412711793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.60000000000505,295,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35.4,35.4,0.0,0.005571358371526003,0.005495115183293819,1.0,2.0,1.0,1.0,0.0,236,203,196,276,203,196,256,256,256,0,0,0,0
296,427,-131,1.0,0,0,0.15,-0.15,236.35000000000167,210.28112285903563,190.35105276571903,275.65000000000674,210.28112285903563,190.35105276571903,39.30000000000507,1,1,1.0204812288284302,0.9990878701210022,569.8638524816354,579.5420763247816,1149.405928806417,4.274196515584208,0.0,28.88643602968702,27.49761907414236,1.0521439308574594,1.0534877340545035,1.0099326826816437,1.0123013788945743,39.30000000000507,0.0,0.05069006553739583,0.04744714870147297,0.049054954120847885,0.0018463075456981442,0.0018486656584143519,0.0017426391006606823,0.0017467262865781428,0.0017940368688374815,0.0017972667977224227,0.136615627566044,0.15193287756148613,0.28854850512753016,0.0002510414274852129,0.0,9.374110492477023,8.690846974345632,346824,0.01644973698832582,0.014996058663176636,0.01571677769713779,9.534334662645094,9.569060096713626,476176,0.016730899180786928,0.016511415629037095,0.016620233357588762,1.0384372925360665,0.15836607852133255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.30000000000507,296,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35.519999999999996,35.519999999999996,0.0,0.006675888318568468,0.0011045299470424652,1.0,2.0,1.0,1.0,0.0,236,210,190,276,210,190,256,256,256,0,0,0,0
297,427,-130,1.0,0,0,0.15,-0.15,236.50000000000168,218.46888433251854,185.35005055377513,275.50000000000676,218.46888433251854,185.35005055377513,39.00000000000509,1,1,1.0043962001800537,0.9947656989097595,572.4971789791806,580.7107931471186,1153.2079721262992,3.8020433198821593,0.0,29.06168719948446,27.67531240732084,1.0193396684402702,1.0067526435448153,1.0033425856215992,0.9895398865269036,39.00000000000509,0.0,0.0507630225380399,0.04765765116459522,0.049199277995098205,0.0017805147446452966,0.0017585285666209807,0.0017277836015136855,0.001704014973037034,0.0017539613868020885,0.001731077635884643,0.13589231552885048,0.16258131006665652,0.298473625595507,0.0002588202933120358,0.0,8.889853788627558,8.534988067187053,346824,0.015528205404398737,0.014697484820167212,0.015109886748082793,9.445236882008349,9.455505304820385,476176,0.016498311657797384,0.016282640888379163,0.016389708225810557,1.4759003310141203,-0.20265257252998836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.00000000000509,297,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35.64,35.64,0.0,0.0005161934532225132,-0.006159694865345955,1.0,2.0,1.0,1.0,0.0,237,218,185,276,218,185,256,256,256,0,0,0,0
298,427,-129,1.0,0,0,0.15,-0.15,236.65000000000168,227.19644564515204,181.36518736857903,275.3500000000068,227.19644564515204,181.36518736857903,38.700000000005105,1,1,0.9999761581420898,0.999875009059906,575.0063294128473,582.8342790268019,1157.8406084396493,4.632636313350076,0.0,29.251425280477026,27.80480783527088,1.004886615288572,1.008104941282987,0.9999091006573144,1.0078616913871432,38.700000000005105,0.0,0.050871483989308956,0.047706198547035374,0.04927814130879296,0.0017476096590357257,0.0017532066861114125,0.0017155976177772676,0.0017292423037815084,0.0017314954246142953,0.0017411434855328861,0.13788806404857923,0.15302190695075907,0.2909099709993383,0.00025125217484933405,0.0,9.604744137874523,8.913805485700493,346824,0.016703718979375653,0.015293893661478637,0.015994040534241853,9.444278664326973,9.26494714658362,476176,0.016424651662479497,0.01589636622275189,0.016158723121763585,0.19067618733557623,-0.19151637591814108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.700000000005105,298,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35.76,35.76,0.0,0.013791769742965698,0.013275576755404472,1.0,2.0,1.0,1.0,0.0,237,227,181,275,227,181,256,256,256,0,0,0,0
299,427,-128,1.0,0,0,0.15,-0.15,236.8000000000017,236.33828065392282,178.45377641460485,275.2000000000068,236.33828065392282,178.45377641460485,38.40000000000512,1,1,1.0006664991378784,0.9917204976081848,577.6892994441141,584.3232768262654,1162.0125762703797,4.171967830730409,0.0,29.3722931421972,27.883515222914504,1.0088038743348198,1.0094771598167451,0.9913337388811031,0.9909645234957354,38.40000000000512,0.0,0.050844447301448825,0.04771932991333657,0.049272967895821855,0.0017462741222756715,0.001747439602547806,0.0016965501430398276,0.001695918274688847,0.001721270194540928,0.00172153186993306,0.14888576052543284,0.1618449723214137,0.31073073284684655,0.0002674073750941442,0.0,9.032380076692242,8.734398802722312,346824,0.015635359847211473,0.014947887837299457,0.01528966143932725,9.374841207627075,9.410395177884949,476176,0.016228171815971092,0.016104775474626333,0.016166121407915828,1.0184575060974694,0.07601057460142968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.40000000000512,299,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,35.879999999999995,35.879999999999995,0.0,0.01648557186126709,0.0026938016526401043,1.0,2.0,1.0,1.0,0.0,237,236,178,275,236,178,256,256,256,0,0,0,0
300,427,-127,1.0,0,0,0.15,-0.15,236.9500000000017,245.76290482980764,176.65769172455074,275.05000000000683,245.76290482980764,176.65769172455074,38.10000000000514,1,1,1.0070563554763794,0.9954725503921509,580.2088137647866,586.2407128761555,1166.4495266409422,4.436950370562499,0.0,29.621751914922665,28.096920831874794,1.0244831641874281,1.0209054373430932,1.0018758982289828,0.9979105749545409,38.10000000000514,0.0,0.05105360555058908,0.04792727665403593,0.04948235772619456,0.0017657145839269277,0.0017595483093729093,0.001708983829037867,0.0017022198442320565,0.0017372025245290922,0.0017307358494209986,0.1442804300327039,0.17548391590294252,0.3197643459356464,0.00027413474705286276,0.0,9.594884459647474,9.068197531576228,346824,0.016536950546113507,0.015468385822415385,0.01599990532378053,9.76199219206105,9.301855142448296,476176,0.016824963634589823,0.015866955225290393,0.016343482421745274,0.40076534328564506,0.27861094899732564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.10000000000514,300,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,36.0,36.0,0.0,0.007067306898534298,-0.009418264962732792,1.0,2.0,1.0,1.0,0.0,237,246,177,275,246,177,256,256,256,0,0,0,0
301,427,-126,1.0,0,0,0.15,-0.15,237.1000000000017,255.33476636402682,176.00276589650383,274.90000000000686,255.33476636402682,176.00276589650383,37.800000000005156,1,1,0.9990949630737305,0.9950540661811829,582.811777526664,587.3581727540491,1170.169950280713,3.720423639770843,0.0,29.855998791285636,28.29104483403275,1.006647781584575,1.006629105067514,0.997818250586251,0.9981755111872714,37.800000000005156,0.0,0.05122751451246995,0.048166597736062015,0.04969110992071656,0.001727226216766902,0.001727194171228735,0.001698824153425165,0.0016994324034122986,0.0017129700106296281,0.0017132593567061346,0.15054541165653373,0.17193506835466818,0.3224804800112019,0.000275584311435994,0.0,9.020388679553385,8.662164179672246,346824,0.01547736169271336,0.014747669448534997,0.015111098054589194,9.431092267614401,9.45792705420375,476176,0.016182055049810497,0.016102486511521064,0.01614211620909154,1.2064664625925232,-0.17482801269119363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.800000000005156,301,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,36.12,36.12,0.0,0.0012856737012043595,-0.00578163331374526,1.0,2.0,1.0,1.0,0.0,237,255,176,275,255,176,256,256,256,0,0,0,0
302,427,-125,1.0,0,0,0.15,-0.15,237.2500000000017,264.91619577288367,176.49841855070042,274.7500000000069,264.91619577288367,176.49841855070042,37.50000000000517,1,1,1.0065562725067139,1.0105949640274048,585.3809059027539,589.3104344313757,1174.6913403341296,4.521390053416553,0.0,29.998595522598208,28.47451467043788,1.0217411165135974,1.0206405569371613,1.029381135395898,1.0289831616359832,37.50000000000517,0.0,0.05124628292468026,0.04831836160836491,0.04977742508632432,0.0017454295249652915,0.0017435494507002471,0.0017467553181696905,0.0017460799970881985,0.001746094639061587,0.0017448189564333958,0.161729402820606,0.1782755933969693,0.3400049962175753,0.00028944198747635604,0.0,9.554754496536763,9.076044562088047,346824,0.016322285882901733,0.015401126523146473,0.015860165491068865,9.67409325177337,9.322533900276076,476176,0.016526151014191873,0.015819393914637454,0.016171590357213345,0.3658280934246356,0.1076078302312915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.50000000000517,302,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,36.24,36.24,0.0,0.002945888787508011,0.0016602152027189732,1.0,2.0,1.0,1.0,0.0,237,265,176,275,265,176,256,256,256,0,0,0,0
303,427,-124,1.0,0,0,0.15,-0.15,237.4000000000017,274.3693859605379,178.13752084968786,274.6000000000069,274.3693859605379,178.13752084968786,37.20000000000519,1,1,0.9957737922668457,1.0021257400512695,588.091556089841,591.3082246583325,1179.3997807481735,4.708440414043935,0.0,30.185776096175108,28.620794032465618,1.0001456680307839,0.9995694575927727,1.0128850516051013,1.0115189845276162,37.20000000000519,0.0,0.05132836168721264,0.04840249609077081,0.04986143891881655,0.00170066320060884,0.0016996834034462309,0.001712956135846683,0.0017106458904949048,0.0017068264319659967,0.0017051795963914946,0.17076853770421366,0.1657825210658518,0.33655105877006547,0.0002853579119342959,0.0,9.092785107144948,8.42295829969205,346824,0.0154615127746467,0.014244615495681559,0.014851404665961151,9.528171113993562,9.324649604702639,476176,0.016201849891104295,0.015769524616523905,0.015985097696674624,1.337077311859204,-0.1438064333532445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.20000000000519,303,427,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,36.36,36.36,0.0,0.010932606644928455,0.007986717857420444,1.0,2.0,1.0,1.0,0.0,237,274,178,275,274,178,256,256,256,0,0,0,0
