# producer=CAELIX
# when=2026-02-25T11:46:46
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06D_relativity_twin_paradox_threshold_lock/20260225_114645 --relativity --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --rel-L 48 --rel-v-frac 0.3 --rel-v-frac-ref 0.1 --rel-steps 1500 --rel-slab 8 --rel-amp 500 --rel-sigma 2.25 --rel-threshold 0.01 --rel-refractory 10
# run_id=20260225_114645
# experiment=06D_relativity_twin_paradox_threshold_lock
# artefact=relativity
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# rel_steps=1500
# rel_L=48
# rel_v_frac=0.3
# rel_v_frac_ref=0.1
# rel_v_ref=0.05567764362830022
# rel_v=0.16703293088490065
# rel_slab=8
# rel_amp=500.0
# rel_sigma=2.25
# rel_threshold=0.01
# rel_refractory=10
t,x_s,x_s_f,x_m,v_ref,a_sx,a_sy,b_sx,b_sy,a_mx,a_my,b_mx,b_my,phi_sa,phi_sb,phi_ma,phi_mb,e_sa,e_sb,e_ma,e_mb,hit_sa,hit_sb,hit_ma,hit_mb,hits_sa,hits_sb,hits_ma,hits_mb,T0_est,Tp_est,c_axis_est,c_diag_est,ratio_est,gamma_corr_est,gamma_pred_axis,anisotropy_A,ratio_pred,ratio_err,gamma_sr
72,18,18.008790,26,0.0556776,18,232,18,280,26,232,26,280,4.249515152e+01,6.145513654e-01,4.888813400e+01,1.241735145e-01,2.305932906e+06,7.723043633e+02,8.203407542e+05,7.514255847e+01,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
73,18,18.064468,26,0.0556776,18,232,18,280,26,232,26,280,1.861610222e+01,1.039193988e+00,4.319015503e+01,2.371064872e-01,1.653426078e+06,1.724632201e+03,1.066417267e+06,2.038996203e+02,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
74,18,18.120146,26,0.0556776,18,232,18,280,26,232,26,280,3.185443401e+00,1.690907001e+00,4.283543396e+01,4.340088964e-01,1.115832517e+06,3.570448667e+03,1.398763023e+06,5.116572446e+02,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
75,18,18.175823,27,0.0556776,18,232,18,280,27,232,27,280,-5.388469219e+00,2.647342920e+00,2.398775673e+01,5.785479546e-01,7.041348721e+05,6.847294731e+03,1.019853275e+06,8.037184830e+02,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
76,18,18.231501,27,0.0556776,18,232,18,280,27,232,27,280,-9.760327339e+00,3.986744165e+00,2.889845657e+01,9.972497225e-01,4.277144327e+05,1.214501788e+04,1.335613644e+06,1.792341188e+03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
77,18,18.287179,27,0.0556776,18,232,18,280,27,232,27,280,-1.281388092e+01,5.770651817e+00,4.005226517e+01,1.649098396e+00,2.922059900e+05,1.987282130e+04,1.642905429e+06,3.696322876e+03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
78,18,18.342856,27,0.0556776,18,232,18,280,27,232,27,280,-1.694720840e+01,8.018341064e+00,5.496070480e+01,2.616310596e+00,2.930965630e+05,2.988874796e+04,1.882544975e+06,7.042789902e+03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
79,18,18.398534,27,0.0556776,18,232,18,280,27,232,27,280,-2.364255142e+01,1.067426395e+01,7.016578674e+01,3.981088877e+00,4.111678274e+05,4.111462316e+04,2.008514823e+06,1.237595659e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
80,18,18.454211,27,0.0556776,18,232,18,280,27,232,27,280,-3.335174561e+01,1.357273102e+01,8.207831573e+01,5.805757999e+00,6.145840426e+05,5.141780585e+04,1.997334855e+06,2.000228769e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
81,19,18.509889,28,0.0556776,19,232,19,280,28,232,28,280,-3.094715881e+01,1.592847538e+01,7.261770630e+01,6.865571499e+00,6.861605614e+05,5.709441183e+04,1.652483178e+06,2.441216202e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
82,19,18.565567,28,0.0556776,19,232,19,280,28,232,28,280,-4.306528091e+01,1.836318970e+01,8.291464233e+01,9.379085541e+00,9.704867115e+05,5.935702815e+04,1.572008782e+06,3.449105476e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
83,19,18.621244,28,0.0556776,19,232,19,280,28,232,28,280,-5.664414215e+01,1.977698898e+01,8.607196808e+01,1.221119690e+01,1.267720015e+06,5.694391840e+04,1.397745168e+06,4.429152399e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
84,19,18.676922,28,0.0556776,19,232,19,280,28,232,28,280,-7.035662079e+01,1.948904228e+01,8.158880615e+01,1.508559990e+01,1.543475031e+06,5.485273969e+04,1.168098520e+06,5.146640792e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
85,19,18.732600,28,0.0556776,19,232,19,280,28,232,28,280,-8.275401306e+01,1.681424522e+01,7.040686798e+01,1.755991745e+01,1.774852105e+06,6.308380826e+04,9.301740359e+05,5.422929520e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
86,19,18.788277,28,0.0556776,19,232,19,280,28,232,28,280,-9.245230103e+01,1.120038319e+01,5.451717758e+01,1.903295517e+01,1.951520754e+06,9.458204584e+04,7.298884086e+05,5.320716482e+04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
87,19,18.843955,29,0.0556776,19,232,19,280,29,232,29,280,-9.835984802e+01,2.391036987e+00,6.317255020e+01,1.905007935e+01,2.073630615e+06,1.605720394e+05,7.139664905e+05,5.209509125e+04,0,1,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
88,19,18.899633,29,0.0556776,19,232,19,280,29,232,29,280,-9.993517303e+01,4.905809631e+02,4.637591553e+01,1.768849564e+01,2.146683837e+06,2.311545884e+07,6.083845726e+05,5.616592612e+04,0,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
89,19,18.955310,29,0.0556776,19,232,19,280,29,232,29,280,-9.739794922e+01,8.885564575e+02,2.766258621e+01,1.358367825e+01,2.175004802e+06,4.953333760e+07,5.675495191e+05,7.621177843e+04,0,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
90,19,19.010988,29,0.0556776,19,232,19,280,29,232,29,280,-9.178661346e+01,1.134895386e+03,8.871838570e+00,6.309854031e+00,2.157462554e+06,7.978072607e+07,6.040085239e+05,1.232556341e+05,0,0,0,0,0,1,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
91,19,19.066666,29,0.0556776,19,232,19,280,29,232,29,280,-8.477706146e+01,1.208502808e+03,-8.846036911e+00,-4.137631893e+00,2.088781609e+06,1.026046154e+08,7.224720778e+05,2.034868749e+05,0,0,0,1,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
92,19,19.122343,29,0.0556776,19,232,19,280,29,232,29,280,-7.825715637e+01,1.129232788e+03,-2.521046257e+01,4.828008423e+02,1.965966690e+06,1.117988296e+08,9.185603613e+05,2.262794176e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
93,19,19.178021,30,0.0556776,19,232,19,280,30,232,30,280,-7.376699829e+01,9.456015015e+02,-2.139325333e+01,8.071983643e+02,1.795018137e+06,1.074430305e+08,8.020251701e+05,4.527985435e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
94,19,19.233699,30,0.0556776,19,232,19,280,30,232,30,280,-7.201561737e+01,7.160693970e+02,-3.933437729e+01,1.041631836e+03,1.592409241e+06,9.391592842e+07,1.040386283e+06,7.329734775e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
95,19,19.289376,30,0.0556776,19,232,19,280,30,232,30,280,-7.268189240e+01,4.916987000e+02,-5.666487122e+01,1.125693115e+03,1.379700740e+06,7.674544789e+07,1.339251948e+06,9.493442200e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
96,19,19.345054,30,0.0556776,19,232,19,280,30,232,30,280,-7.457682800e+01,3.057185059e+02,-7.414437103e+01,1.072947388e+03,1.174935558e+06,6.020746587e+07,1.674157485e+06,1.045332359e+08,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
97,19,19.400731,30,0.0556776,19,232,19,280,30,232,30,280,-7.607292938e+01,1.714880524e+02,-9.221273804e+01,9.220686035e+02,9.867418994e+05,4.642112734e+07,2.014736136e+06,1.020144339e+08,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
98,19,19.456409,30,0.0556776,19,232,19,280,30,232,30,280,-7.559376526e+01,8.682305908e+01,-1.104862289e+02,7.222404785e+02,8.147197401e+05,3.565881781e+07,2.326787054e+06,9.107841706e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
99,20,19.512087,31,0.0556776,20,232,20,280,31,232,31,280,-7.339287567e+01,5.522928619e+01,-1.102180710e+02,5.490427856e+02,7.918009873e+05,2.776338098e+07,2.206142269e+06,6.786564862e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
100,20,19.567764,31,0.0556776,20,232,20,280,31,232,31,280,-6.661682129e+01,2.974162483e+01,-1.261304779e+02,3.988535461e+02,6.100683280e+05,2.068004563e+07,2.472432681e+06,5.732700988e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
101,20,19.623442,31,0.0556776,20,232,20,280,31,232,31,280,-5.660108566e+01,2.096352005e+01,-1.387938385e+02,2.713034668e+02,4.460374585e+05,1.446730286e+07,2.639613932e+06,4.746273445e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
102,20,19.679120,31,0.0556776,20,232,20,280,31,232,31,280,-4.385018158e+01,2.201685333e+01,-1.461379700e+02,1.749373169e+02,3.056965993e+05,9.162225904e+06,2.685257565e+06,3.872527262e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
103,20,19.734797,31,0.0556776,20,232,20,280,31,232,31,280,-2.946862221e+01,2.915118217e+01,-1.462668152e+02,1.100018539e+02,1.939080225e+05,5.094698902e+06,2.607453778e+06,3.096598188e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
104,20,19.790475,31,0.0556776,20,232,20,280,31,232,31,280,-1.482444572e+01,4.069373703e+01,-1.381378174e+02,7.148803711e+01,1.131708238e+05,2.572960947e+06,2.425980816e+06,2.387288246e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
105,20,19.846153,32,0.0556776,20,232,20,280,32,232,32,280,-1.123539925e+00,5.560543442e+01,-1.336482239e+02,8.320105743e+01,6.522299180e+04,1.599296563e+06,2.366985280e+06,1.991983124e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
106,20,19.901830,32,0.0556776,20,232,20,280,32,232,32,280,1.090555763e+01,7.229675293e+01,-1.185189743e+02,6.311362076e+01,5.305297759e+04,1.784254198e+06,2.138868430e+06,1.412168021e+07,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
107,20,19.957508,32,0.0556776,20,232,20,280,32,232,32,280,2.109309769e+01,8.810842133e+01,-9.763591003e+01,5.432263184e+01,7.989524516e+04,2.495850243e+06,1.881376719e+06,9.017368770e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
108,20,20.013186,32,0.0556776,20,232,20,280,32,232,32,280,2.970505142e+01,9.954097748e+01,-7.373265076e+01,5.285613251e+01,1.447017520e+05,3.132023459e+06,1.621970246e+06,5.105207490e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
109,20,20.068863,32,0.0556776,20,232,20,280,32,232,32,280,3.723625565e+01,1.030056000e+02,-5.001713562e+01,5.538423538e+01,2.377513469e+05,3.346112833e+06,1.374144560e+06,2.697194640e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
110,20,20.124541,32,0.0556776,20,232,20,280,32,232,32,280,4.419898605e+01,9.568661499e+01,-2.937597466e+01,5.894850159e+01,3.411429291e+05,3.115670213e+06,1.139892472e+06,1.756450451e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
111,20,20.180218,33,0.0556776,20,232,20,280,33,232,33,280,5.090602112e+01,7.614283752e+01,-3.137913322e+01,6.231342697e+01,4.353188848e+05,2.659139717e+06,1.150657305e+06,1.988683302e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
112,20,20.235896,33,0.0556776,20,232,20,280,33,232,33,280,5.725930786e+01,4.449831772e+01,-1.619353676e+01,6.136534500e+01,5.076186510e+05,2.283053087e+06,9.243731177e+05,2.183297527e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
113,20,20.291574,33,0.0556776,20,232,20,280,33,232,33,280,6.264263916e+01,2.314055681e+00,-6.140016556e+00,5.559698105e+01,5.570369695e+05,2.247028795e+06,7.053612871e+05,2.730547695e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
114,20,20.347251,33,0.0556776,20,232,20,280,33,232,33,280,6.605345917e+01,-4.767504120e+01,-7.502382398e-01,4.342617798e+01,5.924337729e+05,2.690796158e+06,5.022354295e+05,3.231215434e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
115,20,20.402929,33,0.0556776,20,232,20,280,33,232,33,280,6.648671722e+01,-1.018518219e+02,1.347639084e+00,2.447784615e+01,6.261963484e+05,3.621567071e+06,3.307329029e+05,3.495040653e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
116,20,20.458607,33,0.0556776,20,232,20,280,33,232,33,280,6.339382172e+01,-1.560537567e+02,1.887293100e+00,-4.637761116e-01,6.675875030e+05,4.936835995e+06,2.107013306e+05,3.531335120e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
117,21,20.514284,34,0.0556776,21,232,21,280,34,232,34,280,6.375518417e+01,-1.863257904e+02,1.031399846e+00,-1.416454029e+01,7.323150863e+05,5.547898247e+06,2.076282419e+05,3.364626789e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
118,21,20.569962,34,0.0556776,21,232,21,280,34,232,34,280,5.727237701e+01,-2.302785492e+02,2.111087561e+00,-4.635612488e+01,7.866340596e+05,7.043530034e+06,1.625652314e+05,3.410172303e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
119,21,20.625640,34,0.0556776,21,232,21,280,34,232,34,280,4.858610153e+01,-2.635147095e+02,3.863286734e+00,-8.078278351e+01,8.342190288e+05,8.396209495e+06,1.960876069e+05,3.515540587e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
120,21,20.681317,34,0.0556776,21,232,21,280,34,232,34,280,3.930628586e+01,-2.836594238e+02,6.851418018e+00,-1.152074203e+02,8.661425745e+05,9.429187437e+06,2.991340654e+05,3.720961085e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
121,21,20.736995,34,0.0556776,21,232,21,280,34,232,34,280,3.116802979e+01,-2.896851196e+02,1.131096935e+01,-1.470555115e+02,8.732325881e+05,1.004169065e+07,4.482674023e+05,4.005080723e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
122,21,20.792673,34,0.0556776,21,232,21,280,34,232,34,280,2.563821983e+01,-2.819152222e+02,1.729541969e+01,-1.736435852e+02,8.483112054e+05,1.022536734e+07,6.131350888e+05,4.304009628e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
123,21,20.848350,35,0.0556776,21,232,21,280,35,232,35,280,2.357415771e+01,-2.621013184e+02,1.676596260e+01,-1.883960114e+02,7.891985126e+05,1.004622292e+07,6.264170957e+05,4.633719230e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
124,21,20.904028,35,0.0556776,21,232,21,280,35,232,35,280,2.503807449e+01,-2.334426270e+02,2.414163208e+01,-2.035523071e+02,7.014522630e+05,9.601176460e+06,7.786088631e+05,4.801289559e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
125,21,20.959705,35,0.0556776,21,232,21,280,35,232,35,280,2.935030556e+01,-2.002282104e+02,3.318610764e+01,-2.078858643e+02,5.987780371e+05,8.975094026e+06,9.057651902e+05,4.789216230e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
126,21,21.015383,35,0.0556776,21,232,21,280,35,232,35,280,3.535943222e+01,-1.669612732e+02,4.381081772e+01,-2.015008087e+02,4.995880059e+05,8.221360615e+06,1.008993154e+06,4.607329769e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
127,21,21.071061,35,0.0556776,21,232,21,280,35,232,35,280,4.179169464e+01,-1.372440186e+02,5.566426086e+01,-1.861029053e+02,4.203795548e+05,7.369005220e+06,1.097469224e+06,4.326359175e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
128,21,21.126738,35,0.0556776,21,232,21,280,35,232,35,280,4.752074051e+01,-1.129671936e+02,6.800272369e+01,-1.647717743e+02,3.690425996e+05,6.440645838e+06,1.179594739e+06,4.053338728e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
129,21,21.182416,36,0.0556776,21,232,21,280,36,232,36,280,5.167854309e+01,-9.419082642e+01,6.864485168e+01,-1.525245056e+02,3.418595686e+05,5.463765565e+06,1.193788347e+06,3.866903891e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
130,21,21.238094,36,0.0556776,21,232,21,280,36,232,36,280,5.364003372e+01,-7.966050720e+01,8.095980072e+01,-1.269244308e+02,3.259886229e+05,4.470617133e+06,1.276824004e+06,3.651956787e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
131,21,21.293771,36,0.0556776,21,232,21,280,36,232,36,280,5.296798325e+01,-6.757485962e+01,9.137970734e+01,-1.055683517e+02,3.059549965e+05,3.494247591e+06,1.344334436e+06,3.601789818e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
132,21,21.349449,36,0.0556776,21,232,21,280,36,232,36,280,4.938574219e+01,-5.623657608e+01,9.862705994e+01,-9.134352112e+01,2.705996951e+05,2.568973177e+06,1.381718721e+06,3.692029876e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
133,21,21.405127,36,0.0556776,21,232,21,280,36,232,36,280,4.280185318e+01,-4.445591736e+01,1.017572098e+02,-8.498212433e+01,2.174107412e+05,1.735332067e+06,1.375541057e+06,3.856526087e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
134,21,21.460804,36,0.0556776,21,232,21,280,36,232,36,280,3.337356567e+01,-3.174616241e+01,1.003575668e+02,-8.512667847e+01,1.531987768e+05,1.042268355e+06,1.319192449e+06,4.015892109e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
135,22,21.516482,37,0.0556776,22,232,22,280,37,232,37,280,2.560463905e+01,-2.304516602e+01,1.028665161e+02,-7.799453735e+01,1.088125870e+05,7.195623719e+05,1.336026722e+06,3.634732978e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
136,22,21.572160,37,0.0556776,22,232,22,280,37,232,37,280,1.301254845e+01,-9.997216225e+00,9.664809418e+01,-8.269553375e+01,6.087416208e+04,3.509144563e+05,1.227354514e+06,3.686867844e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
137,22,21.627837,37,0.0556776,22,232,22,280,37,232,37,280,-3.537002504e-01,2.246741772e+00,8.629351044e+01,-8.749932098e+01,3.731857174e+04,2.326292391e+05,1.084190475e+06,3.617240955e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
138,22,21.683515,37,0.0556776,22,232,22,280,37,232,37,280,-1.348470211e+01,1.353161716e+01,7.299113464e+01,-9.001328278e+01,4.594497391e+04,3.471063673e+05,9.261840704e+05,3.390900923e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
139,22,21.739192,37,0.0556776,22,232,22,280,37,232,37,280,-2.543518066e+01,2.417007637e+01,5.816064453e+01,-8.886303711e+01,8.651885092e+04,6.418833349e+05,7.719540500e+05,3.003116963e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
140,22,21.794870,37,0.0556776,22,232,22,280,37,232,37,280,-3.549814987e+01,3.469527435e+01,4.318797684e+01,-8.371732330e+01,1.500230318e+05,1.047570017e+06,6.335608825e+05,2.485236865e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
141,22,21.850548,38,0.0556776,22,232,22,280,38,232,38,280,-4.327646637e+01,4.544859695e+01,4.019776154e+01,-7.831655121e+01,2.210560043e+05,1.498419490e+06,6.381898451e+05,2.122934609e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
142,22,21.906225,38,0.0556776,22,232,22,280,38,232,38,280,-4.863734436e+01,5.632385635e+01,2.563892746e+01,-7.098832703e+01,2.826786781e+05,1.945462745e+06,5.226991259e+05,1.598455673e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
143,22,21.961903,38,0.0556776,22,232,22,280,38,232,38,280,-5.161475372e+01,6.686096191e+01,1.355483055e+01,-6.150329590e+01,3.221099838e+05,2.358410771e+06,4.220421195e+05,1.113907674e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
144,22,22.017581,38,0.0556776,22,232,22,280,38,232,38,280,-5.233389664e+01,7.660010529e+01,4.439049721e+00,-5.064469528e+01,3.352302460e+05,2.719663999e+06,3.296198812e+05,7.397192882e+05,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
145,22,22.073258,38,0.0556776,22,232,22,280,38,232,38,280,-5.097517776e+01,8.542092133e+01,-1.663230181e+00,-3.903077316e+01,3.279344252e+05,3.017035552e+06,2.425359732e+05,5.213791511e+05,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
146,22,22.128936,38,0.0556776,22,232,22,280,38,232,38,280,-4.775361252e+01,9.364724731e+01,-5.076968670e+00,-2.708956909e+01,3.134448834e+05,3.240281129e+06,1.639118079e+05,4.736057811e+05,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
147,22,22.184614,39,0.0556776,22,232,22,280,39,232,39,280,-4.291009903e+01,1.018908081e+02,-5.614893913e+00,-2.702920532e+01,3.066257579e+05,3.382388600e+06,1.684969406e+05,4.909637506e+05,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
148,22,22.240291,39,0.0556776,22,232,22,280,39,232,39,280,-3.674455643e+01,1.107454147e+02,-6.108534813e+00,-1.448488617e+01,3.178774475e+05,3.442776482e+06,1.048230788e+05,6.260416197e+05,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
149,22,22.295969,39,0.0556776,22,232,22,280,39,232,39,280,-2.970011330e+01,1.204539108e+02,-5.654484749e+00,-1.432383299e+00,3.491740827e+05,3.428163919e+06,6.869495672e+04,8.707533164e+05,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
150,22,22.351647,39,0.0556776,22,232,22,280,39,232,39,280,-2.243990135e+01,1.306248016e+02,-5.268080235e+00,1.239786720e+01,3.934596526e+05,3.348521069e+06,6.609653110e+04,1.195631799e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
151,22,22.407324,39,0.0556776,22,232,22,280,39,232,39,280,-1.582631111e+01,1.400791321e+02,-5.827752590e+00,2.768788910e+01,4.371658444e+05,3.209619510e+06,9.680461532e+04,1.574839574e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
152,22,22.463002,39,0.0556776,22,232,22,280,39,232,39,280,-1.076463127e+01,1.469354553e+02,-7.911144257e+00,4.528440857e+01,4.648444201e+05,3.007783989e+06,1.545321992e+05,1.990705472e+06,0,0,0,0,0,1,0,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00
