# producer=CAELIX
# when=2026-02-18T18:21:51
# cwd=
# python=
# command= /core.py --out _Output/09_sg_collider/09G_collidersg_transistor_calibration/20260218_182150 --collidersg --collidersg-scenario E --collidersg-sprites [{"sid":1,"kind":"kink_wall","pos":[60,96,96],"vel":[0.52,0.0,0.0],"phase":0.0}] --collidersg-steps 1500 --collidersg-log-every 1 --collidersg-track-r 6 --collidersg-peak-thresh 0.001 --collidersg-phi-abs-every 100 --collidersg-k 0.08 --collidersg-k-outside 5.0 --collidersg-wire-y0 90 --collidersg-wire-y1 102 --collidersg-wire-z0 90 --collidersg-wire-z1 102 --collidersg-wire-bevel 0 --traffic-mode sine_gordon --collidersg-boundary neumann --n 192 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 0.05 --traffic-gamma 0.0 --traffic-decay 0.0
# run_id=20260218_182150
# experiment=09G_collidersg_transistor_calibration
# artefact=collidersg
# n=192
# seed=6174
# traffic_c2=0.31
# traffic_dt=0.05
# traffic_gamma=0.0
# traffic_decay=0.0
# boundary_mode=neumann
# sponge_width=0
# sponge_strength=0.0
# sg_k=0.08
# asset_sg_k=nan
# sg_k_inferred=0
# steps=1500
# log_every=1
# phi_abs_every=100
# track_r=6
# peak_thresh=0.001
# sprite_count=1
# scenario=E
# sprites_src=inline_json
# sprite_asset_h5=
# sg_k_outside=5.0
# wire_y0=90
# wire_y1=102
# wire_z0=90
# wire_z1=102
# wire_bevel=0
# artefact=sg_collision_tracks
# scenario=E
# sprites_digest=07a22c1c26c4
# boundary_mode_eff=neumann sponge_width_eff=0 sponge_strength_eff=0.000000
# k_grid_enabled=1 sg_k_outside=5.000000 wire_y0=90 wire_y1=102 wire_z0=90 wire_z1=102 wire_bevel=0 domain_mask_enabled=1
# vel0_abs_max=1.477914
t,sid,x,y,z,vx,vy,vz,peak_abs,status,phi_abs_max,wall_s
164,1,70.065,95.500,95.500,0.04471,0.00000,0.00000,0.863101,ALIVE,6.283185,1.325
165,1,70.067,95.500,95.500,0.04135,0.00000,0.00000,0.860229,ALIVE,6.283185,1.333
166,1,70.069,95.500,95.500,0.03845,0.00000,0.00000,0.859385,ALIVE,6.283185,1.340
167,1,70.071,95.500,95.500,0.03647,0.00000,0.00000,0.860553,ALIVE,6.283185,1.347
168,1,70.073,95.500,95.500,0.03571,0.00000,0.00000,0.863650,ALIVE,6.283185,1.354
169,1,70.075,95.500,95.500,0.03693,0.00000,0.00000,0.868528,ALIVE,6.283185,1.362
170,1,70.077,95.500,95.500,0.04074,0.00000,0.00000,0.874980,ALIVE,6.283185,1.369
171,1,70.079,95.500,95.500,0.04868,0.00000,0.00000,0.882739,ALIVE,6.283185,1.376
172,1,70.082,95.500,95.500,0.06073,0.00000,0.00000,0.891493,ALIVE,6.283185,1.383
173,1,70.086,95.500,95.500,0.07812,0.00000,0.00000,0.900893,ALIVE,6.283185,1.390
174,1,70.091,95.500,95.500,0.10101,0.00000,0.00000,0.910568,ALIVE,6.283185,1.397
175,1,70.098,95.500,95.500,0.12985,0.00000,0.00000,0.920138,ALIVE,6.283185,1.405
176,1,70.106,95.500,95.500,0.16434,0.00000,0.00000,0.929228,ALIVE,6.283185,1.412
177,1,70.116,95.500,95.500,0.20401,0.00000,0.00000,0.937484,ALIVE,6.283185,1.419
178,1,70.128,95.500,95.500,0.24826,0.00000,0.00000,0.944585,ALIVE,6.283185,1.427
179,1,70.143,95.500,95.500,0.29633,0.00000,0.00000,0.950253,ALIVE,6.283185,1.433
180,1,70.160,95.500,95.500,0.34653,0.00000,0.00000,0.954263,ALIVE,6.283185,1.441
181,1,70.180,95.500,95.500,0.39825,0.00000,0.00000,0.956451,ALIVE,6.283185,1.447
182,1,70.881,95.500,95.500,14.00757,0.00000,0.00000,0.972502,ALIVE,6.283185,1.455
183,1,70.895,95.500,95.500,0.27466,0.00000,0.00000,0.992512,ALIVE,6.283185,1.462
184,1,70.910,95.500,95.500,0.30609,0.00000,0.00000,1.012709,ALIVE,6.283185,1.469
185,1,70.927,95.500,95.500,0.33905,0.00000,0.00000,1.032717,ALIVE,6.283185,1.477
186,1,70.945,95.500,95.500,0.37323,0.00000,0.00000,1.052140,ALIVE,6.283185,1.484
187,1,70.966,95.500,95.500,0.40894,0.00000,0.00000,1.070573,ALIVE,6.283185,1.491
188,1,70.988,95.500,95.500,0.44601,0.00000,0.00000,1.087615,ALIVE,6.283185,1.498
189,1,71.012,95.500,95.500,0.48447,0.00000,0.00000,1.102878,ALIVE,6.283185,1.505
190,1,71.039,95.500,95.500,0.52368,0.00000,0.00000,1.115999,ALIVE,6.283185,1.513
191,1,71.067,95.500,95.500,0.56351,0.00000,0.00000,1.126650,ALIVE,6.283185,1.520
192,1,71.097,95.500,95.500,0.60272,0.00000,0.00000,1.134544,ALIVE,6.283185,1.527
193,1,71.129,95.500,95.500,0.64087,0.00000,0.00000,1.139444,ALIVE,6.283185,1.533
194,1,71.163,95.500,95.500,0.67734,0.00000,0.00000,1.141169,ALIVE,6.283185,1.541
195,1,71.198,95.500,95.500,0.71091,0.00000,0.00000,1.139596,ALIVE,6.283185,1.547
196,1,71.790,95.500,95.500,11.84174,0.00000,0.00000,1.151488,ALIVE,6.283185,1.554
197,1,71.820,95.500,95.500,0.58685,0.00000,0.00000,1.181083,ALIVE,6.283185,1.561
198,1,71.851,95.500,95.500,0.61737,0.00000,0.00000,1.209191,ALIVE,6.283185,1.568
199,1,71.883,95.500,95.500,0.64758,0.00000,0.00000,1.235326,ALIVE,6.283185,1.575
200,1,71.917,95.500,95.500,0.67688,0.00000,0.00000,1.259003,ALIVE,6.425730,1.583
201,1,71.952,95.500,95.500,0.70572,0.00000,0.00000,1.279748,ALIVE,6.425730,1.590
202,1,71.989,95.500,95.500,0.73349,0.00000,0.00000,1.297110,ALIVE,6.425730,1.597
203,1,72.027,95.500,95.500,0.76035,0.00000,0.00000,1.310671,ALIVE,6.425730,1.604
204,1,72.066,95.500,95.500,0.78537,0.00000,0.00000,1.320060,ALIVE,6.425730,1.611
205,1,72.107,95.500,95.500,0.80872,0.00000,0.00000,1.324963,ALIVE,6.425730,1.617
206,1,72.148,95.500,95.500,0.82932,0.00000,0.00000,1.325136,ALIVE,6.425730,1.624
207,1,72.190,95.500,95.500,0.84702,0.00000,0.00000,1.320411,ALIVE,6.425730,1.631
208,1,72.233,95.500,95.500,0.86136,0.00000,0.00000,1.310708,ALIVE,6.425730,1.638
209,1,72.752,95.500,95.500,10.36880,0.00000,0.00000,1.308994,ALIVE,6.425730,1.645
210,1,72.792,95.500,95.500,0.79285,0.00000,0.00000,1.342745,ALIVE,6.425730,1.652
211,1,72.832,95.500,95.500,0.81146,0.00000,0.00000,1.373587,ALIVE,6.425730,1.658
212,1,72.874,95.500,95.500,0.82855,0.00000,0.00000,1.400966,ALIVE,6.425730,1.665
213,1,72.916,95.500,95.500,0.84412,0.00000,0.00000,1.424339,ALIVE,6.425730,1.672
214,1,72.959,95.500,95.500,0.85815,0.00000,0.00000,1.443193,ALIVE,6.425730,1.679
215,1,73.002,95.500,95.500,0.87021,0.00000,0.00000,1.457052,ALIVE,6.425730,1.686
216,1,73.046,95.500,95.500,0.88074,0.00000,0.00000,1.465498,ALIVE,6.425730,1.693
217,1,73.091,95.500,95.500,0.88898,0.00000,0.00000,1.468183,ALIVE,6.425730,1.700
218,1,73.135,95.500,95.500,0.89493,0.00000,0.00000,1.464847,ALIVE,6.425730,1.707
219,1,73.180,95.500,95.500,0.89828,0.00000,0.00000,1.455330,ALIVE,6.425730,1.714
220,1,73.225,95.500,95.500,0.89890,0.00000,0.00000,1.439583,ALIVE,6.425730,1.721
221,1,73.270,95.500,95.500,0.89661,0.00000,0.00000,1.417686,ALIVE,6.425730,1.728
222,1,73.755,95.500,95.500,9.70840,0.00000,0.00000,1.404371,ALIVE,6.425730,1.735
223,1,73.800,95.500,95.500,0.89706,0.00000,0.00000,1.435101,ALIVE,6.425730,1.741
224,1,73.845,95.500,95.500,0.90012,0.00000,0.00000,1.461744,ALIVE,6.425730,1.748
225,1,73.890,95.500,95.500,0.90103,0.00000,0.00000,1.483783,ALIVE,6.425730,1.756
226,1,73.935,95.500,95.500,0.90027,0.00000,0.00000,1.500727,ALIVE,6.425730,1.763
227,1,73.980,95.500,95.500,0.89752,0.00000,0.00000,1.512135,ALIVE,6.425730,1.770
228,1,74.025,95.500,95.500,0.89325,0.00000,0.00000,1.517626,ALIVE,6.425730,1.777
229,1,74.069,95.500,95.500,0.88699,0.00000,0.00000,1.516896,ALIVE,6.425730,1.784
230,1,74.113,95.500,95.500,0.87936,0.00000,0.00000,1.509733,ALIVE,6.425730,1.791
231,1,74.157,95.500,95.500,0.86990,0.00000,0.00000,1.496037,ALIVE,6.425730,1.798
232,1,74.200,95.500,95.500,0.85907,0.00000,0.00000,1.475828,ALIVE,6.425730,1.805
233,1,74.242,95.500,95.500,0.84625,0.00000,0.00000,1.449257,ALIVE,6.425730,1.812
234,1,74.284,95.500,95.500,0.83206,0.00000,0.00000,1.416618,ALIVE,6.425730,1.819
235,1,74.784,95.500,95.500,10.00885,0.00000,0.00000,1.396388,ALIVE,6.425730,1.826
236,1,74.829,95.500,95.500,0.89935,0.00000,0.00000,1.418103,ALIVE,6.425730,1.833
237,1,74.873,95.500,95.500,0.88547,0.00000,0.00000,1.435300,ALIVE,6.425730,1.840
238,1,74.917,95.500,95.500,0.86945,0.00000,0.00000,1.447609,ALIVE,6.425730,1.847
239,1,74.959,95.500,95.500,0.85159,0.00000,0.00000,1.454707,ALIVE,6.425730,1.854
240,1,75.001,95.500,95.500,0.83252,0.00000,0.00000,1.456327,ALIVE,6.425730,1.860
241,1,75.042,95.500,95.500,0.81207,0.00000,0.00000,1.452273,ALIVE,6.425730,1.867
242,1,75.081,95.500,95.500,0.79132,0.00000,0.00000,1.442435,ALIVE,6.425730,1.874
243,1,75.120,95.500,95.500,0.76996,0.00000,0.00000,1.426799,ALIVE,6.425730,1.881
244,1,75.157,95.500,95.500,0.74875,0.00000,0.00000,1.405459,ALIVE,6.425730,1.888
245,1,75.193,95.500,95.500,0.72754,0.00000,0.00000,1.378628,ALIVE,6.425730,1.895
246,1,75.229,95.500,95.500,0.70648,0.00000,0.00000,1.346640,ALIVE,6.425730,1.902
247,1,75.263,95.500,95.500,0.68558,0.00000,0.00000,1.309955,ALIVE,6.425730,1.909
248,1,75.820,95.500,95.500,11.14807,0.00000,0.00000,1.295392,ALIVE,6.425730,1.916
249,1,75.860,95.500,95.500,0.79803,0.00000,0.00000,1.306537,ALIVE,6.425730,1.923
250,1,75.899,95.500,95.500,0.76828,0.00000,0.00000,1.313631,ALIVE,6.425730,1.930
251,1,75.936,95.500,95.500,0.73700,0.00000,0.00000,1.316495,ALIVE,6.425730,1.937
252,1,75.971,95.500,95.500,0.70465,0.00000,0.00000,1.315000,ALIVE,6.425730,1.944
253,1,76.004,95.500,95.500,0.67200,0.00000,0.00000,1.309071,ALIVE,6.425730,1.951
254,1,76.036,95.500,95.500,0.63980,0.00000,0.00000,1.298704,ALIVE,6.425730,1.958
255,1,76.067,95.500,95.500,0.60898,0.00000,0.00000,1.283968,ALIVE,6.425730,1.965
256,1,76.096,95.500,95.500,0.57953,0.00000,0.00000,1.265020,ALIVE,6.425730,1.972
257,1,76.124,95.500,95.500,0.55237,0.00000,0.00000,1.242103,ALIVE,6.425730,1.979
258,1,76.150,95.500,95.500,0.52734,0.00000,0.00000,1.215557,ALIVE,6.425730,1.986
259,1,76.175,95.500,95.500,0.50461,0.00000,0.00000,1.185811,ALIVE,6.425730,1.993
260,1,76.199,95.500,95.500,0.48370,0.00000,0.00000,1.153384,ALIVE,6.425730,1.999
261,1,76.836,95.500,95.500,12.74277,0.00000,0.00000,1.143300,ALIVE,6.425730,2.007
262,1,76.866,95.500,95.500,0.59616,0.00000,0.00000,1.146748,ALIVE,6.425730,2.013
263,1,76.894,95.500,95.500,0.55649,0.00000,0.00000,1.147248,ALIVE,6.425730,2.020
264,1,76.920,95.500,95.500,0.51697,0.00000,0.00000,1.144782,ALIVE,6.425730,2.027
265,1,76.944,95.500,95.500,0.47806,0.00000,0.00000,1.139374,ALIVE,6.425730,2.034
266,1,76.966,95.500,95.500,0.44128,0.00000,0.00000,1.131098,ALIVE,6.425730,2.041
267,1,76.986,95.500,95.500,0.40710,0.00000,0.00000,1.120085,ALIVE,6.425730,2.048
268,1,77.005,95.500,95.500,0.37659,0.00000,0.00000,1.106527,ALIVE,6.425730,2.055
269,1,77.023,95.500,95.500,0.35004,0.00000,0.00000,1.090677,ALIVE,6.425730,2.062
270,1,77.039,95.500,95.500,0.32745,0.00000,0.00000,1.072853,ALIVE,6.425730,2.069
271,1,77.054,95.500,95.500,0.30899,0.00000,0.00000,1.053430,ALIVE,6.425730,2.076
272,1,77.069,95.500,95.500,0.29449,0.00000,0.00000,1.032840,ALIVE,6.425730,2.083
273,1,77.083,95.500,95.500,0.28351,0.00000,0.00000,1.011556,ALIVE,6.425730,2.090
274,1,77.097,95.500,95.500,0.27512,0.00000,0.00000,0.990086,ALIVE,6.425730,2.097
275,1,77.815,95.500,95.500,14.35272,0.00000,0.00000,0.981897,ALIVE,6.425730,2.103
276,1,77.829,95.500,95.500,0.29358,0.00000,0.00000,0.981152,ALIVE,6.425730,2.111
277,1,77.842,95.500,95.500,0.25925,0.00000,0.00000,0.978909,ALIVE,6.425730,2.117
278,1,77.854,95.500,95.500,0.22858,0.00000,0.00000,0.975296,ALIVE,6.425730,2.124
279,1,77.864,95.500,95.500,0.20279,0.00000,0.00000,0.970478,ALIVE,6.425730,2.131
280,1,77.873,95.500,95.500,0.18188,0.00000,0.00000,0.964663,ALIVE,6.425730,2.138
281,1,77.881,95.500,95.500,0.16678,0.00000,0.00000,0.958095,ALIVE,6.425730,2.146
282,1,77.889,95.500,95.500,0.15686,0.00000,0.00000,0.951054,ALIVE,6.425730,2.153
283,1,77.897,95.500,95.500,0.15244,0.00000,0.00000,0.943853,ALIVE,6.425730,2.160
284,1,77.904,95.500,95.500,0.15289,0.00000,0.00000,0.936825,ALIVE,6.425730,2.167
285,1,77.912,95.500,95.500,0.15762,0.00000,0.00000,0.930320,ALIVE,6.425730,2.174
286,1,77.921,95.500,95.500,0.16617,0.00000,0.00000,0.924685,ALIVE,6.425730,2.181
287,1,77.929,95.500,95.500,0.17715,0.00000,0.00000,0.920262,ALIVE,6.425730,2.188
288,1,77.939,95.500,95.500,0.18997,0.00000,0.00000,0.917363,ALIVE,6.425730,2.195
289,1,77.949,95.500,95.500,0.20401,0.00000,0.00000,0.916261,ALIVE,6.425730,2.202
290,1,77.960,95.500,95.500,0.21805,0.00000,0.00000,0.917179,ALIVE,6.425730,2.209
291,1,77.972,95.500,95.500,0.23163,0.00000,0.00000,0.920268,ALIVE,6.425730,2.216
292,1,77.984,95.500,95.500,0.24429,0.00000,0.00000,0.925605,ALIVE,6.425730,2.222
293,1,77.997,95.500,95.500,0.25528,0.00000,0.00000,0.933177,ALIVE,6.425730,2.229
294,1,78.010,95.500,95.500,0.26520,0.00000,0.00000,0.942879,ALIVE,6.425730,2.236
295,1,78.024,95.500,95.500,0.27344,0.00000,0.00000,0.954510,ALIVE,6.425730,2.243
296,1,78.038,95.500,95.500,0.28091,0.00000,0.00000,0.967776,ALIVE,6.425730,2.250
297,1,78.052,95.500,95.500,0.28778,0.00000,0.00000,0.982293,ALIVE,6.425730,2.257
298,1,78.067,95.500,95.500,0.29495,0.00000,0.00000,0.997600,ALIVE,6.425730,2.264
299,1,78.082,95.500,95.500,0.30289,0.00000,0.00000,1.013171,ALIVE,6.425730,2.271
300,1,78.098,95.500,95.500,0.31265,0.00000,0.00000,1.028430,ALIVE,6.629415,2.278
301,1,78.114,95.500,95.500,0.32501,0.00000,0.00000,1.042778,ALIVE,6.629415,2.286
302,1,78.131,95.500,95.500,0.34058,0.00000,0.00000,1.055607,ALIVE,6.629415,2.293
303,1,78.149,95.500,95.500,0.35965,0.00000,0.00000,1.066331,ALIVE,6.629415,2.300
304,1,78.168,95.500,95.500,0.38269,0.00000,0.00000,1.074405,ALIVE,6.629415,2.307
305,1,78.188,95.500,95.500,0.40985,0.00000,0.00000,1.079354,ALIVE,6.629415,2.314
306,1,78.210,95.500,95.500,0.44067,0.00000,0.00000,1.080786,ALIVE,6.629415,2.321
307,1,78.234,95.500,95.500,0.47516,0.00000,0.00000,1.078420,ALIVE,6.629415,2.328
308,1,78.891,95.500,95.500,13.14026,0.00000,0.00000,1.093117,ALIVE,6.629415,2.335
309,1,78.914,95.500,95.500,0.45776,0.00000,0.00000,1.118763,ALIVE,6.629415,2.342
310,1,78.938,95.500,95.500,0.47668,0.00000,0.00000,1.143737,ALIVE,6.629415,2.349
311,1,78.963,95.500,95.500,0.49530,0.00000,0.00000,1.167434,ALIVE,6.629415,2.356
312,1,78.988,95.500,95.500,0.51422,0.00000,0.00000,1.189230,ALIVE,6.629415,2.362
313,1,79.015,95.500,95.500,0.53375,0.00000,0.00000,1.208506,ALIVE,6.629415,2.369
314,1,79.043,95.500,95.500,0.55435,0.00000,0.00000,1.224663,ALIVE,6.629415,2.376
315,1,79.072,95.500,95.500,0.57663,0.00000,0.00000,1.237148,ALIVE,6.629415,2.383
316,1,79.102,95.500,95.500,0.60043,0.00000,0.00000,1.245476,ALIVE,6.629415,2.390
317,1,79.133,95.500,95.500,0.62607,0.00000,0.00000,1.249248,ALIVE,6.629415,2.397
318,1,79.166,95.500,95.500,0.65292,0.00000,0.00000,1.248170,ALIVE,6.629415,2.404
319,1,79.200,95.500,95.500,0.68100,0.00000,0.00000,1.242068,ALIVE,6.629415,2.411
320,1,79.235,95.500,95.500,0.70984,0.00000,0.00000,1.230899,ALIVE,6.629415,2.418
321,1,79.812,95.500,95.500,11.54556,0.00000,0.00000,1.249550,ALIVE,6.629415,2.425
322,1,79.845,95.500,95.500,0.65277,0.00000,0.00000,1.281263,ALIVE,6.629415,2.432
323,1,79.879,95.500,95.500,0.67139,0.00000,0.00000,1.310352,ALIVE,6.629415,2.439
324,1,79.913,95.500,95.500,0.68878,0.00000,0.00000,1.336177,ALIVE,6.629415,2.446
325,1,79.948,95.500,95.500,0.70572,0.00000,0.00000,1.358119,ALIVE,6.629415,2.453
326,1,79.985,95.500,95.500,0.72220,0.00000,0.00000,1.375603,ALIVE,6.629415,2.460
327,1,80.021,95.500,95.500,0.73898,0.00000,0.00000,1.388116,ALIVE,6.629415,2.467
328,1,80.059,95.500,95.500,0.75607,0.00000,0.00000,1.395230,ALIVE,6.629415,2.473
329,1,80.098,95.500,95.500,0.77332,0.00000,0.00000,1.396614,ALIVE,6.629415,2.481
330,1,80.137,95.500,95.500,0.79071,0.00000,0.00000,1.392057,ALIVE,6.629415,2.487
331,1,80.178,95.500,95.500,0.80826,0.00000,0.00000,1.381478,ALIVE,6.629415,2.494
332,1,80.219,95.500,95.500,0.82489,0.00000,0.00000,1.364936,ALIVE,6.629415,2.501
333,1,80.261,95.500,95.500,0.84091,0.00000,0.00000,1.342632,ALIVE,6.629415,2.509
334,1,80.781,95.500,95.500,10.38849,0.00000,0.00000,1.368982,ALIVE,6.629415,2.516
335,1,80.820,95.500,95.500,0.79803,0.00000,0.00000,1.399406,ALIVE,6.629415,2.523
336,1,80.861,95.500,95.500,0.80673,0.00000,0.00000,1.425699,ALIVE,6.629415,2.530
337,1,80.902,95.500,95.500,0.81421,0.00000,0.00000,1.447307,ALIVE,6.629415,2.537
338,1,80.943,95.500,95.500,0.82077,0.00000,0.00000,1.463729,ALIVE,6.629415,2.544
339,1,80.984,95.500,95.500,0.82672,0.00000,0.00000,1.474531,ALIVE,6.629415,2.551
340,1,81.026,95.500,95.500,0.83237,0.00000,0.00000,1.479365,ALIVE,6.629415,2.558
341,1,81.067,95.500,95.500,0.83786,0.00000,0.00000,1.477984,ALIVE,6.629415,2.565
342,1,81.110,95.500,95.500,0.84320,0.00000,0.00000,1.470256,ALIVE,6.629415,2.571
343,1,81.152,95.500,95.500,0.84793,0.00000,0.00000,1.456173,ALIVE,6.629415,2.578
344,1,81.195,95.500,95.500,0.85220,0.00000,0.00000,1.435864,ALIVE,6.629415,2.585
345,1,81.237,95.500,95.500,0.85526,0.00000,0.00000,1.409597,ALIVE,6.629415,2.592
346,1,81.280,95.500,95.500,0.85663,0.00000,0.00000,1.377774,ALIVE,6.629415,2.599
347,1,81.783,95.500,95.500,10.05493,0.00000,0.00000,1.400756,ALIVE,6.629415,2.606
348,1,81.826,95.500,95.500,0.85800,0.00000,0.00000,1.423633,ALIVE,6.629415,2.613
349,1,81.868,95.500,95.500,0.85205,0.00000,0.00000,1.441783,ALIVE,6.629415,2.620
350,1,81.911,95.500,95.500,0.84488,0.00000,0.00000,1.454839,ALIVE,6.629415,2.627
351,1,81.953,95.500,95.500,0.83725,0.00000,0.00000,1.462494,ALIVE,6.629415,2.634
352,1,81.994,95.500,95.500,0.82886,0.00000,0.00000,1.464517,ALIVE,6.629415,2.641
353,1,82.035,95.500,95.500,0.82092,0.00000,0.00000,1.460759,ALIVE,6.629415,2.648
354,1,82.076,95.500,95.500,0.81268,0.00000,0.00000,1.451172,ALIVE,6.629415,2.655
355,1,82.116,95.500,95.500,0.80460,0.00000,0.00000,1.435808,ALIVE,6.629415,2.662
356,1,82.156,95.500,95.500,0.79651,0.00000,0.00000,1.414835,ALIVE,6.629415,2.669
357,1,82.195,95.500,95.500,0.78781,0.00000,0.00000,1.388535,ALIVE,6.629415,2.676
358,1,82.234,95.500,95.500,0.77820,0.00000,0.00000,1.357306,ALIVE,6.629415,2.683
359,1,82.272,95.500,95.500,0.76721,0.00000,0.00000,1.321656,ALIVE,6.629415,2.690
360,1,82.805,95.500,95.500,10.64667,0.00000,0.00000,1.333970,ALIVE,6.629415,2.697
361,1,82.845,95.500,95.500,0.81573,0.00000,0.00000,1.346960,ALIVE,6.629415,2.705
362,1,82.885,95.500,95.500,0.79437,0.00000,0.00000,1.355658,ALIVE,6.629415,2.712
363,1,82.924,95.500,95.500,0.77240,0.00000,0.00000,1.359897,ALIVE,6.629415,2.718
364,1,82.961,95.500,95.500,0.75043,0.00000,0.00000,1.359568,ALIVE,6.629415,2.725
365,1,82.998,95.500,95.500,0.72876,0.00000,0.00000,1.354620,ALIVE,6.629415,2.732
366,1,83.033,95.500,95.500,0.70786,0.00000,0.00000,1.345078,ALIVE,6.629415,2.739
367,1,83.068,95.500,95.500,0.68771,0.00000,0.00000,1.331039,ALIVE,6.629415,2.746
368,1,83.101,95.500,95.500,0.66864,0.00000,0.00000,1.312683,ALIVE,6.629415,2.753
369,1,83.134,95.500,95.500,0.65018,0.00000,0.00000,1.290274,ALIVE,6.629415,2.760
370,1,83.165,95.500,95.500,0.63248,0.00000,0.00000,1.264162,ALIVE,6.629415,2.767
371,1,83.196,95.500,95.500,0.61462,0.00000,0.00000,1.234776,ALIVE,6.629415,2.773
372,1,83.226,95.500,95.500,0.59647,0.00000,0.00000,1.202620,ALIVE,6.629415,2.780
373,1,83.822,95.500,95.500,11.92490,0.00000,0.00000,1.200295,ALIVE,6.629415,2.787
374,1,83.855,95.500,95.500,0.66742,0.00000,0.00000,1.205565,ALIVE,6.629415,2.794
375,1,83.887,95.500,95.500,0.63522,0.00000,0.00000,1.207674,ALIVE,6.629415,2.801
376,1,83.917,95.500,95.500,0.60318,0.00000,0.00000,1.206603,ALIVE,6.629415,2.808
377,1,83.946,95.500,95.500,0.57236,0.00000,0.00000,1.202376,ALIVE,6.629415,2.815
378,1,83.973,95.500,95.500,0.54306,0.00000,0.00000,1.195065,ALIVE,6.629415,2.822
379,1,83.999,95.500,95.500,0.51575,0.00000,0.00000,1.184789,ALIVE,6.629415,2.829
380,1,84.023,95.500,95.500,0.49057,0.00000,0.00000,1.171727,ALIVE,6.629415,2.836
381,1,84.047,95.500,95.500,0.46783,0.00000,0.00000,1.156108,ALIVE,6.629415,2.843
382,1,84.069,95.500,95.500,0.44693,0.00000,0.00000,1.138221,ALIVE,6.629415,2.849
383,1,84.090,95.500,95.500,0.42847,0.00000,0.00000,1.118404,ALIVE,6.629415,2.856
384,1,84.111,95.500,95.500,0.41107,0.00000,0.00000,1.097044,ALIVE,6.629415,2.863
385,1,84.131,95.500,95.500,0.39490,0.00000,0.00000,1.074567,ALIVE,6.629415,2.870
386,1,84.150,95.500,95.500,0.37949,0.00000,0.00000,1.051426,ALIVE,6.629415,2.877
387,1,84.824,95.500,95.500,13.48236,0.00000,0.00000,1.045764,ALIVE,6.629415,2.884
388,1,84.844,95.500,95.500,0.40497,0.00000,0.00000,1.046196,ALIVE,6.629415,2.891
389,1,84.863,95.500,95.500,0.37399,0.00000,0.00000,1.044890,ALIVE,6.629415,2.897
390,1,84.880,95.500,95.500,0.34561,0.00000,0.00000,1.041943,ALIVE,6.629415,2.904
391,1,84.896,95.500,95.500,0.32074,0.00000,0.00000,1.037484,ALIVE,6.629415,2.912
392,1,84.911,95.500,95.500,0.29938,0.00000,0.00000,1.031677,ALIVE,6.629415,2.920
393,1,84.925,95.500,95.500,0.28168,0.00000,0.00000,1.024722,ALIVE,6.629415,2.929
394,1,84.939,95.500,95.500,0.26764,0.00000,0.00000,1.016849,ALIVE,6.629415,2.937
395,1,84.951,95.500,95.500,0.25696,0.00000,0.00000,1.008314,ALIVE,6.629415,2.946
396,1,84.964,95.500,95.500,0.24979,0.00000,0.00000,0.999400,ALIVE,6.629415,2.955
397,1,84.976,95.500,95.500,0.24506,0.00000,0.00000,0.990403,ALIVE,6.629415,2.966
398,1,84.988,95.500,95.500,0.24246,0.00000,0.00000,0.981628,ALIVE,6.629415,2.974
399,1,85.000,95.500,95.500,0.24170,0.00000,0.00000,0.973374,ALIVE,6.629415,2.983
400,1,85.012,95.500,95.500,0.24231,0.00000,0.00000,0.965929,ALIVE,6.584717,2.993
401,1,85.025,95.500,95.500,0.24323,0.00000,0.00000,0.959554,ALIVE,6.584717,3.002
402,1,85.037,95.500,95.500,0.24475,0.00000,0.00000,0.954472,ALIVE,6.584717,3.010
403,1,85.049,95.500,95.500,0.24597,0.00000,0.00000,0.950860,ALIVE,6.584717,3.018
404,1,85.062,95.500,95.500,0.24734,0.00000,0.00000,0.948839,ALIVE,6.584717,3.026
405,1,85.074,95.500,95.500,0.24841,0.00000,0.00000,0.948464,ALIVE,6.584717,3.034
406,1,85.086,95.500,95.500,0.24933,0.00000,0.00000,0.949720,ALIVE,6.584717,3.042
407,1,85.099,95.500,95.500,0.25070,0.00000,0.00000,0.952519,ALIVE,6.584717,3.050
408,1,85.112,95.500,95.500,0.25253,0.00000,0.00000,0.956699,ALIVE,6.584717,3.058
409,1,85.124,95.500,95.500,0.25528,0.00000,0.00000,0.962029,ALIVE,6.584717,3.065
410,1,85.137,95.500,95.500,0.25986,0.00000,0.00000,0.968215,ALIVE,6.584717,3.073
411,1,85.151,95.500,95.500,0.26611,0.00000,0.00000,0.974906,ALIVE,6.584717,3.081
412,1,85.164,95.500,95.500,0.27496,0.00000,0.00000,0.981710,ALIVE,6.584717,3.088
413,1,85.179,95.500,95.500,0.28656,0.00000,0.00000,0.988207,ALIVE,6.584717,3.096
414,1,85.194,95.500,95.500,0.30151,0.00000,0.00000,0.993963,ALIVE,6.584717,3.103
415,1,85.210,95.500,95.500,0.31937,0.00000,0.00000,0.998548,ALIVE,6.584717,3.110
416,1,85.227,95.500,95.500,0.34058,0.00000,0.00000,1.001556,ALIVE,6.584717,3.117
417,1,85.903,95.500,95.500,13.52875,0.00000,0.00000,1.012647,ALIVE,6.584717,3.124
418,1,85.921,95.500,95.500,0.34927,0.00000,0.00000,1.028243,ALIVE,6.584717,3.131
419,1,85.939,95.500,95.500,0.36758,0.00000,0.00000,1.044573,ALIVE,6.584717,3.139
