# producer=CAELIX
# when=2026-02-18T20:59:13
# cwd=
# python=
# command= /core.py --out _Output/09_sg_collider/09H_collidersg_transistor_tjunction/20260218_205912 --collidersg --collidersg-scenario E --collidersg-sprites [{"sid":1,"kind":"kink_wall","pos":[60,96,96],"vel":[0.52,0.0,0.0],"phase":0.0},{"sid":2,"kind":"kink_wall","pos":[120,60,96],"vel":[0.0,0.0,0.0],"phase":0.0,"track_only":true}] --collidersg-steps 2500 --collidersg-log-every 1 --collidersg-track-r 6 --collidersg-peak-thresh 0.001 --collidersg-phi-abs-every 100 --collidersg-k 0.08 --collidersg-k-outside 5.0 --collidersg-wire-y0 90 --collidersg-wire-y1 102 --collidersg-wire-z0 90 --collidersg-wire-z1 102 --collidersg-wire-bevel 0 --collidersg-wire-geom t_junction --collidersg-junction-x 120 --collidersg-branch-len 48 --collidersg-branch-thick 2 --traffic-mode sine_gordon --collidersg-boundary neumann --n 192 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 0.05 --traffic-gamma 0.0 --traffic-decay 0.0
# run_id=20260218_205912
# experiment=09H_collidersg_transistor_tjunction
# artefact=collidersg
# n=192
# seed=6174
# traffic_c2=0.31
# traffic_dt=0.05
# traffic_gamma=0.0
# traffic_decay=0.0
# boundary_mode=neumann
# sponge_width=0
# sponge_strength=0.0
# sg_k=0.08
# asset_sg_k=nan
# sg_k_inferred=0
# steps=2500
# log_every=1
# phi_abs_every=100
# track_r=6
# peak_thresh=0.001
# sprite_count=2
# scenario=E
# sprites_src=inline_json
# sprite_asset_h5=
# sg_k_outside=5.0
# wire_y0=90
# wire_y1=102
# wire_z0=90
# wire_z1=102
# wire_bevel=0
# wire_geom=t_junction
# junction_x=120
# branch_len=48
# branch_thick=2
# artefact=sg_collision_tracks
# scenario=E
# sprites_digest=07d70e47f69e
# boundary_mode_eff=neumann sponge_width_eff=0 sponge_strength_eff=0.000000
# k_grid_enabled=1 sg_k_outside=5.000000 wire_geom=t_junction wire_y0=90 wire_y1=102 wire_z0=90 wire_z1=102 wire_bevel=0 junction_x=120 branch_len=48 branch_thick=2 domain_mask_enabled=1
# vel0_abs_max=1.477914
t,sid,x,y,z,vx,vy,vz,peak_abs,status,phi_abs_max,wall_s,in_trunk,in_branch_pos,in_branch_neg,in_branch,dy_from_trunk_c
2081,2,120.999,83.005,96.000,0.00214,0.00000,0.00000,6.411834,ALIVE,6.658419,16.669,0,0,1,1,-12.495
2082,1,120.999,107.994,96.000,0.00122,0.00000,0.00000,6.402535,ALIVE,6.658419,16.676,0,1,0,1,12.494
2082,2,120.999,83.006,96.000,0.00122,0.00000,0.00000,6.402535,ALIVE,6.658419,16.676,0,0,1,1,-12.494
2083,1,120.999,107.993,96.000,-0.00107,0.00000,0.00000,6.391653,ALIVE,6.658419,16.684,0,1,0,1,12.493
2083,2,120.999,83.007,96.000,-0.00107,0.00000,0.00000,6.391653,ALIVE,6.658419,16.684,0,0,1,1,-12.493
2084,1,120.999,107.992,96.000,-0.00198,0.00000,0.00000,6.379357,ALIVE,6.658419,16.692,0,1,0,1,12.492
2084,2,120.999,83.008,96.000,-0.00198,0.00000,0.00000,6.379357,ALIVE,6.658419,16.692,0,0,1,1,-12.492
2085,1,120.999,107.991,96.000,-0.00122,0.00000,0.00000,6.365833,ALIVE,6.658419,16.700,0,1,0,1,12.491
2085,2,120.999,83.009,96.000,-0.00122,0.00000,0.00000,6.365833,ALIVE,6.658419,16.700,0,0,1,1,-12.491
2086,1,120.999,107.990,96.000,-0.00015,0.00000,0.00000,6.351271,ALIVE,6.658419,16.708,0,1,0,1,12.490
2086,2,120.999,83.010,96.000,-0.00015,0.00000,0.00000,6.351271,ALIVE,6.658419,16.708,0,0,1,1,-12.490
2087,1,121.000,107.001,96.000,0.00504,0.00000,0.00000,6.343398,ALIVE,6.658419,16.715,0,1,0,1,11.501
2087,2,121.000,83.999,96.000,0.00488,0.00000,0.00000,6.343398,ALIVE,6.658419,16.715,0,0,1,1,-11.501
2088,1,121.000,106.999,96.000,0.00061,0.00000,0.00000,6.334976,ALIVE,6.658419,16.723,0,1,0,1,11.499
2088,2,121.000,84.001,96.000,0.00076,0.00000,0.00000,6.334976,ALIVE,6.658419,16.723,0,0,1,1,-11.499
2089,1,120.999,106.003,96.000,-0.00931,0.00000,0.00000,6.326327,ALIVE,6.658419,16.731,0,1,0,1,10.503
2089,2,120.999,84.997,96.000,-0.00931,0.00000,0.00000,6.326327,ALIVE,6.658419,16.731,0,0,1,1,-10.503
2090,1,120.999,106.001,96.000,-0.00137,0.00000,0.00000,6.324916,ALIVE,6.658419,16.739,0,1,0,1,10.501
2090,2,120.999,84.999,96.000,-0.00137,0.00000,0.00000,6.324916,ALIVE,6.658419,16.739,0,0,1,1,-10.501
2091,1,120.999,105.998,96.000,-0.00046,0.00000,0.00000,6.322934,ALIVE,6.658419,16.746,0,1,0,1,10.498
2091,2,120.999,85.002,96.000,-0.00046,0.00000,0.00000,6.322934,ALIVE,6.658419,16.746,0,0,1,1,-10.498
2092,1,120.999,104.999,96.000,-0.00565,0.00000,0.00000,6.327030,ALIVE,6.658419,16.754,0,1,0,1,9.499
2092,2,120.999,86.001,96.000,-0.00565,0.00000,0.00000,6.327030,ALIVE,6.658419,16.754,0,0,1,1,-9.499
2093,1,121.001,103.447,96.000,0.04883,0.00000,0.00000,6.345193,ALIVE,6.658419,16.762,0,1,0,1,7.947
2093,2,121.001,87.553,96.000,0.04883,0.00000,0.00000,6.345193,ALIVE,6.658419,16.762,0,0,1,1,-7.947
2094,1,121.001,103.441,96.000,0.00565,0.00000,0.00000,6.379151,ALIVE,6.658419,16.770,0,1,0,1,7.941
2094,2,121.001,87.559,96.000,0.00565,0.00000,0.00000,6.379151,ALIVE,6.658419,16.770,0,0,1,1,-7.941
2095,1,121.002,103.437,96.000,0.00168,0.00000,0.00000,6.412345,ALIVE,6.658419,16.778,0,1,0,1,7.937
2095,2,121.002,87.563,96.000,0.00153,0.00000,0.00000,6.412345,ALIVE,6.658419,16.778,0,0,1,1,-7.937
2096,1,121.001,103.433,96.000,-0.00290,0.00000,0.00000,6.444394,ALIVE,6.658419,16.786,0,1,0,1,7.933
2096,2,121.001,87.567,96.000,-0.00275,0.00000,0.00000,6.444394,ALIVE,6.658419,16.786,0,0,1,1,-7.933
2097,1,121.001,103.430,96.000,-0.00748,0.00000,0.00000,6.474933,ALIVE,6.658419,16.794,0,1,0,1,7.930
2097,2,121.001,87.570,96.000,-0.00748,0.00000,0.00000,6.474933,ALIVE,6.658419,16.794,0,0,1,1,-7.930
2098,1,121.000,103.429,96.000,-0.01251,0.00000,0.00000,6.503624,ALIVE,6.658419,16.802,0,1,0,1,7.929
2098,2,121.000,87.571,96.000,-0.01251,0.00000,0.00000,6.503624,ALIVE,6.658419,16.802,0,0,1,1,-7.929
2099,1,120.999,103.428,96.000,-0.01923,0.00000,0.00000,6.530155,ALIVE,6.658419,16.810,0,1,0,1,7.928
2099,2,120.999,87.572,96.000,-0.01923,0.00000,0.00000,6.530155,ALIVE,6.658419,16.810,0,0,1,1,-7.928
2100,1,120.998,103.428,96.000,-0.02258,0.00000,0.00000,6.554250,ALIVE,6.618711,16.818,0,1,0,1,7.928
2100,2,120.998,87.572,96.000,-0.02258,0.00000,0.00000,6.554250,ALIVE,6.618711,16.818,0,0,1,1,-7.928
2101,1,120.997,103.428,96.000,-0.02533,0.00000,0.00000,6.575670,ALIVE,6.618711,16.826,0,1,0,1,7.928
2101,2,120.997,87.572,96.000,-0.02533,0.00000,0.00000,6.575670,ALIVE,6.618711,16.826,0,0,1,1,-7.928
2102,1,120.996,103.430,96.000,-0.02960,0.00000,0.00000,6.594214,ALIVE,6.618711,16.834,0,1,0,1,7.930
2102,2,120.996,87.570,96.000,-0.02960,0.00000,0.00000,6.594214,ALIVE,6.618711,16.834,0,0,1,1,-7.930
2103,1,120.994,103.432,96.000,-0.03082,0.00000,0.00000,6.609726,ALIVE,6.618711,16.842,0,1,0,1,7.932
2103,2,120.994,87.568,96.000,-0.03082,0.00000,0.00000,6.609726,ALIVE,6.618711,16.842,0,0,1,1,-7.932
2104,1,120.992,103.435,96.000,-0.03067,0.00000,0.00000,6.622087,ALIVE,6.618711,16.849,0,1,0,1,7.935
2104,2,120.992,87.565,96.000,-0.03067,0.00000,0.00000,6.622087,ALIVE,6.618711,16.849,0,0,1,1,-7.935
2105,1,120.991,103.439,96.000,-0.02930,0.00000,0.00000,6.631220,ALIVE,6.618711,16.857,0,1,0,1,7.939
2105,2,120.991,87.561,96.000,-0.02930,0.00000,0.00000,6.631220,ALIVE,6.618711,16.857,0,0,1,1,-7.939
2106,1,120.990,103.443,96.000,-0.02686,0.00000,0.00000,6.637089,ALIVE,6.618711,16.865,0,1,0,1,7.943
2106,2,120.990,87.557,96.000,-0.02686,0.00000,0.00000,6.637089,ALIVE,6.618711,16.865,0,0,1,1,-7.943
2107,1,120.988,103.447,96.000,-0.02380,0.00000,0.00000,6.639694,ALIVE,6.618711,16.872,0,1,0,1,7.947
2107,2,120.988,87.553,96.000,-0.02380,0.00000,0.00000,6.639694,ALIVE,6.618711,16.872,0,0,1,1,-7.947
2108,1,120.989,103.451,96.000,0.00565,0.00000,0.00000,6.639071,ALIVE,6.618711,16.880,0,1,0,1,7.951
2108,2,120.989,87.549,96.000,0.00565,0.00000,0.00000,6.639071,ALIVE,6.618711,16.880,0,0,1,1,-7.951
2109,1,120.990,103.454,96.000,0.02090,0.00000,0.00000,6.635289,ALIVE,6.618711,16.887,0,1,0,1,7.954
2109,2,120.990,87.546,96.000,0.02090,0.00000,0.00000,6.635289,ALIVE,6.618711,16.887,0,0,1,1,-7.954
2110,1,120.991,103.457,96.000,0.02411,0.00000,0.00000,6.628449,ALIVE,6.618711,16.895,0,1,0,1,7.957
2110,2,120.991,87.543,96.000,0.02411,0.00000,0.00000,6.628449,ALIVE,6.618711,16.895,0,0,1,1,-7.957
2111,1,120.992,103.461,96.000,0.02548,0.00000,0.00000,6.618682,ALIVE,6.618711,16.903,0,1,0,1,7.961
2111,2,120.992,87.539,96.000,0.02548,0.00000,0.00000,6.618682,ALIVE,6.618711,16.903,0,0,1,1,-7.961
2112,1,120.994,103.465,96.000,0.02930,0.00000,0.00000,6.606143,ALIVE,6.618711,16.911,0,1,0,1,7.965
2112,2,120.994,87.535,96.000,0.02930,0.00000,0.00000,6.606143,ALIVE,6.618711,16.911,0,0,1,1,-7.965
2113,1,120.995,103.470,96.000,0.03326,0.00000,0.00000,6.591013,ALIVE,6.618711,16.919,0,1,0,1,7.970
2113,2,120.995,87.530,96.000,0.03311,0.00000,0.00000,6.591013,ALIVE,6.618711,16.919,0,0,1,1,-7.970
2114,1,120.997,103.474,96.000,0.03876,0.00000,0.00000,6.573497,ALIVE,6.618711,16.927,0,1,0,1,7.974
2114,2,120.997,87.526,96.000,0.03891,0.00000,0.00000,6.573497,ALIVE,6.618711,16.927,0,0,1,1,-7.974
2115,1,121.000,103.476,96.000,0.04456,0.00000,0.00000,6.553820,ALIVE,6.618711,16.934,0,1,0,1,7.976
2115,2,121.000,87.524,96.000,0.04456,0.00000,0.00000,6.553820,ALIVE,6.618711,16.934,0,0,1,1,-7.976
2116,1,121.002,103.477,96.000,0.04532,0.00000,0.00000,6.532225,ALIVE,6.618711,16.942,0,1,0,1,7.977
2116,2,121.002,87.523,96.000,0.04547,0.00000,0.00000,6.532225,ALIVE,6.618711,16.942,0,0,1,1,-7.977
2117,1,121.004,103.479,96.000,0.04715,0.00000,0.00000,6.508971,ALIVE,6.618711,16.951,0,1,0,1,7.979
2117,2,121.004,87.521,96.000,0.04700,0.00000,0.00000,6.508971,ALIVE,6.618711,16.951,0,0,1,1,-7.979
2118,1,121.006,103.479,96.000,0.03326,0.00000,0.00000,6.484332,ALIVE,6.618711,16.958,0,1,0,1,7.979
2118,2,121.006,87.521,96.000,0.03326,0.00000,0.00000,6.484332,ALIVE,6.618711,16.958,0,0,1,1,-7.979
2119,1,121.005,103.475,96.000,-0.01984,0.00000,0.00000,6.458593,ALIVE,6.618711,16.967,0,1,0,1,7.975
2119,2,121.005,87.525,96.000,-0.01984,0.00000,0.00000,6.458593,ALIVE,6.618711,16.967,0,0,1,1,-7.975
2120,1,121.008,102.931,96.000,0.05447,0.00000,0.00000,6.434958,ALIVE,6.618711,16.975,0,1,0,1,7.431
2120,2,121.008,88.069,96.000,0.05447,0.00000,0.00000,6.434958,ALIVE,6.618711,16.975,0,0,1,1,-7.431
2121,1,121.002,102.920,96.000,-0.11627,0.00000,0.00000,6.417619,ALIVE,6.618711,16.982,0,1,0,1,7.420
2121,2,121.002,88.080,96.000,-0.11627,0.00000,0.00000,6.417619,ALIVE,6.618711,16.982,0,0,1,1,-7.420
2122,1,120.996,102.909,96.000,-0.11932,0.00000,0.00000,6.400638,ALIVE,6.618711,16.990,0,1,0,1,7.409
2122,2,120.996,88.091,96.000,-0.11932,0.00000,0.00000,6.400638,ALIVE,6.618711,16.990,0,0,1,1,-7.409
2123,1,120.990,102.898,96.000,-0.11856,0.00000,0.00000,6.384140,ALIVE,6.618711,16.998,0,1,0,1,7.398
2123,2,120.990,88.102,96.000,-0.11856,0.00000,0.00000,6.384140,ALIVE,6.618711,16.998,0,0,1,1,-7.398
2124,1,120.984,102.889,96.000,-0.11414,0.00000,0.00000,6.368213,ALIVE,6.618711,17.006,0,1,0,1,7.389
2124,2,120.984,88.111,96.000,-0.11414,0.00000,0.00000,6.368213,ALIVE,6.618711,17.006,0,0,1,1,-7.389
2125,1,120.979,102.880,96.000,-0.10178,0.00000,0.00000,6.352911,ALIVE,6.618711,17.014,0,1,0,1,7.380
2125,2,120.979,88.120,96.000,-0.10178,0.00000,0.00000,6.352911,ALIVE,6.618711,17.014,0,0,1,1,-7.380
2126,1,120.974,102.872,96.000,-0.09613,0.00000,0.00000,6.338251,ALIVE,6.618711,17.022,0,1,0,1,7.372
2126,2,120.974,88.128,96.000,-0.09598,0.00000,0.00000,6.338251,ALIVE,6.618711,17.022,0,0,1,1,-7.372
2127,1,120.999,108.001,96.000,0.50125,0.00000,0.00000,6.327062,ALIVE,6.618711,17.030,0,1,0,1,12.501
2127,2,120.999,82.999,96.000,0.50110,0.00000,0.00000,6.327062,ALIVE,6.618711,17.030,0,0,1,1,-12.501
2128,1,120.999,113.002,96.000,-0.00153,0.00000,0.00000,6.458372,ALIVE,6.618711,17.038,0,1,0,1,17.502
2128,2,120.999,77.998,96.000,-0.00153,0.00000,0.00000,6.458372,ALIVE,6.618711,17.038,0,0,1,1,-17.502
2129,1,120.999,113.993,96.000,0.00092,0.00000,0.00000,6.460130,ALIVE,6.618711,17.047,0,1,0,1,18.493
2129,2,120.999,77.007,96.000,0.00092,0.00000,0.00000,6.460130,ALIVE,6.618711,17.047,0,0,1,1,-18.493
2130,1,120.999,113.993,96.000,0.00290,0.00000,0.00000,6.460546,ALIVE,6.618711,17.054,0,1,0,1,18.493
2130,2,120.999,77.007,96.000,0.00290,0.00000,0.00000,6.460546,ALIVE,6.618711,17.054,0,0,1,1,-18.493
2131,1,120.999,113.994,96.000,0.00061,0.00000,0.00000,6.459609,ALIVE,6.618711,17.062,0,1,0,1,18.494
2131,2,120.999,77.006,96.000,0.00061,0.00000,0.00000,6.459609,ALIVE,6.618711,17.062,0,0,1,1,-18.494
2132,1,120.999,113.994,96.000,-0.00290,0.00000,0.00000,6.457323,ALIVE,6.618711,17.070,0,1,0,1,18.494
2132,2,120.999,77.006,96.000,-0.00290,0.00000,0.00000,6.457323,ALIVE,6.618711,17.070,0,0,1,1,-18.494
2133,1,120.999,110.001,96.000,0.00000,0.00000,0.00000,6.470077,ALIVE,6.618711,17.078,0,1,0,1,14.501
2133,2,120.999,80.999,96.000,0.00000,0.00000,0.00000,6.470077,ALIVE,6.618711,17.078,0,0,1,1,-14.501
2134,1,120.999,109.999,96.000,-0.00107,0.00000,0.00000,6.485841,ALIVE,6.618711,17.086,0,1,0,1,14.499
2134,2,120.999,81.001,96.000,-0.00107,0.00000,0.00000,6.485841,ALIVE,6.618711,17.086,0,0,1,1,-14.499
2135,1,120.999,109.998,96.000,-0.00031,0.00000,0.00000,6.500405,ALIVE,6.618711,17.094,0,1,0,1,14.498
2135,2,120.999,81.002,96.000,-0.00031,0.00000,0.00000,6.500405,ALIVE,6.618711,17.094,0,0,1,1,-14.498
2136,1,120.999,109.997,96.000,0.00061,0.00000,0.00000,6.513675,ALIVE,6.618711,17.101,0,1,0,1,14.497
2136,2,120.999,81.003,96.000,0.00061,0.00000,0.00000,6.513675,ALIVE,6.618711,17.101,0,0,1,1,-14.497
2137,1,121.000,109.003,96.000,0.00443,0.00000,0.00000,6.528224,ALIVE,6.618711,17.109,0,1,0,1,13.503
2137,2,121.000,81.997,96.000,0.00443,0.00000,0.00000,6.528224,ALIVE,6.618711,17.109,0,0,1,1,-13.503
2138,1,120.999,109.003,96.000,-0.00061,0.00000,0.00000,6.542475,ALIVE,6.618711,17.117,0,1,0,1,13.503
2138,2,120.999,81.997,96.000,-0.00061,0.00000,0.00000,6.542475,ALIVE,6.618711,17.117,0,0,1,1,-13.503
2139,1,120.999,109.003,96.000,-0.00153,0.00000,0.00000,6.555301,ALIVE,6.618711,17.125,0,1,0,1,13.503
2139,2,120.999,81.997,96.000,-0.00153,0.00000,0.00000,6.555301,ALIVE,6.618711,17.125,0,0,1,1,-13.503
2140,1,120.999,109.003,96.000,-0.00153,0.00000,0.00000,6.566634,ALIVE,6.618711,17.133,0,1,0,1,13.503
2140,2,120.999,81.997,96.000,-0.00153,0.00000,0.00000,6.566634,ALIVE,6.618711,17.133,0,0,1,1,-13.503
2141,1,120.999,109.003,96.000,-0.00076,0.00000,0.00000,6.576408,ALIVE,6.618711,17.141,0,1,0,1,13.503
2141,2,120.999,81.997,96.000,-0.00076,0.00000,0.00000,6.576408,ALIVE,6.618711,17.141,0,0,1,1,-13.503
2142,1,120.999,109.003,96.000,0.00031,0.00000,0.00000,6.584558,ALIVE,6.618711,17.149,0,1,0,1,13.503
2142,2,120.999,81.997,96.000,0.00031,0.00000,0.00000,6.584558,ALIVE,6.618711,17.149,0,0,1,1,-13.503
2143,1,120.999,109.003,96.000,0.00031,0.00000,0.00000,6.591009,ALIVE,6.618711,17.157,0,1,0,1,13.503
2143,2,120.999,81.997,96.000,0.00046,0.00000,0.00000,6.591009,ALIVE,6.618711,17.157,0,0,1,1,-13.503
2144,1,120.999,109.003,96.000,-0.00015,0.00000,0.00000,6.595687,ALIVE,6.618711,17.164,0,1,0,1,13.503
2144,2,120.999,81.997,96.000,-0.00031,0.00000,0.00000,6.595687,ALIVE,6.618711,17.164,0,0,1,1,-13.503
2145,1,120.999,109.003,96.000,-0.00092,0.00000,0.00000,6.598511,ALIVE,6.618711,17.173,0,1,0,1,13.503
2145,2,120.999,81.997,96.000,-0.00092,0.00000,0.00000,6.598511,ALIVE,6.618711,17.173,0,0,1,1,-13.503
2146,1,120.999,109.003,96.000,-0.00046,0.00000,0.00000,6.599394,ALIVE,6.618711,17.180,0,1,0,1,13.503
2146,2,120.999,81.997,96.000,-0.00046,0.00000,0.00000,6.599394,ALIVE,6.618711,17.180,0,0,1,1,-13.503
2147,1,120.999,109.003,96.000,0.00031,0.00000,0.00000,6.598249,ALIVE,6.618711,17.188,0,1,0,1,13.503
2147,2,120.999,81.997,96.000,0.00031,0.00000,0.00000,6.598249,ALIVE,6.618711,17.188,0,0,1,1,-13.503
2148,1,120.999,109.004,96.000,0.00122,0.00000,0.00000,6.594990,ALIVE,6.618711,17.196,0,1,0,1,13.504
2148,2,120.999,81.996,96.000,0.00122,0.00000,0.00000,6.594990,ALIVE,6.618711,17.196,0,0,1,1,-13.504
2149,1,120.999,109.004,96.000,0.00168,0.00000,0.00000,6.589535,ALIVE,6.618711,17.204,0,1,0,1,13.504
2149,2,120.999,81.996,96.000,0.00168,0.00000,0.00000,6.589535,ALIVE,6.618711,17.204,0,0,1,1,-13.504
2150,1,120.999,109.005,96.000,0.00076,0.00000,0.00000,6.581810,ALIVE,6.618711,17.212,0,1,0,1,13.505
2150,2,120.999,81.995,96.000,0.00076,0.00000,0.00000,6.581810,ALIVE,6.618711,17.212,0,0,1,1,-13.505
2151,1,120.999,109.006,96.000,-0.00076,0.00000,0.00000,6.571758,ALIVE,6.618711,17.220,0,1,0,1,13.506
2151,2,120.999,81.994,96.000,-0.00076,0.00000,0.00000,6.571758,ALIVE,6.618711,17.220,0,0,1,1,-13.506
2152,1,120.999,109.006,96.000,-0.00061,0.00000,0.00000,6.559340,ALIVE,6.618711,17.228,0,1,0,1,13.506
2152,2,120.999,81.994,96.000,-0.00061,0.00000,0.00000,6.559340,ALIVE,6.618711,17.228,0,0,1,1,-13.506
2153,1,120.999,109.007,96.000,-0.00122,0.00000,0.00000,6.544546,ALIVE,6.618711,17.236,0,1,0,1,13.507
2153,2,120.999,81.993,96.000,-0.00122,0.00000,0.00000,6.544546,ALIVE,6.618711,17.236,0,0,1,1,-13.507
2154,1,120.999,109.007,96.000,-0.00031,0.00000,0.00000,6.527392,ALIVE,6.618711,17.244,0,1,0,1,13.507
2154,2,120.999,81.993,96.000,-0.00031,0.00000,0.00000,6.527392,ALIVE,6.618711,17.244,0,0,1,1,-13.507
2155,1,120.999,109.008,96.000,0.00046,0.00000,0.00000,6.507933,ALIVE,6.618711,17.252,0,1,0,1,13.508
2155,2,120.999,81.992,96.000,0.00046,0.00000,0.00000,6.507933,ALIVE,6.618711,17.252,0,0,1,1,-13.508
2156,1,120.999,109.008,96.000,-0.00015,0.00000,0.00000,6.486261,ALIVE,6.618711,17.259,0,1,0,1,13.508
2156,2,120.999,81.992,96.000,-0.00015,0.00000,0.00000,6.486261,ALIVE,6.618711,17.259,0,0,1,1,-13.508
2157,1,120.999,109.008,96.000,0.00000,0.00000,0.00000,6.462512,ALIVE,6.618711,17.268,0,1,0,1,13.508
2157,2,120.999,81.992,96.000,0.00000,0.00000,0.00000,6.462512,ALIVE,6.618711,17.268,0,0,1,1,-13.508
2158,1,120.999,109.998,96.000,0.00076,0.00000,0.00000,6.442965,ALIVE,6.618711,17.275,0,1,0,1,14.498
2158,2,120.999,81.002,96.000,0.00076,0.00000,0.00000,6.442965,ALIVE,6.618711,17.275,0,0,1,1,-14.498
2159,1,120.999,110.000,96.000,-0.00122,0.00000,0.00000,6.423716,ALIVE,6.618711,17.283,0,1,0,1,14.500
2159,2,120.999,81.000,96.000,-0.00122,0.00000,0.00000,6.423716,ALIVE,6.618711,17.283,0,0,1,1,-14.500
2160,1,120.999,110.001,96.000,-0.00015,0.00000,0.00000,6.403113,ALIVE,6.618711,17.291,0,1,0,1,14.501
2160,2,120.999,80.999,96.000,-0.00015,0.00000,0.00000,6.403113,ALIVE,6.618711,17.291,0,0,1,1,-14.501
2161,1,120.999,110.003,96.000,0.00061,0.00000,0.00000,6.381208,ALIVE,6.618711,17.299,0,1,0,1,14.503
2161,2,120.999,80.997,96.000,0.00061,0.00000,0.00000,6.381208,ALIVE,6.618711,17.299,0,0,1,1,-14.503
2162,1,120.999,105.495,96.000,0.00076,0.00000,0.00000,6.362268,ALIVE,6.618711,17.307,0,1,0,1,9.995
2162,2,120.999,85.505,96.000,0.00076,0.00000,0.00000,6.362268,ALIVE,6.618711,17.307,0,0,1,1,-9.995
2163,1,120.999,104.998,96.000,0.00046,0.00000,0.00000,6.372872,ALIVE,6.618711,17.316,0,1,0,1,9.498
2163,2,120.999,86.002,96.000,0.00046,0.00000,0.00000,6.372872,ALIVE,6.618711,17.316,0,0,1,1,-9.498
2164,1,121.000,104.997,96.000,0.00488,0.00000,0.00000,6.382086,ALIVE,6.618711,17.324,0,1,0,1,9.497
2164,2,121.000,86.003,96.000,0.00488,0.00000,0.00000,6.382086,ALIVE,6.618711,17.324,0,0,1,1,-9.497
2165,1,121.000,104.995,96.000,0.00137,0.00000,0.00000,6.389827,ALIVE,6.618711,17.332,0,1,0,1,9.495
2165,2,121.000,86.005,96.000,0.00122,0.00000,0.00000,6.389827,ALIVE,6.618711,17.332,0,0,1,1,-9.495
2166,1,121.000,104.994,96.000,-0.00107,0.00000,0.00000,6.396033,ALIVE,6.618711,17.340,0,1,0,1,9.494
2166,2,121.000,86.006,96.000,-0.00092,0.00000,0.00000,6.396033,ALIVE,6.618711,17.340,0,0,1,1,-9.494
2167,1,120.999,104.992,96.000,-0.00443,0.00000,0.00000,6.400672,ALIVE,6.618711,17.347,0,1,0,1,9.492
2167,2,120.999,86.008,96.000,-0.00443,0.00000,0.00000,6.400672,ALIVE,6.618711,17.347,0,0,1,1,-9.492
2168,1,120.999,104.991,96.000,-0.00427,0.00000,0.00000,6.403734,ALIVE,6.618711,17.355,0,1,0,1,9.491
2168,2,120.999,86.009,96.000,-0.00427,0.00000,0.00000,6.403734,ALIVE,6.618711,17.355,0,0,1,1,-9.491
2169,1,120.999,104.990,96.000,-0.00427,0.00000,0.00000,6.405231,ALIVE,6.618711,17.363,0,1,0,1,9.490
2169,2,120.999,86.010,96.000,-0.00427,0.00000,0.00000,6.405231,ALIVE,6.618711,17.363,0,0,1,1,-9.490
2170,1,120.999,104.988,96.000,-0.00351,0.00000,0.00000,6.405197,ALIVE,6.618711,17.371,0,1,0,1,9.488
2170,2,120.999,86.012,96.000,-0.00351,0.00000,0.00000,6.405197,ALIVE,6.618711,17.371,0,0,1,1,-9.488
2171,1,120.998,104.002,96.000,-0.00778,0.00000,0.00000,6.404864,ALIVE,6.618711,17.379,0,1,0,1,8.502
2171,2,120.998,86.998,96.000,-0.00778,0.00000,0.00000,6.404864,ALIVE,6.618711,17.379,0,0,1,1,-8.502
2172,1,120.998,104.001,96.000,-0.00046,0.00000,0.00000,6.407004,ALIVE,6.618711,17.387,0,1,0,1,8.501
2172,2,120.998,86.999,96.000,-0.00046,0.00000,0.00000,6.407004,ALIVE,6.618711,17.387,0,0,1,1,-8.501
2173,1,120.998,104.000,96.000,0.00092,0.00000,0.00000,6.408011,ALIVE,6.618711,17.394,0,1,0,1,8.500
2173,2,120.998,87.000,96.000,0.00092,0.00000,0.00000,6.408011,ALIVE,6.618711,17.394,0,0,1,1,-8.500
2174,1,120.999,103.999,96.000,0.00244,0.00000,0.00000,6.407860,ALIVE,6.618711,17.402,0,1,0,1,8.499
2174,2,120.999,87.001,96.000,0.00244,0.00000,0.00000,6.407860,ALIVE,6.618711,17.402,0,0,1,1,-8.499
2175,1,120.999,103.998,96.000,0.00381,0.00000,0.00000,6.406534,ALIVE,6.618711,17.410,0,1,0,1,8.498
2175,2,120.999,87.002,96.000,0.00381,0.00000,0.00000,6.406534,ALIVE,6.618711,17.410,0,0,1,1,-8.498
2176,1,120.999,103.997,96.000,0.00183,0.00000,0.00000,6.404024,ALIVE,6.618711,17.418,0,1,0,1,8.497
2176,2,120.999,87.003,96.000,0.00183,0.00000,0.00000,6.404024,ALIVE,6.618711,17.418,0,0,1,1,-8.497
2177,1,121.000,103.479,96.000,0.02487,0.00000,0.00000,6.400500,ALIVE,6.618711,17.426,0,1,0,1,7.979
2177,2,121.000,87.521,96.000,0.02487,0.00000,0.00000,6.400500,ALIVE,6.618711,17.426,0,0,1,1,-7.979
2178,1,121.001,103.479,96.000,0.01068,0.00000,0.00000,6.399410,ALIVE,6.618711,17.434,0,1,0,1,7.979
2178,2,121.001,87.521,96.000,0.01068,0.00000,0.00000,6.399410,ALIVE,6.618711,17.434,0,0,1,1,-7.979
2179,1,121.001,103.478,96.000,0.00763,0.00000,0.00000,6.397191,ALIVE,6.618711,17.441,0,1,0,1,7.978
2179,2,121.001,87.522,96.000,0.00763,0.00000,0.00000,6.397191,ALIVE,6.618711,17.441,0,0,1,1,-7.978
