# producer=CAELIX
# when=2026-02-18T20:59:13
# cwd=
# python=
# command= /core.py --out _Output/09_sg_collider/09H_collidersg_transistor_tjunction/20260218_205912 --collidersg --collidersg-scenario E --collidersg-sprites [{"sid":1,"kind":"kink_wall","pos":[60,96,96],"vel":[0.52,0.0,0.0],"phase":0.0},{"sid":2,"kind":"kink_wall","pos":[120,60,96],"vel":[0.0,0.0,0.0],"phase":0.0,"track_only":true}] --collidersg-steps 2500 --collidersg-log-every 1 --collidersg-track-r 6 --collidersg-peak-thresh 0.001 --collidersg-phi-abs-every 100 --collidersg-k 0.08 --collidersg-k-outside 5.0 --collidersg-wire-y0 90 --collidersg-wire-y1 102 --collidersg-wire-z0 90 --collidersg-wire-z1 102 --collidersg-wire-bevel 0 --collidersg-wire-geom t_junction --collidersg-junction-x 120 --collidersg-branch-len 48 --collidersg-branch-thick 2 --traffic-mode sine_gordon --collidersg-boundary neumann --n 192 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 0.05 --traffic-gamma 0.0 --traffic-decay 0.0
# run_id=20260218_205912
# experiment=09H_collidersg_transistor_tjunction
# artefact=collidersg
# n=192
# seed=6174
# traffic_c2=0.31
# traffic_dt=0.05
# traffic_gamma=0.0
# traffic_decay=0.0
# boundary_mode=neumann
# sponge_width=0
# sponge_strength=0.0
# sg_k=0.08
# asset_sg_k=nan
# sg_k_inferred=0
# steps=2500
# log_every=1
# phi_abs_every=100
# track_r=6
# peak_thresh=0.001
# sprite_count=2
# scenario=E
# sprites_src=inline_json
# sprite_asset_h5=
# sg_k_outside=5.0
# wire_y0=90
# wire_y1=102
# wire_z0=90
# wire_z1=102
# wire_bevel=0
# wire_geom=t_junction
# junction_x=120
# branch_len=48
# branch_thick=2
# artefact=sg_collision_tracks
# scenario=E
# sprites_digest=07d70e47f69e
# boundary_mode_eff=neumann sponge_width_eff=0 sponge_strength_eff=0.000000
# k_grid_enabled=1 sg_k_outside=5.000000 wire_geom=t_junction wire_y0=90 wire_y1=102 wire_z0=90 wire_z1=102 wire_bevel=0 junction_x=120 branch_len=48 branch_thick=2 domain_mask_enabled=1
# vel0_abs_max=1.477914
t,sid,x,y,z,vx,vy,vz,peak_abs,status,phi_abs_max,wall_s,in_trunk,in_branch_pos,in_branch_neg,in_branch,dy_from_trunk_c
341,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.906,0,0,1,1,-35.500
342,1,81.110,96.000,96.000,0.84320,0.00000,0.00000,1.470256,ALIVE,6.629415,2.914,1,0,0,0,0.500
342,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.914,0,0,1,1,-35.500
343,1,81.152,96.000,96.000,0.84793,0.00000,0.00000,1.456173,ALIVE,6.629415,2.922,1,0,0,0,0.500
343,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.922,0,0,1,1,-35.500
344,1,81.195,96.000,96.000,0.85220,0.00000,0.00000,1.435864,ALIVE,6.629415,2.929,1,0,0,0,0.500
344,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.929,0,0,1,1,-35.500
345,1,81.237,96.000,96.000,0.85526,0.00000,0.00000,1.409597,ALIVE,6.629415,2.937,1,0,0,0,0.500
345,2,121.000,60.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.937,0,0,1,1,-35.500
346,1,81.280,96.000,96.000,0.85663,0.00000,0.00000,1.377774,ALIVE,6.629415,2.945,1,0,0,0,0.500
346,2,121.000,59.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.945,0,0,1,1,-36.500
347,1,81.783,96.000,96.000,10.05493,0.00000,0.00000,1.400756,ALIVE,6.629415,2.953,1,0,0,0,0.500
347,2,121.000,58.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.953,0,0,1,1,-37.500
348,1,81.826,96.000,96.000,0.85800,0.00000,0.00000,1.423633,ALIVE,6.629415,2.961,1,0,0,0,0.500
348,2,121.000,58.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.961,0,0,1,1,-37.500
349,1,81.868,96.000,96.000,0.85205,0.00000,0.00000,1.441783,ALIVE,6.629415,2.969,1,0,0,0,0.500
349,2,121.000,57.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.969,0,0,1,1,-38.500
350,1,81.911,96.000,96.000,0.84488,0.00000,0.00000,1.454839,ALIVE,6.629415,2.977,1,0,0,0,0.500
350,2,121.000,57.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.977,0,0,1,1,-38.500
351,1,81.953,96.000,96.000,0.83725,0.00000,0.00000,1.462494,ALIVE,6.629415,2.985,1,0,0,0,0.500
351,2,121.000,56.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.985,0,0,1,1,-39.500
352,1,81.994,96.000,96.000,0.82886,0.00000,0.00000,1.464517,ALIVE,6.629415,2.993,1,0,0,0,0.500
352,2,121.000,56.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,2.993,0,0,1,1,-39.500
353,1,82.035,96.000,96.000,0.82092,0.00000,0.00000,1.460759,ALIVE,6.629415,3.002,1,0,0,0,0.500
353,2,121.000,55.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.002,0,0,1,1,-40.500
354,1,82.076,96.000,96.000,0.81268,0.00000,0.00000,1.451172,ALIVE,6.629415,3.009,1,0,0,0,0.500
354,2,121.000,55.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.009,0,0,1,1,-40.500
355,1,82.116,96.000,96.000,0.80460,0.00000,0.00000,1.435808,ALIVE,6.629415,3.017,1,0,0,0,0.500
355,2,121.000,55.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.017,0,0,1,1,-40.500
356,1,82.156,96.000,96.000,0.79651,0.00000,0.00000,1.414835,ALIVE,6.629415,3.024,1,0,0,0,0.500
356,2,121.000,54.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.024,0,0,1,1,-41.500
357,1,82.195,96.000,96.000,0.78781,0.00000,0.00000,1.388535,ALIVE,6.629415,3.032,1,0,0,0,0.500
357,2,121.000,54.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.032,0,0,1,1,-41.500
358,1,82.234,96.000,96.000,0.77820,0.00000,0.00000,1.357306,ALIVE,6.629415,3.040,1,0,0,0,0.500
358,2,121.000,54.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.040,0,0,1,1,-41.500
359,1,82.272,96.000,96.000,0.76721,0.00000,0.00000,1.321656,ALIVE,6.629415,3.048,1,0,0,0,0.500
359,2,121.000,53.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.048,0,0,1,1,-42.500
360,1,82.805,96.000,96.000,10.64667,0.00000,0.00000,1.333970,ALIVE,6.629415,3.056,1,0,0,0,0.500
360,2,121.000,53.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.056,0,0,1,1,-42.500
361,1,82.845,96.000,96.000,0.81573,0.00000,0.00000,1.346960,ALIVE,6.629415,3.064,1,0,0,0,0.500
361,2,121.000,53.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.064,0,0,1,1,-42.500
362,1,82.885,96.000,96.000,0.79437,0.00000,0.00000,1.355658,ALIVE,6.629415,3.072,1,0,0,0,0.500
362,2,121.000,53.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.072,0,0,1,1,-42.500
363,1,82.924,96.000,96.000,0.77240,0.00000,0.00000,1.359897,ALIVE,6.629415,3.080,1,0,0,0,0.500
363,2,121.000,52.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.080,0,0,1,1,-43.500
364,1,82.961,96.000,96.000,0.75043,0.00000,0.00000,1.359568,ALIVE,6.629415,3.087,1,0,0,0,0.500
364,2,121.000,52.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.087,0,0,1,1,-43.500
365,1,82.998,96.000,96.000,0.72876,0.00000,0.00000,1.354620,ALIVE,6.629415,3.095,1,0,0,0,0.500
365,2,121.000,52.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.095,0,0,1,1,-43.500
366,1,83.033,96.000,96.000,0.70786,0.00000,0.00000,1.345078,ALIVE,6.629415,3.103,1,0,0,0,0.500
366,2,121.000,52.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.103,0,0,1,1,-43.500
367,1,83.068,96.000,96.000,0.68771,0.00000,0.00000,1.331039,ALIVE,6.629415,3.111,1,0,0,0,0.500
367,2,121.000,52.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.111,0,0,1,1,-43.500
368,1,83.101,96.000,96.000,0.66864,0.00000,0.00000,1.312683,ALIVE,6.629415,3.119,1,0,0,0,0.500
368,2,121.000,51.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.119,0,0,1,1,-44.500
369,1,83.134,96.000,96.000,0.65018,0.00000,0.00000,1.290274,ALIVE,6.629415,3.126,1,0,0,0,0.500
369,2,121.000,51.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.126,0,0,1,1,-44.500
370,1,83.165,96.000,96.000,0.63248,0.00000,0.00000,1.264162,ALIVE,6.629415,3.134,1,0,0,0,0.500
370,2,121.000,51.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.134,0,0,1,1,-44.500
371,1,83.196,96.000,96.000,0.61462,0.00000,0.00000,1.234776,ALIVE,6.629415,3.142,1,0,0,0,0.500
371,2,121.000,51.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.142,0,0,1,1,-44.500
372,1,83.226,96.000,96.000,0.59647,0.00000,0.00000,1.202620,ALIVE,6.629415,3.150,1,0,0,0,0.500
372,2,121.000,51.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.150,0,0,1,1,-44.500
373,1,83.822,96.000,96.000,11.92490,0.00000,0.00000,1.200295,ALIVE,6.629415,3.158,1,0,0,0,0.500
373,2,121.000,51.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.158,0,0,1,1,-44.500
374,1,83.855,96.000,96.000,0.66742,0.00000,0.00000,1.205565,ALIVE,6.629415,3.166,1,0,0,0,0.500
374,2,121.000,50.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.166,0,0,1,1,-45.500
375,1,83.887,96.000,96.000,0.63522,0.00000,0.00000,1.207674,ALIVE,6.629415,3.174,1,0,0,0,0.500
375,2,121.000,50.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.174,0,0,1,1,-45.500
376,1,83.917,96.000,96.000,0.60318,0.00000,0.00000,1.206603,ALIVE,6.629415,3.182,1,0,0,0,0.500
376,2,121.000,50.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.182,0,0,1,1,-45.500
377,1,83.946,96.000,96.000,0.57236,0.00000,0.00000,1.202376,ALIVE,6.629415,3.190,1,0,0,0,0.500
377,2,121.000,50.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.190,0,0,1,1,-45.500
378,1,83.973,96.000,96.000,0.54306,0.00000,0.00000,1.195065,ALIVE,6.629415,3.198,1,0,0,0,0.500
378,2,121.000,50.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.198,0,0,1,1,-45.500
379,1,83.999,96.000,96.000,0.51575,0.00000,0.00000,1.184789,ALIVE,6.629415,3.206,1,0,0,0,0.500
379,2,121.000,50.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.206,0,0,1,1,-45.500
380,1,84.023,96.000,96.000,0.49057,0.00000,0.00000,1.171727,ALIVE,6.629415,3.214,1,0,0,0,0.500
380,2,121.000,50.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.214,0,0,1,1,-45.500
381,1,84.047,96.000,96.000,0.46783,0.00000,0.00000,1.156108,ALIVE,6.629415,3.222,1,0,0,0,0.500
381,2,121.000,49.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.222,0,0,1,1,-46.500
382,1,84.069,96.000,96.000,0.44693,0.00000,0.00000,1.138221,ALIVE,6.629415,3.230,1,0,0,0,0.500
382,2,121.000,49.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.230,0,0,1,1,-46.500
383,1,84.090,96.000,96.000,0.42847,0.00000,0.00000,1.118404,ALIVE,6.629415,3.238,1,0,0,0,0.500
383,2,121.000,49.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.238,0,0,1,1,-46.500
384,1,84.111,96.000,96.000,0.41107,0.00000,0.00000,1.097044,ALIVE,6.629415,3.246,1,0,0,0,0.500
384,2,121.000,49.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.246,0,0,1,1,-46.500
385,1,84.131,96.000,96.000,0.39490,0.00000,0.00000,1.074567,ALIVE,6.629415,3.255,1,0,0,0,0.500
385,2,121.000,49.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.255,0,0,1,1,-46.500
386,1,84.150,96.000,96.000,0.37949,0.00000,0.00000,1.051426,ALIVE,6.629415,3.263,1,0,0,0,0.500
386,2,121.000,49.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.263,0,0,1,1,-46.500
387,1,84.824,96.000,96.000,13.48236,0.00000,0.00000,1.045764,ALIVE,6.629415,3.271,1,0,0,0,0.500
387,2,121.000,49.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.271,0,0,1,1,-46.500
388,1,84.844,96.000,96.000,0.40497,0.00000,0.00000,1.046196,ALIVE,6.629415,3.279,1,0,0,0,0.500
388,2,121.000,49.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.279,0,0,1,1,-46.500
389,1,84.863,96.000,96.000,0.37399,0.00000,0.00000,1.044890,ALIVE,6.629415,3.286,1,0,0,0,0.500
389,2,121.000,48.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.286,0,0,1,1,-47.500
390,1,84.880,96.000,96.000,0.34561,0.00000,0.00000,1.041943,ALIVE,6.629415,3.294,1,0,0,0,0.500
390,2,121.000,48.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.294,0,0,1,1,-47.500
391,1,84.896,96.000,96.000,0.32074,0.00000,0.00000,1.037484,ALIVE,6.629415,3.302,1,0,0,0,0.500
391,2,121.000,48.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.302,0,0,1,1,-47.500
392,1,84.911,96.000,96.000,0.29938,0.00000,0.00000,1.031677,ALIVE,6.629415,3.310,1,0,0,0,0.500
392,2,121.000,48.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.310,0,0,1,1,-47.500
393,1,84.925,96.000,96.000,0.28168,0.00000,0.00000,1.024722,ALIVE,6.629415,3.318,1,0,0,0,0.500
393,2,121.000,48.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.318,0,0,1,1,-47.500
394,1,84.939,96.000,96.000,0.26764,0.00000,0.00000,1.016849,ALIVE,6.629415,3.326,1,0,0,0,0.500
394,2,121.000,48.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.326,0,0,1,1,-47.500
395,1,84.951,96.000,96.000,0.25696,0.00000,0.00000,1.008314,ALIVE,6.629415,3.334,1,0,0,0,0.500
395,2,121.000,48.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.334,0,0,1,1,-47.500
396,1,84.964,96.000,96.000,0.24979,0.00000,0.00000,0.999400,ALIVE,6.629415,3.341,1,0,0,0,0.500
396,2,121.000,48.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.341,0,0,1,1,-47.500
397,1,84.976,96.000,96.000,0.24506,0.00000,0.00000,0.990403,ALIVE,6.629415,3.349,1,0,0,0,0.500
397,2,121.000,48.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.349,0,0,1,1,-47.500
398,1,84.988,96.000,96.000,0.24246,0.00000,0.00000,0.981628,ALIVE,6.629415,3.357,1,0,0,0,0.500
398,2,121.000,48.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.357,0,0,1,1,-47.500
399,1,85.000,96.000,96.000,0.24170,0.00000,0.00000,0.973374,ALIVE,6.629415,3.364,1,0,0,0,0.500
399,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.629415,3.364,0,0,1,1,-48.500
400,1,85.012,96.000,96.000,0.24231,0.00000,0.00000,0.965929,ALIVE,6.584717,3.373,1,0,0,0,0.500
400,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.373,0,0,1,1,-48.500
401,1,85.025,96.000,96.000,0.24323,0.00000,0.00000,0.959554,ALIVE,6.584717,3.381,1,0,0,0,0.500
401,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.381,0,0,1,1,-48.500
402,1,85.037,96.000,96.000,0.24475,0.00000,0.00000,0.954472,ALIVE,6.584717,3.388,1,0,0,0,0.500
402,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.388,0,0,1,1,-48.500
403,1,85.049,96.000,96.000,0.24597,0.00000,0.00000,0.950860,ALIVE,6.584717,3.396,1,0,0,0,0.500
403,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.396,0,0,1,1,-48.500
404,1,85.062,96.000,96.000,0.24734,0.00000,0.00000,0.948839,ALIVE,6.584717,3.404,1,0,0,0,0.500
404,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.404,0,0,1,1,-48.500
405,1,85.074,96.000,96.000,0.24841,0.00000,0.00000,0.948464,ALIVE,6.584717,3.412,1,0,0,0,0.500
405,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.412,0,0,1,1,-48.500
406,1,85.086,96.000,96.000,0.24933,0.00000,0.00000,0.949720,ALIVE,6.584717,3.420,1,0,0,0,0.500
406,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.420,0,0,1,1,-48.500
407,1,85.099,96.000,96.000,0.25070,0.00000,0.00000,0.952519,ALIVE,6.584717,3.428,1,0,0,0,0.500
407,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.428,0,0,1,1,-48.500
408,1,85.112,96.000,96.000,0.25253,0.00000,0.00000,0.956699,ALIVE,6.584717,3.436,1,0,0,0,0.500
408,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.436,0,0,1,1,-48.500
409,1,85.124,96.000,96.000,0.25528,0.00000,0.00000,0.962029,ALIVE,6.584717,3.443,1,0,0,0,0.500
409,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.443,0,0,1,1,-48.500
410,1,85.137,96.000,96.000,0.25986,0.00000,0.00000,0.968215,ALIVE,6.584717,3.451,1,0,0,0,0.500
410,2,121.000,47.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.451,0,0,1,1,-48.500
411,1,85.151,96.000,96.000,0.26611,0.00000,0.00000,0.974906,ALIVE,6.584717,3.459,1,0,0,0,0.500
411,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.459,0,0,1,1,-49.500
412,1,85.164,96.000,96.000,0.27496,0.00000,0.00000,0.981710,ALIVE,6.584717,3.467,1,0,0,0,0.500
412,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.467,0,0,1,1,-49.500
413,1,85.179,96.000,96.000,0.28656,0.00000,0.00000,0.988207,ALIVE,6.584717,3.475,1,0,0,0,0.500
413,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.475,0,0,1,1,-49.500
414,1,85.194,96.000,96.000,0.30151,0.00000,0.00000,0.993963,ALIVE,6.584717,3.483,1,0,0,0,0.500
414,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.483,0,0,1,1,-49.500
415,1,85.210,96.000,96.000,0.31937,0.00000,0.00000,0.998548,ALIVE,6.584717,3.491,1,0,0,0,0.500
415,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.491,0,0,1,1,-49.500
416,1,85.227,96.000,96.000,0.34058,0.00000,0.00000,1.001556,ALIVE,6.584717,3.498,1,0,0,0,0.500
416,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.498,0,0,1,1,-49.500
417,1,85.903,96.000,96.000,13.52875,0.00000,0.00000,1.012647,ALIVE,6.584717,3.506,1,0,0,0,0.500
417,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.506,0,0,1,1,-49.500
418,1,85.921,96.000,96.000,0.34927,0.00000,0.00000,1.028243,ALIVE,6.584717,3.515,1,0,0,0,0.500
418,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.515,0,0,1,1,-49.500
419,1,85.939,96.000,96.000,0.36758,0.00000,0.00000,1.044573,ALIVE,6.584717,3.522,1,0,0,0,0.500
419,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.522,0,0,1,1,-49.500
420,1,85.958,96.000,96.000,0.38559,0.00000,0.00000,1.061329,ALIVE,6.584717,3.530,1,0,0,0,0.500
420,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.530,0,0,1,1,-49.500
421,1,85.979,96.000,96.000,0.40344,0.00000,0.00000,1.078154,ALIVE,6.584717,3.539,1,0,0,0,0.500
421,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.539,0,0,1,1,-49.500
422,1,86.000,96.000,96.000,0.42114,0.00000,0.00000,1.094644,ALIVE,6.584717,3.547,1,0,0,0,0.500
422,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.547,0,0,1,1,-49.500
423,1,86.022,96.000,96.000,0.43915,0.00000,0.00000,1.110363,ALIVE,6.584717,3.555,1,0,0,0,0.500
423,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.555,0,0,1,1,-49.500
424,1,86.044,96.000,96.000,0.45792,0.00000,0.00000,1.124853,ALIVE,6.584717,3.563,1,0,0,0,0.500
424,2,121.000,46.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.563,0,0,1,1,-49.500
425,1,86.068,96.000,96.000,0.47729,0.00000,0.00000,1.137650,ALIVE,6.584717,3.571,1,0,0,0,0.500
425,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.571,0,0,1,1,-50.500
426,1,86.093,96.000,96.000,0.49774,0.00000,0.00000,1.148298,ALIVE,6.584717,3.578,1,0,0,0,0.500
426,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.578,0,0,1,1,-50.500
427,1,86.119,96.000,96.000,0.51910,0.00000,0.00000,1.156363,ALIVE,6.584717,3.586,1,0,0,0,0.500
427,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.586,0,0,1,1,-50.500
428,1,86.146,96.000,96.000,0.54169,0.00000,0.00000,1.161453,ALIVE,6.584717,3.594,1,0,0,0,0.500
428,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.594,0,0,1,1,-50.500
429,1,86.174,96.000,96.000,0.56488,0.00000,0.00000,1.163234,ALIVE,6.584717,3.602,1,0,0,0,0.500
429,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.602,0,0,1,1,-50.500
430,1,86.204,96.000,96.000,0.58899,0.00000,0.00000,1.161439,ALIVE,6.584717,3.609,1,0,0,0,0.500
430,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.609,0,0,1,1,-50.500
431,1,86.235,96.000,96.000,0.61340,0.00000,0.00000,1.155885,ALIVE,6.584717,3.617,1,0,0,0,0.500
431,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.617,0,0,1,1,-50.500
432,1,86.837,96.000,96.000,12.05292,0.00000,0.00000,1.172932,ALIVE,6.584717,3.625,1,0,0,0,0.500
432,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.625,0,0,1,1,-50.500
433,1,86.866,96.000,96.000,0.56686,0.00000,0.00000,1.199391,ALIVE,6.584717,3.633,1,0,0,0,0.500
433,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.633,0,0,1,1,-50.500
434,1,86.895,96.000,96.000,0.58823,0.00000,0.00000,1.224387,ALIVE,6.584717,3.641,1,0,0,0,0.500
434,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.641,0,0,1,1,-50.500
435,1,86.925,96.000,96.000,0.60837,0.00000,0.00000,1.247404,ALIVE,6.584717,3.649,1,0,0,0,0.500
435,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.649,0,0,1,1,-50.500
436,1,86.957,96.000,96.000,0.62759,0.00000,0.00000,1.267922,ALIVE,6.584717,3.657,1,0,0,0,0.500
436,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.657,0,0,1,1,-50.500
437,1,86.989,96.000,96.000,0.64636,0.00000,0.00000,1.285431,ALIVE,6.584717,3.664,1,0,0,0,0.500
437,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.664,0,0,1,1,-50.500
438,1,87.022,96.000,96.000,0.66437,0.00000,0.00000,1.299448,ALIVE,6.584717,3.672,1,0,0,0,0.500
438,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.672,0,0,1,1,-50.500
439,1,87.056,96.000,96.000,0.68237,0.00000,0.00000,1.309529,ALIVE,6.584717,3.680,1,0,0,0,0.500
439,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.680,0,0,1,1,-50.500
440,1,87.091,96.000,96.000,0.69977,0.00000,0.00000,1.315291,ALIVE,6.584717,3.688,1,0,0,0,0.500
440,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.688,0,0,1,1,-50.500
441,1,87.127,96.000,96.000,0.71701,0.00000,0.00000,1.316423,ALIVE,6.584717,3.696,1,0,0,0,0.500
441,2,121.000,45.000,96.000,0.00000,0.00000,0.00000,6.283185,ALIVE,6.584717,3.696,0,0,1,1,-50.500
442,1,87.164,96.000,96.000,0.73364,0.00000,0.00000,1.312703,ALIVE,6.584717,3.704,1,0,0,0,0.500
