# producer=CAELIX
# when=2026-02-25T14:47:36
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06F_relativity_twin_paradox_xy_sponge/20260225_144735 --relativity --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --traffic-boundary sponge --traffic-sponge-width 8 --traffic-sponge-strength 1.0 --traffic-sponge-axes xy --rel-L 48 --rel-v-frac 0.3 --rel-v-frac-ref 0.1 --rel-steps 2000 --rel-slab 8 --rel-amp 500 --rel-sigma 2.25 --rel-threshold 0.01 --rel-refractory 10 --rel-detect window_peak --rel-start-threshold 0.01 --rel-peak-window 12 --rel-accept-threshold -1.0
# run_id=20260225_144735
# experiment=06F_relativity_twin_paradox_xy_sponge
# artefact=relativity_lightbox
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# rel_steps=2000
# rel_L=48
# rel_v_frac=0.3
# rel_v_frac_ref=0.1
# rel_v_ref=0.05567764362830022
# rel_v=0.16703293088490065
# rel_slab=8
# rel_amp=500.0
# rel_sigma=2.25
# rel_threshold=0.01
# rel_refractory=10
# rel_detect=window_peak
# rel_start_threshold=0.01
# rel_peak_window=12
# rel_accept_threshold=-1.0
t,x_s,x_s_f,x_m,v_ref,a_sx,a_sy,b_sx,b_sy,a_mx,a_my,b_mx,b_my,phi_sa,phi_sb,phi_ma,phi_mb,e_sa,e_sb,e_ma,e_mb,hit_sa,hit_sb,hit_ma,hit_mb,hits_sa,hits_sb,hits_ma,hits_mb,T0_est,Tp_est,c_axis_est,c_diag_est,ratio_est,gamma_corr_est,gamma_pred_axis,anisotropy_A,ratio_pred,ratio_err,gamma_sr,cap_s,cap_m,t_peak_s,t_peak_m,e_peak_s,e_peak_m,hit_t_s,hit_t_m,accept_t_s,accept_t_m
1498,97,97.405110,264,0.0556776,97,232,97,280,264,232,264,280,4.229961395e+01,-1.833170776e+02,2.484737778e+01,1.104779510e+02,3.383581524e+05,4.665417847e+06,1.265956437e+05,1.787372879e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1499,97,97.460788,264,0.0556776,97,232,97,280,264,232,264,280,4.640740204e+01,-2.550996246e+02,4.274367523e+01,8.056269073e+01,3.983941374e+05,7.918768885e+06,2.481129115e+05,1.232351648e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1500,98,97.516465,265,0.0556776,98,232,98,280,265,232,265,280,4.738028336e+01,-2.932297058e+02,4.958446503e+01,6.762054443e+01,3.911833774e+05,1.116481670e+07,3.139016137e+05,9.894369253e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1501,98,97.572143,265,0.0556776,98,232,98,280,265,232,265,280,5.241451645e+01,-3.258509216e+02,6.379071426e+01,4.131343079e+01,4.093808992e+05,1.421225224e+07,4.949125367e+05,5.627162806e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1502,98,97.627821,265,0.0556776,98,232,98,280,265,232,265,280,5.637238693e+01,-3.477536011e+02,7.506909180e+01,1.773488426e+01,4.046683654e+05,1.583296919e+07,6.907509421e+05,2.764728702e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1503,98,97.683498,265,0.0556776,98,232,98,280,265,232,265,280,5.833810043e+01,-3.618664551e+02,8.331656647e+01,-4.026559830e+00,3.792815778e+05,1.598097583e+07,8.763581057e+05,1.625169282e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1504,98,97.739176,265,0.0556776,98,232,98,280,265,232,265,280,5.763778305e+01,-3.646573792e+02,8.869221497e+01,-2.506962967e+01,3.358293163e+05,1.494258465e+07,1.027457023e+06,2.340229329e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1505,98,97.794854,265,0.0556776,98,232,98,280,265,232,265,280,5.376443100e+01,-3.498233337e+02,9.156641388e+01,-4.617575836e+01,2.768442342e+05,1.308818504e+07,1.123415371e+06,4.786095112e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1506,98,97.850531,266,0.0556776,98,232,98,280,266,232,266,280,4.651415634e+01,-3.145195618e+02,9.096260834e+01,-5.663094711e+01,2.071647062e+05,1.077878431e+07,1.120771171e+06,6.445808812e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1507,98,97.906209,266,0.0556776,98,232,98,280,266,232,266,280,3.624963760e+01,-2.628704224e+02,9.104531860e+01,-7.795659637e+01,1.363147061e+05,8.349715794e+06,1.116948170e+06,1.062982026e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1508,98,97.961887,266,0.0556776,98,232,98,280,266,232,266,280,2.389862633e+01,-2.040439301e+02,8.925876617e+01,-9.862038422e+01,7.682792592e+04,6.084246197e+06,1.043207358e+06,1.528597961e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1509,98,98.017564,266,0.0556776,98,232,98,280,266,232,266,280,1.054034996e+01,-1.471230164e+02,8.521887207e+01,-1.176753769e+02,3.917340521e+04,4.170564725e+06,9.091518527e+05,1.976771591e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1510,98,98.073242,266,0.0556776,98,232,98,280,266,232,266,280,-3.028048277e+00,-9.734670258e+01,7.843049622e+01,-1.339286346e+02,2.782527475e+04,2.678662004e+06,7.326511524e+05,2.347987007e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1511,98,98.128920,266,0.0556776,98,232,98,280,266,232,266,280,-1.623444176e+01,-5.610134888e+01,6.847008514e+01,-1.460632324e+02,4.141444623e+04,1.587966296e+06,5.373280022e+05,2.592494026e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1512,98,98.184597,267,0.0556776,98,232,98,280,267,232,267,280,-2.823470879e+01,-2.312491035e+01,6.311455536e+01,-1.484683380e+02,7.567269703e+04,8.476126684e+05,4.507085516e+05,2.601190342e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1513,98,98.240275,267,0.0556776,98,232,98,280,267,232,267,280,-3.766691208e+01,2.107187986e+00,4.830160522e+01,-1.520968018e+02,1.257811844e+05,4.161312194e+05,2.770662333e+05,2.599365746e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1514,98,98.295952,267,0.0556776,98,232,98,280,267,232,267,280,-4.323183060e+01,2.089068222e+01,3.017669868e+01,-1.488829041e+02,1.865450002e+05,2.665690761e+05,1.470058724e+05,2.426940478e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1515,98,98.351630,267,0.0556776,98,232,98,280,267,232,267,280,-4.477500916e+01,3.610330963e+01,9.619564056e+00,-1.386351166e+02,2.510780127e+05,3.712539823e+05,8.162970102e+04,2.106823019e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1516,98,98.407308,267,0.0556776,98,232,98,280,267,232,267,280,-4.380996704e+01,5.142755127e+01,-1.191159153e+01,-1.218686600e+02,3.092454637e+05,6.781523116e+05,9.344342166e+04,1.685276846e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1517,98,98.462985,267,0.0556776,98,232,98,280,267,232,267,280,-4.274863815e+01,6.923097992e+01,-3.273918915e+01,-9.957550049e+01,3.486515445e+05,1.106922902e+06,1.835239940e+05,1.224161090e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1518,99,98.518663,268,0.0556776,99,232,99,280,268,232,268,280,-4.217619705e+01,8.633109283e+01,-4.047063065e+01,-8.708177185e+01,3.468661721e+05,1.496410570e+06,2.399673783e+05,1.003579148e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1519,99,98.574341,268,0.0556776,99,232,99,280,268,232,268,280,-4.481066132e+01,1.069739304e+02,-5.792800522e+01,-5.954258347e+01,3.411885925e+05,1.960463410e+06,4.185772049e+05,6.082532682e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1520,99,98.630018,268,0.0556776,99,232,99,280,268,232,268,280,-4.753883362e+01,1.257364197e+02,-7.246693420e+01,-3.075298882e+01,3.101945429e+05,2.375904215e+06,6.315715471e+05,3.184133254e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1521,99,98.685696,268,0.0556776,99,232,99,280,268,232,268,280,-4.835263443e+01,1.419769440e+02,-8.384262848e+01,-2.924614906e+00,2.621789999e+05,2.712818118e+06,8.484019862e+05,1.696451512e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1522,99,98.741374,268,0.0556776,99,232,99,280,268,232,268,280,-4.598593903e+01,1.557257690e+02,-9.188769531e+01,2.231809616e+01,2.057999826e+05,2.938911817e+06,1.036903268e+06,1.780142062e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1523,99,98.797051,268,0.0556776,99,232,99,280,268,232,268,280,-4.024452209e+01,1.657994843e+02,-9.653417969e+01,4.454991150e+01,1.478675012e+05,3.019672007e+06,1.168127849e+06,3.388448720e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1524,99,98.852729,269,0.0556776,99,232,99,280,269,232,269,280,-3.153345299e+01,1.691164856e+02,-9.681885529e+01,5.356007767e+01,9.405752841e+04,2.932419227e+06,1.187039908e+06,4.576808039e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1525,99,98.908407,269,0.0556776,99,232,99,280,269,232,269,280,-2.037359810e+01,1.623294525e+02,-9.710410309e+01,7.286734009e+01,5.062802893e+04,2.680300403e+06,1.206432276e+06,7.873081209e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1526,99,98.964084,269,0.0556776,99,232,99,280,269,232,269,280,-7.431262970e+00,1.444929810e+02,-9.450569153e+01,9.033225250e+01,2.465807933e+04,2.296919008e+06,1.140107273e+06,1.174219691e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1527,99,99.019762,269,0.0556776,99,232,99,280,269,232,269,280,6.191887856e+00,1.183687515e+02,-8.912688446e+01,1.053010254e+02,2.136273146e+04,1.837471048e+06,9.982018584e+05,1.557342790e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1528,99,99.075439,269,0.0556776,99,232,99,280,269,232,269,280,1.899098778e+01,8.916950226e+01,-8.081986237e+01,1.169395370e+02,3.978787799e+04,1.359468348e+06,8.028443460e+05,1.877246194e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1529,99,99.131117,269,0.0556776,99,232,99,280,269,232,269,280,2.954840088e+01,6.177769852e+01,-6.936447906e+01,1.250346909e+02,7.180745327e+04,9.096259848e+05,5.842083176e+05,2.087375215e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1530,99,99.186795,270,0.0556776,99,232,99,280,270,232,270,280,3.701954651e+01,3.858459473e+01,-6.423433685e+01,1.270395813e+02,1.067216156e+05,5.268958198e+05,4.984813637e+05,2.114057760e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1531,99,99.242472,270,0.0556776,99,232,99,280,270,232,270,280,4.115527344e+01,1.924151802e+01,-4.848078156e+01,1.306641846e+02,1.369269346e+05,2.485679217e+05,3.039305709e+05,2.119526330e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1532,99,99.298150,270,0.0556776,99,232,99,280,270,232,270,280,4.197745514e+01,1.912428498e+00,-2.995719147e+01,1.308747253e+02,1.596230985e+05,1.068201309e+05,1.599462069e+05,1.984722639e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1533,99,99.353828,270,0.0556776,99,232,99,280,270,232,270,280,3.963498306e+01,-1.525624847e+01,-9.396225929e+00,1.261753998e+02,1.746552143e+05,1.190163173e+05,8.777085529e+04,1.729621295e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1534,99,99.409505,270,0.0556776,99,232,99,280,270,232,270,280,3.469404984e+01,-3.331277847e+01,1.213636208e+01,1.149457626e+02,1.814580569e+05,2.786889964e+05,9.686934951e+04,1.389547996e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1535,99,99.465183,270,0.0556776,99,232,99,280,270,232,270,280,2.849054337e+01,-5.234273911e+01,3.325480270e+01,9.673773956e+01,1.776979055e+05,5.540475410e+05,1.828555572e+05,1.012486300e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1536,100,99.520861,271,0.0556776,100,232,100,280,271,232,271,280,2.549210358e+01,-7.032554626e+01,4.144249725e+01,8.570239258e+01,1.745725714e+05,8.696623497e+05,2.379780610e+05,8.336231504e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,0,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1537,100,99.576538,271,0.0556776,100,232,100,280,271,232,271,280,2.215483284e+01,-8.944393158e+01,5.948017883e+01,6.001204681e+01,1.500248108e+05,1.242283155e+06,4.021621042e+05,5.052512795e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,1,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1538,100,99.632216,271,0.0556776,100,232,100,280,271,232,271,280,2.134078979e+01,-1.063220520e+02,7.354949951e+01,3.198727417e+01,1.170134296e+05,1.586845236e+06,5.864259911e+05,2.638686638e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,1,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1539,100,99.687894,271,0.0556776,100,232,100,280,271,232,271,280,2.214948082e+01,-1.198169403e+02,8.307874298e+01,3.883831263e+00,8.396083926e+04,1.860702062e+06,7.585624495e+05,1.382993205e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,1,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1540,100,99.743571,271,0.0556776,100,232,100,280,271,232,271,280,2.264706802e+01,-1.291054993e+02,8.819819641e+01,-2.236395454e+01,5.725740004e+04,2.031116156e+06,8.903408815e+05,1.377426709e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,1,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1541,100,99.799249,271,0.0556776,100,232,100,280,271,232,271,280,2.089416695e+01,-1.336057739e+02,8.944436646e+01,-4.511651611e+01,3.820995566e+04,2.075676546e+06,9.623216358e+05,2.542004438e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,1,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1542,100,99.854926,272,0.0556776,100,232,100,280,272,232,272,280,1.585027599e+01,-1.328839111e+02,8.932935333e+01,-5.353068924e+01,2.505524186e+04,1.987473506e+06,9.790799682e+05,3.427185951e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,1,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1543,100,99.910604,272,0.0556776,100,232,100,280,272,232,272,280,7.733315468e+00,-1.266976013e+02,8.618473816e+01,-6.969641876e+01,1.687081007e+04,1.778425499e+06,9.565005141e+05,5.883584247e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,1,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1544,100,99.966282,272,0.0556776,100,232,100,280,272,232,272,280,-2.188969612e+00,-1.151174927e+02,8.044139862e+01,-8.173954010e+01,1.504978183e+04,1.477666745e+06,8.760503735e+05,8.804556107e+05,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,1,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1545,100,100.021959,272,0.0556776,100,232,100,280,272,232,272,280,-1.217142773e+01,-9.857136536e+01,7.269235992e+01,-9.101959229e+01,2.175579822e+04,1.127294360e+06,7.561328652e+05,1.174777214e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,1,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1546,100,100.077637,272,0.0556776,100,232,100,280,272,232,272,280,-2.065291023e+01,-7.782073212e+01,6.376375961e+01,-9.878439331e+01,3.676653771e+04,7.753293887e+05,6.184703695e+05,1.425604064e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,1,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
1547,100,100.133315,272,0.0556776,100,232,100,280,272,232,272,280,-2.671185112e+01,-5.403142166e+01,5.458595657e+01,-1.054230728e+02,5.537972209e+04,4.668507973e+05,4.820394279e+05,1.594415175e+06,0,0,0,0,7,8,7,8,202.000000,188.000000,4.752475248e-01,5.382600273e-01,9.306930693e-01,1.054092553e+00,1.068146719e+00,8.829329705e-01,9.431019557e-01,-1.315752376e-02,1.048284837e+00,0,1,1475,1453,2.146240929e+05,4.728479244e+05,-1,-1,-1,-1
