# producer=CAELIX
# when=2026-02-25T14:47:36
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06F_relativity_twin_paradox_xy_sponge/20260225_144735 --relativity --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --traffic-boundary sponge --traffic-sponge-width 8 --traffic-sponge-strength 1.0 --traffic-sponge-axes xy --rel-L 48 --rel-v-frac 0.3 --rel-v-frac-ref 0.1 --rel-steps 2000 --rel-slab 8 --rel-amp 500 --rel-sigma 2.25 --rel-threshold 0.01 --rel-refractory 10 --rel-detect window_peak --rel-start-threshold 0.01 --rel-peak-window 12 --rel-accept-threshold -1.0
# run_id=20260225_144735
# experiment=06F_relativity_twin_paradox_xy_sponge
# artefact=relativity_lightbox
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# rel_steps=2000
# rel_L=48
# rel_v_frac=0.3
# rel_v_frac_ref=0.1
# rel_v_ref=0.05567764362830022
# rel_v=0.16703293088490065
# rel_slab=8
# rel_amp=500.0
# rel_sigma=2.25
# rel_threshold=0.01
# rel_refractory=10
# rel_detect=window_peak
# rel_start_threshold=0.01
# rel_peak_window=12
# rel_accept_threshold=-1.0
t,x_s,x_s_f,x_m,v_ref,a_sx,a_sy,b_sx,b_sy,a_mx,a_my,b_mx,b_my,phi_sa,phi_sb,phi_ma,phi_mb,e_sa,e_sb,e_ma,e_mb,hit_sa,hit_sb,hit_ma,hit_mb,hits_sa,hits_sb,hits_ma,hits_mb,T0_est,Tp_est,c_axis_est,c_diag_est,ratio_est,gamma_corr_est,gamma_pred_axis,anisotropy_A,ratio_pred,ratio_err,gamma_sr,cap_s,cap_m,t_peak_s,t_peak_m,e_peak_s,e_peak_m,hit_t_s,hit_t_m,accept_t_s,accept_t_m
0,14,14.000000,14,0.0556776,14,232,14,280,14,232,14,280,5.000000000e+02,0.000000000e+00,5.000000000e+02,0.000000000e+00,2.501521289e+07,0.000000000e+00,2.501521289e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
1,14,14.055678,14,0.0556776,14,232,14,280,14,232,14,280,9.120383301e+02,0.000000000e+00,9.120383301e+02,0.000000000e+00,5.403276921e+07,0.000000000e+00,5.403276921e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
2,14,14.111355,14,0.0556776,14,232,14,280,14,232,14,280,1.173390625e+03,0.000000000e+00,1.173390625e+03,0.000000000e+00,8.709393536e+07,0.000000000e+00,8.709393536e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
3,14,14.167033,15,0.0556776,14,232,14,280,15,232,15,280,1.261238403e+03,0.000000000e+00,1.177669434e+03,0.000000000e+00,1.112268661e+08,0.000000000e+00,1.029539490e+08,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
4,14,14.222711,15,0.0556776,14,232,14,280,15,232,15,280,1.193560059e+03,0.000000000e+00,1.135096924e+03,0.000000000e+00,1.185022981e+08,0.000000000e+00,1.103998976e+08,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
5,14,14.278388,15,0.0556776,14,232,14,280,15,232,15,280,1.016965515e+03,0.000000000e+00,9.893140869e+02,0.000000000e+00,1.081965085e+08,0.000000000e+00,1.018586629e+08,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
6,14,14.334066,15,0.0556776,14,232,14,280,15,232,15,280,7.875141602e+02,0.000000000e+00,7.873171997e+02,0.000000000e+00,8.544497575e+07,0.000000000e+00,8.173888234e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
7,14,14.389744,15,0.0556776,14,232,14,280,15,232,15,280,5.526004639e+02,0.000000000e+00,5.711567383e+02,0.000000000e+00,5.802656489e+07,0.000000000e+00,5.685373390e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
8,14,14.445421,15,0.0556776,14,232,14,280,15,232,15,280,3.407624207e+02,0.000000000e+00,3.684101257e+02,0.000000000e+00,3.314598160e+07,0.000000000e+00,3.366702361e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
9,15,14.501099,16,0.0556776,15,232,15,280,16,232,16,280,1.911037292e+02,0.000000000e+00,2.681142883e+02,0.000000000e+00,1.649850490e+07,0.000000000e+00,1.912035786e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
10,15,14.556776,16,0.0556776,15,232,15,280,16,232,16,280,4.114327621e+01,0.000000000e+00,1.153121109e+02,0.000000000e+00,6.913674909e+06,0.000000000e+00,9.294586663e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
11,15,14.612454,16,0.0556776,15,232,15,280,16,232,16,280,-8.313427734e+01,0.000000000e+00,-1.911920547e+01,0.000000000e+00,4.112982912e+06,0.000000000e+00,5.040489900e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
12,15,14.668132,16,0.0556776,15,232,15,280,16,232,16,280,-1.838705444e+02,0.000000000e+00,-1.326054535e+02,0.000000000e+00,5.937676156e+06,0.000000000e+00,5.247687222e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
13,15,14.723809,16,0.0556776,15,232,15,280,16,232,16,280,-2.641912231e+02,0.000000000e+00,-2.251187439e+02,0.000000000e+00,9.983021648e+06,0.000000000e+00,8.192280601e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
14,15,14.779487,16,0.0556776,15,232,15,280,16,232,16,280,-3.287263184e+02,0.000000000e+00,-2.995609741e+02,0.000000000e+00,1.434850644e+07,0.000000000e+00,1.217468148e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
15,15,14.835165,17,0.0556776,15,232,15,280,17,232,17,280,-3.813412476e+02,0.000000000e+00,-3.176985779e+02,0.000000000e+00,1.786826584e+07,0.000000000e+00,1.282686483e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
16,15,14.890842,17,0.0556776,15,232,15,280,17,232,17,280,-4.214964294e+02,0.000000000e+00,-3.758993225e+02,0.000000000e+00,1.999032836e+07,0.000000000e+00,1.595053558e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
17,15,14.946520,17,0.0556776,15,232,15,280,17,232,17,280,-4.433807678e+02,0.000000000e+00,-4.152570801e+02,0.000000000e+00,2.055693867e+07,0.000000000e+00,1.795375640e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
18,15,15.002198,17,0.0556776,15,232,15,280,17,232,17,280,-4.398774719e+02,0.000000000e+00,-4.303097229e+02,0.000000000e+00,1.965439889e+07,0.000000000e+00,1.850349900e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
19,15,15.057875,17,0.0556776,15,232,15,280,17,232,17,280,-4.086084290e+02,0.000000000e+00,-4.173429260e+02,0.000000000e+00,1.755951176e+07,0.000000000e+00,1.760463770e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
20,15,15.113553,17,0.0556776,15,232,15,280,17,232,17,280,-3.549498901e+02,0.000000000e+00,-3.783963318e+02,0.000000000e+00,1.469374622e+07,0.000000000e+00,1.554231265e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
21,15,15.169231,18,0.0556776,15,232,15,280,18,232,18,280,-2.895769958e+02,0.000000000e+00,-3.455575867e+02,0.000000000e+00,1.152328689e+07,0.000000000e+00,1.364766641e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
22,15,15.224908,18,0.0556776,15,232,15,280,18,232,18,280,-2.229888611e+02,0.000000000e+00,-2.857787170e+02,0.000000000e+00,8.443044128e+06,0.000000000e+00,1.091597090e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
23,15,15.280586,18,0.0556776,15,232,15,280,18,232,18,280,-1.616329803e+02,0.000000000e+00,-2.217313538e+02,0.000000000e+00,5.711937477e+06,0.000000000e+00,8.063214562e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
24,15,15.336263,18,0.0556776,15,232,15,280,18,232,18,280,-1.078829651e+02,0.000000000e+00,-1.599860840e+02,0.000000000e+00,3.470089203e+06,0.000000000e+00,5.436416208e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
25,15,15.391941,18,0.0556776,15,232,15,280,18,232,18,280,-6.218325043e+01,0.000000000e+00,-1.042311783e+02,0.000000000e+00,1.798478812e+06,0.000000000e+00,3.263484426e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
26,15,15.447619,18,0.0556776,15,232,15,280,18,232,18,280,-2.431989479e+01,0.000000000e+00,-5.631606674e+01,0.000000000e+00,7.500319783e+05,0.000000000e+00,1.677360753e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
27,16,15.503296,19,0.0556776,16,232,16,280,19,232,19,280,4.190010548e+00,0.000000000e+00,-3.814615631e+01,0.000000000e+00,3.717864250e+05,0.000000000e+00,1.224027051e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
28,16,15.558974,19,0.0556776,16,232,16,280,19,232,19,280,3.231649399e+01,0.000000000e+00,-6.343269348e-01,0.000000000e+00,4.499441994e+05,0.000000000e+00,5.878665402e+05,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
29,16,15.614652,19,0.0556776,16,232,16,280,19,232,19,280,6.022061539e+01,0.000000000e+00,3.170178223e+01,0.000000000e+00,9.870359262e+05,0.000000000e+00,5.505836015e+05,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
30,16,15.670329,19,0.0556776,16,232,16,280,19,232,19,280,9.069049835e+01,0.000000000e+00,6.221610641e+01,0.000000000e+00,1.813235187e+06,0.000000000e+00,9.794550911e+05,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
31,16,15.726007,19,0.0556776,16,232,16,280,19,232,19,280,1.234155121e+02,0.000000000e+00,9.298460388e+01,0.000000000e+00,2.763171116e+06,0.000000000e+00,1.695420798e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
32,16,15.781685,19,0.0556776,16,232,16,280,19,232,19,280,1.555014954e+02,0.000000000e+00,1.235780029e+02,0.000000000e+00,3.709794642e+06,0.000000000e+00,2.520716508e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
33,16,15.837362,20,0.0556776,16,232,16,280,20,232,20,280,1.837512512e+02,0.000000000e+00,1.382101746e+02,0.000000000e+00,4.561136425e+06,0.000000000e+00,2.859885020e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
34,16,15.893040,20,0.0556776,16,232,16,280,20,232,20,280,2.063871918e+02,0.000000000e+00,1.641052856e+02,0.000000000e+00,5.238481424e+06,0.000000000e+00,3.583496780e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
35,16,15.948718,20,0.0556776,16,232,16,280,20,232,20,280,2.226861267e+02,0.000000000e+00,1.843875427e+02,0.000000000e+00,5.664047337e+06,0.000000000e+00,4.130942766e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
36,16,16.004395,20,0.0556776,16,232,16,280,20,232,20,280,2.313835754e+02,0.000000000e+00,1.981466370e+02,0.000000000e+00,5.773261788e+06,0.000000000e+00,4.441182481e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
37,16,16.060073,20,0.0556776,16,232,16,280,20,232,20,280,2.300292511e+02,0.000000000e+00,2.043312836e+02,0.000000000e+00,5.540364506e+06,0.000000000e+00,4.482710027e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
38,16,16.115750,20,0.0556776,16,232,16,280,20,232,20,280,2.163695221e+02,0.000000000e+00,2.012500000e+02,0.000000000e+00,4.993560149e+06,0.000000000e+00,4.259490243e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
39,16,16.171428,21,0.0556776,16,232,16,280,21,232,21,280,1.905811615e+02,0.000000000e+00,1.921320190e+02,0.000000000e+00,4.209659820e+06,6.548409720e-38,3.904699598e+06,2.119322337e-40,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
40,16,16.227106,21,0.0556776,16,232,16,280,21,232,21,280,1.561672363e+02,0.000000000e+00,1.721816101e+02,0.000000000e+00,3.293111729e+06,1.839634872e-34,3.362340484e+06,8.871828224e-37,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
41,16,16.282783,21,0.0556776,16,232,16,280,21,232,21,280,1.185167770e+02,3.727825544e-21,1.439736023e+02,4.377818934e-23,2.352224145e+06,1.300053290e-31,2.717197498e+06,8.946784751e-34,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
42,16,16.338461,21,0.0556776,16,232,16,280,21,232,21,280,8.222991180e+01,2.087751650e-19,1.120342484e+02,3.395527139e-21,1.488693324e+06,4.103224075e-29,2.048896678e+06,3.886548070e-31,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
43,16,16.394139,21,0.0556776,16,232,16,280,21,232,21,280,4.926036835e+01,5.856096698e-18,8.124372864e+01,1.321418702e-19,8.004598677e+05,7.311837653e-27,1.419604409e+06,9.247665646e-29,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
44,16,16.449816,21,0.0556776,16,232,16,280,21,232,21,280,1.899138641e+01,1.096989591e-16,5.483121109e+01,3.323446265e-18,3.779081221e+05,8.361056690e-25,8.762555209e+05,1.376066902e-26,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
45,17,16.505494,22,0.0556776,17,232,17,280,22,232,22,280,6.017560959e+00,1.084296405e-15,4.017935944e+01,1.943375153e-17,2.410099755e+05,4.527824686e-23,6.037481861e+05,3.326571750e-25,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
46,17,16.561172,22,0.0556776,17,232,17,280,22,232,22,280,-2.087367058e+01,1.254843905e-14,2.028154945e+01,3.048328905e-16,3.368771220e+05,2.694451283e-21,2.836505887e+05,2.663830142e-23,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
47,17,16.616849,22,0.0556776,17,232,17,280,22,232,22,280,-4.958015823e+01,1.208409593e-13,3.200552940e+00,3.841689133e-15,7.252945356e+05,1.226548322e-19,1.336530649e+05,1.593396348e-21,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
48,17,16.672527,22,0.0556776,17,232,17,280,22,232,22,280,-7.973181152e+01,9.959329368e-13,-1.321524525e+01,4.031870730e-14,1.338551604e+06,4.404099386e-18,1.579584408e+05,7.363208266e-20,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
49,17,16.728205,22,0.0556776,17,232,17,280,22,232,22,280,-1.100110321e+02,7.170280428e-12,-3.067702103e+01,3.614498295e-13,2.074032112e+06,1.277690282e-16,3.386127506e+05,2.699463321e-18,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
50,17,16.783882,22,0.0556776,17,232,17,280,22,232,22,280,-1.385661621e+02,4.580309743e-11,-5.005035782e+01,2.821145444e-12,2.817719053e+06,3.053282474e-15,6.404051469e+05,8.021905897e-17,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
51,17,16.839560,23,0.0556776,17,232,17,280,23,232,23,280,-1.633678589e+02,2.627883744e-10,-6.011639786e+01,8.394237562e-12,3.462515426e+06,6.105673054e-14,7.721606710e+05,6.272422705e-16,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
52,17,16.895237,23,0.0556776,17,232,17,280,23,232,23,280,-1.824177399e+02,1.367484237e-09,-7.984510803e+01,5.471966283e-11,3.918650951e+06,1.035181480e-12,1.130680697e+06,1.378572723e-14,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
53,17,16.950915,23,0.0556776,17,232,17,280,23,232,23,280,-1.938440857e+02,6.506067241e-09,-9.974781036e+01,3.205861687e-10,4.119233788e+06,1.504529277e-11,1.497127492e+06,2.556712755e-13,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
54,17,17.006593,23,0.0556776,17,232,17,280,23,232,23,280,-1.960502777e+02,2.848901381e-08,-1.183410339e+02,1.702882058e-09,4.029259129e+06,1.892117000e-10,1.836791722e+06,4.045841143e-12,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
55,17,17.062270,23,0.0556776,17,232,17,280,23,232,23,280,-1.880584106e+02,1.154568494e-07,-1.337308502e+02,8.260974127e-09,3.658267665e+06,2.075547858e-09,2.111893626e+06,5.515040285e-11,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
56,17,17.117948,23,0.0556776,17,232,17,280,23,232,23,280,-1.699479675e+02,4.351091434e-07,-1.439545135e+02,3.682661642e-08,3.064605241e+06,1.999598687e-08,2.284091896e+06,6.529458066e-10,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
57,17,17.173626,24,0.0556776,17,232,17,280,24,232,24,280,-1.430613098e+02,1.530974259e-06,-1.382036438e+02,7.957018511e-08,2.345083072e+06,1.701988175e-07,2.077631662e+06,2.725819420e-09,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
58,17,17.229303,24,0.0556776,17,232,17,280,24,232,24,280,-1.097457047e+02,5.047053492e-06,-1.376127167e+02,3.167197633e-07,1.613775546e+06,1.286474174e-06,2.044686133e+06,2.624545290e-08,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
59,17,17.284981,24,0.0556776,17,232,17,280,24,232,24,280,-7.279969025e+01,1.563548722e-05,-1.303299866e+02,1.171614940e-06,9.768384192e+05,8.673548489e-06,1.895363007e+06,2.230096042e-07,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
60,17,17.340659,24,0.0556776,17,232,17,280,24,232,24,280,-3.503205109e+01,4.563687253e-05,-1.172209244e+02,4.042715773e-06,5.132373474e+05,5.235885590e-05,1.648495237e+06,1.680655451e-06,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
61,17,17.396336,24,0.0556776,17,232,17,280,24,232,24,280,9.004873633e-01,1.257840195e-04,-9.972913361e+01,1.305358637e-05,2.676956036e+05,2.839069274e-04,1.334164029e+06,1.128252759e-05,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
62,17,17.452014,24,0.0556776,17,232,17,280,24,232,24,280,3.265816116e+01,3.280033998e-04,-7.950622559e+01,3.955201828e-05,2.523124846e+05,1.386471642e-03,9.886276816e+05,6.772249552e-05,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
63,18,17.507692,25,0.0556776,18,232,18,280,25,232,25,280,4.143095398e+01,7.027255488e-04,-6.525979614e+01,6.899348955e-05,3.230433033e+05,4.980911240e-03,7.461154507e+05,1.810709459e-04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
64,18,17.563369,25,0.0556776,18,232,18,280,25,232,25,280,6.443757629e+01,1.664726296e-03,-4.625848007e+01,1.915664907e-04,6.089548087e+05,2.013980336e-02,4.662030280e+05,9.193120440e-04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
65,18,17.619047,25,0.0556776,18,232,18,280,25,232,25,280,8.354753876e+01,3.745056922e-03,-2.845898247e+01,5.015773932e-04,1.039138822e+06,7.367811871e-02,2.514450645e+05,4.200077781e-03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
66,18,17.674724,25,0.0556776,18,232,18,280,25,232,25,280,1.005769958e+02,8.008018136e-03,-1.179936504e+01,1.240518177e-03,1.532395612e+06,2.439614015e-01,1.395936958e+05,1.729913648e-02,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
67,18,17.730402,25,0.0556776,18,232,18,280,25,232,25,280,1.166064148e+02,1.628590748e-02,4.982812881e+00,2.902243054e-03,2.000580185e+06,7.308163710e-01,1.560417750e+05,6.431246674e-02,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
