# producer=CAELIX
# when=2026-02-16T07:31:01
# cwd=
# python=
# command= /core.py --out _Output/08_solitons/08F_sine_gordon_breather_stable/20260216_073100 --soliton --traffic-mode sine_gordon --traffic-boundary sponge --traffic-sponge-width 24 --traffic-sponge-strength 0.2 --n 192 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 0.05 --traffic-gamma 0.0 --traffic-decay 0.0 --soliton-steps 50000 --soliton-sigma 4.0 --soliton-sg-k-start 0.4484 --soliton-sg-k-stop 0.4484 --soliton-sg-k-steps 1 --soliton-sg-amp-start 5.0 --soliton-sg-amp-stop 5.0 --soliton-sg-amp-steps 1 --soliton-lambda-start 0.0 --soliton-lambda-stop 0.0 --soliton-lambda-steps 1
# run_id=20260216_073100
# experiment=08F_sine_gordon_breather_stable
# artefact=soliton_scan
# n=192
# seed=6174
# traffic_mode=sine_gordon
# traffic_c2=0.31
# traffic_gamma=0.0
# traffic_dt=0.05
# traffic_decay=0.0
# traffic_boundary=sponge
# traffic_sponge_width=24
# traffic_sponge_strength=0.2
# soliton_k=0.01
# soliton_lambda_start=0.0
# soliton_lambda_stop=0.0
# soliton_lambda_steps=1
# soliton_steps=50000
# soliton_sigma=4.0
# soliton_sigma_start=4.0
# soliton_sigma_stop=4.0
# soliton_sigma_steps=1
# soliton_amp=100.0
# soliton_init_vev=0
# soliton_vev_sign=1
# soliton_sg_k_start=0.4484
# soliton_sg_k_stop=0.4484
# soliton_sg_k_steps=1
# soliton_sg_amp_start=5.0
# soliton_sg_amp_stop=5.0
# soliton_sg_amp_steps=1
idx,lambda,k,sigma,amp,sg_k,sg_amp,init_vev,vev_sign,phi0,steps,traffic_mode,traffic_boundary,traffic_sponge_width,traffic_sponge_strength,traffic_inject,traffic_decay,traffic_gamma,traffic_dt,traffic_c2,crop_r,src_peak,E_land,E_final,E_ratio,Rg_land,Rg_final,Rg_ratio,Rg_dev_land,Rg_dev_final,Rg_dev_ratio,peak_final,peak_final_crop,peak_dev_land,peak_dev_final,peak_dev_ret,peak_land,peak_land_over_pi,peak_final_over_pi,peak_ret,peak_ret_crop,peak_x_land,peak_y_land,peak_z_land,peak_r_land,peak_x_final,peak_y_final,peak_z_final,peak_r_final,peak_move,cm_dx_land,cm_dy_land,cm_dz_land,cm_r_land,cm_dx_final,cm_dy_final,cm_dz_final,cm_r_final,frac_abs_phi_gt_pi_over2_land,frac_abs_phi_gt_pi_land,frac_abs_phi_gt_2pi_land,frac_abs_phi_gt_pi_over2_final,frac_abs_phi_gt_pi_final,frac_abs_phi_gt_2pi_final,outer_shell_abs_ratio_land,outer_shell_abs_ratio_final,E_land_phys,E_final_phys,E_ratio_phys,E_land_phys_shifted,E_final_phys_shifted,E_ratio_phys_shifted,mean_phi_land,mean_phi_final,mean_abs_phi_land,mean_abs_phi_final,mean_phi_outer_land,mean_phi_outer_final,mean_abs_phi_outer_land,mean_abs_phi_outer_final,mean_phi_shell_land,mean_phi_shell_final,mean_abs_phi_shell_land,mean_abs_phi_shell_final,phi_std_shell_land,phi_std_shell_final,delta_outer_shell_land,delta_outer_shell_final,phi_std_outer_land,phi_std_outer_final,phi_p50_outer_land,phi_p50_outer_final,phi_std_land,phi_std_final,phi_p01_land,phi_p01_final,phi_p05_land,phi_p05_final,phi_p16_land,phi_p16_final,phi_p50_land,phi_p50_final,phi_p84_land,phi_p84_final,phi_p95_land,phi_p95_final,phi_p99_land,phi_p99_final,E_land_kin,E_land_grad,E_land_stiff,E_land_phi4,E_land_sine,E_final_kin,E_final_grad,E_final_stiff,E_final_phi4,E_final_sine,vev_theory,mean_phi_final_err,mean_phi_final_abs_err,vel_abs_max_land,vel_abs_max_final,vel_abs_ratio,E_land_kin_frac,E_final_kin_frac,candidate_score,cm_v,peak_v,vel_rms_land,vel_rms_final,vel_rms_ratio,lap_abs_max_land,lap_abs_max_final,lap_abs_ratio,dE_fast,dE_fast_per_step,dE_phys_shifted,dE_phys_shifted_per_step,status,fail_kind,fail_msg,wall_s,tail_win,tail_vel_rms_min,tail_vel_rms_mean,tail_vel_rms_max,tail_lap_abs_max,tail_dE_phys_shifted_per_step_mean,tail_dE_phys_shifted_per_step_abs_max,tail_frac_abs_phi_gt_pi_min,tail_frac_abs_phi_gt_pi_max,tail_frac_abs_phi_gt_2pi_min,tail_frac_abs_phi_gt_2pi_max,tail_peak_dev_max
0,0.0,0.4484,4.0,5.0,0.4484,5.0,0,1,0.0,50000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,24,5.0,8931.59765625,474.9668273925781,0.053178260561279764,4.898978926208687,22.87168674142137,4.668664039165757,4.898978926208687,22.87168674142137,4.668664039165757,4.401073932647705,0.006794450804591179,0.25,0.006794450804591179,0.027177803218364716,0.25,0.07957747154594767,1.400905342587539,17.60429573059082,0.027177803218364716,96,96,96,0.0,63,63,63,57.15767664977295,57.15767664977295,0.0,0.0,0.0,0.0,0.3214213833330891,0.3214213833330891,0.3214213833330894,0.5567181665719829,0.0,0.0,0.0,0.0,0.0,0.0,276075878.5376651,6.051624673031814,4459.967737300969,0.4521413188546896,0.00010137771066664962,4459.967737300969,0.4521413188546896,0.00010137771066664962,0.0021416842937469482,0.00047636148519814014,0.0021416842937469482,0.0005305809318087995,0.0002760759089142084,0.0007258258410729468,0.00027607587981037796,0.0011046170257031918,-9.220022150210174e-21,-0.00010902365078042283,4.610011075105087e-21,0.00018253230815422713,2.4005236603460836e-11,0.0003336734759605954,0.0002760759089142084,0.0008348494918533696,0.004932369105517864,0.02163987047970295,0.0,2.7737687560147606e-05,0.013591660186648369,0.0004627699963748455,0.0,-0.0005089447950012982,0.0,-0.00021128705702722073,0.0,6.283599941525608e-05,0.0,0.0004295842081774026,5.086709279567003e-05,0.000921543790027499,0.005028948653489351,0.0012781022815033793,0.06728658825159073,0.001683159382082522,4454.662109375,0.3211437439918518,0.0,0.0,4.984484181976319,0.4265020489692688,0.014078545793890953,0.0,0.0,0.011560724091529848,0.0,0.00047636148519814014,0.00047636148519814014,5.0,0.037112873047590256,0.007422574609518051,0.9988103887206189,0.9432936809438979,0.0017191958148421221,1.1134586023160122e-05,0.0011431763965233895,0.27518722727230394,0.002692659502974022,0.009784827332518507,0.04615020751953125,0.016908416524529457,0.36637790886148536,-8456.630828857422,-0.16913599929713438,-4459.515595982114,-0.08919209576155751,ok,,,307.2581697087735,512,0.002692659502974022,0.0029428733162301024,0.003353442881130887,0.0444016195833683,-0.0005897926443733739,0.004969208548637107,0.0,0.0,0.0,0.0,0.012712794356048107
