# producer=CAELIX
# when=2026-02-11T23:28:42
# cwd=
# python=
# command= /core.py --out _Output/02_interference/02A_double_slit_single_slit_control/20260211_232841 --double-slit --ds-single-slit --ds-source sine --ds-omega 0.80 --ds-gun-speed 0.0 --ds-burn 600 --ds-window 200 --ds-sample-every 4 --ds-amp 1000.0 --traffic-mode telegraph --traffic-gamma 0.0001 --traffic-boundary sponge --traffic-sponge-width 32 --traffic-sponge-strength 1.0 --n 512 --ds-wall-x 256 --ds-detector-x 470 --ds-gun-stop 246 --ds-steps 5000 --ds-slit-width 8 --ds-sample-every 1
# run_id=20260211_232841
# experiment=02A_double_slit_single_slit_control
# artefact=double_slit
# n=512
# ds_steps=5000
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.25
# traffic_gamma=0.0001
# traffic_dt=1.0
# traffic_decay=0.0
# double-slit
# n=512 steps=5000 wall_x=256 detector_x=470 cz=256 cy=256
# slits: slit_sep=16 slit_width=8 single_slit=1 y1=[252:260] y2=[0:0] z=[0:512)
# detector: line_y at x=470, z=256; intensity=phi^2
# detector_y=[32:480) boundary=sponge sponge_width=32 sponge_strength=1
# gun: start=10 stop=246 speed=0
# src: mode=sine amp=1000 omega=0.8 half_period=0
# chirality: select=0 field=none
# sampling: burn=600 sample_every=1 samples=4400 window=200
# dump_samples=0
# section:pattern_mean
y,y_off,intensity,intensity_norm
339,83,2.52985422124e-12,0.00268187568811
340,84,2.46533816581e-12,0.00261348279848
341,85,2.40310908923e-12,0.00254751431453
342,86,2.3430887104e-12,0.00248388725119
343,87,2.28381809753e-12,0.002421055008
344,88,2.22353006775e-12,0.00235714421029
345,89,2.16115196359e-12,0.00229101774355
346,90,2.09715725139e-12,0.00222317752518
347,91,2.03350985681e-12,0.00215570549509
348,92,1.9720170622e-12,0.00209051753704
349,93,1.9130882488e-12,0.00202804763239
350,94,1.8556100566e-12,0.00196711551821
351,95,1.79757663953e-12,0.00190559481515
352,96,1.73783594171e-12,0.00184226423913
353,97,1.67713114814e-12,0.00177791163388
354,98,1.61725065378e-12,0.00171443286081
355,99,1.55978035353e-12,0.00165350911282
356,100,1.50483628784e-12,0.00159526340334
357,101,1.45079615034e-12,0.00153797594001
358,102,1.39598161918e-12,0.00147986754893
359,103,1.34008067968e-12,0.00142060746614
360,104,1.28434001849e-12,0.00136151729294
361,105,1.2306446966e-12,0.00130459536553
362,106,1.1795552974e-12,0.00125043595331
363,107,1.12984102355e-12,0.00119773429909
364,108,1.07989242742e-12,0.00114478424193
365,109,1.02916434081e-12,0.00109100785394
366,110,9.78923606268e-13,0.00103774810348
367,111,9.30914326095e-13,0.00098685389771
368,112,8.85355486899e-13,0.000938557382365
369,113,8.41025461101e-13,0.000891563521041
370,114,7.96552488361e-13,0.000844418122952
371,115,7.51959702675e-13,0.000797145712237
372,116,7.08814790086e-13,0.000751408178758
373,117,6.68153698904e-13,0.000708303721996
374,118,6.29413304355e-13,0.000667235378447
