# producer=CAELIX
# when=2026-02-25T13:07:07
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06E_relativity_twin_paradox_window_peak/20260225_130706 --relativity --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --rel-L 48 --rel-v-frac 0.3 --rel-v-frac-ref 0.1 --rel-steps 1500 --rel-slab 8 --rel-amp 500 --rel-sigma 2.25 --rel-threshold 0.01 --rel-refractory 10 --rel-detect window_peak --rel-start-threshold 0.01 --rel-peak-window 12 --rel-accept-threshold -1.0
# run_id=20260225_130706
# experiment=06E_relativity_twin_paradox_window_peak
# artefact=relativity_lightbox
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# rel_steps=1500
# rel_L=48
# rel_v_frac=0.3
# rel_v_frac_ref=0.1
# rel_v_ref=0.05567764362830022
# rel_v=0.16703293088490065
# rel_slab=8
# rel_amp=500.0
# rel_sigma=2.25
# rel_threshold=0.01
# rel_refractory=10
# rel_detect=window_peak
# rel_start_threshold=0.01
# rel_peak_window=12
# rel_accept_threshold=-1.0
t,x_s,x_s_f,x_m,v_ref,a_sx,a_sy,b_sx,b_sy,a_mx,a_my,b_mx,b_my,phi_sa,phi_sb,phi_ma,phi_mb,e_sa,e_sb,e_ma,e_mb,hit_sa,hit_sb,hit_ma,hit_mb,hits_sa,hits_sb,hits_ma,hits_mb,T0_est,Tp_est,c_axis_est,c_diag_est,ratio_est,gamma_corr_est,gamma_pred_axis,anisotropy_A,ratio_pred,ratio_err,gamma_sr,cap_s,cap_m,t_peak_s,t_peak_m,e_peak_s,e_peak_m,hit_t_s,hit_t_m,accept_t_s,accept_t_m
0,14,14.000000,14,0.0556776,14,232,14,280,14,232,14,280,5.000000000e+02,0.000000000e+00,5.000000000e+02,0.000000000e+00,2.501521289e+07,0.000000000e+00,2.501521289e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
1,14,14.055678,14,0.0556776,14,232,14,280,14,232,14,280,9.120383301e+02,0.000000000e+00,9.120383301e+02,0.000000000e+00,5.403276921e+07,0.000000000e+00,5.403276921e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
2,14,14.111355,14,0.0556776,14,232,14,280,14,232,14,280,1.173390625e+03,0.000000000e+00,1.173390625e+03,0.000000000e+00,8.709393536e+07,0.000000000e+00,8.709393536e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
3,14,14.167033,15,0.0556776,14,232,14,280,15,232,15,280,1.261238403e+03,0.000000000e+00,1.177669434e+03,0.000000000e+00,1.112268661e+08,0.000000000e+00,1.029539490e+08,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
4,14,14.222711,15,0.0556776,14,232,14,280,15,232,15,280,1.193560059e+03,0.000000000e+00,1.135096924e+03,0.000000000e+00,1.185022981e+08,0.000000000e+00,1.103998976e+08,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
5,14,14.278388,15,0.0556776,14,232,14,280,15,232,15,280,1.016965515e+03,0.000000000e+00,9.893140869e+02,0.000000000e+00,1.081965137e+08,0.000000000e+00,1.018586629e+08,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
6,14,14.334066,15,0.0556776,14,232,14,280,15,232,15,280,7.875141602e+02,0.000000000e+00,7.873171997e+02,0.000000000e+00,8.544502454e+07,0.000000000e+00,8.173888299e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
7,14,14.389744,15,0.0556776,14,232,14,280,15,232,15,280,5.526004639e+02,0.000000000e+00,5.711567383e+02,0.000000000e+00,5.802677208e+07,0.000000000e+00,5.685374463e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
8,14,14.445421,15,0.0556776,14,232,14,280,15,232,15,280,3.407626343e+02,0.000000000e+00,3.684101257e+02,0.000000000e+00,3.314651304e+07,0.000000000e+00,3.366706445e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
9,15,14.501099,16,0.0556776,15,232,15,280,16,232,16,280,1.911037903e+02,0.000000000e+00,2.681142883e+02,0.000000000e+00,1.649856889e+07,0.000000000e+00,1.912036099e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
10,15,14.556776,16,0.0556776,15,232,15,280,16,232,16,280,4.114377975e+01,0.000000000e+00,1.153121338e+02,0.000000000e+00,6.913583771e+06,0.000000000e+00,9.294565078e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
11,15,14.612454,16,0.0556776,15,232,15,280,16,232,16,280,-8.313192749e+01,0.000000000e+00,-1.911903000e+01,0.000000000e+00,4.112088889e+06,0.000000000e+00,5.040312545e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
12,15,14.668132,16,0.0556776,15,232,15,280,16,232,16,280,-1.838621216e+02,0.000000000e+00,-1.326045227e+02,0.000000000e+00,5.934415579e+06,0.000000000e+00,5.246950272e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
13,15,14.723809,16,0.0556776,15,232,15,280,16,232,16,280,-2.641666870e+02,0.000000000e+00,-2.251150665e+02,0.000000000e+00,9.974378203e+06,0.000000000e+00,8.190042705e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
14,15,14.779487,16,0.0556776,15,232,15,280,16,232,16,280,-3.286653442e+02,0.000000000e+00,-2.995494080e+02,0.000000000e+00,1.432947744e+07,0.000000000e+00,1.216913116e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
15,15,14.835165,17,0.0556776,15,232,15,280,17,232,17,280,-3.812069092e+02,0.000000000e+00,-3.176932678e+02,0.000000000e+00,1.783150159e+07,0.000000000e+00,1.282372889e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
16,15,14.890842,17,0.0556776,15,232,15,280,17,232,17,280,-4.212277832e+02,0.000000000e+00,-3.758842773e+02,0.000000000e+00,1.992622169e+07,0.000000000e+00,1.594374667e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
17,15,14.946520,17,0.0556776,15,232,15,280,17,232,17,280,-4.428841553e+02,0.000000000e+00,-4.152195129e+02,0.000000000e+00,2.045450848e+07,0.000000000e+00,1.794065169e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
18,15,15.002198,17,0.0556776,15,232,15,280,17,232,17,280,-4.390168457e+02,0.000000000e+00,-4.302257690e+02,0.000000000e+00,1.950318718e+07,0.000000000e+00,1.848054297e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
19,15,15.057875,17,0.0556776,15,232,15,280,17,232,17,280,-4.071985779e+02,0.000000000e+00,-4.171722412e+02,0.000000000e+00,1.735242582e+07,0.000000000e+00,1.756776030e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
20,15,15.113553,17,0.0556776,15,232,15,280,17,232,17,280,-3.527571411e+02,0.000000000e+00,-3.780748901e+02,0.000000000e+00,1.443040351e+07,0.000000000e+00,1.548772388e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
21,15,15.169231,18,0.0556776,15,232,15,280,18,232,18,280,-2.863322144e+02,0.000000000e+00,-3.453680420e+02,0.000000000e+00,1.121303425e+07,0.000000000e+00,1.361626796e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
22,15,15.224908,18,0.0556776,15,232,15,280,18,232,18,280,-2.184178467e+02,0.000000000e+00,-2.854311218e+02,0.000000000e+00,8.106556788e+06,0.000000000e+00,1.087317713e+07,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
23,15,15.280586,18,0.0556776,15,232,15,280,18,232,18,280,-1.555037689e+02,0.000000000e+00,-2.211327362e+02,0.000000000e+00,5.380314505e+06,0.000000000e+00,8.010220080e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
24,15,15.336263,18,0.0556776,15,232,15,280,18,232,18,280,-1.000660400e+02,0.000000000e+00,-1.590108643e+02,0.000000000e+00,3.180750266e+06,0.000000000e+00,5.377873193e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
25,15,15.391941,18,0.0556776,15,232,15,280,18,232,18,280,-5.272129822e+01,0.000000000e+00,-1.027229996e+02,0.000000000e+00,1.587881576e+06,0.000000000e+00,3.208279194e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
26,15,15.447619,18,0.0556776,15,232,15,280,18,232,18,280,-1.349644661e+01,0.000000000e+00,-5.409756851e+01,0.000000000e+00,6.441184088e+05,0.000000000e+00,1.638476144e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
27,16,15.503296,19,0.0556776,16,232,16,280,19,232,19,280,1.284523392e+01,0.000000000e+00,-3.662178421e+01,0.000000000e+00,3.782866087e+05,0.000000000e+00,1.213359096e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
28,16,15.558974,19,0.0556776,16,232,16,280,19,232,19,280,4.195572662e+01,0.000000000e+00,1.566954732e+00,0.000000000e+00,5.426952965e+05,0.000000000e+00,6.044060518e+05,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
29,16,15.614652,19,0.0556776,16,232,16,280,19,232,19,280,7.021401215e+01,0.000000000e+00,3.472648239e+01,0.000000000e+00,1.146104216e+06,0.000000000e+00,6.064635553e+05,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
30,16,15.670329,19,0.0556776,16,232,16,280,19,232,19,280,1.001296005e+02,0.000000000e+00,6.616598511e+01,0.000000000e+00,1.993960027e+06,0.000000000e+00,1.083627161e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
31,16,15.726007,19,0.0556776,16,232,16,280,19,232,19,280,1.311535645e+02,0.000000000e+00,9.787373352e+01,0.000000000e+00,2.898956644e+06,0.000000000e+00,1.849910771e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
32,16,15.781685,19,0.0556776,16,232,16,280,19,232,19,280,1.602419128e+02,0.000000000e+00,1.292864838e+02,0.000000000e+00,3.721023395e+06,0.000000000e+00,2.717271436e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
33,16,15.837362,20,0.0556776,16,232,16,280,20,232,20,280,1.841772919e+02,0.000000000e+00,1.427433014e+02,0.000000000e+00,4.369203556e+06,0.000000000e+00,3.037172688e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
34,16,15.893040,20,0.0556776,16,232,16,280,20,232,20,280,2.013159485e+02,0.000000000e+00,1.692611542e+02,0.000000000e+00,4.782305114e+06,0.000000000e+00,3.783651193e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
35,16,15.948718,20,0.0556776,16,232,16,280,20,232,20,280,2.112288055e+02,0.000000000e+00,1.898333282e+02,0.000000000e+00,4.915476671e+06,0.000000000e+00,4.329954254e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
36,16,16.004395,20,0.0556776,16,232,16,280,20,232,20,280,2.130949402e+02,0.000000000e+00,2.033658295e+02,0.000000000e+00,4.747697757e+06,0.000000000e+00,4.608312322e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
37,16,16.060073,20,0.0556776,16,232,16,280,20,232,20,280,2.050282898e+02,0.000000000e+00,2.086330872e+02,0.000000000e+00,4.299496625e+06,0.000000000e+00,4.585519430e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
38,16,16.115750,20,0.0556776,16,232,16,280,20,232,20,280,1.854131927e+02,0.000000000e+00,2.038098450e+02,0.000000000e+00,3.638423526e+06,0.000000000e+00,4.270548494e+06,0.000000000e+00,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
39,16,16.171428,21,0.0556776,16,232,16,280,21,232,21,280,1.550732574e+02,0.000000000e+00,1.952182312e+02,0.000000000e+00,2.864273084e+06,6.548409720e-38,3.957296534e+06,2.119322337e-40,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
40,16,16.227106,21,0.0556776,16,232,16,280,21,232,21,280,1.180907822e+02,0.000000000e+00,1.733584595e+02,0.000000000e+00,2.081391493e+06,1.839634872e-34,3.335729157e+06,8.871828224e-37,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
41,16,16.282783,21,0.0556776,16,232,16,280,21,232,21,280,8.029498291e+01,3.727825544e-21,1.424450836e+02,4.377818934e-23,1.372930059e+06,1.300053290e-31,2.612220829e+06,8.946784751e-34,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
42,16,16.338461,21,0.0556776,16,232,16,280,21,232,21,280,4.653384399e+01,2.087751650e-19,1.070905075e+02,3.395527139e-21,7.940229118e+05,4.103224075e-29,1.882926766e+06,3.886548070e-31,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
43,16,16.394139,21,0.0556776,16,232,16,280,21,232,21,280,1.878663635e+01,5.856096698e-18,7.238087463e+01,1.321418702e-19,3.831079407e+05,7.311837653e-27,1.225391331e+06,9.247665646e-29,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
44,16,16.449816,21,0.0556776,16,232,16,280,21,232,21,280,-3.766700745e+00,1.096989591e-16,4.186827850e+01,3.323446265e-18,1.691160455e+05,8.361056690e-25,6.965975525e+05,1.376066902e-26,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
45,17,16.505494,22,0.0556776,17,232,17,280,22,232,22,280,-1.681968307e+01,1.084296405e-15,3.041677666e+01,1.943375153e-17,1.490555316e+05,4.527824686e-23,5.146440832e+05,3.326571750e-25,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
46,17,16.561172,22,0.0556776,17,232,17,280,22,232,22,280,-3.522185135e+01,1.254843905e-14,6.868380547e+00,3.048328905e-16,2.931289553e+05,2.694451283e-21,2.465364049e+05,2.663830142e-23,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
47,17,16.616849,22,0.0556776,17,232,17,280,22,232,22,280,-5.384392166e+01,1.208409593e-13,-1.344441223e+01,3.841689133e-15,5.932027740e+05,1.226548328e-19,1.776041190e+05,1.593396348e-21,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
48,17,16.672527,22,0.0556776,17,232,17,280,22,232,22,280,-7.291674042e+01,9.959329368e-13,-3.222212601e+01,4.031870730e-14,9.743615425e+05,4.404099638e-18,2.961412614e+05,7.363208266e-20,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
49,17,16.728205,22,0.0556776,17,232,17,280,22,232,22,280,-9.169305420e+01,7.170280428e-12,-5.075031281e+01,3.614498295e-13,1.350950788e+06,1.277690690e-16,5.620659424e+05,2.699463321e-18,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
50,17,16.783882,22,0.0556776,17,232,17,280,22,232,22,280,-1.087517929e+02,4.580309743e-11,-6.955749512e+01,2.821145444e-12,1.649739322e+06,3.053285142e-15,9.160291371e+05,8.021905897e-17,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
51,17,16.839560,23,0.0556776,17,232,17,280,23,232,23,280,-1.223020630e+02,2.627883744e-10,-7.807910156e+01,8.394237562e-12,1.824098642e+06,6.105686212e-14,1.068781915e+06,6.272422705e-16,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
52,17,16.895237,23,0.0556776,17,232,17,280,23,232,23,280,-1.304430542e+02,1.367484237e-09,-9.641790009e+01,5.471966283e-11,1.855969551e+06,1.035186403e-12,1.430138912e+06,1.378572723e-14,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
53,17,16.950915,23,0.0556776,17,232,17,280,23,232,23,280,-1.314228516e+02,6.506067241e-09,-1.132129211e+02,3.205861687e-10,1.749185661e+06,1.504543942e-11,1.741689313e+06,2.556712755e-13,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
54,17,17.006593,23,0.0556776,17,232,17,280,23,232,23,280,-1.240208435e+02,2.848901914e-08,-1.270746078e+02,1.702882058e-09,1.524686005e+06,1.892152012e-10,1.967420378e+06,4.045841143e-12,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
55,17,17.062270,23,0.0556776,17,232,17,280,23,232,23,280,-1.081167831e+02,1.154569063e-07,-1.363942719e+02,8.260974127e-09,1.221565500e+06,2.075617437e-09,2.079895349e+06,5.515040285e-11,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
56,17,17.117948,23,0.0556776,17,232,17,280,23,232,23,280,-8.524317169e+01,4.351096550e-07,-1.396512451e+02,3.682661642e-08,8.953749003e+05,1.999715070e-08,2.061501933e+06,6.529458381e-10,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
57,17,17.173626,24,0.0556776,17,232,17,280,24,232,24,280,-5.870063782e+01,1.530978125e-06,-1.368555908e+02,7.957018511e-08,6.081884375e+05,1.702154390e-07,1.957612435e+06,2.725819506e-09,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
58,17,17.229303,24,0.0556776,17,232,17,280,24,232,24,280,-3.296190643e+01,5.047079867e-06,-1.295135498e+02,3.167197633e-07,4.119672888e+05,1.286678921e-06,1.761402003e+06,2.624545309e-08,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
59,17,17.284981,24,0.0556776,17,232,17,280,24,232,24,280,-1.255414772e+01,1.563564729e-05,-1.154159164e+02,1.171614940e-06,3.298986743e+05,8.675745869e-06,1.473479686e+06,2.230096199e-07,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
60,17,17.340659,24,0.0556776,17,232,17,280,24,232,24,280,-9.474955797e-01,4.563773473e-05,-9.593770599e+01,4.042715773e-06,3.460920439e+05,5.237953550e-05,1.136325236e+06,1.680655832e-06,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
61,17,17.396336,24,0.0556776,17,232,17,280,24,232,24,280,1.740606129e-01,1.257882686e-04,-7.293995667e+01,1.305358637e-05,4.122326260e+05,2.840786779e-04,7.968743646e+05,1.128253338e-05,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
62,17,17.452014,24,0.0556776,17,232,17,280,24,232,24,280,-8.685605049e+00,3.280225501e-04,-4.835400772e+01,3.955201828e-05,4.685674825e+05,1.387736854e-03,4.985427163e+05,6.772257436e-05,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
63,18,17.507692,25,0.0556776,18,232,18,280,25,232,25,280,1.880858040e+01,7.027511019e-04,-3.781492996e+01,6.899348955e-05,2.569250627e+05,4.984140153e-03,3.924494529e+05,1.810710752e-04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
64,18,17.563369,25,0.0556776,18,232,18,280,25,232,25,280,2.901117563e+00,1.664831419e-03,-1.563070774e+01,1.915664907e-04,2.946658405e+05,2.015974298e-02,2.107452300e+05,9.193136452e-04,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
65,18,17.619047,25,0.0556776,18,232,18,280,25,232,25,280,-1.593281269e+01,3.745456459e-03,3.994890213e+00,5.015774514e-04,2.837303721e+05,7.378826369e-02,1.375858328e+05,4.200093416e-03,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
66,18,17.674724,25,0.0556776,18,232,18,280,25,232,25,280,-3.070457268e+01,8.009432815e-03,2.113400459e+01,1.240518293e-03,2.252893476e+05,2.445069693e-01,1.865208323e+05,1.729927051e-02,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
67,18,17.730402,25,0.0556776,18,232,18,280,25,232,25,280,-3.567594910e+01,1.629058644e-02,3.707392883e+01,2.902243519e-03,1.533382675e+05,7.332433844e-01,3.503917716e+05,6.431345832e-02,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
68,18,17.786080,25,0.0556776,18,232,18,280,25,232,25,280,-2.834087753e+01,3.152458742e-02,5.352742004e+01,6.430237554e-03,1.253150400e+05,1.987344152e+00,5.958826690e+05,2.159309390e-01,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.048284837e+00,0,0,-1,-1,nan,nan,-1,-1,-1,-1
