# producer=CAELIX
# when=2026-02-25T13:07:07
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06E_relativity_twin_paradox_window_peak/20260225_130706 --relativity --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --rel-L 48 --rel-v-frac 0.3 --rel-v-frac-ref 0.1 --rel-steps 1500 --rel-slab 8 --rel-amp 500 --rel-sigma 2.25 --rel-threshold 0.01 --rel-refractory 10 --rel-detect window_peak --rel-start-threshold 0.01 --rel-peak-window 12 --rel-accept-threshold -1.0
# run_id=20260225_130706
# experiment=06E_relativity_twin_paradox_window_peak
# artefact=relativity_lightbox
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# rel_steps=1500
# rel_L=48
# rel_v_frac=0.3
# rel_v_frac_ref=0.1
# rel_v_ref=0.05567764362830022
# rel_v=0.16703293088490065
# rel_slab=8
# rel_amp=500.0
# rel_sigma=2.25
# rel_threshold=0.01
# rel_refractory=10
# rel_detect=window_peak
# rel_start_threshold=0.01
# rel_peak_window=12
# rel_accept_threshold=-1.0
t,x_s,x_s_f,x_m,v_ref,a_sx,a_sy,b_sx,b_sy,a_mx,a_my,b_mx,b_my,phi_sa,phi_sb,phi_ma,phi_mb,e_sa,e_sb,e_ma,e_mb,hit_sa,hit_sb,hit_ma,hit_mb,hits_sa,hits_sb,hits_ma,hits_mb,T0_est,Tp_est,c_axis_est,c_diag_est,ratio_est,gamma_corr_est,gamma_pred_axis,anisotropy_A,ratio_pred,ratio_err,gamma_sr,cap_s,cap_m,t_peak_s,t_peak_m,e_peak_s,e_peak_m,hit_t_s,hit_t_m,accept_t_s,accept_t_m
443,39,38.665196,88,0.0556776,39,232,39,280,88,232,88,280,1.236051865e+02,6.582138062e+01,-8.918016052e+01,-5.420489502e+01,1.834529773e+06,5.723526997e+05,2.176254983e+06,3.976014589e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
444,39,38.720874,88,0.0556776,39,232,39,280,88,232,88,280,8.261457825e+01,6.060565948e+01,-6.154231262e+01,-5.108863068e+01,1.103828980e+06,4.837943142e+05,1.172998063e+06,4.095668857e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
445,39,38.776551,88,0.0556776,39,232,39,280,88,232,88,280,4.060160065e+01,5.168336487e+01,-3.709223175e+01,-4.771615982e+01,5.727076228e+05,3.645831530e+05,5.383011423e+05,3.911517991e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
446,39,38.832229,88,0.0556776,39,232,39,280,88,232,88,280,2.928266764e+00,3.966036606e+01,-1.297754860e+01,-4.490678787e+01,2.613659084e+05,2.350118845e+05,2.771076560e+05,3.447130994e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
447,39,38.887907,89,0.0556776,39,232,39,280,89,232,89,280,-2.728734589e+01,2.528650665e+01,2.613897562e+00,-4.476079559e+01,1.519372080e+05,1.281528759e+05,3.237343944e+05,3.250650101e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
448,39,38.943584,89,0.0556776,39,232,39,280,89,232,89,280,-4.948565292e+01,8.936808586e+00,3.273121643e+01,-4.300503922e+01,2.058525669e+05,8.445496131e+04,5.386972761e+05,2.599809983e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
449,39,38.999262,89,0.0556776,39,232,39,280,89,232,89,280,-6.460063934e+01,-9.461815834e+00,6.521764374e+01,-4.004017258e+01,3.753166741e+05,1.419884410e+05,9.885658308e+05,1.904621307e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
450,39,39.054940,89,0.0556776,39,232,39,280,89,232,89,280,-7.392873383e+01,-3.002364349e+01,9.792573547e+01,-3.455257416e+01,6.081996866e+05,3.244227501e+05,1.596254380e+06,1.269826549e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
451,39,39.110617,89,0.0556776,39,232,39,280,89,232,89,280,-7.874043274e+01,-5.236709213e+01,1.285701141e+02,-2.586807632e+01,8.506533254e+05,6.309606680e+05,2.284074774e+06,7.719379439e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
452,39,39.166295,89,0.0556776,39,232,39,280,89,232,89,280,-8.044567108e+01,-7.539155579e+01,1.555447693e+02,-1.423240757e+01,1.053853508e+06,1.032333681e+06,2.967369359e+06,4.651084323e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
453,39,39.221973,90,0.0556776,39,232,39,280,90,232,90,280,-8.071344757e+01,-9.751471710e+01,1.682595215e+02,-1.155638409e+01,1.186218913e+06,1.474832840e+06,3.290550029e+06,4.294663969e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
454,39,39.277650,90,0.0556776,39,232,39,280,90,232,90,280,-8.124491882e+01,-1.171082230e+02,1.859738159e+02,2.408315897e+00,1.242402749e+06,1.890983735e+06,3.783600011e+06,3.976537655e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
455,39,39.333328,90,0.0556776,39,232,39,280,90,232,90,280,-8.331953430e+01,-1.327478485e+02,1.949949799e+02,1.654277611e+01,1.240966774e+06,2.213127776e+06,4.063406856e+06,6.066695847e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
456,39,39.389005,90,0.0556776,39,232,39,280,90,232,90,280,-8.735131073e+01,-1.431684418e+02,1.933667755e+02,2.943547440e+01,1.208592865e+06,2.386190524e+06,4.099127586e+06,1.015052008e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
457,39,39.444683,90,0.0556776,39,232,39,280,90,232,90,280,-9.261370087e+01,-1.471731110e+02,1.811834717e+02,3.986238098e+01,1.158888328e+06,2.377671936e+06,3.896030072e+06,1.534862294e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
458,40,39.500361,91,0.0556776,40,232,40,280,91,232,91,280,-8.854435730e+01,-1.385593567e+02,1.710688171e+02,4.127900314e+01,1.001120204e+06,2.037946851e+06,3.692162466e+06,1.613659488e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
459,40,39.556038,91,0.0556776,40,232,40,280,91,232,91,280,-8.723744202e+01,-1.334355316e+02,1.492188263e+02,4.750208664e+01,8.726890550e+05,1.830691341e+06,3.185839437e+06,2.120971471e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
460,40,39.611716,91,0.0556776,40,232,40,280,91,232,91,280,-8.323079681e+01,-1.205962372e+02,1.260201492e+02,5.020681763e+01,7.271993148e+05,1.497086903e+06,2.556018541e+06,2.532548578e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
461,40,39.667394,91,0.0556776,40,232,40,280,91,232,91,280,-7.509468842e+01,-1.007605286e+02,1.039442902e+02,4.982939148e+01,5.671190111e+05,1.096330190e+06,1.875961069e+06,2.794324691e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
462,40,39.723071,91,0.0556776,40,232,40,280,91,232,91,280,-6.204368591e+01,-7.522635651e+01,8.316256714e+01,4.714547729e+01,4.061413509e+05,7.029345652e+05,1.227899535e+06,2.874844788e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
463,40,39.778749,91,0.0556776,40,232,40,280,91,232,91,280,-4.421876907e+01,-4.555661392e+01,6.220387650e+01,4.304225540e+01,2.645355656e+05,3.923434686e+05,6.915121607e+05,2.759999004e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
464,40,39.834427,92,0.0556776,40,232,40,280,92,232,92,280,-2.274672318e+01,-1.350194454e+01,4.975877762e+01,4.141366577e+01,1.624270148e+05,2.262902742e+05,4.883890590e+05,2.703021568e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
465,40,39.890104,92,0.0556776,40,232,40,280,92,232,92,280,3.505781591e-01,1.893868446e+01,2.475981331e+01,3.719312668e+01,1.171647547e+05,2.411413905e+05,2.333659679e+05,2.378160590e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
466,40,39.945782,92,0.0556776,40,232,40,280,92,232,92,280,2.250245857e+01,4.963526154e+01,-2.619204521e+00,3.319910049e+01,1.425577835e+05,4.414795470e+05,1.953507474e+05,1.917611520e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
467,40,40.001460,92,0.0556776,40,232,40,280,92,232,92,280,4.135189819e+01,7.675895691e+01,-3.156970596e+01,2.935372543e+01,2.446734921e+05,7.995830346e+05,3.604478152e+05,1.403146380e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
468,40,40.057137,92,0.0556776,40,232,40,280,92,232,92,280,5.572153473e+01,9.927382660e+01,-6.061114883e+01,2.508308601e+01,4.132574614e+05,1.260176775e+06,6.905418935e+05,9.253812974e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
469,40,40.112815,92,0.0556776,40,232,40,280,92,232,92,280,6.607215118e+01,1.170625687e+02,-8.801928711e+01,1.961166763e+01,6.154186937e+05,1.749379057e+06,1.130827663e+06,5.569615608e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
470,40,40.168493,93,0.0556776,40,232,40,280,93,232,93,280,7.385237885e+01,1.305231781e+02,-1.019052200e+02,1.957076454e+01,8.012985995e+05,2.186975477e+06,1.397858415e+06,5.183938812e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
471,40,40.224170,93,0.0556776,40,232,40,280,93,232,93,280,8.005709076e+01,1.399250793e+02,-1.239722748e+02,1.149830532e+01,9.221872992e+05,2.500631511e+06,1.879011155e+06,3.257233699e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
472,40,40.279848,93,0.0556776,40,232,40,280,93,232,93,280,8.417765045e+01,1.450209808e+02,-1.409909210e+02,1.480050206e+00,9.493565192e+05,2.639177860e+06,2.297386923e+06,2.940563984e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
473,40,40.335525,93,0.0556776,40,232,40,280,93,232,93,280,8.450869751e+01,1.451639709e+02,-1.519861450e+02,-9.660312653e+00,8.824466348e+05,2.581652114e+06,2.593635515e+06,4.208081514e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
474,40,40.391203,93,0.0556776,40,232,40,280,93,232,93,280,7.953560638e+01,1.397389984e+02,-1.563222198e+02,-2.072854042e+01,7.450350444e+05,2.340021715e+06,2.728819767e+06,6.856244087e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
475,40,40.446881,93,0.0556776,40,232,40,280,93,232,93,280,6.910297394e+01,1.285243530e+02,-1.538332977e+02,-3.050129318e+01,5.716997219e+05,1.955450939e+06,2.689898533e+06,1.044166513e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
476,41,40.502558,94,0.0556776,41,232,41,280,94,232,94,280,7.128929901e+01,1.237300720e+02,-1.498782501e+02,-3.263446426e+01,5.645136537e+05,1.765147455e+06,2.585487352e+06,1.115542129e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
477,41,40.558236,94,0.0556776,41,232,41,280,94,232,94,280,5.421239090e+01,1.051718063e+02,-1.372960663e+02,-3.948891830e+01,3.824622975e+05,1.297769544e+06,2.296986617e+06,1.499179364e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
478,41,40.613914,94,0.0556776,41,232,41,280,94,232,94,280,3.393322754e+01,8.168586731e+01,-1.196912460e+02,-4.355872345e+01,2.275808713e+05,8.437438231e+05,1.902713138e+06,1.819990764e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
479,41,40.669591,94,0.0556776,41,232,41,280,94,232,94,280,1.164644337e+01,5.435667801e+01,-9.876435852e+01,-4.496001434e+01,1.227859197e+05,4.728299608e+05,1.455186575e+06,2.023678945e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
480,41,40.725269,94,0.0556776,41,232,41,280,94,232,94,280,-1.071977806e+01,2.458708954e+01,-7.646485901e+01,-4.393312073e+01,7.799062774e+04,2.408790481e+05,1.008354531e+06,2.085536632e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
481,41,40.780947,94,0.0556776,41,232,41,280,94,232,94,280,-3.031133461e+01,-6.057781219e+00,-5.463478470e+01,-4.074721146e+01,8.590202323e+04,1.812307813e+05,6.131828335e+05,2.005775197e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
482,41,40.836624,95,0.0556776,41,232,41,280,95,232,95,280,-4.427087402e+01,-3.605082321e+01,-4.161938095e+01,-3.919253159e+01,1.247083131e+05,2.999708048e+05,4.266054345e+05,1.993837885e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
483,41,40.892302,95,0.0556776,41,232,41,280,95,232,95,280,-5.105172729e+01,-6.402278137e+01,-2.149985695e+01,-3.415584183e+01,1.685978970e+05,5.757715615e+05,1.994859792e+05,1.775327956e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
484,41,40.947980,95,0.0556776,41,232,41,280,95,232,95,280,-5.093583679e+01,-8.877196503e+01,-2.489841938e+00,-2.853704071e+01,1.985934314e+05,9.639009339e+05,1.131136399e+05,1.457778803e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,0,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
485,41,41.003657,95,0.0556776,41,232,41,280,95,232,95,280,-4.539785385e+01,-1.092672577e+02,1.675743675e+01,-2.308459091e+01,2.071968253e+05,1.403234845e+06,1.701355206e+05,1.086435131e+05,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,1,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
486,41,41.059335,95,0.0556776,41,232,41,280,95,232,95,280,-3.611232758e+01,-1.247357178e+02,3.720338440e+01,-1.811002731e+01,1.963553075e+05,1.824853998e+06,3.562822536e+05,7.229090635e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,1,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
487,41,41.115012,95,0.0556776,41,232,41,280,95,232,95,280,-2.459131622e+01,-1.347864532e+02,5.865918732e+01,-1.334356976e+01,1.717857395e+05,2.161051827e+06,6.443292403e+05,4.319611692e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,1,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
488,41,41.170690,96,0.0556776,41,232,41,280,96,232,96,280,-1.253022385e+01,-1.394243622e+02,7.079471588e+01,-1.405223656e+01,1.387417247e+05,2.354447723e+06,8.034258927e+05,4.035855188e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,1,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
489,41,41.226368,96,0.0556776,41,232,41,280,96,232,96,280,-2.038141489e+00,-1.388816071e+02,8.965907288e+01,-8.616393089e+00,1.017911640e+05,2.367637602e+06,1.146495299e+06,2.548065350e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,1,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
490,41,41.282045,96,0.0556776,41,232,41,280,96,232,96,280,4.914808273e+00,-1.333695374e+02,1.061132660e+02,-1.923088431e+00,6.623835517e+04,2.192682138e+06,1.483246863e+06,2.423851982e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,1,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
491,41,41.337723,96,0.0556776,41,232,41,280,96,232,96,280,7.510256290e+00,-1.229272461e+02,1.196906815e+02,5.961999416e+00,3.805251001e+04,1.857026103e+06,1.771950588e+06,3.530922910e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,1,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
492,41,41.393401,96,0.0556776,41,232,41,280,96,232,96,280,6.583268166e+00,-1.074526596e+02,1.298581543e+02,1.461935902e+01,2.145532169e+04,1.421334698e+06,1.972070317e+06,5.585519477e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,1,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
493,41,41.449078,96,0.0556776,41,232,41,280,96,232,96,280,4.048802853e+00,-8.687156677e+01,1.355184021e+02,2.337523460e+01,1.627222768e+04,9.672251903e+05,2.050361196e+06,8.206177026e+04,0,0,0,0,2,2,2,2,204.000000,211.000000,4.705882353e-01,4.844553581e-01,1.034313725e+00,1.064792506e+00,1.069647769e+00,9.713758501e-01,1.039030011e+00,-4.539123748e-03,1.048284837e+00,1,0,398,405,5.242501199e+05,1.554668734e+05,-1,-1,-1,-1
