# producer=CAELIX
# when=2026-02-24T12:04:35
# cwd=
# python=
# command= /core.py --out _Output/08_solitons/08E_sine_gordon_breather_baseline/20260224_120434 --soliton --traffic-mode sine_gordon --traffic-boundary sponge --traffic-sponge-width 24 --traffic-sponge-strength 0.2 --n 96 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 0.05 --traffic-gamma 0.0 --traffic-decay 0.0 --soliton-steps 5000 --soliton-sigma-start 3.2 --soliton-sigma-stop 3.6 --soliton-sigma-steps 5 --soliton-sg-k-start 0.08 --soliton-sg-k-stop 0.08 --soliton-sg-k-steps 1 --soliton-sg-amp-start 7.5 --soliton-sg-amp-stop 11.0 --soliton-sg-amp-steps 8 --soliton-lambda-start 0.0 --soliton-lambda-stop 0.0 --soliton-lambda-steps 1
# run_id=20260224_120434
# experiment=08E_sine_gordon_breather_baseline
# artefact=soliton_scan
# n=96
# seed=6174
# traffic_mode=sine_gordon
# traffic_c2=0.31
# traffic_gamma=0.0
# traffic_dt=0.05
# traffic_decay=0.0
# traffic_boundary=sponge
# traffic_sponge_width=24
# traffic_sponge_strength=0.2
# soliton_k=0.01
# soliton_lambda_start=0.0
# soliton_lambda_stop=0.0
# soliton_lambda_steps=1
# soliton_steps=5000
# soliton_sigma=4.0
# soliton_sigma_start=3.2
# soliton_sigma_stop=3.6
# soliton_sigma_steps=5
# soliton_amp=100.0
# soliton_init_vev=0
# soliton_vev_sign=1
# soliton_sg_k_start=0.08
# soliton_sg_k_stop=0.08
# soliton_sg_k_steps=1
# soliton_sg_amp_start=7.5
# soliton_sg_amp_stop=11.0
# soliton_sg_amp_steps=8
idx,lambda,k,sigma,amp,sg_k,sg_amp,init_vev,vev_sign,phi0,steps,traffic_mode,traffic_boundary,traffic_sponge_width,traffic_sponge_strength,traffic_inject,traffic_decay,traffic_gamma,traffic_dt,traffic_c2,crop_r,src_peak,E_land,E_final,E_ratio,Rg_land,Rg_final,Rg_ratio,Rg_dev_land,Rg_dev_final,Rg_dev_ratio,peak_final,peak_final_crop,peak_dev_land,peak_dev_final,peak_dev_ret,peak_land,peak_land_over_pi,peak_final_over_pi,peak_ret,peak_ret_crop,peak_x_land,peak_y_land,peak_z_land,peak_r_land,peak_x_final,peak_y_final,peak_z_final,peak_r_final,peak_move,cm_dx_land,cm_dy_land,cm_dz_land,cm_r_land,cm_dx_final,cm_dy_final,cm_dz_final,cm_r_final,frac_abs_phi_gt_pi_over2_land,frac_abs_phi_gt_pi_land,frac_abs_phi_gt_2pi_land,frac_abs_phi_gt_pi_over2_final,frac_abs_phi_gt_pi_final,frac_abs_phi_gt_2pi_final,outer_shell_abs_ratio_land,outer_shell_abs_ratio_final,E_land_phys,E_final_phys,E_ratio_phys,E_land_phys_shifted,E_final_phys_shifted,E_ratio_phys_shifted,mean_phi_land,mean_phi_final,mean_abs_phi_land,mean_abs_phi_final,mean_phi_outer_land,mean_phi_outer_final,mean_abs_phi_outer_land,mean_abs_phi_outer_final,mean_phi_shell_land,mean_phi_shell_final,mean_abs_phi_shell_land,mean_abs_phi_shell_final,phi_std_shell_land,phi_std_shell_final,delta_outer_shell_land,delta_outer_shell_final,phi_std_outer_land,phi_std_outer_final,phi_p50_outer_land,phi_p50_outer_final,phi_std_land,phi_std_final,phi_p01_land,phi_p01_final,phi_p05_land,phi_p05_final,phi_p16_land,phi_p16_final,phi_p50_land,phi_p50_final,phi_p84_land,phi_p84_final,phi_p95_land,phi_p95_final,phi_p99_land,phi_p99_final,E_land_kin,E_land_grad,E_land_stiff,E_land_phi4,E_land_sine,E_final_kin,E_final_grad,E_final_stiff,E_final_phi4,E_final_sine,vev_theory,mean_phi_final_err,mean_phi_final_abs_err,vel_abs_max_land,vel_abs_max_final,vel_abs_ratio,E_land_kin_frac,E_final_kin_frac,candidate_score,cm_v,peak_v,vel_rms_land,vel_rms_final,vel_rms_ratio,lap_abs_max_land,lap_abs_max_final,lap_abs_ratio,dE_fast,dE_fast_per_step,dE_phys_shifted,dE_phys_shifted_per_step,status,fail_kind,fail_msg,wall_s,tail_win,tail_vel_rms_min,tail_vel_rms_mean,tail_vel_rms_max,tail_lap_abs_max,tail_dE_phys_shifted_per_step_mean,tail_dE_phys_shifted_per_step_abs_max,tail_frac_abs_phi_gt_pi_min,tail_frac_abs_phi_gt_pi_max,tail_frac_abs_phi_gt_2pi_min,tail_frac_abs_phi_gt_2pi_max,tail_peak_dev_max,tailp_peak_r_min,tailp_peak_r_mean,tailp_peak_r_max,tailp_vel_rms_mean,tailp_lap_abs_max,tailp_frac_abs_phi_gt_pi_max,tailp_frac_abs_phi_gt_2pi_max,tailp_peak_dev_max
10,0.0,0.08,3.3000000000000003,8.367284323993847,0.08,8.367284323993847,0,1,0.0,5000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,19,8.367284774780273,14044.9462890625,8992.833984375,0.640289667136582,4.041657960120523,5.446891980778408,1.3476875169852276,4.041657960120523,5.446891980778408,1.3476875169852276,2.046724319458008,2.046724319458008,0.4183642268180847,2.046724319458008,4.8922068099000615,0.4183642268180847,0.13316946942183414,0.651492585176275,4.8922068099000615,4.8922068099000615,48,48,48,0.0,48,48,48,0.0,0.0,-2.0286843042533493e-16,-1.0143421521266747e-16,-1.5849096126979292e-18,2.268193378385739e-16,-0.00896657405683179,-0.00896657405683186,-0.008966574056831851,0.015530561836261723,0.0,0.0,0.0,0.0013654984069185253,0.0,0.0,518610899.37309355,9251.555717926853,7007.093984718323,3938.3326503372195,0.5620493544008796,7007.093984718323,3938.3326503372195,0.5620493544008796,0.003991351928561926,0.04647010564804077,0.003991351928561926,0.04663946107029915,0.0005186109337955713,0.0066231898963451385,0.0005186109337955713,0.006936161778867245,6.637438184787124e-20,-3.2268100932629306e-07,6.637438184787124e-20,7.497282336927678e-07,0.0,2.353476848312569e-06,0.0005186109337955712,0.006623512577354465,0.008743577636778355,0.05151646211743355,0.0,0.00012443361629266292,0.023969093337655067,0.13631559908390045,0.0,-0.001957678236067295,0.0,-0.0007976779597811401,0.0,0.0028132037166506084,0.0,0.009883380495011806,0.00014856774942018092,0.0612482875585556,0.010625512339174747,0.20381028950214386,0.1211080551147461,0.7038780450820923,7004.9609375,0.7392572402954102,0.0,0.0,1.3937899780273437,3876.590087890625,17.51211811065674,0.0,0.0,44.2304443359375,0.0,0.04647010564804077,0.04647010564804077,8.367284774780273,5.7603936195373535,0.6884424009207483,0.9996955874685034,0.984322664455145,0.40405461118592206,3.106733713995098e-06,0.0,0.48598286297573523,0.36152891281172267,0.7439128832610165,0.11264610290527344,0.4410438537597656,3.915305033949102,-5052.1123046875,-1.010624585854671,-3068.761334381103,-0.6138750418845975,ok,,,76.11636708398873,512,0.016229399767856586,0.24236977113491082,0.4099369877758593,1.386953353881836,2.737867305998698,281.5722401104663,0.0,0.002073534617913316,0.0,0.0,4.722493648529053,0.0,0.11182653059879132,3.0,0.08763898313908956,1.386953353881836,0.0002694219256877378,0.0,4.722493648529053
11,0.0,0.08,3.3000000000000003,8.83784048009036,0.08,8.83784048009036,0,1,0.0,5000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,19,8.83784008026123,15669.0732421875,8170.05224609375,0.521412601741924,4.041657969432338,5.824944396991495,1.4412264573218265,4.041657969432338,5.824944396991495,1.4412264573218265,2.9217402935028076,2.9217402935028076,0.44189199805259705,2.9217402935028076,6.611887760762397,0.44189199805259705,0.14065859160565003,0.9300188202834739,6.611887760762397,6.611887760762397,48,48,48,0.0,48,48,48,0.0,0.0,0.0,0.0,0.0,0.0,-0.002503779392813096,-0.002503779392813184,-0.002503779392813183,0.004336673119296338,0.0,0.0,0.0,0.0042313592609450595,0.0,0.0,547776384.3158703,8000.053435880549,7817.3778029561045,2903.48073638916,0.3714136388919597,7817.3778029561045,2903.48073638916,0.3714136388919597,0.004215816035866737,-0.07435790449380875,0.00421581557020545,0.07438857853412628,0.0005477762897498906,-0.009991097263991833,0.0005477763479575515,0.010970525443553925,0.0,-3.510253232528282e-07,-6.637438184787124e-20,1.3713055208228102e-06,1.2881613044167958e-10,4.200445193159815e-06,0.0005477762897498906,-0.00999074623866858,0.009235294535756111,0.0744175836443901,0.0,-5.331416832632385e-05,0.025317056104540825,0.1944611370563507,0.0,-1.0356010508537292,0.0,-0.3143429160118103,0.0,-0.09655426442623138,0.0,-0.022543450817465782,0.00015692283341195434,-0.008090626448392868,0.011223064735531807,-0.0012772256741300225,0.12791886925697327,0.00020865538157522668,7814.9990234375,0.8247432637214661,0.0,0.0,1.5540362548828126,2785.95849609375,32.119994201660155,0.0,0.0,85.40224609375001,0.0,-0.07435790449380875,0.07435790449380875,8.83784008026123,4.311931133270264,0.48789422461950804,0.9996957062101175,0.9595236714256408,0.45773417353273194,8.675081254843645e-07,0.0,0.5133133354238536,0.3064823144764601,0.5970667296679352,0.11898088455200195,0.8288555145263672,6.966291414349894,-7499.02099609375,-1.5001042200627626,-4913.897066566944,-0.9829760085150918,ok,,,82.9701547500008,512,0.019169049337437787,0.243789397450453,0.4122357136416141,1.4684715270996094,3.9720798716802532,282.0785139231821,0.0,0.002478126738481768,0.0,0.0,4.873496055603027,0.0,0.10350971173724564,2.8284271247461903,0.08828462614324857,1.4684715270996094,0.0003219920575292476,0.0,4.873496055603027
12,0.0,0.08,3.3000000000000003,9.334859594473754,0.08,9.334859594473754,0,1,0.0,5000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,19,9.334859848022461,17481.015625,6715.45263671875,0.3841568922983415,4.041657848473093,5.438510803946195,1.3456138564526985,4.041657848473093,5.438510803946195,1.3456138564526985,4.786657810211182,4.786657810211182,0.46674299240112305,4.786657810211182,10.255446547974064,0.46674299240112305,0.14856890878828335,1.523640502769074,10.255446547974064,10.255446547974064,48,48,48,0.0,48,48,48,0.0,0.0,0.0,-4.0748156128407983e-17,0.0,4.0748156128407983e-17,-0.0009219046154208024,-0.0009219046154207134,-0.0009219046154207379,0.0015967856336409874,0.0,0.0,0.0,0.010435105109661323,0.002073534617913316,0.0,578582072.6024671,13645.163276401207,8721.36364315033,402.83868103027345,0.046189873225462724,8721.36364315033,402.83868103027345,0.046189873225462724,0.004452903755009174,0.10084152966737747,0.004452903755009174,0.10147668421268463,0.0005785819375887513,0.013316560536623001,0.0005785819957964122,0.014099779538810253,-2.6549752739148497e-19,-3.038954432446777e-07,-1.3274876369574248e-19,1.0333160262018988e-06,0.0,3.181451346724637e-06,0.0005785819375887515,0.013316864432066245,0.009754667058587074,0.117549367249012,0.0,5.769052222603932e-05,0.026740828529000282,0.31228554248809814,0.0,-0.005065681412816048,0.0,-0.0024892184883356094,0.0,0.0006177183822728693,0.0,0.016058236360549927,0.00016574781329836696,0.10752087086439133,0.011854223906993866,0.4462963730096815,0.1351127326488495,1.6617357730865479,8718.7109375,0.9201150131225586,0.0,0.0,1.7325906372070312,157.1238555908203,84.81341918945313,0.0,0.0,160.90140625,0.0,0.10084152966737747,0.10084152966737747,9.334859848022461,0.8482128977775574,0.09086509188000788,0.9996958382015853,0.39004162954006993,0.2529320980322716,3.194210109303754e-07,0.0,0.5421808998822503,0.07278454099186477,0.13424401524965554,0.1256721019744873,1.3059616088867188,10.39181798003062,-10765.56298828125,-2.1535433063175136,-8318.524962120056,-1.6640377999840081,ok,,,90.16114066699811,512,0.018845308877076732,0.24717627982267415,0.413200002833772,1.4228630065917969,-0.15385242083455763,284.2691971867157,0.0,0.002073534617913316,0.0,0.0,4.786657810211182,0.0,0.10822538446583903,3.0,0.08946553826523335,1.4228630065917969,0.0002694219256877378,0.0,4.786657810211182
13,0.0,0.08,3.3000000000000003,9.859829880935775,0.08,9.859829880935775,0,1,0.0,5000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,19,9.859829902648926,19502.482421875,6901.00439453125,0.3538526145159205,4.041657783325076,5.832243550217388,1.4430325037116813,4.041657783325076,5.832243550217388,1.4430325037116813,3.632633686065674,3.632633686065674,0.49299150705337524,3.632633686065674,7.368552265287555,0.49299150705337524,0.1569240704997353,1.1563032151589687,7.368552265287555,7.368552265287555,48,48,48,0.0,48,48,48,0.0,0.0,-1.4609814684421563e-16,0.0,-1.1413917722204346e-18,1.4610260533779568e-16,0.0021259636352054263,0.002125963635205528,0.0021259636352055343,0.0036822770312197454,0.0,0.0,0.0,0.007771540315919014,0.0005563141657816214,0.0,611120217.5801548,11379.580509180669,9729.881856698988,1386.3307998657228,0.14248177113386418,9729.881856698988,1386.3307998657228,0.14248177113386418,0.004703323822468519,-0.09920990467071533,0.004703323822468519,0.09922918677330017,0.0006111200782470405,-0.013879631645977497,0.0006111201364547014,0.014637183398008347,-1.3274876369574248e-19,-1.3646103370872378e-07,-1.3274876369574248e-19,1.286266396781415e-06,0.0,4.007068689694009e-06,0.0006111200782470406,-0.013879495184943788,0.010303244926035404,0.09808534383773804,0.0,-0.00010841516632353887,0.02824467048048973,0.25609543919563293,0.0,-1.345318078994751,0.0,-0.399615615606308,0.0,-0.12739549577236176,0.0,-0.0237764660269022,0.0001750690717017278,-0.011845435947179794,0.01252087764441967,-0.004099843557924032,0.14271114766597748,-0.001612813794054091,9726.923828125,1.0265152072906494,0.0,0.0,1.9315133666992188,1199.14990234375,56.32042877197266,0.0,0.0,130.86046875,0.0,-0.09920990467071533,0.09920990467071533,9.859829902648926,2.584817409515381,0.26215638961691906,0.9996959851499171,0.8649810726703159,0.2888604171761154,7.366027267892777e-07,0.0,0.5726718456461566,0.20107348863521937,0.3511146744229137,0.13274002075195312,0.6684455871582031,5.035750208351295,-12601.47802734375,-2.520799765421834,-8343.551056833265,-1.669044020170687,ok,,,97.0299177919951,512,0.025099376628067674,0.24289548970863806,0.414621254749022,1.489938735961914,-6.677140781260161,284.8582719781725,0.0,0.002478126738481768,0.0,0.0,4.919966697692871,0.0,0.12133386683658304,3.0,0.08794620316268667,1.489938735961914,0.0003219920575292476,0.0,4.919966697692871
14,0.0,0.08,3.3000000000000003,10.41432324686984,0.08,10.41432324686984,0,1,0.0,5000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,19,10.414322853088379,21757.70703125,10090.80859375,0.46378088367753306,4.041657655626325,7.1680111563630575,1.7735324876872212,4.041657655626325,7.1680111563630575,1.7735324876872212,0.644563615322113,0.644563615322113,0.52071613073349,0.644563615322113,1.2378406914611408,0.52071613073349,0.16574909230784107,0.20517097103139445,1.2378406914611408,1.2378406914611408,48,48,48,0.0,47,47,48,1.4142135623730951,1.4142135623730951,0.0,0.0,-1.0230845278877164e-18,1.0230845278877164e-18,0.014171887521024865,0.014171887521024919,0.014171887521024936,0.024546429225566484,0.0,0.0,0.0,0.0,0.0,0.0,645488034.9338055,3425.3883160456458,10855.020965087413,4945.268995380401,0.4555743384822268,10855.020965087413,4945.268995380401,0.4555743384822268,0.004967827815562487,-0.027479367330670357,0.004967827815562487,0.02747976966202259,0.0006454879185184836,-0.004279506858438253,0.0006454880349338055,0.004962113685905933,0.0,-1.6618585237416502e-07,0.0,1.4486270760233111e-06,0.0,4.393911265780436e-06,0.0006454879185184836,-0.004279340672585879,0.010882675647735596,0.020485084503889084,0.0,-9.591311390977353e-05,0.029833082109689713,0.0506221242249012,0.0,-0.2540139853954315,0.0,-0.08992741852998733,0.0,-0.04062073677778244,0.0,-0.014910553582012653,0.0001849145337473601,-0.007562094833701849,0.013225020840764046,-0.0032152433414012194,0.15073688328266144,-0.0018620530609041452,10851.72265625,1.1452190852165223,0.0,0.0,2.153089752197266,4934.8388671875,2.6577234077453613,0.0,0.0,7.77240478515625,0.0,-0.027479367330670357,0.027479367330670357,10.414322853088379,6.135955333709717,0.5891842820956998,0.9996961490126992,0.9978908875932443,0.0786895903479125,4.910267898693035e-06,0.00028289929233308567,0.604877520948865,0.4079008224615739,0.6743527546232899,0.14020442962646484,0.15051579475402832,1.0735452164745094,-11666.8984375,-2.3338464567913584,-5909.751969707012,-1.182186831307664,ok,,,103.8825899999938,512,0.020260350308348798,0.24364297169409013,0.4156972833654981,1.5063495635986328,5.029562371903264,286.59349613837,0.0,0.002478126738481768,0.0,0.0,4.94420051574707,0.0,0.11192980658431737,2.8284271247461903,0.08836842946184069,1.5063495635986328,0.0003219920575292476,0.0,4.94420051574707
15,0.0,0.08,3.3000000000000003,11.0,0.08,11.0,0,1,0.0,5000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,19,11.0,24273.724609375,7276.69482421875,0.29977660788852917,4.04165773833209,5.211446445991418,1.2894328969434397,4.04165773833209,5.211446445991418,1.2894328969434397,4.476902961730957,4.476902961730957,0.550000011920929,4.476902961730957,8.139823390357638,0.550000011920929,0.17507044119563442,1.4250424722044563,8.139823390357638,8.139823390357638,48,48,48,0.0,48,48,48,0.0,0.0,1.1738109998789083e-16,2.934527499697271e-17,0.0,1.2099366842531545e-16,0.008504097187379774,0.008504097187379706,0.008504097187379666,0.014729528401045253,0.0,0.0,0.0,0.008681872587198032,0.0013654984069185253,0.0,681788660.5858803,10602.869959494818,12110.27320824623,1312.3585626220704,0.10836737867552386,12110.27320824623,1312.3585626220704,0.10836737867552386,0.0052472068928182125,0.07981153577566147,0.0052472068928182125,0.08359779417514801,0.000681788835208863,0.009862271137535572,0.0006817886605858803,0.012041469104588032,1.3274876369574248e-19,-1.1318343995387241e-07,0.0,1.1356791649542968e-06,0.0,3.4862121704023352e-06,0.0006817888352088629,0.009862384320975526,0.011494690552353859,0.10467018187046051,0.0,4.509240170591511e-06,0.03151082247495651,0.2804676592350006,0.0,-0.011037299409508705,0.0,-0.009905258193612099,0.0,-0.006319029740989199,0.0,0.007695475127547979,0.00019531368161551654,0.07963217049837112,0.01396876573562622,0.3829117089509953,0.15921397507190704,1.4961530780792232,12106.595703125,1.2776499271392823,0.0,0.0,2.399855194091797,1106.623779296875,71.84285949707031,0.0,0.0,133.89192382812502,0.0,0.07981153577566147,0.07981153577566147,11.0,2.836150646209717,0.25783187692815607,0.9996963317789788,0.8432327953770952,0.22769613132640515,2.9464949792048674e-06,0.0,0.6388944223085362,0.19316040552624827,0.30233540751270926,0.14808964729309082,1.469766616821289,9.924843793519262,-16997.02978515625,-3.400085974226095,-10797.91464562416,-2.1600149321112543,ok,,,110.90567783398728,512,0.023057911080285678,0.24971109520974494,0.4170672050598543,1.5100250244140625,1.940545726233342,287.34098222695366,0.0,0.002478126738481768,0.0,0.0,4.9609904289245605,0.0,0.12992557305452285,3.0,0.09044468625770759,1.5100250244140625,0.0003219920575292476,0.0,4.9609904289245605
16,0.0,0.08,3.4000000000000004,7.5,0.08,7.5,0,1,0.0,5000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,20,7.5,12341.5146484375,6512.9384765625,0.5277260257019646,4.164131355745023,5.502480067467342,1.321399254102749,4.164131355745023,5.502480067467342,1.321399254102749,4.604785442352295,4.604785442352295,0.375,4.604785442352295,12.279427846272787,0.375,0.1193662073189215,1.4657487300559353,12.279427846272787,12.279427846272787,48,48,48,0.0,48,48,48,0.0,0.0,0.0,-2.8858658076025867e-17,0.0,2.8858658076025867e-17,-0.018309523671401446,-0.01830952367140141,-0.018309523671401463,0.03171302526125234,0.0,0.0,0.0,0.008981297427489444,0.0013493710189927599,0.0,436711642.91622365,126994.25243074757,6157.207478140593,415.6687408447266,0.067509295783915,6157.207478140593,415.6687408447266,0.067509295783915,0.003367427969351411,-0.08406990021467209,0.003367427736520767,0.08650445193052292,0.00043671170715242624,-0.010450082831084728,0.0004367116780485958,0.01198925357311964,2.4134258421775575e-19,-1.7308605184377976e-08,8.044752807258525e-20,9.440684400583493e-08,0.0,3.0765510592269853e-07,0.000436711707152426,-0.010450065522479544,0.007597456686198711,0.1070609763264656,0.0,2.3781485936069657e-07,0.020861757919192314,0.2865961492061615,0.0,-1.520356297492981,0.0,-0.390388548374176,0.0,-0.08829381316900253,0.0,-0.010975765995681286,0.00010115848999703303,0.003966021817177534,0.007984044961631298,0.006670329719781876,0.10697560012340546,0.008040295913815498,6155.369140625,0.612353628873825,0.0,0.0,1.22598388671875,176.44979858398438,79.42487976074219,0.0,0.0,159.7940625,0.0,-0.08406990021467209,0.08406990021467209,7.5,0.7283528447151184,0.09711371262868246,0.9997014332354206,0.42449619431425406,0.47467289875057955,6.343873827015865e-06,0.0,0.42263577969268823,0.07155661696260046,0.16931036225714616,0.09524369239807129,1.23602294921875,12.97747827806579,-5828.576171875,-1.165948424059812,-5741.538737295866,-1.1485374549501632,ok,,,118.04839729199011,512,0.019857188546007584,0.22631898720835095,0.378056146690852,1.4018077850341797,0.1383910354163207,281.009668137679,0.0,0.001784651992861392,0.0,0.0,4.735515594482422,0.0,0.12058034127287977,3.0,0.08163817295267191,1.4018077850341797,0.00023144620004854726,0.0,4.735515594482422
17,0.0,0.08,3.4000000000000004,7.921782149867154,0.08,7.921782149867154,0,1,0.0,5000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,20,7.92178201675415,13768.662109375,7778.7880859375,0.5649632494533343,4.1641313418478445,5.580266922512263,1.3400794702205536,4.1641313418478445,5.580266922512263,1.3400794702205536,3.335731029510498,3.335731029510498,0.396089106798172,3.335731029510498,8.421668185917131,0.396089106798172,0.12607907850356545,1.0617961643432257,8.421668185917131,8.421668185917131,48,48,48,0.0,48,48,48,0.0,0.0,2.069392407543351e-16,2.5867405094291888e-17,0.0,2.0854968714983215e-16,-0.007909113678788533,-0.007909113678788717,-0.007909113678788705,0.013698986734499938,0.0,0.0,0.0,0.00473005324937247,0.00010156556056934751,0.0,461271323.72930646,78692.63226541415,6869.21335167408,2475.350803375244,0.3603543341352154,6869.21335167408,2475.350803375244,0.3603543341352154,0.003556804032996297,0.06627123057842255,0.003556804032996297,0.0663103237748146,0.00046127132372930646,0.009155596606433392,0.00046127132372930646,0.009361417032778263,0.0,-5.686548030178567e-08,0.0,1.1896079811604367e-07,0.0,3.9206660979805223e-07,0.00046127132372930646,0.009155653471913694,0.008024719543755054,0.07580674439668655,0.0,3.722116525750607e-05,0.02203497290611267,0.20135746896266937,0.0,-0.0007583437254652381,0.0,0.0004885753151029348,0.0,0.004646654706448317,0.0,0.011459026485681534,0.00010684740118449554,0.08151097595691681,0.008433048613369465,0.2851007878780365,0.11299165338277817,1.0645025968551636,6867.1630859375,0.68316490650177,0.0,0.0,1.367100830078125,2336.903564453125,41.09717056274414,0.0,0.0,97.350068359375,0.0,0.06627123057842255,0.06627123057842255,7.92178201675415,4.360369682312012,0.5504278801272315,0.9997015283073017,0.9440696491449452,0.5610156179578909,2.7403454159831426e-06,0.0,0.44640379994250295,0.2604111574726308,0.5833533619251716,0.10060000419616699,1.0038032531738281,9.9781631342325,-5989.8740234375,-1.1982144475770153,-4393.8625482988355,-0.878948299319631,ok,,,125.6611944999895,512,0.015009501173783362,0.22560465082463715,0.38030272052901803,1.341156005859375,1.9427939229159787,281.31156156176576,0.0,0.001784651992861392,0.0,0.0,4.64246129989624,0.0,0.09556234457021523,3.0,0.08148094900091221,1.341156005859375,0.00023144620004854726,0.0,4.64246129989624
18,0.0,0.08,3.4000000000000004,8.367284323993847,0.08,8.367284323993847,0,1,0.0,5000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,20,8.367284774780273,15360.84375,7587.16796875,0.49392911562882086,4.16413162384039,5.816110355567048,1.396716261865688,4.16413162384039,5.816110355567048,1.396716261865688,3.500924587249756,3.500924587249756,0.4183642268180847,3.500924587249756,8.36812605579694,0.4183642268180847,0.13316946942183414,1.1143789069055041,8.36812605579694,8.36812605579694,48,48,48,0.0,48,48,48,0.0,0.0,-3.70979170230595e-16,-2.3186198139412188e-17,0.0,3.7170303271447876e-16,-0.0026552321692926754,-0.002655232169292769,-0.002655232169292831,0.0045989970231063845,0.0,0.0,0.0,0.005295918515401692,0.0002756779501168004,0.0,487212199.1782061,56859.16068720469,7663.554607305527,2117.1231234741213,0.27625863348789953,7663.554607305527,2117.1231234741213,0.27625863348789953,0.0037568307016044855,-0.07631482928991318,0.003756830235943198,0.07639569044113159,0.0004872121207881719,-0.010108121670782566,0.0004872121207881719,0.01092473603785038,-1.608950561451705e-19,-6.214251288047608e-08,-1.608950561451705e-19,1.921357798225138e-07,0.0,6.235977309292562e-07,0.00048721212078817205,-0.010108059528269686,0.008476010523736477,0.0822485163807869,0.0,-1.0250592822558247e-05,0.023274168372154236,0.2170119434595108,0.0,-1.1647154092788696,0.0,-0.32454290986061096,0.0,-0.09670376032590866,0.0,-0.016007283702492714,0.00011285625805612653,-0.006300748325884342,0.008907304145395756,-0.0002880102547351271,0.11934604495763779,0.0017367223044857383,7661.26806640625,0.762164831161499,0.0,0.0,1.5243760681152345,1958.939453125,45.12290863037109,0.0,0.0,113.06076171875,0.0,-0.07631482928991318,0.07631482928991318,8.367284774780273,3.5032105445861816,0.4186794926766642,0.999701634422087,0.9252836698087036,0.5082225805873875,9.199834013014627e-07,0.0,0.47150852378861574,0.23842386205494892,0.5056618279966406,0.10625743865966797,1.0531291961669922,9.911110313321785,-7773.67578125,-1.5550461654830967,-5546.431483831406,-1.1095081984059623,ok,,,133.0371987499966,512,0.020009365290088142,0.2268835343387505,0.3823501352936384,1.4531211853027344,3.275793615829016,281.7225517568836,0.0,0.001784651992861392,0.0,0.0,4.84481954574585,0.0,0.10915703317119058,2.8284271247461903,0.0820136883722997,1.4531211853027344,0.00023144620004854726,0.0,4.84481954574585
19,0.0,0.08,3.4000000000000004,8.83784048009036,0.08,8.83784048009036,0,1,0.0,5000,sine_gordon,sponge,24,0.2,1.0,0.0,0.0,0.05,0.31,20,8.83784008026123,17137.134765625,6651.40771484375,0.3881283426787109,4.164131520517963,5.475900882297401,1.3150163138017963,4.164131520517963,5.475900882297401,1.3150163138017963,4.765007495880127,4.765007495880127,0.44189199805259705,4.765007495880127,10.783194800719073,0.44189199805259705,0.14065859160565003,1.5167489936785126,10.783194800719073,10.783194800719073,48,48,48,0.0,48,48,48,0.0,0.0,1.6626327889562327e-16,0.0,0.0,1.6626327889562327e-16,-0.0011686002909817677,-0.001168600290981907,-0.001168600290981883,0.002024075077720343,0.0,0.0,0.0,0.00932952220658435,0.001784651992861392,0.0,514611718.24485064,86058.394531433,8549.749158043862,306.34818389892575,0.03583124817301852,8549.749158043862,306.34818389892575,0.03583124817301852,0.003968105185776949,0.08926531672477722,0.003968105185776949,0.08990435302257538,0.0005146117182448506,0.011775540187954903,0.0005146117182448506,0.01240179967135191,0.0,-4.948865841870777e-08,0.0,1.4410812193838484e-07,0.0,4.4858794250760987e-07,0.0005146117182448506,0.011775589676613322,0.008952680975198746,0.11020011454820633,0.0,1.0421626939205453e-05,0.02458305098116398,0.2944960296154022,0.0,-0.004687385633587837,0.0,-0.002744128694757819,0.0,0.000329883536323905,0.0,0.01503632590174675,0.00011920301767531782,0.08973761498928066,0.009408228099346161,0.3878825008869171,0.12605777382850647,1.569822907447815,8547.19921875,0.8502997064590454,0.0,0.0,1.6996395874023438,56.60527801513672,85.80050354003906,0.0,0.0,163.94240234375,0.0,0.08926531672477722,0.08926531672477722,8.83784008026123,0.5109503865242004,0.05781394343911886,0.9997017527360481,0.18477432212822467,0.2527405725350767,4.0489599474298396e-07,0.0,0.4980249939082773,0.04052916748064463,0.08137978610790166,0.11223316192626953,1.2027740478515625,10.71674385010834,-10485.72705078125,-2.097564923140878,-8243.400974144935,-1.6490099968283527,ok,,,140.4840419589891,512,0.019794842743751644,0.22917712009140695,0.38326410673206424,1.4086456298828125,-0.7228489973946044,284.4268924833332,0.0,0.001784651992861392,0.0,0.0,4.766750335693359,0.0,0.11765752794830044,3.0,0.08283484416962619,1.4086456298828125,0.00023144620004854726,0.0,4.766750335693359
