# producer=CAELIX
# when=2026-02-12T10:45:42
# cwd=
# python=
# command= /core.py --out _Output/05_calibration/05A_isotropy_sigma_sweep/20260212_104540 --isotropy --iso-sweep --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --iso-R 128 --iso-steps 512 --iso-amp 50 --iso-sigma-start 1.0 --iso-sigma-stop 8.0 --iso-sigma-steps 64
# run_id=20260212_104540
# experiment=05A_isotropy_sigma_sweep
# artefact=isotropy_sigma_sweep
# n=512
# seed=6174
# lattice_init=sparse
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# iso_R=128
# iso_steps=512
# iso_sigma=3.5
# iso_sweep=1
# iso_sigma_start=1.0
# iso_sigma_stop=8.0
# iso_sigma_steps=64
# iso_amp=50.0
# isotropy_R=128
# isotropy_steps=512
# isotropy_amp=50
# isotropy_sigmas=1.0,1.1111111111111112,1.2222222222222223,1.3333333333333333,1.4444444444444444,1.5555555555555556,1.6666666666666665,1.7777777777777777,1.8888888888888888,2.0,2.111111111111111,2.2222222222222223,2.333333333333333,2.4444444444444446,2.5555555555555554,2.6666666666666665,2.7777777777777777,2.888888888888889,3.0,3.111111111111111,3.2222222222222223,3.333333333333333,3.444444444444444,3.5555555555555554,3.6666666666666665,3.7777777777777777,3.888888888888889,4.0,4.111111111111111,4.222222222222221,4.333333333333333,4.444444444444445,4.555555555555555,4.666666666666666,4.777777777777778,4.888888888888889,5.0,5.111111111111111,5.222222222222222,5.333333333333333,5.444444444444445,5.555555555555555,5.666666666666666,5.777777777777778,5.888888888888888,6.0,6.111111111111111,6.222222222222222,6.333333333333333,6.444444444444444,6.555555555555555,6.666666666666666,6.777777777777778,6.888888888888888,7.0,7.111111111111111,7.222222222222221,7.333333333333333,7.444444444444444,7.555555555555555,7.666666666666666,7.777777777777778,7.888888888888888,8.0
# isotropy_detectors=26
# isotropy_tail_window=20
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1
# traffic_decay=0
# traffic_inject=1
# c_theory=0.556776436283
# c_axis_mean=0.5506869716
sigma,detector,dx,dy,dz,x,y,z,dist,dist_over_R,kind,ux,uy,uz,t_peak,t_peak_f,valid_peak,arrival_frac,tail_len,c_eff,c_eff_int,ratio_vs_axis_mean,delta_c,delta_c_frac,ratio_int_vs_axis_mean,peak_I,peak_phi,peak_I_r2,peak_I_r2_ratio,delta_Ir2_frac,tail_I_mean,tail_I_std,snr_peak_over_tail_mean,snr_peak_over_tail_std
3.2222222222222223,axis_y,0,128,0,256,384,256,128.0,1.0,axis,0.0,1.0,0.0,230,230.47022046163386,True,0.45013714933912863,281.52977953836614,0.5553862869728458,0.5565217391304348,1.0,0.0,0.0,1.0020444367897123,9.832120122733924,3.135621170156549,161089.4560908726,1.0,0.0,1.412688001047571e-06,7.818870385886236e-09,6959866.662308287,1257486009.8054297
3.2222222222222223,axis_z,0,0,128,256,256,384,128.0,1.0,axis,0.0,0.0,1.0,230,230.47022046163386,True,0.45013714933912863,281.52977953836614,0.5553862869728458,0.5565217391304348,1.0,0.0,0.0,1.0020444367897123,9.832120122733924,3.135621170156549,161089.4560908726,1.0,0.0,1.412688001047571e-06,7.818870385886236e-09,6959866.662308287,1257486009.8054297
3.2222222222222223,axis_nx,-128,0,0,128,256,256,128.0,1.0,axis,-1.0,0.0,0.0,230,230.47022046163386,True,0.45013714933912863,281.52977953836614,0.5553862869728458,0.5565217391304348,1.0,0.0,0.0,1.0020444367897123,9.832120122733924,3.135621170156549,161089.4560908726,1.0,0.0,1.412688001047571e-06,7.818870385886236e-09,6959866.662308287,1257486009.8054297
3.2222222222222223,axis_ny,0,-128,0,256,128,256,128.0,1.0,axis,0.0,-1.0,0.0,230,230.47022046163386,True,0.45013714933912863,281.52977953836614,0.5553862869728458,0.5565217391304348,1.0,0.0,0.0,1.0020444367897123,9.832120122733924,3.135621170156549,161089.4560908726,1.0,0.0,1.412688001047571e-06,7.818870385886236e-09,6959866.662308287,1257486009.8054297
3.2222222222222223,axis_nz,0,0,-128,256,256,128,128.0,1.0,axis,0.0,0.0,-1.0,230,230.47022046163386,True,0.45013714933912863,281.52977953836614,0.5553862869728458,0.5565217391304348,1.0,0.0,0.0,1.0020444367897123,9.832120122733924,3.135621170156549,161089.4560908726,1.0,0.0,1.412688001047571e-06,7.818870385886236e-09,6959866.662308287,1257486009.8054297
3.2222222222222223,diag_xy_mm,-91,-91,0,165,165,256,128.69343417595164,1.0054174544996222,diag_xy,-0.7071067811865476,-0.7071067811865476,0.0,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_xy_mp,-91,91,0,165,347,256,128.69343417595164,1.0054174544996222,diag_xy,-0.7071067811865476,0.7071067811865476,0.0,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_xy_pm,91,-91,0,347,165,256,128.69343417595164,1.0054174544996222,diag_xy,0.7071067811865476,-0.7071067811865476,0.0,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_xy_pp,91,91,0,347,347,256,128.69343417595164,1.0054174544996222,diag_xy,0.7071067811865476,0.7071067811865476,0.0,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_xz_mm,-91,0,-91,165,256,165,128.69343417595164,1.0054174544996222,diag_xz,-0.7071067811865476,0.0,-0.7071067811865476,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_xz_mp,-91,0,91,165,256,347,128.69343417595164,1.0054174544996222,diag_xz,-0.7071067811865476,0.0,0.7071067811865476,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_xz_pm,91,0,-91,347,256,165,128.69343417595164,1.0054174544996222,diag_xz,0.7071067811865476,0.0,-0.7071067811865476,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_xz_pp,91,0,91,347,256,347,128.69343417595164,1.0054174544996222,diag_xz,0.7071067811865476,0.0,0.7071067811865476,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_yz_mm,0,-91,-91,256,165,165,128.69343417595164,1.0054174544996222,diag_yz,0.0,-0.7071067811865476,-0.7071067811865476,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_yz_mp,0,-91,91,256,165,347,128.69343417595164,1.0054174544996222,diag_yz,0.0,-0.7071067811865476,0.7071067811865476,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_yz_pm,0,91,-91,256,347,165,128.69343417595164,1.0054174544996222,diag_yz,0.0,0.7071067811865476,-0.7071067811865476,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_yz_pp,0,91,91,256,347,347,128.69343417595164,1.0054174544996222,diag_yz,0.0,0.7071067811865476,0.7071067811865476,231,230.60693666322706,True,0.45040417317036535,281.3930633367729,0.5580640202679267,0.5571144336621283,1.0048213889285529,0.0026777332950809196,0.004821388928552883,1.003111612097414,10.565818796798567,3.2505105440220565,174991.0909125778,1.0862976085403324,0.08629760854033242,1.4127349725919912e-06,7.878174235503926e-09,7478981.551233996,1341150688.0848677
3.2222222222222223,diag_xyz_mmm,-74,-74,-74,182,182,182,128.17175976009693,1.0013418731257573,diag_xyz,-0.5773502691896257,-0.5773502691896257,-0.5773502691896257,229,229.20210365582614,True,0.4476603587027854,282.79789634417386,0.5592084789612659,0.5597020076860129,1.0068820424235772,0.003822191988420154,0.0068820424235771505,1.0077706648766755,10.863522063155335,3.29598574984106,178465.94045351588,1.107868539532724,0.1078685395327239,1.412690078170184e-06,7.75976304731099e-09,7689954.244760136,1399981158.8215826
3.2222222222222223,diag_xyz_mmp,-74,-74,74,182,182,330,128.17175976009693,1.0013418731257573,diag_xyz,-0.5773502691896257,-0.5773502691896257,0.5773502691896257,229,229.20210365582614,True,0.4476603587027854,282.79789634417386,0.5592084789612659,0.5597020076860129,1.0068820424235772,0.003822191988420154,0.0068820424235771505,1.0077706648766755,10.863522063155335,3.29598574984106,178465.94045351588,1.107868539532724,0.1078685395327239,1.412690078170184e-06,7.75976304731099e-09,7689954.244760136,1399981158.8215826
3.2222222222222223,diag_xyz_mpm,-74,74,-74,182,330,182,128.17175976009693,1.0013418731257573,diag_xyz,-0.5773502691896257,0.5773502691896257,-0.5773502691896257,229,229.20210365582614,True,0.4476603587027854,282.79789634417386,0.5592084789612659,0.5597020076860129,1.0068820424235772,0.003822191988420154,0.0068820424235771505,1.0077706648766755,10.863522063155335,3.29598574984106,178465.94045351588,1.107868539532724,0.1078685395327239,1.412690078170184e-06,7.75976304731099e-09,7689954.244760136,1399981158.8215826
3.2222222222222223,diag_xyz_mpp,-74,74,74,182,330,330,128.17175976009693,1.0013418731257573,diag_xyz,-0.5773502691896257,0.5773502691896257,0.5773502691896257,229,229.20210365582614,True,0.4476603587027854,282.79789634417386,0.5592084789612659,0.5597020076860129,1.0068820424235772,0.003822191988420154,0.0068820424235771505,1.0077706648766755,10.863522063155335,3.29598574984106,178465.94045351588,1.107868539532724,0.1078685395327239,1.412690078170184e-06,7.75976304731099e-09,7689954.244760136,1399981158.8215826
3.2222222222222223,diag_xyz_pmm,74,-74,-74,330,182,182,128.17175976009693,1.0013418731257573,diag_xyz,0.5773502691896257,-0.5773502691896257,-0.5773502691896257,229,229.20210365582614,True,0.4476603587027854,282.79789634417386,0.5592084789612659,0.5597020076860129,1.0068820424235772,0.003822191988420154,0.0068820424235771505,1.0077706648766755,10.863522063155335,3.29598574984106,178465.94045351588,1.107868539532724,0.1078685395327239,1.412690078170184e-06,7.75976304731099e-09,7689954.244760136,1399981158.8215826
3.2222222222222223,diag_xyz_pmp,74,-74,74,330,182,330,128.17175976009693,1.0013418731257573,diag_xyz,0.5773502691896257,-0.5773502691896257,0.5773502691896257,229,229.20210365582614,True,0.4476603587027854,282.79789634417386,0.5592084789612659,0.5597020076860129,1.0068820424235772,0.003822191988420154,0.0068820424235771505,1.0077706648766755,10.863522063155335,3.29598574984106,178465.94045351588,1.107868539532724,0.1078685395327239,1.412690078170184e-06,7.75976304731099e-09,7689954.244760136,1399981158.8215826
3.2222222222222223,diag_xyz_ppm,74,74,-74,330,330,182,128.17175976009693,1.0013418731257573,diag_xyz,0.5773502691896257,0.5773502691896257,-0.5773502691896257,229,229.20210365582614,True,0.4476603587027854,282.79789634417386,0.5592084789612659,0.5597020076860129,1.0068820424235772,0.003822191988420154,0.0068820424235771505,1.0077706648766755,10.863522063155335,3.29598574984106,178465.94045351588,1.107868539532724,0.1078685395327239,1.412690078170184e-06,7.75976304731099e-09,7689954.244760136,1399981158.8215826
3.2222222222222223,diag_xyz_ppp,74,74,74,330,330,330,128.17175976009693,1.0013418731257573,diag_xyz,0.5773502691896257,0.5773502691896257,0.5773502691896257,229,229.20210365582614,True,0.4476603587027854,282.79789634417386,0.5592084789612659,0.5597020076860129,1.0068820424235772,0.003822191988420154,0.0068820424235771505,1.0077706648766755,10.863522063155335,3.29598574984106,178465.94045351588,1.107868539532724,0.1078685395327239,1.412690078170184e-06,7.75976304731099e-09,7689954.244760136,1399981158.8215826
3.333333333333333,axis_x,128,0,0,384,256,256,128.0,1.0,axis,1.0,0.0,0.0,230,230.38485241572272,True,0.44997041487445844,281.6151475842773,0.555592082803377,0.5565217391304348,1.0,0.0,0.0,1.0016732713727075,11.361256923456866,3.370646365826125,186142.8334339173,1.0,0.0,1.7313638118973482e-06,9.433699773969348e-09,6562027.486878344,1204326743.0246482
3.333333333333333,axis_y,0,128,0,256,384,256,128.0,1.0,axis,0.0,1.0,0.0,230,230.38485241572272,True,0.44997041487445844,281.6151475842773,0.555592082803377,0.5565217391304348,1.0,0.0,0.0,1.0016732713727075,11.361256923456866,3.370646365826125,186142.8334339173,1.0,0.0,1.7313638118973482e-06,9.433699773969348e-09,6562027.486878344,1204326743.0246482
3.333333333333333,axis_z,0,0,128,256,256,384,128.0,1.0,axis,0.0,0.0,1.0,230,230.38485241572272,True,0.44997041487445844,281.6151475842773,0.555592082803377,0.5565217391304348,1.0,0.0,0.0,1.0016732713727075,11.361256923456866,3.370646365826125,186142.8334339173,1.0,0.0,1.7313638118973482e-06,9.433699773969348e-09,6562027.486878344,1204326743.0246482
3.333333333333333,axis_nx,-128,0,0,128,256,256,128.0,1.0,axis,-1.0,0.0,0.0,230,230.38485241572272,True,0.44997041487445844,281.6151475842773,0.555592082803377,0.5565217391304348,1.0,0.0,0.0,1.0016732713727075,11.361256923456866,3.370646365826125,186142.8334339173,1.0,0.0,1.7313638118973482e-06,9.433699773969348e-09,6562027.486878344,1204326743.0246482
3.333333333333333,axis_ny,0,-128,0,256,128,256,128.0,1.0,axis,0.0,-1.0,0.0,230,230.38485241572272,True,0.44997041487445844,281.6151475842773,0.555592082803377,0.5565217391304348,1.0,0.0,0.0,1.0016732713727075,11.361256923456866,3.370646365826125,186142.8334339173,1.0,0.0,1.7313638118973482e-06,9.433699773969348e-09,6562027.486878344,1204326743.0246482
3.333333333333333,axis_nz,0,0,-128,256,256,128,128.0,1.0,axis,0.0,0.0,-1.0,230,230.38485241572272,True,0.44997041487445844,281.6151475842773,0.555592082803377,0.5565217391304348,1.0,0.0,0.0,1.0016732713727075,11.361256923456866,3.370646365826125,186142.8334339173,1.0,0.0,1.7313638118973482e-06,9.433699773969348e-09,6562027.486878344,1204326743.0246482
3.333333333333333,diag_xy_mm,-91,-91,0,165,165,256,128.69343417595164,1.0054174544996222,diag_xy,-0.7071067811865476,-0.7071067811865476,0.0,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_xy_mp,-91,91,0,165,347,256,128.69343417595164,1.0054174544996222,diag_xy,-0.7071067811865476,0.7071067811865476,0.0,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_xy_pm,91,-91,0,347,165,256,128.69343417595164,1.0054174544996222,diag_xy,0.7071067811865476,-0.7071067811865476,0.0,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_xy_pp,91,91,0,347,347,256,128.69343417595164,1.0054174544996222,diag_xy,0.7071067811865476,0.7071067811865476,0.0,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_xz_mm,-91,0,-91,165,256,165,128.69343417595164,1.0054174544996222,diag_xz,-0.7071067811865476,0.0,-0.7071067811865476,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_xz_mp,-91,0,91,165,256,347,128.69343417595164,1.0054174544996222,diag_xz,-0.7071067811865476,0.0,0.7071067811865476,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_xz_pm,91,0,-91,347,256,165,128.69343417595164,1.0054174544996222,diag_xz,0.7071067811865476,0.0,-0.7071067811865476,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_xz_pp,91,0,91,347,256,347,128.69343417595164,1.0054174544996222,diag_xz,0.7071067811865476,0.0,0.7071067811865476,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_yz_mm,0,-91,-91,256,165,165,128.69343417595164,1.0054174544996222,diag_yz,0.0,-0.7071067811865476,-0.7071067811865476,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_yz_mp,0,-91,91,256,165,347,128.69343417595164,1.0054174544996222,diag_yz,0.0,-0.7071067811865476,0.7071067811865476,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_yz_pm,0,91,-91,256,347,165,128.69343417595164,1.0054174544996222,diag_yz,0.0,0.7071067811865476,-0.7071067811865476,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_yz_pp,0,91,91,256,347,347,128.69343417595164,1.0054174544996222,diag_yz,0.0,0.7071067811865476,0.7071067811865476,231,230.57107874562035,True,0.45033413817503976,281.42892125437965,0.5581508091825074,0.5571144336621283,1.00460540468147,0.0025587263791303494,0.004605404681470082,1.0027400513899873,12.097555927442183,3.47815409771364,200359.7212702974,1.0763762298774036,0.07637622987740356,1.7313005399329735e-06,9.320788946644544e-09,6987553.950575522,1297911152.8748076
3.333333333333333,diag_xyz_mmm,-74,-74,-74,182,182,182,128.17175976009693,1.0013418731257573,diag_xyz,-0.5773502691896257,-0.5773502691896257,-0.5773502691896257,229,229.19662512231397,True,0.4476496584420195,282.803374877686,0.5592218458351919,0.5597020076860129,1.0065331439092868,0.0036297630318148366,0.0065331439092868315,1.00739737841817,12.414437185274734,3.523412718554943,203944.37407969337,1.095633768528058,0.09563376852805794,1.7314565387626417e-06,9.085203193810618e-09,7169938.665712346,1366445738.2452588
3.333333333333333,diag_xyz_mmp,-74,-74,74,182,182,330,128.17175976009693,1.0013418731257573,diag_xyz,-0.5773502691896257,-0.5773502691896257,0.5773502691896257,229,229.19662512231397,True,0.4476496584420195,282.803374877686,0.5592218458351919,0.5597020076860129,1.0065331439092868,0.0036297630318148366,0.0065331439092868315,1.00739737841817,12.414437185274734,3.523412718554943,203944.37407969337,1.095633768528058,0.09563376852805794,1.7314565387626417e-06,9.085203193810618e-09,7169938.665712346,1366445738.2452588
3.333333333333333,diag_xyz_mpm,-74,74,-74,182,330,182,128.17175976009693,1.0013418731257573,diag_xyz,-0.5773502691896257,0.5773502691896257,-0.5773502691896257,229,229.19662512231397,True,0.4476496584420195,282.803374877686,0.5592218458351919,0.5597020076860129,1.0065331439092868,0.0036297630318148366,0.0065331439092868315,1.00739737841817,12.414437185274734,3.523412718554943,203944.37407969337,1.095633768528058,0.09563376852805794,1.7314565387626417e-06,9.085203193810618e-09,7169938.665712346,1366445738.2452588
3.333333333333333,diag_xyz_mpp,-74,74,74,182,330,330,128.17175976009693,1.0013418731257573,diag_xyz,-0.5773502691896257,0.5773502691896257,0.5773502691896257,229,229.19662512231397,True,0.4476496584420195,282.803374877686,0.5592218458351919,0.5597020076860129,1.0065331439092868,0.0036297630318148366,0.0065331439092868315,1.00739737841817,12.414437185274734,3.523412718554943,203944.37407969337,1.095633768528058,0.09563376852805794,1.7314565387626417e-06,9.085203193810618e-09,7169938.665712346,1366445738.2452588
3.333333333333333,diag_xyz_pmm,74,-74,-74,330,182,182,128.17175976009693,1.0013418731257573,diag_xyz,0.5773502691896257,-0.5773502691896257,-0.5773502691896257,229,229.19662512231397,True,0.4476496584420195,282.803374877686,0.5592218458351919,0.5597020076860129,1.0065331439092868,0.0036297630318148366,0.0065331439092868315,1.00739737841817,12.414437185274734,3.523412718554943,203944.37407969337,1.095633768528058,0.09563376852805794,1.7314565387626417e-06,9.085203193810618e-09,7169938.665712346,1366445738.2452588
3.333333333333333,diag_xyz_pmp,74,-74,74,330,182,330,128.17175976009693,1.0013418731257573,diag_xyz,0.5773502691896257,-0.5773502691896257,0.5773502691896257,229,229.19662512231397,True,0.4476496584420195,282.803374877686,0.5592218458351919,0.5597020076860129,1.0065331439092868,0.0036297630318148366,0.0065331439092868315,1.00739737841817,12.414437185274734,3.523412718554943,203944.37407969337,1.095633768528058,0.09563376852805794,1.7314565387626417e-06,9.085203193810618e-09,7169938.665712346,1366445738.2452588
3.333333333333333,diag_xyz_ppm,74,74,-74,330,330,182,128.17175976009693,1.0013418731257573,diag_xyz,0.5773502691896257,0.5773502691896257,-0.5773502691896257,229,229.19662512231397,True,0.4476496584420195,282.803374877686,0.5592218458351919,0.5597020076860129,1.0065331439092868,0.0036297630318148366,0.0065331439092868315,1.00739737841817,12.414437185274734,3.523412718554943,203944.37407969337,1.095633768528058,0.09563376852805794,1.7314565387626417e-06,9.085203193810618e-09,7169938.665712346,1366445738.2452588
3.333333333333333,diag_xyz_ppp,74,74,74,330,330,330,128.17175976009693,1.0013418731257573,diag_xyz,0.5773502691896257,0.5773502691896257,0.5773502691896257,229,229.19662512231397,True,0.4476496584420195,282.803374877686,0.5592218458351919,0.5597020076860129,1.0065331439092868,0.0036297630318148366,0.0065331439092868315,1.00739737841817,12.414437185274734,3.523412718554943,203944.37407969337,1.095633768528058,0.09563376852805794,1.7314565387626417e-06,9.085203193810618e-09,7169938.665712346,1366445738.2452588
3.444444444444444,axis_x,128,0,0,384,256,256,128.0,1.0,axis,1.0,0.0,0.0,230,230.304905150367,True,0.44981426787181056,281.695094849633,0.5557849491587176,0.5565217391304348,1.0,0.0,0.0,1.001325674566813,13.053167068173929,3.6129166982057486,213863.08924496165,1.0,0.0,2.1079121321019406e-06,1.1584751609855952e-08,6192462.612356493,1126754159.9311197
3.444444444444444,axis_y,0,128,0,256,384,256,128.0,1.0,axis,0.0,1.0,0.0,230,230.304905150367,True,0.44981426787181056,281.695094849633,0.5557849491587176,0.5565217391304348,1.0,0.0,0.0,1.001325674566813,13.053167068173929,3.6129166982057486,213863.08924496165,1.0,0.0,2.1079121321019406e-06,1.1584751609855952e-08,6192462.612356493,1126754159.9311197
3.444444444444444,axis_z,0,0,128,256,256,384,128.0,1.0,axis,0.0,0.0,1.0,230,230.304905150367,True,0.44981426787181056,281.695094849633,0.5557849491587176,0.5565217391304348,1.0,0.0,0.0,1.001325674566813,13.053167068173929,3.6129166982057486,213863.08924496165,1.0,0.0,2.1079121321019406e-06,1.1584751609855952e-08,6192462.612356493,1126754159.9311197
3.444444444444444,axis_nx,-128,0,0,128,256,256,128.0,1.0,axis,-1.0,0.0,0.0,230,230.304905150367,True,0.44981426787181056,281.695094849633,0.5557849491587176,0.5565217391304348,1.0,0.0,0.0,1.001325674566813,13.053167068173929,3.6129166982057486,213863.08924496165,1.0,0.0,2.1079121321019406e-06,1.1584751609855952e-08,6192462.612356493,1126754159.9311197
