# producer=CAELIX
# when=2026-02-13T00:14:54
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06A_oscillator_phase_drift_lensing/20260213_001453 --oscillator --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --osc-mass-iters 220512 --osc-mass-inject 2.0 --osc-steps 4000 --osc-burn 800 --osc-warm 400 --osc-sample-every 1 --osc-omega 0.15 --osc-amp 25.0 --osc-r-near 16 --osc-r-far 160 --osc-lens --osc-ray-count 128 --osc-ray-step 0.75 --osc-ray-max 640
# run_id=20260213_001453
# experiment=06A_oscillator_phase_drift_lensing
# artefact=oscillator_phase_drift
# n=512
# seed=6174
# traffic_mode=telegraph
# traffic_c2=0.31
# traffic_gamma=0.001
# traffic_dt=1.0
# traffic_decay=0.0
# mass_iters=220512
# mass_inject=2.0
# mass_amp=1.0
# mass_boundary=zero
# mass_sponge_width=0
# mass_sponge_strength=0.0
# axis=x
# r_near=16
# r_far=160
# omega=0.15
# drive_amp=25.0
# steps=4000
# burn=800
# warm=400
# demod_window=256
# series_every=1
# artefact=oscillator_phase_series
t,phi_near_ac,phi_far_ac
1032,-16.796358108520508,-16.323040008544922
1033,-18.460712432861328,-17.982189178466797
1034,-19.718229293823242,-19.2371768951416
1035,-20.542308807373047,-20.060810089111328
1036,-20.915578842163086,-20.434558868408203
1037,-20.828128814697266,-20.348615646362305
1038,-20.28194236755371,-19.805503845214844
1039,-19.290565490722656,-18.815860748291016
1040,-17.87538719177246,-17.40228843688965
1041,-16.068174362182617,-15.598871231079102
1042,-13.909934997558594,-13.444754600524902
1043,-11.44847297668457,-10.987947463989258
1044,-8.737419128417969,-8.283473014831543
1045,-5.838528156280518,-5.3925089836120605
1046,-2.8191616535186768,-2.3813602924346924
1047,0.254143625497818,0.6830461025238037
1048,3.312861680984497,3.7324891090393066
1049,6.287433624267578,6.698851108551025
1050,9.111174583435059,9.515689849853516
1051,11.721220970153809,12.119878768920898
1052,14.058492660522461,14.452392578125
1053,16.069711685180664,16.459962844848633
1054,17.711942672729492,18.09895133972168
1055,18.948575973510742,19.332460403442383
1056,19.749713897705078,20.13056755065918
1057,20.097370147705078,20.476268768310547
1058,19.984432220458984,20.36329460144043
1059,19.41355323791504,19.793014526367188
1060,18.396974563598633,18.778602600097656
1061,16.958415985107422,17.343982696533203
1062,15.129915237426758,15.52007007598877
1063,12.951008796691895,13.347553253173828
1064,10.472177505493164,10.8764009475708
1065,7.750156879425049,8.162123680114746
1066,4.8450727462768555,5.263829231262207
1067,1.821036696434021,2.2462472915649414
1068,-1.2532646656036377,-0.8209551572799683
1069,-4.30820369720459,-3.8691678047180176
1070,-7.276434898376465,-6.829991340637207
1071,-10.090363502502441,-9.636557579040527
1072,-12.686281204223633,-12.225907325744629
1073,-15.007262229919434,-14.539864540100098
1074,-17.001394271850586,-16.527915954589844
1075,-18.62236213684082,-18.144046783447266
1076,-19.83305549621582,-19.35171890258789
1077,-20.608089447021484,-20.126018524169922
1078,-20.930021286010742,-20.448123931884766
1079,-20.79102897644043,-20.30995750427246
1080,-20.194963455200195,-19.715158462524414
1081,-19.15471076965332,-18.67751693725586
1082,-17.69297218322754,-17.219268798828125
1083,-15.843192100524902,-15.372974395751953
1084,-13.648080825805664,-13.182543754577637
1085,-11.15538215637207,-10.69510269165039
1086,-8.419842720031738,-7.966310501098633
1087,-5.504683494567871,-5.060422420501709
1088,-2.4757189750671387,-2.0409138202667236
1089,0.5996155738830566,1.0263020992279053
1090,3.652014970779419,4.0720415115356445
1091,6.612370014190674,7.026158809661865
1092,9.415420532226562,9.822575569152832
1093,11.999157905578613,12.399680137634277
1094,14.303702354431152,14.698287963867188
1095,16.2773380279541,16.667524337768555
1096,17.876998901367188,18.263185501098633
1097,19.066741943359375,19.448644638061523
1098,19.819034576416016,20.1978759765625
1099,20.116785049438477,20.49410057067871
1100,19.953815460205078,20.331745147705078
1101,19.333080291748047,19.71402931213379
1102,18.269573211669922,18.653945922851562
1103,16.788209915161133,17.175655364990234
1104,14.92070198059082,15.311479568481445
1105,12.708102226257324,13.103144645690918
1106,10.200759887695312,10.601305961608887
1107,7.45589017868042,7.862582683563232
1108,4.53398323059082,4.9466776847839355
1109,1.5005407333374023,1.9184019565582275
1110,-1.5753741264343262,-1.1516166925430298
1111,-4.62586784362793,-4.194737911224365
1112,-7.5824174880981445,-7.1454291343688965
1113,-10.377561569213867,-9.937243461608887
1114,-12.948511123657227,-12.505926132202148
1115,-15.238981246948242,-14.793685913085938
1116,-17.197450637817383,-16.749183654785156
1117,-18.778017044067383,-18.328611373901367
1118,-19.945764541625977,-19.49672508239746
1119,-20.67473602294922,-20.226396560668945
1120,-20.947998046875,-20.500822067260742
1121,-20.76007843017578,-20.31455421447754
1122,-20.115995407104492,-19.672170639038086
1123,-19.02967643737793,-18.58730697631836
1124,-17.524091720581055,-17.08467674255371
1125,-15.634256362915039,-15.199402809143066
1126,-13.403437614440918,-12.972611427307129
1127,-10.88068962097168,-10.453442573547363
1128,-8.122675895690918,-7.699182033538818
1129,-5.1915669441223145,-4.773590087890625
1130,-2.1532931327819824,-1.7438997030258179
1131,0.9239987134933472,1.3247426748275757
1132,3.970407247543335,4.364987850189209
1133,6.91803503036499,7.306200981140137
1134,9.702682495117188,10.08080005645752
1135,12.261101722717285,12.628762245178223
1136,14.534496307373047,14.895598411560059
1137,16.47174072265625,16.827665328979492
1138,18.029787063598633,18.380447387695312
1139,19.173187255859375,19.521133422851562
1140,19.876121520996094,20.224197387695312
1141,20.12407112121582,20.47329330444336
1142,19.910799026489258,20.261213302612305
1143,19.24059295654297,19.5935001373291
1144,18.12969207763672,18.486614227294922
1145,16.603525161743164,16.96432113647461
1146,14.695137023925781,15.059499740600586
1147,12.446333885192871,12.814323425292969
1148,9.908695220947266,10.282002449035645
1149,7.139165878295898,7.519967079162598
1150,4.199809551239014,4.587732791900635
1151,1.1577668190002441,1.5517510175704956
1152,-1.918944239616394,-1.5181243419647217
1153,-4.962378025054932,-4.5517120361328125
1154,-7.904392242431641,-7.483462333679199
1155,-10.677484512329102,-10.249975204467773
1156,-13.219629287719727,-12.786558151245117
1157,-15.474769592285156,-15.035134315490723
1158,-17.391498565673828,-16.94675064086914
1159,-18.926794052124023,-18.47978401184082
1160,-20.04625129699707,-19.597841262817383
1161,-20.724367141723633,-20.274463653564453
1162,-20.945756912231445,-20.496482849121094
1163,-20.70660400390625,-20.25787925720215
1164,-20.012975692749023,-19.56331443786621
1165,-18.87849998474121,-18.43025016784668
1166,-17.328353881835938,-16.88426399230957
1167,-15.398248672485352,-14.959159851074219
1168,-13.131604194641113,-12.698336601257324
1169,-10.579277038574219,-10.153833389282227
1170,-7.798835277557373,-7.381628513336182
1171,-4.852980613708496,-4.442698955535889
1172,-1.8066136837005615,-1.4041589498519897
1173,1.2713648080825806,1.6657286882400513
1174,4.310608863830566,4.698147773742676
1175,7.243889808654785,7.624988555908203
1176,10.006125450134277,10.380971908569336
1177,12.53491497039795,12.903450012207031
1178,14.772459983825684,15.134485244750977
1179,16.668933868408203,17.024431228637695
1180,18.1817626953125,18.532848358154297
1181,19.276317596435547,19.62581443786621
1182,19.92938995361328,20.277103424072266
1183,20.12662124633789,20.47274398803711
1184,19.86250114440918,20.21004295349121
1185,19.142318725585938,19.493677139282227
1186,17.98311996459961,18.337324142456055
1187,16.41153907775879,16.76763916015625
1188,14.461901664733887,14.822490692138672
1189,12.178450584411621,12.545368194580078
1190,9.612338066101074,9.984923362731934
1191,6.8205180168151855,7.199507713317871
1192,3.8664491176605225,4.253811359405518
1193,0.8172883987426758,1.2130342721939087
1194,-2.2589566707611084,-1.8555911779403687
1195,-5.294665336608887,-4.883091926574707
1196,-8.220867156982422,-7.801692962646484
1197,-10.971038818359375,-10.546378135681152
1198,-13.484091758728027,-13.054049491882324
1199,-15.703293800354004,-15.266871452331543
1200,-17.578821182250977,-17.137163162231445
1201,-19.069068908691406,-18.62348747253418
1202,-20.1407413482666,-19.691354751586914
1203,-20.768470764160156,-20.31684684753418
1204,-20.9379825592041,-20.486326217651367
1205,-20.647306442260742,-20.196828842163086
1206,-19.902687072753906,-19.454191207885742
1207,-18.719968795776367,-18.27425765991211
1208,-17.125734329223633,-16.683073043823242
1209,-15.155983924865723,-14.716931343078613
1210,-12.854599952697754,-12.421490669250488
1211,-10.273346900939941,-9.846799850463867
1212,-7.471434593200684,-7.050454139709473
1213,-4.510915756225586,-4.096773147583008
1214,-1.4573673009872437,-1.0517972707748413
1215,1.6197093725204468,2.0170674324035645
1216,4.650670051574707,5.04182767868042
1217,7.5680460929870605,7.953024864196777
1218,10.307000160217285,10.684814453125
1219,12.805343627929688,13.177096366882324
1220,15.00722599029541,15.37366008758545
1221,16.863264083862305,17.22475814819336
1222,18.330581665039062,18.687728881835938
1223,19.376502990722656,19.730844497680664
1224,19.978759765625,20.331884384155273
1225,20.124347686767578,20.47637367248535
1226,19.808740615844727,20.161487579345703
1227,19.03874969482422,19.393644332885742
1228,17.832231521606445,18.189035415649414
1229,16.215566635131836,16.57501792907715
1230,14.225696563720703,14.589776039123535
1231,11.907919883728027,12.278706550598145
1232,9.313637733459473,9.690585136413574
1233,6.500512599945068,6.883544921875
1234,3.532451629638672,3.9229800701141357
1235,0.4770142138004303,0.8752967715263367
1236,-2.5985264778137207,-2.192244052886963
1237,-5.625560760498047,-5.211735725402832
1238,-8.535451889038086,-8.114256858825684
1239,-11.262772560119629,-10.83419132232666
1240,-13.74609661102295,-13.310665130615234
1241,-15.928985595703125,-15.487761497497559
1242,-17.762435913085938,-17.317331314086914
1243,-19.207277297973633,-18.758249282836914
1244,-20.23072052001953,-19.77845001220703
1245,-20.808204650878906,-20.354915618896484
1246,-20.9272518157959,-20.473918914794922
1247,-20.58528709411621,-20.133193969726562
1248,-19.789915084838867,-19.340187072753906
1249,-18.558773040771484,-18.1126708984375
1250,-16.92012596130371,-16.478496551513672
1251,-14.910849571228027,-14.4745454788208
1252,-12.5748872756958,-12.145837783813477
1253,-9.965777397155762,-9.543882369995117
1254,-7.142518520355225,-6.727277755737305
1255,-4.167009353637695,-3.7594916820526123
1256,-1.1057302951812744,-0.7071656584739685
1257,1.9715803861618042,2.360989570617676
1258,4.995570182800293,5.3767194747924805
1259,7.898630619049072,8.271724700927734
1260,10.614988327026367,10.979780197143555
1261,13.084300994873047,13.441044807434082
1262,15.251960754394531,15.601933479309082
1263,17.069143295288086,17.412939071655273
1264,18.493953704833984,18.831357955932617
1265,19.493566513061523,19.826446533203125
1266,20.047008514404297,20.37737274169922
1267,20.141170501708984,20.470521926879883
1268,19.77335548400879,20.103500366210938
1269,18.9531307220459,19.285619735717773
1270,17.69759750366211,18.034509658813477
1271,16.034780502319336,16.377777099609375
1272,14.002979278564453,14.354146003723145
1273,11.647459983825684,12.009264945983887
1274,9.020679473876953,9.393553733825684
1275,6.181079864501953,6.565402984619141
1276,3.1932947635650635,3.5907797813415527
1277,0.12552067637443542,0.5367322564125061
1278,-2.9541547298431396,-2.529707670211792
1279,-5.976753234863281,-5.539891719818115
1280,-8.873778343200684,-8.425803184509277
1281,-11.581868171691895,-11.122286796569824
1282,-14.039698600769043,-13.569002151489258
1283,-16.189666748046875,-15.710724830627441
1284,-17.985288619995117,-17.499155044555664
1285,-19.38655662536621,-18.89463996887207
1286,-20.361268997192383,-19.865577697753906
1287,-20.888248443603516,-20.390365600585938
1288,-20.95467758178711,-20.45737648010254
1289,-20.55985450744629,-20.0650691986084
1290,-19.712528228759766,-19.22213363647461
1291,-18.43132781982422,-17.94696044921875
1292,-16.747087478637695,-16.268884658813477
1293,-14.696269035339355,-14.225513458251953
1294,-12.324247360229492,-11.862483024597168
1295,-9.686835289001465,-9.233111381530762
1296,-6.84264612197876,-6.395710468292236
1297,-3.8542754650115967,-3.414222002029419
1298,-0.7894746661186218,-0.35587912797927856
1299,2.2839853763580322,2.7106094360351562
1300,5.297837257385254,5.717099666595459
1301,8.183755874633789,8.596250534057617
1302,10.87691593170166,11.281407356262207
1303,13.316305160522461,13.713178634643555
1304,15.448018074035645,15.838398933410645
1305,17.223896026611328,17.607973098754883
1306,18.602134704589844,18.981454849243164
1307,19.55287742614746,19.929044723510742
1308,20.054529190063477,20.43018913269043
1309,20.09547996520996,20.471960067749023
1310,19.675968170166016,20.053600311279297
1311,18.805217742919922,19.1856689453125
1312,17.502748489379883,17.88634490966797
1313,15.796692848205566,16.185001373291016
1314,13.726066589355469,14.120923042297363
1315,11.337995529174805,11.740421295166016
1316,8.683425903320312,9.095046043395996
1317,5.822718143463135,6.244016170501709
1318,2.8205313682556152,3.2542409896850586
1319,-0.25704479217529297,0.1923012137413025
1320,-3.338395595550537,-2.8740272521972656
1321,-6.353597640991211,-5.875607490539551
1322,-9.235784530639648,-8.745500564575195
1323,-11.919088363647461,-11.418394088745117
1324,-14.344404220581055,-13.834416389465332
1325,-16.45684242248535,-15.939725875854492
1326,-18.208255767822266,-17.68706703186035
1327,-19.56272315979004,-19.037765502929688
1328,-20.48809242248535,-19.961164474487305
1329,-20.962806701660156,-20.436012268066406
1330,-20.978839874267578,-20.45187759399414
1331,-20.531694412231445,-20.009328842163086
1332,-19.631906509399414,-19.11771583557129
1333,-18.302392959594727,-17.796411514282227
1334,-16.570541381835938,-16.075180053710938
1335,-14.476963996887207,-13.992570877075195
1336,-12.068953514099121,-11.596858024597168
1337,-9.400343894958496,-8.941007614135742
1338,-6.533288478851318,-6.083844184875488
1339,-3.530423641204834,-3.091033458709717
1340,-0.4592074453830719,-0.028640683740377426
1341,2.611339807510376,3.0341274738311768
1342,5.615297317504883,6.027967929840088
1343,8.484162330627441,8.886706352233887
1344,11.152255058288574,11.5443696975708
1345,13.561052322387695,13.94153118133545
1346,15.655827522277832,16.02534294128418
1347,17.38909149169922,17.7473201751709
1348,18.721900939941406,19.069618225097656
1349,19.62384605407715,19.96380043029785
1350,20.07476043701172,20.408477783203125
1351,20.06297492980957,20.39415740966797
1352,19.589773178100586,19.922298431396484
1353,18.666793823242188,19.003196716308594
1354,17.31264877319336,17.65801239013672
1355,15.560101509094238,15.916191101074219
1356,13.44929313659668,13.81687068939209
1357,11.026479721069336,11.407822608947754
1358,8.347397804260254,8.740055084228516
1359,5.4699201583862305,5.8743085861206055
1360,2.458163261413574,2.877542734146118
1361,-0.619818925857544,-0.18462078273296356
1362,-3.6958916187286377,-3.242658853530884
1363,-6.697780609130859,-6.227878093719482
1364,-9.55808162689209,-9.074487686157227
1365,-12.214432716369629,-11.716903686523438
1366,-14.60533618927002,-14.096163749694824
1367,-16.67840576171875,-16.158855438232422
1368,-18.388477325439453,-17.858442306518555
1369,-19.695226669311523,-19.15911293029785
1370,-20.570159912109375,-20.030532836914062
1371,-20.994094848632812,-20.451473236083984
1372,-20.95639419555664,-20.41335105895996
1373,-20.458559036254883,-19.9169864654541
1374,-19.51097869873047,-18.974082946777344
1375,-18.135663986206055,-17.604997634887695
1376,-16.36403465270996,-15.839752197265625
1377,-14.233495712280273,-13.720134735107422
1378,-11.79324722290039,-11.293228149414062
1379,-9.098143577575684,-8.61296558380127
1380,-6.208048343658447,-5.740504264831543
1381,-3.190664529800415,-2.7386295795440674
1382,-0.11323654651641846,0.32559555768966675
1383,2.9563066959381104,3.382005453109741
1384,5.949905872344971,6.361421585083008
1385,8.801573753356934,9.19680118560791
1386,11.445858001708984,11.825984001159668
1387,13.823212623596191,14.189671516418457
1388,15.879864692687988,16.23355484008789
1389,17.567829132080078,17.91330909729004
1390,18.850433349609375,19.190643310546875
1391,19.70009994506836,20.035953521728516
1392,20.096878051757812,20.43157196044922
1393,20.032821655273438,20.367420196533203
1394,19.510356903076172,19.845258712768555
1395,18.539608001708984,18.877811431884766
1396,17.141355514526367,17.485506057739258
1397,15.347261428833008,15.700730323791504
1398,13.19788646697998,13.563179969787598
1399,10.741765022277832,11.120192527770996
1400,8.035120010375977,8.427840232849121
1401,5.139022350311279,5.545390605926514
1402,2.117098808288574,2.538090467453003
1403,-0.9629573822021484,-0.5266886353492737
1404,-4.032199859619141,-3.58089017868042
1405,-7.0210981369018555,-6.553836345672607
1406,-9.86176586151123,-9.379545211791992
1407,-12.491779327392578,-11.995091438293457
1408,-14.85069465637207,-14.34126091003418
1409,-16.88568687438965,-16.365991592407227
1410,-18.552804946899414,-18.023664474487305
1411,-19.812532424926758,-19.278060913085938
1412,-20.637258529663086,-20.09959602355957
1413,-21.009979248046875,-20.46849822998047
1414,-20.920856475830078,-20.378368377685547
1415,-20.371395111083984,-19.83064079284668
1416,-19.37430191040039,-18.838035583496094
1417,-17.95189666748047,-17.423982620239258
1418,-16.13612937927246,-15.618481636047363
1419,-13.969049453735352,-13.462080001831055
1420,-11.499258995056152,-11.003196716308594
1421,-8.780960083007812,-8.296847343444824
1422,-5.875253677368164,-5.406461715698242
1423,-2.846886396408081,-2.395314931869507
1424,0.23542442917823792,0.671286404132843
1425,3.301516056060791,3.7213377952575684
1426,6.283437728881836,6.687468528747559
1427,9.113348960876465,9.504206657409668
1428,11.727782249450684,12.10584831237793
1429,14.069820404052734,14.43528938293457
1430,16.085485458374023,16.439868927001953
1431,17.729148864746094,18.074216842651367
1432,18.96517562866211,19.302526473999023
1433,19.764034271240234,20.096187591552734
1434,20.107566833496094,20.439149856567383
1435,19.989492416381836,20.323497772216797
1436,19.41274070739746,19.74962043762207
1437,18.390625,18.7314510345459
1438,16.945579528808594,17.29357147216797
1439,15.109970092773438,15.468165397644043
1440,12.924186706542969,13.295003890991211
1441,10.437285423278809,10.82443618774414
1442,7.707081317901611,8.111255645751953
1443,4.794363975524902,5.214777946472168
1444,1.7643595933914185,2.202611207962036
1445,-1.315857172012329,-0.8592504858970642
1446,-4.377864360809326,-3.903136968612671
1447,-7.351258754730225,-6.859411716461182
1448,-10.170296669006348,-9.663260459899902
1449,-12.77044677734375,-12.250229835510254
1450,-15.092479705810547,-14.562186241149902
1451,-17.08669662475586,-16.548240661621094
1452,-18.707225799560547,-18.161365509033203
1453,-19.917470932006836,-19.365798950195312
1454,-20.69092559814453,-20.13454246520996
1455,-21.009845733642578,-20.449670791625977
1456,-20.86708641052246,-20.306360244750977
1457,-20.265043258666992,-19.706893920898438
1458,-19.218215942382812,-18.66405487060547
1459,-17.750089645385742,-17.203161239624023
1460,-15.893021583557129,-15.35574722290039
1461,-13.689923286437988,-13.163565635681152
1462,-11.189314842224121,-10.67642879486084
1463,-8.446843147277832,-7.948180675506592
1464,-5.524474143981934,-5.040890693664551
1465,-2.488032579421997,-2.0195391178131104
1466,0.5929862260818481,1.047431230545044
1467,3.6506307125091553,4.0892863273620605
1468,6.616878986358643,7.04026985168457
1469,9.424214363098145,9.83315658569336
1470,12.011069297790527,12.404333114624023
1471,14.317866325378418,14.698513984680176
1472,16.29135513305664,16.662811279296875
1473,17.889184951782227,18.2530460357666
1474,19.07552146911621,19.433786392211914
1475,19.82430648803711,20.17751693725586
1476,20.11819076538086,20.4683780670166
1477,19.949373245239258,20.29938507080078
1478,19.32222557067871,19.674497604370117
1479,18.249990463256836,18.608787536621094
1480,16.758716583251953,17.125810623168945
1481,14.882430076599121,15.258026123046875
1482,12.661251068115234,13.0474271774292
1483,10.145736694335938,10.544243812561035
1484,7.391149997711182,7.803481578826904
1485,4.46045446395874,4.887192249298096
1486,1.4203972816467285,1.8628042936325073
1487,-1.6619681119918823,-1.2025359869003296
1488,-4.715779781341553,-4.241049289703369
1489,-7.6745924949646,-7.185063362121582
1490,-10.472186088562012,-9.96791934967041
1491,-13.043559074401855,-12.5266695022583
1492,-15.332578659057617,-14.804060935974121
1493,-17.287057876586914,-16.74734878540039
1494,-18.863039016723633,-18.31414794921875
1495,-20.02553367614746,-19.47104835510254
1496,-20.7482967376709,-20.190370559692383
1497,-21.01600456237793,-20.456125259399414
1498,-20.821115493774414,-20.261926651000977
1499,-20.168840408325195,-19.61203384399414
1500,-19.074047088623047,-18.522525787353516
1501,-17.559629440307617,-17.01605987548828
1502,-15.66152572631836,-15.127459526062012
1503,-13.42221450805664,-12.900308609008789
1504,-10.891597747802734,-10.382036209106445
1505,-8.12686824798584,-7.630591869354248
1506,-5.188509464263916,-4.707925796508789
1507,-2.1437177658081055,-1.6785224676132202
1508,0.9389321804046631,1.387770414352417
1509,3.9906389713287354,4.422569751739502
1510,6.941452503204346,7.357740879058838
1511,9.72672176361084,10.128179550170898
1512,12.284374237060547,12.672866821289062
1513,14.556105613708496,14.93212604522705
1514,16.490615844726562,16.85531234741211
1515,18.043981552124023,18.399362564086914
1516,19.182859420776367,19.529478073120117
1517,19.880569458007812,20.222888946533203
1518,20.121530532836914,20.462167739868164
1519,19.901784896850586,20.240928649902344
1520,19.22353744506836,19.565462112426758
1521,18.103679656982422,18.449108123779297
1522,16.568286895751953,16.91874122619629
1523,14.649909019470215,15.010124206542969
1524,12.392931938171387,12.763628005981445
1525,9.84695816040039,10.230062484741211
1526,7.069695949554443,7.466758728027344
1527,4.124385833740234,4.536131858825684
1528,1.0763081312179565,1.5041741132736206
1529,-2.005540132522583,-1.5619453191757202
1530,-5.05350399017334,-4.592425346374512
1531,-7.998140335083008,-7.520256996154785
1532,-10.772839546203613,-10.279885292053223
1533,-13.315459251403809,-12.80781364440918
1534,-15.567221641540527,-15.049128532409668
1535,-17.48120880126953,-16.953189849853516
1536,-19.013654708862305,-18.476396560668945
1537,-20.1274471282959,-19.585474014282227
1538,-20.800281524658203,-20.254613876342773
1539,-21.01503562927246,-20.469200134277344
1540,-20.766382217407227,-20.225051879882812
1541,-20.062774658203125,-19.526737213134766
1542,-18.9193172454834,-18.389101028442383
1543,-17.360260009765625,-16.837724685668945
1544,-15.420571327209473,-14.907930374145508
1545,-13.144951820373535,-12.642882347106934
1546,-10.583085060119629,-10.094094276428223
1547,-7.793127536773682,-7.319019794464111
1548,-4.840467929840088,-4.379456520080566
1549,-1.788008689880371,-1.3413017988204956
1550,1.2956498861312866,1.726755976676941
1551,4.338962078094482,4.754598140716553
1552,7.275780200958252,7.674891471862793
1553,10.038411140441895,10.422178268432617
1554,12.564546585083008,12.934731483459473
1555,14.798924446105957,15.157352447509766
1556,16.689538955688477,17.039297103881836
1557,18.195371627807617,18.538616180419922
1558,19.282766342163086,19.621227264404297
1559,19.92572021484375,20.262386322021484
1560,20.11078453063965,20.449941635131836
1561,19.834129333496094,20.17803192138672
1562,19.10201072692871,19.451486587524414
1563,17.931034088134766,18.28769302368164
1564,16.348608016967773,16.71228790283203
1565,14.388861656188965,14.761336326599121
1566,12.095065116882324,12.478943824768066
1567,9.521810531616211,9.916790008544922
1568,6.723997592926025,7.13215446472168
1569,3.7641212940216064,4.185946941375732
1570,0.7118215560913086,1.1464272737503052
1571,-2.3664634227752686,-1.917846441268921
1572,-5.400393962860107,-4.94085693359375
1573,-8.322711944580078,-7.853573799133301
1574,-11.069644927978516,-10.590115547180176
1575,-13.57712459564209,-13.089849472045898
1576,-15.790993690490723,-15.295475006103516
1577,-17.661706924438477,-17.15791130065918
1578,-19.144914627075195,-18.635318756103516
1579,-20.20838737487793,-19.69431495666504
1580,-20.828052520751953,-20.311037063598633
1581,-20.987998962402344,-20.470073699951172
1582,-20.685104370117188,-20.169923782348633
1583,-19.92824935913086,-19.418354034423828
1584,-18.732173919677734,-18.231477737426758
1585,-17.125408172607422,-16.636423110961914
1586,-15.147930145263672,-14.666657447814941
1587,-12.83839225769043,-12.367867469787598
1588,-10.248221397399902,-9.792518615722656
1589,-7.4388933181762695,-6.996004104614258
1590,-4.470425128936768,-4.043087482452393
1591,-1.411506175994873,-0.9985424280166626
1592,1.6678584814071655,2.069671392440796
1593,4.700894832611084,5.089300155639648
1594,7.617807865142822,7.993190288543701
1595,10.353628158569336,10.71667194366455
1596,12.849331855773926,13.200174331665039
1597,15.04714298248291,15.38772964477539
1598,16.89469337463379,17.228544235229492
1599,18.352325439453125,18.68255043029785
1600,19.390235900878906,19.716453552246094
1601,19.983028411865234,20.307815551757812
1602,20.117671966552734,20.44356918334961
1603,19.791671752929688,20.118675231933594
1604,19.00975227355957,19.341171264648438
1605,17.792402267456055,18.1282901763916
1606,16.168027877807617,16.508621215820312
1607,14.169719696044922,14.519716262817383
1608,11.843791961669922,12.20361614227295
1609,9.243917465209961,9.612995147705078
1610,6.426066875457764,6.806707382202148
1611,3.4518795013427734,3.84623384475708
1612,0.3905812203884125,0.7997248768806458
1613,-2.68841290473938,-2.2640950679779053
1614,-5.7181925773620605,-5.278714179992676
1615,-8.629020690917969,-8.175522804260254
1616,-11.354626655578613,-10.888022422790527
1617,-13.833005905151367,-13.356019973754883
1618,-16.0084285736084,-15.524260520935059
1619,-17.835681915283203,-17.34400749206543
1620,-19.272554397583008,-18.77512550354004
1621,-20.286298751831055,-19.785715103149414
1622,-20.854259490966797,-20.351816177368164
1623,-20.961740493774414,-20.460535049438477
1624,-20.609434127807617,-20.11072540283203
1625,-19.803682327270508,-19.309185028076172
1626,-18.561025619506836,-18.07308006286621
1627,-16.91379737854004,-16.431682586669922
1628,-14.897000312805176,-14.42259407043457
1629,-12.553550720214844,-12.089949607849121
1630,-9.93765640258789,-9.485647201538086
1631,-7.107840061187744,-6.669330596923828
1632,-4.1275482177734375,-3.7031068801879883
1633,-1.064465880393982,-0.6524937152862549
1634,2.013425588607788,2.4112584590911865
1635,5.037607669830322,5.419848918914795
1636,7.93844747543335,8.307808876037598
1637,10.651436805725098,11.008392333984375
1638,13.115767478942871,13.460761070251465
1639,15.275148391723633,15.610870361328125
1640,17.084022521972656,17.409772872924805
1641,18.50030517578125,18.818309783935547
1642,19.490093231201172,19.80478286743164
1643,20.03322410583496,20.345497131347656
1644,20.116180419921875,20.4293270111084
1645,19.738033294677734,20.05320930480957
1646,18.909019470214844,19.225025177001953
1647,17.64533805847168,17.96595573425293
1648,15.975098609924316,16.303592681884766
1649,13.936477661132812,14.274548530578613
1650,11.576008796691895,11.925454139709473
1651,8.946897506713867,9.308906555175781
1652,6.106958389282227,6.48191499710083
1653,3.1207778453826904,3.506972312927246
1654,0.054417818784713745,0.4542437791824341
1655,-3.0238826274871826,-2.607271671295166
1656,-6.04176664352417,-5.611278057098389
1657,-8.932075500488281,-8.489158630371094
1658,-11.632634162902832,-11.176980018615723
1659,-14.082635879516602,-13.615174293518066
1660,-16.225759506225586,-15.747228622436523
1661,-18.012611389160156,-17.525096893310547
1662,-19.403316497802734,-18.910598754882812
1663,-20.368560791015625,-19.873462677001953
1664,-20.88787841796875,-20.388965606689453
1665,-20.946962356567383,-20.44495964050293
1666,-20.542463302612305,-20.042362213134766
1667,-19.686311721801758,-19.190279006958008
1668,-18.398950576782227,-17.90936851501465
1669,-16.70830535888672,-16.226486206054688
1670,-14.651795387268066,-14.17781925201416
1671,-12.274889945983887,-11.811921119689941
1672,-9.630833625793457,-9.180039405822754
1673,-6.779898166656494,-6.34224796295166
1674,-3.7877702713012695,-3.363805055618286
1675,-0.7203801870346069,-0.308871328830719
1676,2.354775905609131,2.751742362976074
1677,5.368055820465088,5.749394416809082
1678,8.252017974853516,8.61889362335205
1679,10.939892768859863,11.294757843017578
1680,13.371838569641113,13.717321395874023
1681,15.495318412780762,15.83094310760498
1682,17.261390686035156,17.588621139526367
1683,18.63091468811035,18.951486587524414
1684,19.572256088256836,19.886409759521484
1685,20.063737869262695,20.37452507019043
1686,20.095474243164062,20.407241821289062
1687,19.6660099029541,19.98209571838379
1688,18.78656768798828,19.105602264404297
1689,17.476301193237305,17.797943115234375
1690,15.763258934020996,16.092504501342773
1691,13.68685245513916,14.026216506958008
1692,11.291864395141602,11.643712997436523
1693,8.634530067443848,8.999086380004883
1694,5.777366638183594,6.151616096496582
