# producer=CAELIX
# when=2026-02-13T00:14:54
# cwd=
# python=
# command= /core.py --out _Output/06_relativity/06A_oscillator_phase_drift_lensing/20260213_001453 --oscillator --traffic-mode telegraph --n 512 --traffic-iters 1 --traffic-c2 0.31 --traffic-dt 1.0 --traffic-gamma 0.001 --traffic-decay 0.0 --osc-mass-iters 220512 --osc-mass-inject 2.0 --osc-steps 4000 --osc-burn 800 --osc-warm 400 --osc-sample-every 1 --osc-omega 0.15 --osc-amp 25.0 --osc-r-near 16 --osc-r-far 160 --osc-lens --osc-ray-count 128 --osc-ray-step 0.75 --osc-ray-max 640
# run_id=20260213_001453
# experiment=06A_oscillator_phase_drift_lensing
# artefact=oscillator_lensing
# n=512
# alpha=0.005
# ray_count=128
# ray_span=80.0
# march_steps=640
# ds=0.75
# x0=-200.0
# y0=0.0
# theta0=0.0
ray_i,step,x,y,theta,phi,n
3.0,0.0,-199.25,-76.22047241386915,3.610100391221031e-08,0.0008274378570339341,1.0000041371892852
3.0,20.0,-184.2500000000024,-76.22046499927202,9.818779250504532e-07,0.0013094268204302188,1.0000065471341022
3.0,40.0,-169.25000000002615,-76.22043914912484,2.5067970641725294e-06,0.0020151127023664227,1.0000100755635117
3.0,60.0,-154.25000000013162,-76.22038388841463,4.921549092515821e-06,0.0030327196975758024,1.000015163598488
3.0,80.0,-139.2500000004838,-76.220282431079,8.69223341457397e-06,0.004472274696456118,1.0000223613734822
3.0,100.0,-124.25000000150405,-76.22010933324063,1.4509420462462705e-05,0.006465905015167011,1.000032329525076
3.0,120.0,-109.25000000422253,-76.21982639731326,2.3385769729221023e-05,0.009162686273777317,1.0000458134313688
3.0,140.0,-94.25000001107242,-76.2193768665995,3.6784435628468844e-05,0.01271284995198266,1.00006356424976
3.0,160.0,-79.25000002762863,-76.21867751846855,5.6764254573548366e-05,0.01723083405936986,1.0000861541702968
3.0,180.0,-64.25000006624177,-76.21760885080721,8.60733470906452e-05,0.02272109582878176,1.000113605479144
3.0,200.0,-49.2500001530523,-76.21600544672418,0.0001279942258915401,0.028948923989620606,1.000144744619948
3.0,220.0,-34.25000033958287,-76.21365320212254,0.00018553221449311888,0.035269640161798115,1.000176348200809
3.0,240.0,-19.250000716272325,-76.21030701277414,0.00025951685815721104,0.04053556269690885,1.0002026778134845
3.0,260.0,-4.250001415195953,-76.2057434347559,0.0003460998188025643,0.04334558187645826,1.0002167279093823
3.0,280.0,10.749997418126497,-76.19984019364122,0.0004361329581438434,0.042767397226475115,1.0002138369861324
3.0,300.0,25.749995682181293,-76.19263247722682,0.0005187560667140738,0.039003948910779476,1.000195019744554
3.0,320.0,40.74999336267007,-76.18429580993543,0.0005866487212294909,0.03323720676013664,1.0001661860338007
3.0,340.0,55.749990524974976,-76.17507180287762,0.0006379888039176487,0.02684449320482584,1.0001342224660241
3.0,360.0,70.74998727337947,-76.16519642513356,0.0006747249083258298,0.020812127405557018,1.0001040606370277
3.0,380.0,85.74998371397226,-76.15486344928163,0.0007001272133838533,0.015631357152410475,1.000078156785762
3.0,400.0,100.74997993598731,-76.14421759907435,0.0007173237182383671,0.011440257247463205,1.0000572012862372
3.0,420.0,115.74997600742194,-76.13336151603949,0.0007287989890579615,0.008186771233214526,1.000040933856166
3.0,440.0,130.7499719773014,-76.12236594635456,0.0007363696130879675,0.005738717098231946,1.0000286935854912
3.0,460.0,145.7499678798186,-76.11127883572433,0.0007413107763052706,0.00394343677292124,1.0000197171838645
3.0,480.0,160.74996373830612,-76.10013230371402,0.0007444993908727604,0.002656357520153612,1.0000132817876008
3.0,500.0,175.7499595684269,-76.08894765867589,0.0007465310055734366,0.001752341907811096,1.000008761709539
3.0,520.0,190.7499553805519,-76.07773890317634,0.0007478056979570007,0.001128688452539457,1.0000056434422626
3.0,540.0,205.74995118147365,-76.06651516408382,0.0007485887497849165,0.0007037025362134913,1.000003518512681
3.0,560.0,220.7499469756122,-76.05528236300756,0.0007490525325506193,0.00041364996256457485,1.0000020682498127
3.0,580.0,235.74994276586432,-76.04404437304342,0.0007493047900136734,0.0002087821520090692,1.00000104391076
3.0,600.0,250.7499385542074,-76.03280383517148,0.0007494067491767608,4.916708724246749e-05,1.0000002458354362
3.0,620.0,265.7499343420677,-76.02156265332405,0.0007494126689186672,0.0,1.0
3.0,640.0,279.9999303405299,-76.01088352379179,0.0007494126689186672,0.0,1.0
4.0,0.0,-199.25,-74.96062989421458,3.606037798873437e-08,0.0008395611020685063,1.0000041978055103
4.0,20.0,-184.2500000000024,-74.96062248577655,9.81192017920799e-07,0.0013292381230833737,1.0000066461906154
4.0,40.0,-169.25000000002612,-74.96059664640995,2.5062660086986857e-06,0.002046789113620709,1.000010233945568
4.0,60.0,-154.25000000013165,-74.96054137772691,4.923672565503373e-06,0.0030825795207548405,1.0000154128976038
4.0,80.0,-139.25000000048448,-74.96043982837648,8.703479147037142e-06,0.004549753525244259,1.0000227487676263
4.0,100.0,-124.25000000150871,-74.96026640110117,1.4544345791016123e-05,0.006584945474351346,1.0000329247273718
4.0,120.0,-109.25000000424478,-74.95998256339348,2.3475630029116322e-05,0.00934367236930973,1.0000467183618464
4.0,140.0,-94.250000011162,-74.95953085718727,3.6993463227416166e-05,0.012985081060051269,1.0000649254053002
4.0,160.0,-79.25000002795215,-74.95882664412599,5.722051364047311e-05,0.017634950156755036,1.0000881747507837
4.0,180.0,-64.25000006732188,-74.95774766599499,8.702124085516786e-05,0.02330973154879402,1.000116548657744
4.0,200.0,-49.25000015642382,-74.95612342938193,0.00012987018554638373,0.029780418968139967,1.0001489020948406
4.0,220.0,-34.250000349381,-74.95373130812564,0.00018902935324608978,0.03638602831421606,1.000181930141571
4.0,240.0,-19.250000742352768,-74.95031396522342,0.000265535470002585,0.0419207080313559,1.0002096035401569
4.0,260.0,-4.250001477290766,-74.94563469358872,0.00035543872162256777,0.044886540454076265,1.0002244327022705
4.0,280.0,10.74999728846177,-74.93956319454927,0.0004490254517778275,0.04427586254475961,1.0002213793127237
4.0,300.0,25.749995445625075,-74.9321370015536,0.0005347098755397383,0.04030852366161592,1.0002015426183082
4.0,320.0,40.74999298057293,-74.92354277493018,0.0006047731099923116,0.03425830151452801,1.0001712915075727
4.0,340.0,55.749989965953375,-74.91403554012214,0.0006574407133991566,0.02759042641930151,1.0001379521320966
4.0,360.0,70.7499865150753,-74.9038620173016,0.0006949122206066289,0.02133400105785542,1.0001066700052892
4.0,380.0,85.74998274164847,-74.89322290937181,0.0007206955259569821,0.015987088517941297,1.0000799354425898
4.0,400.0,100.74997874031232,-74.88226688165159,0.0007380804368554949,0.011678764911359343,1.0000583938245569
4.0,420.0,115.74997458259043,-74.87109865914798,0.0007496450822666915,0.008344768433369065,1.0000417238421668
4.0,440.0,130.74997031972532,-74.85979003965014,0.0007572559471045893,0.005842279183139716,1.0000292113959157
4.0,460.0,145.7499659872865,-74.84838948280932,0.0007622138648202167,0.004010598539042615,1.0000200529926953
4.0,480.0,160.7499616094571,-74.83692934874404,0.000765408477703258,0.0026994022808167818,1.000013497011404
4.0,500.0,175.74995720242725,-74.82543105327773,0.0007674414754181736,0.0017795589579931146,1.00000889779479
4.0,520.0,190.74995277689374,-74.81390864220134,0.0007687158486563092,0.0011455976056770243,1.0000057279880283
4.0,540.0,205.7499483398508,-74.80237125708612,0.0007694981052101455,0.0007139333542547488,1.0000035696667713
4.0,560.0,220.74994389584418,-74.79082482153282,0.0007699611823276605,0.00041952346852654513,1.0000020976173427
4.0,580.0,235.74993944784956,-74.77927320617007,0.0007702129433602387,0.0002116989850525898,1.0000010584949253
4.0,600.0,250.74993499789667,-74.76771904809996,0.0007703146923932083,4.9848704650471776e-05,1.0000002492435232
4.0,620.0,265.7499305474488,-74.75616424729202,0.0007703206054734856,0.0,1.0
4.0,640.0,279.9999263195183,-74.74518717974945,0.0007703206054734856,0.0,1.0
5.0,0.0,-199.25,-73.70078737457413,3.600090799641324e-08,0.0008516660460644935,1.0000042583302304
5.0,20.0,-184.2500000000024,-73.70077997666826,9.79929929571759e-07,0.0013490365906335252,1.000006745182953
5.0,40.0,-169.25000000002606,-73.70075416307347,2.504300780089286e-06,0.0020784752989842403,1.000010392376495
5.0,60.0,-154.25000000013154,-73.70069891808717,4.922987817158569e-06,0.003132513264436745,1.0000156625663221
5.0,80.0,-139.25000000048465,-73.70059733506778,8.709726252709386e-06,0.004627469407768593,1.0000231373470387
5.0,100.0,-124.2500000015117,-73.7004236778829,1.4570966854363133e-05,0.00670459048799669,1.00003352295244
5.0,120.0,-109.25000000426246,-73.70013909900428,2.355233488364941e-05,0.009526049938347336,1.0000476302496917
5.0,140.0,-94.25000001123999,-73.699685463268,3.7182852679355004e-05,0.013260296197617191,1.000066301480988
5.0,160.0,-79.25000002824888,-73.69897673804658,5.764974493388767e-05,0.018045235309644938,1.0000902261765483
5.0,180.0,-64.25000006834983,-73.6978878985282,8.793771372371848e-05,0.023910527999690817,1.0001195526399984
5.0,200.0,-49.25000015972654,-73.69624326015531,0.00013172358197467753,0.030634374019780097,1.000153171870099
5.0,220.0,-34.25000035921465,-73.69381131470229,0.00019254813909267828,0.03754027305767001,1.0001877013652885
5.0,240.0,-19.25000076907446,-73.69032174602134,0.0002716825909376667,0.04336131911485999,1.0002168065955743
5.0,260.0,-4.25000154198068,-73.68552356893892,0.00036507941251561805,0.04649420328454314,1.0002324710164228
5.0,280.0,10.749997151732316,-73.67927770378893,0.0004624181768215269,0.045848342126829214,1.0002292417106342
5.0,300.0,25.74999519433129,-73.67162428301577,0.0005513126213699813,0.04166236745189175,1.0002083118372596
5.0,320.0,40.74999257314238,-73.6627620632699,0.0006236247965727812,0.03531119916169881,1.0001765559958085
5.0,340.0,55.749989368948945,-73.65296042628646,0.000677647371492665,0.02835444749256818,1.0001417722374628
5.0,360.0,70.74998570493244,-73.6424774066198,0.0007158560451361774,0.021865361728651493,1.0001093268086432
5.0,380.0,85.74998170298653,-73.63152086351445,0.0007420141953111329,0.01634752488234307,1.0000817376244118
5.0,400.0,100.74997746346946,-73.62024345904578,0.0007595805126636779,0.011919503016568678,1.0000595975150828
5.0,420.0,115.7499730615931,-73.6087519929944,0.0007712289269528537,0.008503776755790123,1.000042518883779
5.0,440.0,130.74996855089813,-73.59711929094942,0.00077887603191267,0.005946267405479084,1.0000297313370274
5.0,460.0,145.7499639683718,-73.58539430394796,0.0007838480476269272,0.00407791959751007,1.0000203895979876
5.0,480.0,160.7499593390694,-73.57360961618369,0.0007870469176982466,0.0027424898313082105,1.0000137124491566
5.0,500.0,175.7499546797186,-73.5617867389036,0.0007890802344592049,0.0018067730507243197,1.0000090338652536
5.0,520.0,190.74995000134817,-73.54993975350172,0.0007903536455329851,0.0011624915608739492,1.0000058124578044
5.0,540.0,205.74994531115777,-73.53807781094821,0.0007911347214238227,0.0007241479646819443,1.0000036207398235
5.0,560.0,220.7499406138205,-73.5262068341566,0.0007915968456290289,0.0004253850019031501,1.0000021269250094
5.0,580.0,235.7499359123924,-73.51433068920832,0.0007918479932694678,0.00021460899413430746,1.0000010730449707
5.0,600.0,250.74993120895618,-73.50245200800651,0.0007919494798577907,5.0528665045903304e-05,1.0000002526433251
5.0,620.0,265.7499265050121,-73.49057268561901,0.0007919553837132854,0.0,1.0
5.0,640.0,279.9999220362598,-73.47928732258089,0.0007919553837132854,0.0,1.0
6.0,0.0,-199.25,-72.44094485494813,3.592220636740215e-08,0.0008637486557351555,1.0000043187432788
6.0,20.0,-184.2500000000024,-72.44093747146013,9.781483935383656e-07,0.0013688124551836326,1.000006844062276
6.0,40.0,-169.25000000002603,-72.44091169746369,2.500986685932587e-06,0.0021101515872930143,1.0000105507579364
6.0,60.0,-154.25000000013128,-72.44085650500313,4.919758996491549e-06,0.0031824848392229877,1.000015912424196
6.0,80.0,-139.25000000048428,-72.44075494116095,8.711404838694111e-06,0.004705352088114104,1.0000235267604405
6.0,100.0,-124.25000000151303,-72.4405811454055,1.4589929165524399e-05,0.006824698978227449,1.000034123494891
6.0,120.0,-109.2500000042755,-72.44029597416795,2.3616800579545032e-05,0.009709546237540365,1.0000485477311878
6.0,140.0,-94.25000001130635,-72.43984063908303,3.7353848784897056e-05,0.013538011619832441,1.0000676900580991
6.0,160.0,-79.25000002851945,-72.43912773451831,5.805332789111083e-05,0.018460792746656907,1.0000923039637333
6.0,180.0,-64.25000006932683,-72.43802946331516,8.882357088840983e-05,0.02452191620219022,1.000122609581011
6.0,200.0,-49.25000016295948,-72.4363648551599,0.00013355292629946226,0.031508331719124455,1.0001575416585957
6.0,220.0,-34.250000369073035,-72.43389319429116,0.00019608237412408025,0.03872888126477232,1.000193644406324
6.0,240.0,-19.250000796404038,-72.43033048918926,0.00027794225677825994,0.044852831452298236,1.0002242641572614
6.0,260.0,-4.250001609213484,-72.42541048936656,0.00037499725799543124,0.048163846328267396,1.0002408192316414
6.0,280.0,10.749997007985428,-72.41898463793697,0.00047627203275868365,0.0474804006035732,1.0002374020030178
6.0,300.0,25.74999492828175,-72.41109587050639,0.0005685173879756945,0.043061864748585754,1.000215309323743
6.0,320.0,40.74999214025462,-72.4019559686333,0.0006431519074335812,0.03639316947630926,1.0001819658473816
6.0,340.0,55.74998873372817,-72.39184956867044,0.0006985531215529121,0.029134836929498267,1.0001456741846475
6.0,360.0,70.74998484262403,-72.38104654598743,0.0007374994379519817,0.02240521406332434,1.0001120260703167
6.0,380.0,85.74998059758542,-72.36976212031112,0.0007640260312033086,0.016712128833263708,1.0000835606441663
6.0,400.0,100.74997610500225,-72.35815299794885,0.0007817667917557534,0.012162184708402014,1.000060810923542
6.0,420.0,115.74997144393097,-72.34632804099294,0.0007934934155217701,0.008663642788660112,1.0000433182139432
6.0,440.0,130.74996667028933,-72.33436108011978,0.0008011728193542556,0.006050597587488988,1.0000302529879375
6.0,460.0,145.74996182251903,-72.32230153487123,0.0008061562707433954,0.004145354457759273,1.0000207267722887
6.0,480.0,160.74995692656694,-72.31018219695324,0.0008093577280234101,0.0027855957127193797,1.0000139279785636
6.0,500.0,175.7499519997075,-72.2980246607346,0.0008113903430192812,0.0018339713554208284,1.000009169856777
6.0,520.0,190.7499470533067,-72.28584303639656,0.0008126621267925983,0.0011793624621523823,1.0000058968123107
6.0,540.0,205.74994209477228,-72.27364647944344,0.0008134416341952754,0.0007343423675152208,1.0000036717118377
6.0,560.0,220.74993712890637,-72.26144090897981,0.0008139025704755743,0.00043123233089398895,1.0000021561616546
6.0,580.0,235.74993215884587,-72.24923018465748,0.0008141529770455621,0.00021751101952078198,1.0000010875550975
6.0,600.0,250.74992718672678,-72.23701693178552,0.000814254151791817,5.120668959921979e-05,1.000000256033448
6.0,620.0,265.7499222140866,-72.22480303959665,0.0008142600437840637,0.0,1.0
6.0,640.0,279.99991749007256,-72.21319983525481,0.0008142600437840637,0.0,1.0
7.0,0.0,-199.25,-71.18110233533596,3.5824979501194604e-08,0.0008758031414807079,1.0000043790157074
7.0,20.0,-184.2500000000024,-71.18109497007055,9.758512496601537e-07,0.001388555056024406,1.00000694277528
7.0,40.0,-169.25000000002592,-71.18106924941048,2.496324155737244e-06,0.002141799509963845,1.0000107089975498
7.0,60.0,-154.25000000013085,-71.18101413811988,4.91398088474757e-06,0.0032324697667854975,1.000016162348834
7.0,80.0,-139.25000000048337,-71.1809126462378,8.708546898296647e-06,0.00478335717310693,1.0000239167858656
7.0,100.0,-124.25000000151286,-71.1807388032517,1.4601201278868787e-05,0.006945216503711007,1.0000347260825186
7.0,120.0,-109.25000000428417,-71.18045319078988,2.3668776242838824e-05,0.00989407896683073,1.0000494703948342
7.0,140.0,-94.25000001136124,-71.17999639307916,3.750580842776092e-05,0.013818106305242406,1.0000690905315262
7.0,160.0,-79.25000002876283,-71.17927965517748,5.843018444561863e-05,0.018881506711706318,1.0000944075335585
7.0,180.0,-64.25000007024906,-71.17817240531943,8.967683567042183e-05,0.025143865271481755,1.0001257193263573
7.0,200.0,-49.25000016611395,-71.17648828996752,0.00013535597501883534,0.03240253907132632,1.0001620126953565
7.0,220.0,-34.250000378941166,-71.17397705643168,0.00019962952136896853,0.03995278207977576,1.0001997639103988
7.0,240.0,-19.250000824339224,-71.17034031219367,0.00028431660888771136,0.04639735365390202,1.0002319867682694
7.0,260.0,-4.2500016790934865,-71.16529547595954,0.00038520145932959725,0.049898369683645055,1.0002494918484182
7.0,280.0,10.749996856815471,-71.15868380171213,0.0004906050342446636,0.0491747631582452,1.0002458738157913
